sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_270171,,蒋雯丽,顾长卫,顾长卫 电影 纪录片 《 在 一起 》 主演 ： 章子怡 、 郭富城 、 蒋雯丽 、,人物二 电影 纪录片  一起  主演  章子怡  郭富城  人物一,1
TRAIN_SENT_ID_259134,,刘备,刘禅,曹操 取 荆州 ， 刘备 败于 当阳 长阪 坡 ， 他 力战 救护 甘夫人 和 备子 刘禅 。,曹操 取 荆州  人物一 败于 当阳 长阪 坡  力战 救护 甘夫人 备子 人物二,-1
TRAIN_SENT_ID_268556,,潘金莲,武大郎,1 剧情简介 : 武大郎 死后 ， 潘金莲 名正言顺 地嫁 与 西门庆 为 妾 侍 ， 二人 恩爱 缠绵 ， 终日 形影不离 。,剧情简介  人物二 死后  人物一 名正言顺 地嫁 西门庆 妾 侍  二人 恩爱 缠绵  终日 形影不离,1
TRAIN_SENT_ID_272508,,韦丛,元稹,这是 元稹 在 元 和 四年 三月 的 最后 一天 ， 为 思念 妻子 韦丛 而作 。,这是 人物二 元 四年 三月 最后 一天  思念 妻子 人物一 而作,1
TRAIN_SENT_ID_269067,,刘德华,朱丽倩,1992 年 ， 有人 目睹 刘德华 父子 与 朱丽倩 前往 浅水湾 看 屋子 ， 可是 刘德华 又 一口 否认 。,年  有人 目睹 人物一 父子 人物二 前往 浅水湾 屋子  人物一 一口 否认,1
TRAIN_SENT_ID_270263,,宣姜,卫宣公,（ 卫宣公 夫人 ） : 宣姜 ， 生卒 年 不详 ， 齐僖公 之女 ， 卫宣公 的 夫人 ， 姜姓 ， 名字 不详 。,人物二 夫人   人物一  生卒 年 不详  齐僖公 之女  人物二 夫人  姜姓  名字 不详,1
TRAIN_SENT_ID_286716,,王惠风,王衍,可是 韩寿 的 妻子 贾午 与 贾后 都 不 同意 ， 却 为 司马遹 聘 了 王衍 的 小女儿 王惠风 。,韩寿 妻子 贾午 贾后 同意  司马遹 聘 人物二 小女儿 人物一,-1
TRAIN_SENT_ID_271454,,杨云,杨威,杨威 还 带来 了 一束 鲜花 ， 任何 女孩子 都 会 明白 这是 什么 意思 ， 这是 杨云 第一次 收到 男孩子 的 鲜花 。,人物二 带来 一束 鲜花  女孩子 会 明白 这是 意思  这是 人物一 第一次 收到 男孩子 鲜花,1
TRAIN_SENT_ID_265162,,尤二姐,贾琏,贾琏 偷 娶 尤二姐 后 ， 出门 为 父亲 贾赦 办事 ， 事情 办 的 很 出色 ， 贾赦 十分 欢喜 ， 夸 他 能干 ， 把 秋桐 赏 他 为 妾 。,人物二 偷 娶 人物一  出门 父亲 贾赦 办事  事情 办 出色  贾赦 十分 欢喜  夸 能干  秋桐 赏 妾,1
TRAIN_SENT_ID_284966,,林早早,于嘉,2005 年 夏 ， 于嘉 与 妻子 林早早 结识 。,年 夏  人物二 妻子 人物一 结识,1
TRAIN_SENT_ID_285495,,徐夫人,孙翊,孙翊 妻子 : 徐氏 ， 徐夫人 ， 擅长 占卜 ， 又 设计 杀死 妫览 和 戴员 为 孙翊 报仇 。,人物二 妻子  徐氏  人物一  擅长 占卜  设计 杀死 妫览 戴员 人物二 报仇,1
