sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_271809,,阎婆惜,宋江,阎婆惜 百般刁难 ， 惹 得 宋江 火起 ， 一怒之下 便 杀 了 阎婆惜 。,人物一 百般刁难  惹 人物二 火起  一怒之下 便 杀 人物一,1
TRAIN_SENT_ID_266599,,许晋亨,李嘉欣,晚餐 开始 前 ， 李嘉欣 与 许晋亨 还 将 在 亲友 及 家人 见证 下 ， 由 律师 主持 注册 仪式 。,晚餐 前  人物二 人物一 亲友 家人 见证  律师 主持 注册 仪式,1
TRAIN_SENT_ID_271866,,阎婆惜,宋江,宋江怒 杀 阎婆惜 ， 实际上 是 宋江 被 逼上梁山 的 开始 。,人物二怒 杀 人物一  实际上 人物二 逼上梁山,1
TRAIN_SENT_ID_276767,,丁夫人,曹操,但是 ， 终 有 一次 ， 曹操 还是 按捺不住 ， 恼羞成怒 将 丁夫人 遣送 回 了 娘家 。,终 一次  人物二 按捺不住  恼羞成怒 人物一 遣送 回 娘家,1
TRAIN_SENT_ID_277118,,浦安修,彭德怀,夕阳 下 ， 一辆 破旧 的 公共汽车 摇摇晃晃 地开 过来 ， 彭德怀 紧紧 握住 浦安修 的 手 ， 说声 “ 再见 ” 。,夕阳  一辆 破旧 公共汽车 摇摇晃晃 地开 过来  人物二 紧紧 握住 人物一 手  说声  再见,1
TRAIN_SENT_ID_261101,,胡一刀,胡斐,苗人凤 从 胡斐 所使 刀法 中 ， 发现 他 为 胡家 后人 ， 遂 向 他 坦言 胡一刀 之死 ， 乃 自己 间接 造成 ， 宁以 自己 性命 交托 胡斐 手上 以作 补偿 。,苗人凤 人物二 所使 刀法 中  发现 胡家 后人  遂 坦言 人物一 之死  间接 造成  宁以 性命 交托 人物二 手上 以作 补偿,-1
TRAIN_SENT_ID_271878,,阎婆惜,宋江,宋江 怒 杀 阎婆惜 演职员 表 : 宋江 怒 杀 阎婆惜 职员表 : ▪ 作曲 ： 周郎 宋江 怒 杀 阎婆惜 演员表 :,人物二 怒 杀 人物一 演职员 表  人物二 怒 杀 人物一 职员表  ▪ 作曲  周郎 人物二 怒 杀 人物一 演员表,1
TRAIN_SENT_ID_275310,,潘巧云,杨雄,作为 水浒 女性 人物 ， 给 笔者 留下 最深 印象 的 ， 不是 潘金莲 ， 而是 蓟州 两院 押狱 兼 刽子手 “ 病 关索 ” 杨雄 的 老婆 潘巧云 。,水浒 女性 人物  笔者 留下 最深 印象  潘金莲  蓟州 两院 押狱 兼 刽子手  病 关索  人物二 老婆 人物一,1
TRAIN_SENT_ID_265184,,尤二姐,贾琏,【 故事 】 ： 贾琏 听从 尤二姐 的 主张 及 尤三姐 的 意见 ， 在 外出 公干 的 路上 ， 遇到 薛蟠 与 柳湘莲 。,故事   人物二 听从 人物一 主张 尤三姐 意见  外出 公干 路上  遇到 薛蟠 柳湘莲,1
TRAIN_SENT_ID_281747,,苏荃,韦小宝,在 《 鹿鼎记 》 中 张馨予 饰演 韦小宝 最高 冷 的 老婆 苏荃 ， 张馨予 也 在 自己 身上 找到 了 共通点 。,鹿鼎记  中 张馨予 饰演 人物二 最高 冷 老婆 人物一  张馨予 身上 找到 共通点,1
TRAIN_SENT_ID_283603,,艾慧,冯巩,1 婚姻家庭 : 冯巩 与 老婆 艾慧 资料 图,婚姻家庭  人物二 老婆 人物一 资料 图,1
TRAIN_SENT_ID_251294,,廖仲恺,何香凝,何香凝 《 孙中山 和 廖仲恺 》 ： “ 我流 着 感奋 的 热泪 ， 望见 了 革命胜利 的 前途 。 ”,人物二  孙中山 人物一    我流 感奋 热泪  望见 革命胜利 前途,1
TRAIN_SENT_ID_271772,,阎婆惜,宋江,④ 明 施耐庵 《 水浒 》 第二十一回 《 虔婆 醉 打 唐牛儿 宋江怒 杀 阎婆惜 》 叫做 唐牛儿 ， 时常 在 街上 只是 帮闲 ， 常常 得 宋江 赍 助 他 。,④ 明 施耐庵  水浒  第二十一回  虔婆 醉 唐牛儿 人物二怒 杀 人物一  叫做 唐牛儿  时常 街上 帮闲  常常 人物二 赍 助,1
TRAIN_SENT_ID_269304,,陆雪琪,张小凡,萧鼎 称 ， 此番 的 《 诛 仙 二 》 将 真正 延续 第一部 的 故事 ， 张小凡 、 陆雪琪 、 青云 门 等 经典 人物 场景 均会 与 读者 再次 见面 。,萧鼎 称  此番  诛 仙 二  真正 延续 第一部 故事  人物二  人物一  青云 门 经典 人物 场景 均会 读者 再次 见面,1
TRAIN_SENT_ID_261297,,朱兆祥,胡静,胡静 : 胡静 的 婚礼 堪称 世纪 婚礼 ， 在 胡静 和 朱兆祥 大婚 期间 其婚 房选 在 半山 别墅 ， 别墅 价值 千万 ， 且 处于 吉隆坡 市中心 。,人物二  人物二 婚礼 堪称 世纪 婚礼  人物二 人物一 大婚 期间 其婚 房选 半山 别墅  别墅 价值 千万  处于 吉隆坡 市中心,1
TRAIN_SENT_ID_276319,,岳灵珊,林平之,为了 挽回 自己 的 人际关系 ， 林平之 接受 客户 兼好 友爱 肥 的 指点 ， 追踪 无声 电话 的 来源 ， 赫然 发现 电话 拨 出者 是 一个 叫做 岳灵珊 的 女孩 。,挽回 人际关系  人物二 接受 客户 兼好 友爱 肥 指点  追踪 无声 电话 来源  赫然 发现 电话 拨 出者 一个 叫做 人物一 女孩,1
TRAIN_SENT_ID_271828,,阎婆惜,宋江,2 、 明 施耐庵 《 水浒 》 第二十一回 《 虔婆 醉 打 唐牛儿 宋江怒 杀 阎婆惜 》 吓 得 宋江 慌作一团 ， 连忙 掩 住口 道 ： “ 不要 叫 ！ ”,明 施耐庵  水浒  第二十一回  虔婆 醉 唐牛儿 人物二怒 杀 人物一  人物二 慌作一团  连忙 掩 住口 道   不要,1
TRAIN_SENT_ID_262373,,汪精卫,陈璧君,施旦 也 不是 个 简单 人物 ， 听说 陈璧君 在 汪精卫 的 办公室 里大闹 ， 便 主动 来 见 陈璧君 ， 对 她 说 ： “ 陈 大姐 ， 您 不必 发怒 。,施旦 简单 人物  听说 人物二 人物一 办公室 里大闹  便 主动 见 人物二  说   陈 大姐  不必 发怒,1
TRAIN_SENT_ID_260269,,穆桂英,杨宗保,杨六郎 派 杨宗保 到 穆柯寨 借降 龙木 ， 才 与 穆桂英 刀兵 相见 ， 阵前 招亲 。,杨六郎 派 人物二 穆柯寨 借降 龙木  人物一 刀兵 相见  阵前 招亲,1
TRAIN_SENT_ID_271832,,阎婆惜,宋江,第 13 回 虔婆 醉 打 唐牛儿 宋江 怒 杀 阎婆惜,回 虔婆 醉 唐牛儿 人物二 怒 杀 人物一,1
TRAIN_SENT_ID_283295,,李俐,满文军,李俐 为了 帮助 满文军 在 事业 上 更好 地 发展 ， 每当 满文军 录制 了 一首 新歌 时 ， 李俐 都 要 认真 地 听 上 几遍 ， 然后 提出 自己 的 意见 。,人物一 帮助 人物二 事业 更好 发展  人物二 录制 一首 新歌 时  人物一 认真 听 几遍  提出 意见,1
TRAIN_SENT_ID_279340,,石青璇,徐子陵,与 徐子陵 和 石青璇 会合 后 ， 联袂 从 蜀 西入 塞 ， 先到 吐谷浑 见伏 骞 。,人物二 人物一 会合  联袂 蜀 西入 塞  先到 吐谷浑 见伏 骞,1
TRAIN_SENT_ID_262496,,扶苏,秦始皇,素来 刚愎自用 的 秦始皇 闻言 大怒 ， 当即 贬谪 扶苏 到 上 郡 ， 监 蒙恬 军 。,素来 刚愎自用 人物二 闻言 大怒  当即 贬谪 人物一 郡  监 蒙恬 军,-1
TRAIN_SENT_ID_273993,,白素,卫斯理,大乔 和 卫斯理 走进 了 石棺 ， 此时 大乔 终于 发现 卫斯理 喜欢 的 是 白素 。,大乔 人物二 走进 石棺  大乔 终于 发现 人物二 喜欢 人物一,1
TRAIN_SENT_ID_275965,,夏东海,夏雨,夏雨 在 外面 拣到 一个 类似 金属 部件 的 东西 ， 刘星 也 觉得 这 东西 灵巧 别致 ， 争着 抢 着 要 玩 ， 夏东海 看见 也 没 在意 。,人物二 外面 拣到 一个 类似 金属 部件 东西  刘星 觉得 东西 灵巧 别致  争着 抢 玩  人物一 看见 没 在意,-1
TRAIN_SENT_ID_281569,,陈二狗,曹蒹葭,12 . （ 婚礼 上 ， 蒹 葭 的 演讲词 ） 曹蒹葭 接过 陈二狗 手中 的 话筒 。,婚礼  蒹 葭 演讲词  人物二 接过 人物一 手中 话筒,1
TRAIN_SENT_ID_258332,,张兆和,沈从文,沈从文 在 自己 的 课堂 上 对 还是 学生 的 张兆和 一见钟情 ， 随即 一股脑 地写 了 三年 情书 ， 终予 修得 正果 。,人物二 课堂 学生 人物一 一见钟情  随即 一股脑 地写 三年 情书  终予 修得 正果,1
TRAIN_SENT_ID_269622,,齐昊,田灵儿,站 在 田灵儿 身旁 的 齐昊 看 了 曾书书 一眼 ， 嘴角 露出 笑容 ， 拱手 道 ： “ 曾 师弟 ， 我们 又 见面 了 。 ”,站 人物二 身旁 人物一 曾书书 一眼  嘴角 露出 笑容  拱手 道   师弟  见面,1
TRAIN_SENT_ID_255523,,刘梅,夏雪,后来 夏雪 和 网友 一起 回到 家中 ， 在 家中 打开 网友 的 包一看 ， 发现 里面 用于 自卫 的 武器 比 刘梅 给 夏雪 装备 的 有过之而无不及 。,后来 人物二 网友 一起 回到 家中  家中 打开 网友 包一看  发现 里面 用于 自卫 武器 人物一 人物二 装备 有过之而无不及,-1
TRAIN_SENT_ID_279615,,晏紫,李圣根,晏紫 与 李 银根 李圣根 知道 晏紫 对 商人 有 偏见 ， 但 这 反而 让 李圣根 觉得 ， 晏紫 是 个 好 女孩 ， 是 值得 用 诚心 去 打动 的 。,人物一 李 银根 人物二 知道 人物一 商人 偏见  人物二 觉得  人物一 女孩  值得 诚心 打动,1
TRAIN_SENT_ID_267480,,宋霭龄,孔祥熙,孔祥熙 和 宋霭龄 见后 十分 眼红 ， 孙便 又 挑选 了 两串 朝鞋 上 的 宝石 送 去 ， 才 算了 事 。,人物二 人物一 见后 十分 眼红  孙便 挑选 两串 朝鞋 宝石 送  算了 事,1
TRAIN_SENT_ID_270460,,关平,关羽,状纸 到 关羽 手后 ， 他 在 盛怒之下 ， 查勘 失严 ， 造成 误判 ， 杀 了 顾全大局 的 关平 。,状纸 人物二 手后  盛怒之下  查勘 失严  造成 误判  杀 顾全大局 人物一,-1
TRAIN_SENT_ID_271869,,阎婆惜,宋江,第十回 宋江 怒 杀 阎婆惜 武松 独闯 景阳冈,第十回 人物二 怒 杀 人物一 武松 独闯 景阳冈,1
TRAIN_SENT_ID_271900,,阎婆惜,宋江,④ 明 施耐庵 《 水浒 》 第二十一回 《 虔婆 醉 打 唐牛儿 宋江 怒 杀 阎婆惜 》 押司 不要 见责 。,④ 明 施耐庵  水浒  第二十一回  虔婆 醉 唐牛儿 人物二 怒 杀 人物一  押司 不要 见责,1
TRAIN_SENT_ID_257288,,金蛇郎君,温仪,当 袁承志 帮 夏雪宜 报仇雪恨 后 努力 撮合 他 和 温仪 想 让 他 最 爱 的 青弟 早点 出生 却 发现 金蛇郎君 兴趣 好像 有 哪里 不 对 的 地方 … …,袁承志 帮 夏雪宜 报仇雪恨 努力 撮合 人物二 想 爱 青弟 早点 出生 发现 人物一 兴趣 好像 地方,1
TRAIN_SENT_ID_271710,,石厚,石碏,石碏 却说 ： “ 石厚 与州吁 沆瀣一气 ， 不 杀掉 他 ， 我 在 朝歌 无脸 见 人 。 ”,人物二 却说   人物一 与州吁 沆瀣一气  杀掉  朝歌 无脸 见,-1
