sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_252268,秦嘉,徐淑,答 秦嘉 诗 作者简介 : 徐淑 ， 东汉 女诗人 。,答 人物一 诗 作者简介  人物二  东汉 女诗人,1
TRAIN_SENT_ID_278486,鄂伦岱,佟国纲,第三代 ： 佟佳氏 · 鄂伦岱 ， 佟佳氏 · 佟国纲 子 。,第三代  佟佳氏  人物一  佟佳氏  人物二 子,-1
TRAIN_SENT_ID_269267,陆雪琪,张小凡,陆雪琪 身子 一颤 ， 向 他 看来 ， 只见 鬼厉 ， 不 ， 此刻 在 她 眼中 的 ， 分明 就 还是 当初 那个 张小凡 啊 ！,人物一 身子 一颤  看来  只见 鬼厉   此刻 眼中  分明 当初 人物二,1
TRAIN_SENT_ID_279292,吴宗宪,张葳葳,2013 年 6 月 13 日 ， 张葳葳 与 吴宗宪 结婚 23 年 ， 外界 传言 男方 花心 多情 、 绯闻 对象 从没 少过 。,年  月  日  人物二 人物一 结婚  年  外界 传言 男方 花心 多情  绯闻 对象 从没 少过,1
TRAIN_SENT_ID_273017,黄月英,黄承彦,相传 是 诸葛亮 的 岳丈 - - - - - 襄阳 名士 黄承彦 的 故里 ， 诸葛 夫人 - - - - 华夏 才女 黄月英 的 出生地 。,相传 诸葛亮 岳丈      襄阳 名士 人物二 故里  诸葛 夫人     华夏 才女 人物一 出生地,-1
TRAIN_SENT_ID_263265,胡亥,秦始皇,- - - - - - - 摘自 《 史记 · 李斯 列传 》 译文 : 于是 ， 他们 就 一同 商议 ， 伪造 了 秦始皇 给 丞相 李斯 的 诏书 ， 立 胡亥 为 太子 。,摘自  史记  李斯 列传  译文   一同 商议  伪造 人物二 丞相 李斯 诏书  立 人物一 太子,-1
TRAIN_SENT_ID_266018,韦春花,韦小宝,好像 听 那个 女人 说 她 自己 叫 韦春花 ， 另 一个 女人 对 着 我 叫 ‘ 小宝 哥 ’ ， 难道 ~ 我 就是 韦小宝 ， 那个 娶 了 七个 老婆 的 幸福 男人 。,好像 听 女人 说 人物一  一个 女人  小宝 哥   难道  人物二  娶 七个 老婆 幸福 男人,-1
TRAIN_SENT_ID_264079,刘备,孙尚香,刘备 和 孙尚香 的 感人 爱情 只 存在 于 小说 里 ， 并非 真的 。,人物一 人物二 感人 爱情 存在 小说 里  真的,1
TRAIN_SENT_ID_256147,蒋介石,宋美龄,民国 名人 回忆录 ： 宋美龄 回忆录 作者简介 : 宋美龄 （ 1897 - 2003 ） ， 蒋介石 的 夫人 。,民国 名人 回忆录  人物二 回忆录 作者简介  人物二       人物一 夫人,1
TRAIN_SENT_ID_256781,朱军,谭梅,谭梅 是 1987 年 从 西安 特招 入伍 的 舞蹈演员 ， 秀美 文静 、 楚楚动人 ， 也 让 朱军 爱慕 不已 ， 朱军 总是 想 找 机会 接近 她 。,人物二  年 西安 特招 入伍 舞蹈演员  秀美 文静  楚楚动人  人物一 爱慕 不已  人物一 总是 想 找 机会 接近,1
TRAIN_SENT_ID_278431,苗若兰,苗人凤,1986 ， 电视 ， 香港 无线 ， 吕良伟 饰 胡一刀 + 胡斐 ， 谢贤 饰 苗人凤 ， 周秀兰 饰 袁紫衣 ， 曾华倩 饰 苗若兰 ，,电视  香港 无线  吕良伟 饰 胡一刀  胡斐  谢贤 饰 人物二  周秀兰 饰 袁紫衣  曾华倩 饰 人物一,-1
TRAIN_SENT_ID_277645,郭啸天,郭靖,受 金国赵 王 完颜洪烈 的 指示 ， 袭击 牛家村 郭杨 两家 ， 杀害 郭靖 的 父亲 郭啸天 。,受 金国赵 王 完颜洪烈 指示  袭击 牛家村 郭杨 两家  杀害 人物二 父亲 人物一,-1
TRAIN_SENT_ID_272898,杨威,杨云,此时 ， 杨云 知道 杨威 的 体操 理想 并 没有 实现 ， 她 不能 让 杨威 在 这种 不 完美 的 情况 下 谢幕 。,人物二 知道 人物一 体操 理想 没有 实现  不能 人物一 这种 完美 情况 谢幕,1
TRAIN_SENT_ID_262655,况天佑,马小玲,歌曲名 ： 原来 只要 共 你 活 一天 （ 况天佑 、 马小玲 在 KTV 唱 的 那首歌 ）,歌曲名  原来 共 活 一天  人物一  人物二  唱 那首歌,1
TRAIN_SENT_ID_266962,关索,关羽,关索 ， 关羽 三子 ， 演义 虚构 ， 关羽 失 荆州 后 在 鲍 家庄 养伤 ， 诸葛亮 南伐 孟获 时才 归军 ， 作 先锋 。,人物一  人物二 三子  演义 虚构  人物二 失 荆州 鲍 家庄 养伤  诸葛亮 南伐 孟获 时才 归军  作 先锋,-1
TRAIN_SENT_ID_271322,何泽慧,钱三强,1948 年 ， 何泽慧 和 丈夫 钱三强 一起 返回 祖国 ， 为 发展 中国 的 国防 科学 运筹帷幄 。,年  人物一 丈夫 人物二 一起 返回 祖国  发展 中国 国防 科学 运筹帷幄,1
TRAIN_SENT_ID_283757,慕容顺,伏允,贵族 拥立 伏允 和 妻子 隋朝 光化 公主 的 大儿子 大宁 王 慕容顺 为主 ， 慕容顺 一直 反感 自己 没有 被立 为 王储 ， 他 杀害 了 天柱 王 ， 投降 唐军 。,贵族 拥立 人物二 妻子 隋朝 光化 公主 大儿子 大宁 王 人物一 为主  人物一 一直 反感 没有 被立 王储  杀害 天柱 王  投降 唐军,-1
TRAIN_SENT_ID_255737,蒋介石,宋美龄,1930.11 张学良 、 于凤至 、 宋美龄 、 蒋介石,张学良  于凤至  人物二  人物一,1
TRAIN_SENT_ID_286249,崔昌洲,刘喜奎,刘喜奎 在 旧社会 为何 不畏强权 ， 不 图 荣华富贵 ， 甘愿 下嫁 给 崔昌洲 呢 ？,人物二 旧社会 不畏强权  图 荣华富贵  甘愿 下嫁 人物一,1
TRAIN_SENT_ID_277207,张茜,张卫健,我要 轻闲 （ 鹿鼎记 / 小宝 与 康熙 插曲 ） _ 张卫健 张茜,我要 轻闲  鹿鼎记  小宝 康熙 插曲   人物二 人物一,1
TRAIN_SENT_ID_283532,郑樱桃,石虎,— 349 年 ） ， 字大祗 ， 后 赵武 帝 石虎 第九 子 ， 石 世异 母兄 ， 母 郑樱桃 ， 十六 国 时期 后 赵君 主 。,年   字大祗  赵武 帝 人物二 第九 子  石 世异 母兄  母 人物一  十六 国 时期 赵君 主,1
TRAIN_SENT_ID_269732,霍思纬,陈琪琪,霍思纬 社交活动 : 霍思纬 自小 十分 乖巧 ， 读书 又 用功 ， 深得 父亲 霍震寰 及 母亲 陈琪琪 疼爱 。,人物一 社交活动  人物一 自小 十分 乖巧  读书 用功  深得 父亲 霍震寰 母亲 人物二 疼爱,-1
TRAIN_SENT_ID_268323,秦始皇,扶苏,我 听说 二世 皇帝 胡亥 是 秦始皇 的 小儿子 ， 本不应 继位 ， 该 继位 的 是 长子 扶苏 。,听说 二世 皇帝 胡亥 人物一 小儿子  本不应 继位  继位 长子 人物二,-1
TRAIN_SENT_ID_264290,贾环,赵姨娘,2 . 彩云 却是 赵姨娘 暗中 撮合 才 和 贾环 好 的 。,彩云 却是 人物二 暗中 撮合 人物一,-1
