rule_id,rule,pattern,frequence,original_label
50,钟离/人物一/人物二/曹国舅,.*钟离.*人物一.*人物二.*曹国舅.*,35,-1
51,铁拐李/人物一/人物二/曹国舅,.*铁拐李.*人物一.*人物二.*曹国舅.*,35,-1
57,汉/人物一/人物二/曹国舅,.*汉.*人物一.*人物二.*曹国舅.*,33,-1
58,汉/钟离/人物一/人物二/曹国舅,.*汉.*钟离.*人物一.*人物二.*曹国舅.*,33,-1
65,铁拐李/汉/人物一/人物二,.*铁拐李.*汉.*人物一.*人物二.*,32,-1
66,铁拐李/汉/钟离/人物一/人物二,.*铁拐李.*汉.*钟离.*人物一.*人物二.*,32,-1
67,铁拐李/钟离/人物一/人物二,.*铁拐李.*钟离.*人物一.*人物二.*,32,-1
68,人物二/人物一/发,.*人物二.*人物一.*发.*,31,1
73,人物二/人物一/王姬/发,.*人物二.*人物一.*王姬.*发.*,30,1
76,人物一/人物二/何仙姑,.*人物一.*人物二.*何仙姑.*,29,-1
81,人物二/人物/人物一,.*人物二.*人物.*人物一.*,29,1
83,人物二/王姬/人物一/发,.*人物二.*王姬.*人物一.*发.*,29,1
84,人物二/王姬/人物一/王姬/发,.*人物二.*王姬.*人物一.*王姬.*发.*,29,1
85,八仙/铁拐李/人物一/人物二/曹国舅,.*八仙.*铁拐李.*人物一.*人物二.*曹国舅.*,29,-1
87,人物一/著名/人物二,.*人物一.*著名.*人物二.*,28,-1
90,人物二/昌/人物一/发,.*人物二.*昌.*人物一.*发.*,28,1
91,人物二/昌/人物一/王姬/发,.*人物二.*昌.*人物一.*王姬.*发.*,28,1
92,人物二/王姬/昌/人物一/发,.*人物二.*王姬.*昌.*人物一.*发.*,28,1
93,人物二/王姬/昌/人物一/王姬/发,.*人物二.*王姬.*昌.*人物一.*王姬.*发.*,28,1
96,弟子/人物一/人物二,.*弟子.*人物一.*人物二.*,28,-1
97,铁拐李/汉/人物一/人物二/曹国舅,.*铁拐李.*汉.*人物一.*人物二.*曹国舅.*,28,-1
98,铁拐李/汉/钟离/人物一/人物二/曹国舅,.*铁拐李.*汉.*钟离.*人物一.*人物二.*曹国舅.*,28,-1
99,铁拐李/钟离/人物一/人物二/曹国舅,.*铁拐李.*钟离.*人物一.*人物二.*曹国舅.*,28,-1
103,八仙/钟离/人物一/人物二/曹国舅,.*八仙.*钟离.*人物一.*人物二.*曹国舅.*,27,-1
105,人物一/人物二/弟弟,.*人物一.*人物二.*弟弟.*,26,1
106,人物一/相声/人物二,.*人物一.*相声.*人物二.*,26,-1
108,人物二/子/人物一,.*人物二.*子.*人物一.*,26,-1
109,八仙/汉/人物一/人物二/曹国舅,.*八仙.*汉.*人物一.*人物二.*曹国舅.*,26,-1
110,八仙/汉/钟离/人物一/人物二/曹国舅,.*八仙.*汉.*钟离.*人物一.*人物二.*曹国舅.*,26,-1
113,人物一/时/人物二,.*人物一.*时.*人物二.*,25,-1
122,人物一/字/子路/人物二,.*人物一.*字.*子路.*人物二.*,24,-1
123,人物一/师从/人物二,.*人物一.*师从.*人物二.*,24,-1
129,八仙/铁拐李/汉/人物一/人物二,.*八仙.*铁拐李.*汉.*人物一.*人物二.*,24,-1
130,八仙/铁拐李/汉/钟离/人物一/人物二,.*八仙.*铁拐李.*汉.*钟离.*人物一.*人物二.*,24,-1
131,八仙/铁拐李/钟离/人物一/人物二,.*八仙.*铁拐李.*钟离.*人物一.*人物二.*,24,-1
132,张果老/何仙姑/人物一/人物二,.*张果老.*何仙姑.*人物一.*人物二.*,24,-1
135,经历/人物一/人物二,.*经历.*人物一.*人物二.*,24,1
137,人物一/人物二/中国,.*人物一.*人物二.*中国.*,23,1
139,人物二/人物一/一个,.*人物二.*人物一.*一个.*,23,1
142,何仙姑/人物一/人物二/曹国舅,.*何仙姑.*人物一.*人物二.*曹国舅.*,23,-1
143,张果老/何仙姑/人物一/人物二/曹国舅,.*张果老.*何仙姑.*人物一.*人物二.*曹国舅.*,23,-1
146,铁拐李/张果老/人物一/人物二,.*铁拐李.*张果老.*人物一.*人物二.*,23,-1
147,铁拐李/张果老/人物一/人物二/曹国舅,.*铁拐李.*张果老.*人物一.*人物二.*曹国舅.*,23,-1
148,人物一/人物二/一个,.*人物一.*人物二.*一个.*,22,1
149,人物一/学习/人物二,.*人物一.*学习.*人物二.*,22,-1
