sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_277522,王皇后,王守一,玄宗 即位 后 ， 王皇后 遭 武惠妃 陷害 被 废 ， 亦 牵连到 王守一 ， 后 被 赐死 。,玄宗 即位  人物一 遭 武惠妃 陷害 废  牵连到 人物二  赐死,1
TRAIN_SENT_ID_255473,罗成,秦琼,在 李世民 的 统帅 下 ， 徐茂 公 、 秦琼 、 尉迟恭 、 程咬金 、 罗成 等 率兵 扫平 了 十八 路 反王 。,李世民 统帅  徐茂 公  人物二  尉迟恭  程咬金  人物一 率兵 扫平 十八 路 反王,1
TRAIN_SENT_ID_269102,唐鉴军,赵本山,后来 ， 唐鉴军 向 赵本山 的 助理 阿豪 推荐 了 他 ， 经过 一场 “ 面试 ” 演出 ， 很快 就 决定 收下 潘大勇 。,后来  人物一 人物二 助理 阿豪 推荐  一场  面试  演出  很快 决定 收下 潘大勇,1
TRAIN_SENT_ID_252647,颜回,孔子,《 孔子 家语 . 颜回 》,人物二 家语  人物一,1
TRAIN_SENT_ID_253055,颜回,孔子,见 《 孔子 家语 ． 颜回 》 。,见  人物二 家语 ． 人物一,1
TRAIN_SENT_ID_276154,贾惜春,贾珍,贾惜春 ， 金陵 十二钗 之八 ， 贾珍 的 妹妹 ， 自小 喜爱 画画 。,人物一  金陵 十二钗 之八  人物二 妹妹  自小 喜爱 画画,1
TRAIN_SENT_ID_254279,张顺,张横,杭州 破城 ， 方天定 被 附体 了 张顺 魂魄 的 张横 杀死 。,杭州 破城  方天定 附体 人物一 魂魄 人物二 杀死,1
TRAIN_SENT_ID_264561,胡青牛,张无忌,胡青牛 见死不救 : 当 得知 张无忌 不肯 加入 天鹰 教后 ， 便 决定 见死不救 。,人物一 见死不救  得知 人物二 不肯 加入 天鹰 教后  便 决定 见死不救,1
TRAIN_SENT_ID_261603,宋小宝,赵本山,2013 - 03 - 03 ： 樱桃红 「 赵本山 ， 宋小宝 ， 沈春阳 ， 王天泽 」,樱桃红  人物二  人物一  沈春阳  王天泽,1
TRAIN_SENT_ID_269569,辛敞,辛宪英,186 辛敞 187 辛评 188 辛宪英 189 邢道荣 190 阮咸,人物一  辛评  人物二  邢道荣  阮咸,1
TRAIN_SENT_ID_250718,鲁西西,皮皮鲁,皮皮鲁 、 鲁西西 、 大灰狼 罗克 、 舒克和贝塔 是 他 笔下 的 文学 形象 ， 有 “ 童话 大王 ” 之称 。,人物二  人物一  大灰狼 罗克  舒克和贝塔 笔下 文学 形象   童话 大王  之称,1
TRAIN_SENT_ID_269420,刘伟,马季,表演者 ： 马季 、 赵炎 、 冯巩 、 刘伟 、 王金宝 、 王谦祥 、 李增瑞 、 戴志诚 、 郑健,表演者  人物二  赵炎  冯巩  人物一  王金宝  王谦祥  李增瑞  戴志诚  郑健,1
TRAIN_SENT_ID_259788,李偲菘,李伟菘,李伟菘 与 李偲菘 的 才华 受到 台湾 小虫 的 肯定 ， 除 应邀 为 杜德伟 的 “ 狂风 ” 专辑 写 “ 为 我 照顾 他 ” 而 受 人 瞩目 ， 并 加盟 “ 王者之剑 ” 。,人物二 人物一 才华 台湾 小虫 肯定  应邀 杜德伟  狂风  专辑 写  照顾  受 瞩目  加盟  王者之剑,1
TRAIN_SENT_ID_269725,薛洋,薛之荔,周末 到 了 ， 他们 全家 郊游 出去 了 ， 两人 一辆 双人 自行车 ， 薛洋 和 薛之荔 走 在 最后 ， 他姐 问起 文姨 全家 来 后 的 事情 ， 她 要 知道 每个 细节 。,周末  全家 郊游 出去  两人 一辆 双人 自行车  人物一 人物二 走 最后  他姐 问起 文姨 全家 事情  知道 每个 细节,1
TRAIN_SENT_ID_266871,尤二姐,尤氏,当 她 把 尤二姐 骗入 了 大观园 之后 ， 便 去 骂 尤氏 道 ： “ … …,人物一 骗入 大观园 之后  便 骂 人物二 道,1
TRAIN_SENT_ID_254291,张顺,张横,后来 被 张顺 灵魂 附体 的 张横 杀死 。,后来 人物一 灵魂 附体 人物二 杀死,1
TRAIN_SENT_ID_255476,罗成,秦琼,秦琼 、 尉迟恭 、 程咬金 、 罗成 等 率兵 扫平 了 十八 路 反王 。,人物二  尉迟恭  程咬金  人物一 率兵 扫平 十八 路 反王,1
TRAIN_SENT_ID_263738,寇刀飞殇,楚华容,投诚 ： 非循 、 腾虚 北辰 皇朝 其他 : 铁 十三 、 渡香蝶 、 楚华容 、 寇刀飞殇 、 三教 罪人 、 富山高 、 楚王 孙 、 青 蚵 嫂,投诚  非循  腾虚 北辰 皇朝  铁 十三  渡香蝶  人物二  人物一  三教 罪人  富山高  楚王 孙  青 蚵 嫂,1
TRAIN_SENT_ID_263354,蔡夫人,蔡瑁,刘表 死后 ， 蔡夫人 与 蔡瑁 、 张允 伪造 遗嘱 ， 立 她 的 亲生 儿子 刘琮 为 荆州 之主 ， 并且 不让 长子 刘琦 和 刘备 得知 刘表 已死 的 消息 。,刘表 死后  人物一 人物二  张允 伪造 遗嘱  立 亲生 儿子 刘琮 荆州 之主  不让 长子 刘琦 刘备 得知 刘表 已死 消息,1
TRAIN_SENT_ID_253007,颜回,孔子,出处 ： 《 孔子 家语 - 致思 》 ： “ （ 颜回 对 曰 ） 回闻 薰 犹 不同 器而藏 ， 若 桀 不共国 而治 ， 以 其 异类 也 。 ”,出处   人物二 家语  致思     人物一 曰  回闻 薰 犹 不同 器而藏  桀 不共国 而治  异类,1
TRAIN_SENT_ID_255418,罗成,秦琼,这款 新 MOD 可 期待 性强 ， 重点 突出 了 李世民 、 秦琼 、 罗成 、 王伯当 、 单雄信 、 程咬金 等 英雄人物 。,这款 新  期待 性强  重点 突出 李世民  人物二  人物一  王伯当  单雄信  程咬金 英雄人物,1
TRAIN_SENT_ID_252971,颜回,孔子,【 出处 】 《 孔子 家语 · 颜回 》 ： “ 公闻 之 ， 越席 而 起 。 ”,出处   人物二 家语  人物一    公闻  越席,1
TRAIN_SENT_ID_274113,欧阳娣娣,欧阳娜娜,爸爸 回家 做 功课 作者简介 : 欧阳龙 ， 深情 顾家 的 天蝎座 ， 欧阳妮妮 ( 11 岁 ) 、 欧阳娜娜 ( 9 岁 ) 、 欧阳娣娣 ( 3 岁 ) 的 爸爸 。,爸爸 回家 做 功课 作者简介  欧阳龙  深情 顾家 天蝎座  欧阳妮妮   岁   人物二   岁   人物一   岁  爸爸,1
TRAIN_SENT_ID_255409,罗成,秦琼,她 的 美丽 ， 智慧 与 古灵精怪 ， 不仅 征服 了 秦琼 ， 还 征服 了 隋唐 第三 好汉 裴元庆 ， 第七 好汉 罗成 和 未来 的 太宗皇帝 — — 秦王 李世民 。,美丽  智慧 古灵精怪  征服 人物二  征服 隋唐 第三 好汉 裴元庆  第七 好汉 人物一 未来 太宗皇帝   秦王 李世民,1
TRAIN_SENT_ID_252701,颜回,孔子,二 孔子 与 颜回 论 生死 大道,二 人物二 人物一 生死 大道,1
TRAIN_SENT_ID_262220,尤二姐,尤三姐,刚烈 的 尤三姐 因 柳湘莲 的 拒绝 引剑 自尽 ； 温柔 的 尤二姐 因 王熙凤 的 陷害 吞金 自杀 。,刚烈 人物二 柳湘莲 拒绝 引剑 自尽  温柔 人物一 王熙凤 陷害 吞金 自杀,1
TRAIN_SENT_ID_255416,罗成,秦琼,第五十五回 斩 鳌 鱼叔 宝 建功 踹 唐营雄信 拼命 第五十六回 秦琼 建祠 报雄信 罗成 奋勇 擒五王,第五十五回 斩 鳌 鱼叔 宝 建功 踹 唐营雄信 拼命 第五十六回 人物二 建祠 报雄信 人物一 奋勇 擒五王,1
TRAIN_SENT_ID_279264,徐佩瑶,徐天德,徐佩瑶 是 徐天德 的 妹妹 ， 美丽 、 善良 的 女孩 ， 和 朱重八 青梅竹马 ， 彼此 相爱 。,人物一 人物二 妹妹  美丽  善良 女孩  朱重八 青梅竹马  相爱,1
TRAIN_SENT_ID_268930,韩非,荀子,老子 孔子 墨子 孟子 庄子 荀子 韩非 王充 范缜 李贽 黄宗羲 顾炎武 王夫之,老子 孔子 墨子 孟子 庄子 人物二 人物一 王充 范缜 李贽 黄宗羲 顾炎武 王夫之,1
TRAIN_SENT_ID_268917,司徒静,司徒剑南,司徒静 被 发现 藏 在 司徒府 ， 文章 文媚儿 联手 上 司徒府 要 人 ， 司徒剑南 出面 为 妹妹 顶罪 入狱 。,人物一 发现 藏 司徒府  文章 文媚儿 联手 司徒府  人物二 出面 妹妹 顶罪 入狱,1
TRAIN_SENT_ID_253821,赵合德,赵飞燕,当然 赵飞燕 、 赵合德 本人 也 有 责任 ， 本身 就是 坏 女人 ， 但是 主要 责任 还 在 君王 身上 。,人物二  人物一 责任  坏 女人  主要 责任 君王 身上,1
TRAIN_SENT_ID_275683,欧阳娣娣,欧阳妮妮,爸爸 回家 做 功课 作者简介 : 欧阳龙 ， 深情 顾家 的 天蝎座 ， 欧阳妮妮 ( 11 岁 ) 、 欧阳娜娜 ( 9 岁 ) 、 欧阳娣娣 ( 3 岁 ) 的 爸爸 。,爸爸 回家 做 功课 作者简介  欧阳龙  深情 顾家 天蝎座  人物二   岁   欧阳娜娜   岁   人物一   岁  爸爸,1
TRAIN_SENT_ID_253910,赵合德,赵飞燕,话 说 到 这个 地步 ， 赵飞燕 不敢 再 接口 ， 赵合德 也 没法 继续 ， 姐妹俩 狠狠 地 盯 着 对方 ， 半晌 没有 做声 。,话 说 地步  人物二 不敢 接口  人物一 没法 继续  姐妹俩 狠狠 盯  半晌 没有 做声,1
TRAIN_SENT_ID_259667,公孙胜,罗真人,② 明 施耐庵 《 水浒 》 第五十三回 《 戴宗 二取 公孙胜 李逵 独劈 罗真人 》 童子 答道 ： “ 真人 坐在 云 床上 养性 。 ”,② 明 施耐庵  水浒  第五十三回  戴宗 二取 人物一 李逵 独劈 人物二  童子 答道   真人 坐在 云 床上 养性,1
