sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_267526,扈成,扈三娘,他 与 扈三娘 加入 梁山 官军 团 ， 随 卢俊义 投降 朝廷 ， 后 被 授为 统领 官 ， 与 妻兄 扈成 一同 留守 梁山 ， 。,人物二 加入 梁山 官军 团  卢俊义 投降 朝廷  授为 统领 官  妻兄 人物一 一同 留守 梁山,1
TRAIN_SENT_ID_257443,姜昆,马季,马季 、 姜昆 、 杨振华 的 有 一些 作品 是 成功 的 例证 。,人物二  人物一  杨振华 作品 成功 例证,1
TRAIN_SENT_ID_255301,卫夫人,王羲之,王羲之 留下 的 书法 论文 有 《 题 卫夫人 ( 笔阵 图 ) 后 》 、 《 书论 》 、 《 笔势 论 十二章 》 、 《 用笔 赋 》 、 《 记 白云 先生 书诀 》 等 。,人物二 留下 书法 论文  题 人物一  笔阵 图     书论    笔势 十二章    用笔 赋    记 白云 先生 书诀,1
TRAIN_SENT_ID_265496,薛蝌,薛蟠,【 薛蝌 】 薛蟠 的 堂弟 ， 仪容 俊美 ， 秉性 忠厚 。,人物一  人物二 堂弟  仪容 俊美  秉性 忠厚,1
TRAIN_SENT_ID_270043,楚寒镜,楚碧痕,楚碧痕 ： 长久 居于 月 之 幽境 的 梭罗树 仙 ， 和 姐姐 楚寒镜 出于 同一 精魂 。,人物二  长久 居于 月 幽境 梭罗树 仙  姐姐 人物一 同一 精魂,1
TRAIN_SENT_ID_283519,奚拔,奚和观,奚拔 ， 奚和观 弟 也 。,人物一  人物二 弟,1
TRAIN_SENT_ID_253105,颜回,孔子,殿内 东西 两边 对 向 置 四木龛 ， 供奉 颜回 、 曾 参 、 孟轲 、 孔伋 （ 子思 ） 等 孔子 四大 贤弟 子及 传人 的 画像 ， 称为 四配 。,殿内 东西 两边 置 四木龛  供奉 人物一  参  孟轲  孔伋  子思  人物二 四大 贤弟 子及 传人 画像  称为 四配,1
TRAIN_SENT_ID_265502,薛蝌,薛蟠,但 与 他们 同时 到 贾家 的 薛蝌 兄妹 明明白白 地写 着 “ 薛蟠 之 从弟 ” ， 为何 不 把 邢夫人 兄嫂 写明 。,贾家 人物一 兄妹 明明白白 地写  人物二 从弟   邢夫人 兄嫂 写明,1
TRAIN_SENT_ID_274396,贾演,贾源,贾演 、 贾源 是 一母 同胞 弟兄 两个 。,人物一  人物二 一母 同胞 弟兄 两个,1
TRAIN_SENT_ID_274699,张卫彝,张卫健,对于 张卫健 每个 月 给 他 3 万元 的 生活费 ， 张卫彝 表示 此举 令 他 “ 失去 尊严 ” 。,人物二 每个 月  万元 生活费  人物一 表示 此举 令  失去 尊严,1
TRAIN_SENT_ID_249554,李蔡,李广,李蔡 ， 李广 堂弟 ， 曾任 汉文帝 的 侍从 ， 后任 汉武帝 的 第七个 丞相 ， 其 人 勇敢 聪明 ， 从军 则 军功 显赫 ， 从政 则 政绩 卓著 ， 获得 世人 的 好评 。,人物一  人物二 堂弟  曾任 汉文帝 侍从  后任 汉武帝 第七个 丞相  勇敢 聪明  从军 军功 显赫  从政 政绩 卓著  获得 世人 好评,1
TRAIN_SENT_ID_282058,李长乐,李敏峰,锦绣 未央 李敏峰 : 李长乐 的 亲哥哥 ， 一直 追查 未央 身份 。,锦绣 未央 人物二  人物一 亲哥哥  一直 追查 未央 身份,1
TRAIN_SENT_ID_250609,鲁西西,皮皮鲁,比起 皮皮鲁 来说 ， 鲁西西 要 乖巧 许多 ， 但是 她 也 有 许多 惊奇 的 冒险 哦 ， 有些 还 背着 那个 古灵精怪 的 调皮 哥哥 偷偷地 进行 呢 。,比起 人物二  人物一 乖巧  惊奇 冒险  背着 古灵精怪 调皮 哥哥 偷偷地 进行,1
TRAIN_SENT_ID_263546,林逸,杨明,校花 的 贴身 高手 杨明 : 林逸 的 师父 ， 前作 《 很纯 很 暧昧 》 的 主角 。,校花 贴身 高手 人物二  人物一 师父  前作  很纯 暧昧  主角,1
TRAIN_SENT_ID_259803,李偲菘,李伟菘,《 蒲公英 》 是 李恭 在 李伟菘 ， 李偲菘 两位 恩师 指导 下 的 第一首 作品 。,蒲公英  李恭 人物二  人物一 两位 恩师 指导 第一首 作品,1
TRAIN_SENT_ID_270806,伍天锡,伍云召,伍天锡 ， 伍云召 族弟 ， 使 二百斤 短棒 混天 镋 。,人物一  人物二 族弟  二百斤 短棒 混天 镋,1
TRAIN_SENT_ID_264519,岳云鹏,郭德纲,郭德纲 、 于谦 、 岳云鹏 、 高峰 、 孔云龙 、 孙越 等 德云社 演员 工作 生活 记录 。,人物二  于谦  人物一  高峰  孔云龙  孙越 德云社 演员 工作 生活 记录,1
TRAIN_SENT_ID_250670,鲁西西,皮皮鲁,“ 皮皮鲁 鲁西西 ” 系列 童话剧 《 罐头 小人 》,人物二 人物一  系列 童话剧  罐头 小人,1
TRAIN_SENT_ID_250696,鲁西西,皮皮鲁,皮皮鲁 和 鲁西西 最好 的 朋友 叫 舒克和贝塔 。,人物二 人物一 最好 朋友 舒克和贝塔,1
TRAIN_SENT_ID_259755,李偲菘,李伟菘,专辑 的 制作 人 是 李偲菘 、 李伟菘 、 阿弟仔 、 陈伟 、 萧敬腾 等 人 共同 担任 。,专辑 制作 人物一  人物二  阿弟仔  陈伟  萧敬腾 共同 担任,1
