,rule_id,rule,frequence,label
458,458,人物一/人物二/封,7,0
472,472,人物一/人物二/诸葛亮,7,0
577,577,人物一/之后/人物二,6,0
582,582,人物一/人物二/一子,6,0
583,583,人物一/人物二/以后,6,0
586,586,人物一/人物二/即位,6,0
589,589,人物一/人物二/婚事,6,0
592,592,人物一/人物二/希望,6,0
600,600,人物一/人物二/诗,6,0
604,604,人物一/出生/人物二,6,0
613,613,人物一/月/人物二/女儿,6,0
641,641,人物二/人物一/一同,6,0
642,642,人物二/人物一/一起,6,0
643,643,人物二/人物一/不能,6,0
660,660,人物二/人物一/继位,6,0
681,681,人物二/家庭/人物一,6,0
701,701,人物二/老公/人物一,6,0
703,703,人物二/记者/人物一,6,0
712,712,供奉/人物二/人物一,6,0
713,713,倚天/人物二/人物一,6,0
714,714,倚天/屠龙记/人物二/人物一,6,0
726,726,屠龙记/人物二/人物一,6,0
752,752,时/人物二/夫人/人物一,6,0
775,775,记载/人物二/人物一,6,0
778,778,人物二/本名/海基会/前/委员长/人物一,5,0
779,779,人物二/本名/海基会/前/秘书长/人物一,5,0
780,780,人物二/本名/海基会/前/行政院/人物一,5,0
781,781,人物二/本名/海基会/副董事长/中华民国/人物一,5,0
782,782,人物二/本名/海基会/副董事长/人物一,5,0
783,783,人物二/本名/海基会/副董事长/人物一/之女,5,0
784,784,人物二/本名/海基会/副董事长/侨务/人物一,5,0
785,785,人物二/本名/海基会/副董事长/兼/人物一,5,0
874,874,人物二/本名/秘书长/中华民国/人物一,5,0
875,875,人物二/本名/秘书长/中华民国/人物一/之女,5,0
876,876,人物二/本名/秘书长/中华民国/侨务/人物一,5,0
877,877,人物二/本名/秘书长/中华民国/委员会/人物一,5,0
878,878,人物二/本名/秘书长/中华民国/委员长/人物一,5,0
879,879,人物二/本名/秘书长/中华民国/行政院/人物一,5,0
880,880,人物二/本名/秘书长/人物一,5,0
881,881,人物二/本名/秘书长/人物一/之女,5,0
882,882,人物二/本名/秘书长/侨务/人物一,5,0
883,883,人物二/本名/秘书长/侨务/人物一/之女,5,0
884,884,人物二/本名/秘书长/侨务/委员会/人物一,5,0
885,885,人物二/本名/秘书长/侨务/委员长/人物一,5,0
886,886,人物二/本名/秘书长/委员会/人物一,5,0
887,887,人物二/本名/秘书长/委员会/人物一/之女,5,0
888,888,人物二/本名/秘书长/委员会/委员长/人物一,5,0
889,889,人物二/本名/秘书长/委员长/人物一,5,0
890,890,人物二/本名/秘书长/委员长/人物一/之女,5,0
891,891,人物二/本名/秘书长/行政院/人物一,5,0
892,892,人物二/本名/秘书长/行政院/人物一/之女,5,0
893,893,人物二/本名/秘书长/行政院/侨务/人物一,5,0
894,894,人物二/本名/秘书长/行政院/委员会/人物一,5,0
895,895,人物二/本名/秘书长/行政院/委员长/人物一,5,0
896,896,人物二/本名/行政院/人物一,5,0
897,897,人物二/本名/行政院/人物一/之女,5,0
898,898,人物二/本名/行政院/侨务/人物一,5,0
899,899,人物二/本名/行政院/侨务/人物一/之女,5,0
900,900,人物二/本名/行政院/侨务/委员会/人物一,5,0
901,901,人物二/本名/行政院/侨务/委员长/人物一,5,0
902,902,人物二/本名/行政院/委员会/人物一,5,0
903,903,人物二/本名/行政院/委员会/人物一/之女,5,0
904,904,人物二/本名/行政院/委员会/委员长/人物一,5,0
905,905,人物二/本名/行政院/委员长/人物一,5,0
906,906,人物二/本名/行政院/委员长/人物一/之女,5,0
907,907,人物二/校长/已故/人物一,5,0
908,908,人物二/校长/已故/人物一/之子,5,0
909,909,人物二/校长/已故/名宿/人物一,5,0
910,910,人物二/校长/已故/名宿/人物一/之子,5,0
911,911,人物二/校长/已故/足球/人物一,5,0
912,912,人物二/校长/已故/足球/人物一/之子,5,0
913,913,人物二/校长/已故/足球/名宿/人物一,5,0
914,914,人物二/校长/足球/人物一,5,0
915,915,人物二/校长/足球/人物一/之子,5,0
916,916,人物二/校长/足球/名宿/人物一,5,0
917,917,人物二/校长/足球/名宿/人物一/之子,5,0
918,918,人物二/歌手/人物一,5,0
919,919,人物二/武侠小说/中/人物一,5,0
926,926,人物二/生有/人物一,5,0
932,932,人物二/绰号/人物一,5,0
933,933,人物二/绰号/人物一/之子,5,0
934,934,人物二/绰号/名宿/人物一,5,0
935,935,人物二/绰号/名宿/人物一/之子,5,0
936,936,人物二/绰号/已故/人物一,5,0
937,937,人物二/绰号/已故/人物一/之子,5,0
938,938,人物二/绰号/已故/名宿/人物一,5,0
939,939,人物二/绰号/已故/名宿/人物一/之子,5,0
940,940,人物二/绰号/已故/足球/人物一,5,0
941,941,人物二/绰号/已故/足球/人物一/之子,5,0
942,942,人物二/绰号/已故/足球/名宿/人物一,5,0
943,943,人物二/绰号/校长/人物一,5,0
944,944,人物二/绰号/校长/人物一/之子,5,0
945,945,人物二/绰号/校长/名宿/人物一,5,0
946,946,人物二/绰号/校长/名宿/人物一/之子,5,0
947,947,人物二/绰号/校长/已故/人物一,5,0
948,948,人物二/绰号/校长/已故/人物一/之子,5,0
949,949,人物二/绰号/校长/已故/名宿/人物一,5,0
950,950,人物二/绰号/校长/已故/足球/人物一,5,0
951,951,人物二/绰号/校长/足球/人物一,5,0
952,952,人物二/绰号/校长/足球/人物一/之子,5,0
953,953,人物二/绰号/校长/足球/名宿/人物一,5,0
954,954,人物二/绰号/谭/人物一,5,0
955,955,人物二/绰号/谭/人物一/之子,5,0
956,956,人物二/绰号/谭/名宿/人物一,5,0
957,957,人物二/绰号/谭/名宿/人物一/之子,5,0
958,958,人物二/绰号/谭/已故/人物一,5,0
959,959,人物二/绰号/谭/已故/人物一/之子,5,0
960,960,人物二/绰号/谭/已故/名宿/人物一,5,0
961,961,人物二/绰号/谭/已故/足球/人物一,5,0
962,962,人物二/绰号/谭/校长/人物一,5,0
963,963,人物二/绰号/谭/校长/人物一/之子,5,0
964,964,人物二/绰号/谭/校长/名宿/人物一,5,0
965,965,人物二/绰号/谭/校长/已故/人物一,5,0
966,966,人物二/绰号/谭/校长/足球/人物一,5,0
967,967,人物二/绰号/谭/足球/人物一,5,0
968,968,人物二/绰号/谭/足球/人物一/之子,5,0
969,969,人物二/绰号/谭/足球/名宿/人物一,5,0
970,970,人物二/绰号/足球/人物一,5,0
971,971,人物二/绰号/足球/人物一/之子,5,0
972,972,人物二/绰号/足球/名宿/人物一,5,0
973,973,人物二/绰号/足球/名宿/人物一/之子,5,0
975,975,人物二/贾珍/人物一,5,0
976,976,人物二/金庸/中/人物一,5,0
977,977,人物二/金庸/武侠小说/人物一,5,0
