,rule_id,rule,frequence,label
374,374,人物一/人物二/父,8,0
460,460,人物一/携/人物二,7,0
546,546,一个/人物二/人物一,6,0
547,547,一年/人物二/人物一,6,0
548,548,个人/年/人物二/人物一,6,0
549,549,个人/年/月/人物一/人物二,6,0
550,550,个人/生活/年/月/人物一/人物二,6,0
551,551,主席/人物二/夫人/人物一,6,0
552,552,事件/人物一/人物二,6,0
553,553,人物/人物一/人物一/人物二,6,0
554,554,人物/人物一/父亲/人物二,6,0
555,555,人物/人物二/人物二/人物一,6,0
556,556,人物/简介/人物一/人物二,6,0
557,557,人物一/个人/人物二/年,6,0
558,558,人物一/个人/妻子/人物二,6,0
559,559,人物一/中/人物二/之妻,6,0
560,560,人物一/举行/人物二,6,0
561,561,人物一/人物/人物二/之妻,6,0
562,562,人物一/人物/年/人物二,6,0
563,563,人物一/人物/简介/人物二,6,0
564,564,人物一/人物一/人物二/之妻,6,0
566,566,人物一/人物二/作,6,0
567,567,人物一/人物二/前妻,6,0
568,568,人物一/人物二/办理,6,0
569,569,人物一/人物二/办理/离婚,6,0
570,570,人物一/人物二/名,6,0
571,571,人物一/人物二/娶,6,0
572,572,人物一/人物二/子女,6,0
573,573,人物一/人物二/孩子,6,0
574,574,人物一/人物二/成,6,0
575,575,人物一/人物二/曝光,6,0
576,576,人物一/人物二/更,6,0
577,577,人物一/人物二/演员,6,0
578,578,人物一/人物二/照片,6,0
579,579,人物一/人物二/王夫人,6,0
580,580,人物一/人物二/第七,6,0
581,581,人物一/人物二/美国,6,0
582,582,人物一/人物二/长,6,0
583,583,人物一/人物二/非常,6,0
584,584,人物一/写/人物二,6,0
586,586,人物一/太子/人物二,6,0
587,587,人物一/妻子/人物二/人物二,6,0
588,588,人物一/妻子/人物二/张,6,0
589,589,人物一/娶/人物二/为妻,6,0
590,590,人物一/嫁/人物二,6,0
591,591,人物一/嫁给/人物二,6,0
592,592,人物一/子/人物二,6,0
593,593,人物一/带/人物二,6,0
594,594,人物一/携/夫人/人物二,6,0
595,595,人物一/武侠小说/人物二,6,0
596,596,人物一/没有/人物二,6,0
597,597,人物一/父亲/人物二/母亲,6,0
598,598,人物一/生日/人物二,6,0
599,599,人物一/经历/人物一/人物二,6,0
600,600,人物一/结婚/人物一/人物二,6,0
638,638,人物二/人物一/赵高,6,0
678,678,关系/人物二/人物一,6,0
679,679,出生/人物二/人物一,6,0
680,680,同年/人物一/人物二,6,0
681,681,四年/人物二/人物一,6,0
682,682,国家/主席/人物二/夫人/人物一,6,0
683,683,国家/人物二/夫人/人物一,6,0
685,685,女/人物二/人物一,6,0
686,686,娶/人物二/人物一,6,0
688,688,年/人物一/女儿/人物二,6,0
704,704,建安/人物二/人物一,6,0
705,705,当年/人物二/人物一,6,0
706,706,指/人物一/人物二,6,0
712,712,时期/人物二/人物一,6,0
724,724,杀/人物二/人物一,6,0
725,725,母/人物一/人物二,6,0
726,726,演员/人物一/人物二,6,0
727,727,演员/人物二/人物一,6,0
728,728,父/人物一/人物二,6,0
730,730,皇后/人物一/人物二,6,0
731,731,红楼梦/人物一/人物二,6,0
733,733,艺人/人物一/人物二,6,0
734,734,著名/人物一/人物二,6,0
735,735,诸葛亮/人物一/人物二,6,0
736,736,诸葛亮/人物二/人物一,6,0
737,737,饰演/人物二/人物一,6,0
738,738,人物二/本名/焦安溥/海基会/兼/人物一,5,0
739,739,人物二/本名/焦安溥/海基会/前/人物一,5,0
740,740,人物二/本名/焦安溥/海基会/副董事长/人物一,5,0
741,741,人物二/本名/焦安溥/海基会/委员会/人物一,5,0
742,742,人物二/本名/焦安溥/海基会/委员长/人物一,5,0
743,743,人物二/本名/焦安溥/海基会/秘书长/人物一,5,0
744,744,人物二/本名/焦安溥/海基会/行政院/人物一,5,0
745,745,人物二/本名/焦安溥/秘书长/中华民国/人物一,5,0
746,746,人物二/本名/焦安溥/秘书长/人物一,5,0
747,747,人物二/本名/焦安溥/秘书长/人物一/之女,5,0
748,748,人物二/本名/焦安溥/秘书长/侨务/人物一,5,0
749,749,人物二/本名/焦安溥/秘书长/委员会/人物一,5,0
750,750,人物二/本名/焦安溥/秘书长/委员长/人物一,5,0
751,751,人物二/本名/焦安溥/秘书长/行政院/人物一,5,0
752,752,人物二/本名/焦安溥/行政院/人物一,5,0
753,753,人物二/本名/焦安溥/行政院/人物一/之女,5,0
754,754,人物二/本名/焦安溥/行政院/侨务/人物一,5,0
755,755,人物二/本名/焦安溥/行政院/委员会/人物一,5,0
756,756,人物二/本名/焦安溥/行政院/委员长/人物一,5,0
757,757,人物二/演出/人物一,5,0
758,758,人物二/父亲/人物一/年,5,0
759,759,人物二/父子/人物一,5,0
760,760,人物二/王/人物一,5,0
761,761,人物二/生/人物一/生,5,0
762,762,人物二/生下/人物一,5,0
763,763,人物二/生活/人物一/年,5,0
764,764,人物二/生活/年/人物一,5,0
765,765,人物二/病逝/人物一,5,0
766,766,人物二/继位/人物一,5,0
767,767,人物二/著名/人物二/人物一,5,0
768,768,人物二/遗诏/人物一,5,0
769,769,人物二/长/人物一,5,0
