sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_252990,颜回,孔子,孔颜 （ k ǒ ngy á n ） 为 孔子 与其 弟子 颜回 的 并称 。,孔颜   ǒ  á   人物二 弟子 人物一 并称,-1
TRAIN_SENT_ID_256823,孙周,孙淳,倪以临 作品 : 倪以临 参演 电视剧 : 2006 相思树 饰演 : 惠兰 导演 : 孙周 合作 演员 : 吴秀波 浦蒲 孙淳 陈树,倪以临 作品  倪以临 参演 电视剧   相思树 饰演  惠兰 导演  人物一 合作 演员  吴秀波 浦蒲 人物二 陈树,1
TRAIN_SENT_ID_256953,仲由,孔子,子路 ， 名 仲由 ， 孔子 的 弟子 ， 当过 蒲邑 （ 今 长垣 ） 邑 宰 ， 后来 为 孔悝 家 将 。,子路  名 人物一  人物二 弟子  当过 蒲邑  长垣  邑 宰  后来 孔悝 家,-1
TRAIN_SENT_ID_264540,岳云鹏,郭德纲,【 白蛇传 】 岳云鹏 孙越 （ 郭德纲 于谦 合作 十年 开幕式 2010.5 . 8 人民大会堂 ）,白蛇传  人物一 孙越  人物二 于谦 合作 十年 开幕式    人民大会堂,-1
TRAIN_SENT_ID_267442,唐继虞,唐继尧,先受 云南 督军 唐继尧 任命 为 挺进 军 司令官 ， 后 随 唐继虞 赴 贵州 ， 任 督军 府 副官 长 、 军饷 局长 。,先受 云南 督军 人物二 任命 挺进 军 司令官  人物一 赴 贵州  督军 府 副官 长  军饷 局长,1
TRAIN_SENT_ID_252764,颜回,孔子,闻一知十 相关 人物 : 颜回 ： 字子渊 ， 鲁国 人 ， 是 孔子 最 喜欢 的 弟子 之一 。,闻一知十 相关 人物  人物一  字子渊  鲁国  人物二 喜欢 弟子,-1
TRAIN_SENT_ID_250734,鲁西西,皮皮鲁,2 生日 纪念 : 皮皮鲁 和 鲁西西 30 岁 生日 庆典 ( 17 张 ),生日 纪念  人物二 人物一  岁 生日 庆典   张,1
TRAIN_SENT_ID_250095,武敦儒,武修文,后 由 郭靖传 于 弟子 武修文 、 武敦儒 和 女儿 郭 芙 。,郭靖传 弟子 人物二  人物一 女儿 郭 芙,1
TRAIN_SENT_ID_249103,吕洞宾,韩湘子,行会 供奉 的 祖师 是 吕洞宾 和 韩湘子 ， 各行 会 每年 三月 举行 一次 祖师 祭拜 活动 。,行会 供奉 祖师 人物一 人物二  各行 会 每年 三月 举行 一次 祖师 祭拜 活动,-1
TRAIN_SENT_ID_262592,郭芙蓉,郭蔷薇,郭芙蓉 、 郭蔷薇 - 福建 话,人物一  人物二  福建 话,1
TRAIN_SENT_ID_261676,程英,陆无双,九岁 时 ， 程英 的 好多 在 对待 陆无双 上 。,九岁 时  人物一 好多 人物二,1
TRAIN_SENT_ID_259758,李偲菘,李伟菘,参与 制作 : 李偲菘 李伟菘,参与 制作  人物一 人物二,1
TRAIN_SENT_ID_261336,罗松,罗成,他家 的 罗春 ， 在 《 说 唐 》 是 老家人 ， 在 曲艺 评书 《 兴唐 》 、 《 隋唐 》 、 《 瓦岗 英雄 》 罗春 与 罗松 都 是 罗成 的 兄弟 。,他家 罗春   说 唐  老家人  曲艺 评书  兴唐    隋唐    瓦岗 英雄  罗春 人物一 人物二 兄弟,1
TRAIN_SENT_ID_253880,赵合德,赵飞燕,成帝 晚年 ， 又 沉溺 声色 ， 与 赵飞燕 、 赵合德 姐妹 纵情 淫乐 ， 将 政事,成帝 晚年  沉溺 声色  人物二  人物一 姐妹 纵情 淫乐  政事,1
TRAIN_SENT_ID_261443,毛泽建,毛泽东,在 湘南 学联 工作 时 ， 陈芬 结识 了 衡阳 省立 女三师 学生 、 毛泽东 的 妹妹 毛泽建 。,湘南 学联 工作 时  陈芬 结识 衡阳 省立 女三师 学生  人物二 妹妹 人物一,1
TRAIN_SENT_ID_269366,王中军,王中磊,王中军 、 王中磊 兄弟,人物一  人物二 兄弟,1
TRAIN_SENT_ID_271216,张翠山,张三丰,1346 张无忌 回 中原 ， 张三丰 虚岁 100 ， 张翠山 、 殷素素 自杀 。,张无忌 回 中原  人物二 虚岁   人物一  殷素素 自杀,-1
TRAIN_SENT_ID_283966,贾伦,侯耀文,2004 年 正式 拜 中国铁路文工团 著名 相声 演员 侯耀文 大 弟子 贾伦 为师,年 正式 拜 中国铁路文工团 著名 相声 演员 人物二 弟子 人物一 为师,-1
TRAIN_SENT_ID_266861,尤二姐,尤氏,当 王熙凤 发现 贾琏 偷 娶 尤二姐 后 ， 大闹 宁国府 ， 尤氏 束手无策 ， 随 王熙凤 作践 ， 把 她 揉搓 成 一个 面团 儿 。,王熙凤 发现 贾琏 偷 娶 人物一  大闹 宁国府  人物二 束手无策  王熙凤 作践  揉搓 成 一个 面团,1
TRAIN_SENT_ID_248990,吕洞宾,韩湘子,新 八仙 传奇 内容提要 : 本剧 讲述 了 李玄 、 吕洞宾 、 铁拐李 、 韩湘子 、 何仙姑 等 八人 得道成仙 的 传奇 故事 。,新 八仙 传奇 内容提要  本剧 讲述 李玄  人物一  铁拐李  人物二  何仙姑 八人 得道成仙 传奇 故事,-1
TRAIN_SENT_ID_260716,王重阳,全真七子,全真七子 主要 经历 : 全真道 创教人 王喆 （ 王重阳 ） 共收 了 马钰 、 谭处端 、 刘处玄 、 丘处机 、 王处一 、 郝大通 、 孙不二 七大 弟子 。,人物二 主要 经历  全真道 创教人 王喆  人物一  共收 马钰  谭处端  刘处玄  丘处机  王处一  郝大通  孙不二 七大 弟子,-1
