sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_286346,墨诺提俄斯,伊阿珀托斯,墨诺提俄斯 是 第二代 提坦 ， 提坦神 伊阿珀托斯 与 克 吕墨 涅 的 儿子 ， 阿特拉斯 、 普罗米修斯 和 厄 庇 墨透斯 的 兄弟 。,人物一 第二代 提坦  提坦神 人物二 克 吕墨 涅 儿子  阿特拉斯  普罗米修斯 厄 庇 墨透斯 兄弟,-1
TRAIN_SENT_ID_251327,廖仲恺,何香凝,何香凝 先生 赠 苏新民 先生 诗句 手札 1925 年 8 月 20 日 上午 9 时 左右 ， 廖仲恺 与 何香凝 以及 监察院 委员 陈秋霖 同 车 来到 中央党部 门口 。,人物二 先生 赠 苏新民 先生 诗句 手札  年  月  日 上午  时 左右  人物一 人物二 监察院 委员 陈秋霖 车 来到 中央党部 门口,1
TRAIN_SENT_ID_263859,刘嘉玲,梁朝伟,梁朝伟 个人 生活 : 梁朝伟 与 刘嘉玲 ( 19 张 ),人物二 个人 生活  人物二 人物一   张,1
TRAIN_SENT_ID_272756,徐天宏,周绮,红花 会 众人 来 至 天目山 ， 看望 养伤 的 文泰来 、 余鱼同 ， 并 霍青桐 为 徐天宏 、 周绮 举行 婚礼 。,红花 会 众人 天目山  看望 养伤 文泰来  余鱼同  霍青桐 人物一  人物二 举行 婚礼,1
TRAIN_SENT_ID_265816,王茜,徐庆东,2008 《 重案 六组 三 》 饰演 王显 民 导演 ： 徐庆东 合作 演员 ： 王超 王茜 张潮 丁志诚 王挺,重案 六组 三  饰演 王显 民 导演  人物二 合作 演员  王超 人物一 张潮 丁志诚 王挺,1
TRAIN_SENT_ID_261082,涂山苏苏,白月初,绝技 ： 驱魔 一式 涂山苏苏 白月初 : 本作 男主 ， 东方 月初 的 转世 。,绝技  驱魔 一式 人物一 人物二  本作 男主  东方 月初 转世,1
TRAIN_SENT_ID_284019,胡青牛,王难姑,在 谷 中 找到 胡青牛 的 王难姑 ， 了解 到 金花婆婆 与 他们 的 一段 情结 。,谷 中 找到 人物一 人物二  了解 金花婆婆 一段 情结,1
TRAIN_SENT_ID_285527,石井裕也,满岛光,石井裕也 个人 生活 : 2009 年 ， 石井裕也 与 日本 女演员 满岛光 通过 拍摄 电影 相识 。,人物一 个人 生活   年  人物一 日本 女演员 人物二 拍摄 电影 相识,1
TRAIN_SENT_ID_267758,张学友,罗美薇,1996 年 ， 当 张学友 的 事业 如日中天 的 时候 ， 他 与 罗美薇 经历 了 长达 十年 的 爱情 马拉松 。,年  人物一 事业 如日中天  人物二 经历 长达 十年 爱情 马拉松,1
TRAIN_SENT_ID_256015,蒋介石,宋美龄,美龄宫 是 蒋介石 及其 夫人 宋美龄 下榻 的 别墅 ， 正式 名称 为 “ 国民政府 主席 官邸 ” ， 有 “ 远东 第一 别墅 ” 的 美誉 。,美龄宫 人物一 夫人 人物二 下榻 别墅  正式 名称  国民政府 主席 官邸    远东 第一 别墅  美誉,1
