sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1,soft_match_score,soft_match
TRAIN_SENT_ID_273598,陈建州,范玮琪,"圈中 好友 ： 罗志祥 、 阿雅 、 陈建州 、 范玮琪 、 范晓萱 、 吴佩慈 、 makiyo 、 何润东 、 黄晓明 , 周渝民 、",圈中 好友  罗志祥  阿雅  人物一  人物二  范晓萱  吴佩慈    何润东  黄晓明  周渝民,1,,0.7077931642532349,-1
TRAIN_SENT_ID_276817,唐姬,刘发,唐姬 毕竟 身份 微贱 ， 难得 天子 宠爱 ， 故 刘发 在 景帝 前元 二年 （ 公园 前 155 年 ） 被 封 在 长沙 这个 低湿 贫困 之地 。,人物一 毕竟 身份 微贱  难得 天子 宠爱  人物二 景帝 前元 二年  公园 前  年  封 长沙 低湿 贫困 之地,-1,,0.7528984040021897,-1
TRAIN_SENT_ID_272233,金正恩,金正日,其 继任者 金正日 、 金正恩 严格执行 并 加以 阐释 ， 作为 国家 及 人民 的 唯一 的 活动 指导 理论 ， 赋予 其 至高无上 的 地位 。,继任者 人物二  人物一 严格执行 阐释  国家 人民 唯一 活动 指导 理论  赋予 至高无上 地位,-1,,0.69208163022995,0
TRAIN_SENT_ID_258559,刘禅,刘备,"这 就是 史上 有名 的 当阳 长坂坡 之战 , 话 说 : 赵云 救回 刘禅 , 还给 刘备 , 刘备 说 : “ 为了 救 你 差点 害 我 损失 一名 武将 ” 。",史上 有名 当阳 长坂坡 之战  话 说  赵云 救回 人物一  还给 人物二  人物二 说   救 差点 害 损失 一名 武将,-1,,0.6618913461764654,0
TRAIN_SENT_ID_259577,冯小刚,徐帆,当 婚姻 与 事业 冲突 时 徐帆 VS 冯小刚,婚姻 事业 冲突 时 人物二  人物一,1,,0.7017505864302317,1
TRAIN_SENT_ID_264129,刘备,孙尚香,这种 鸡易 保存 又 不失 新鲜 ， 醇香 、 软嫩 ， 老少皆宜 ， 深受 当地 老百姓 喜爱 ， 系 刘备 之妻 孙尚香 腌制 发明 ， 已有 3000 多年 历史 。,这种 鸡易 保存 不失 新鲜  醇香  软嫩  老少皆宜  深受 老百姓 喜爱  系 人物一 之妻 人物二 腌制 发明  已有  多年 历史,1,,0.6338002234697342,0
TRAIN_SENT_ID_256449,刘禅,甘夫人,Q ： 在 发动 【 甘夫人 】 的 技能 “ 淑慎 ” 后 ， 在 牌 堆 中 找到 了 【 刘备 】 或 【 刘禅 】 ， 我 必须 展示 之 并 放入 手牌 吗 ？,发动  人物二  技能  淑慎   牌 堆 中 找到  刘备   人物一   必须 展示 放入 手牌,-1,,0.6211744273702303,0
TRAIN_SENT_ID_276260,西门吹雪,孙秀青,西门吹雪 和 孙秀青 （ 黄元申 版 ）,人物一 人物二  黄元申 版,1,,0.8196293503046036,-1
TRAIN_SENT_ID_257423,袁克文,袁世凯,2 袁克文 “ 极端 反对 ” 袁世凯 称帝 ?,人物一  极端 反对  人物二 称帝,-1,,0.7982036590576171,-1
TRAIN_SENT_ID_273404,杨乐乐,汪涵,小 酸菜 是 汪涵 与 杨乐乐 儿子 的 名字 。,酸菜 人物二 人物一 儿子 名字,1,,0.7285448253154755,-1
TRAIN_SENT_ID_271835,阎婆惜,宋江,左口 宋江 怒 杀 阎婆惜 ( 1950 ) 花街 慈母 ( 1950 ) ....,左口 人物二 怒 杀 人物一    花街 慈母,1,,0.7217851827541987,1
TRAIN_SENT_ID_269312,陆雪琪,张小凡,原著 里 张小凡 和 陆雪琪 仅育 有 一子 ， 名叫 张小鼎 。,原著 里 人物二 人物一 仅育 一子  名叫 张小鼎,1,,0.7109897047281265,-1
TRAIN_SENT_ID_251155,廖仲恺,何香凝,嗣后 二年 遇 廖 夫人 何香凝 于 邮船 ， 魏 就 涉嫌 廖仲恺 谋杀案 当 面向 何 表示 道歉 。,嗣后 二年 遇 廖 夫人 人物二 邮船  魏 涉嫌 人物一 谋杀案 面向 表示 道歉,1,,0.7046001374721527,-1
TRAIN_SENT_ID_276713,刘梅,夏东海,谓 称 ： 梅梅 （ 夏东海 用 ） 、 妈妈 、 妈 （ 刘星 、 夏雨 、 夏雪 用 ） 、 刘梅 、 阿姨 （ 通用 ）,谓 称  梅梅  人物二   妈妈  妈  刘星  夏雨  夏雪   人物一  阿姨  通用,1,,0.5863438298304876,0
TRAIN_SENT_ID_263128,毛福梅,蒋介石,毛福梅 成为 蒋介石 的 下堂 妻 以后 ， 王世和 不免 有 同情 弱者 心态 ， 对 毛氏 格外 带 着 几分 怜悯 与 报恩 之念 。,人物一 成为 人物二 下堂 妻 以后  王世和 不免 同情 弱者 心态  毛氏 格外 带 几分 怜悯 报恩 之念,1,,0.6851193159818649,0
TRAIN_SENT_ID_268683,孔子,颜徵在,叔 梁纥 先 娶 施氏 ， 无子 ， 其妾 生 男 ， 病足 ， 复娶 颜徵在 ， 生 孔子 。,叔 梁纥 先 娶 施氏  无子  其妾 生 男  病足  复娶 人物二  生 人物一,-1,,0.6151217172543207,0
TRAIN_SENT_ID_278599,岳灵珊,岳不群,1 人物 生平 : 岳灵珊 为 华山派 掌门 岳不群 和 宁中则 的 独女 ， 从小 与 大 师兄 令狐冲 是 青梅竹马 ， 与 令狐冲 合创 冲灵 剑法 。,人物 生平  人物一 华山派 掌门 人物二 宁中则 独女  从小 师兄 令狐冲 青梅竹马  令狐冲 合创 冲灵 剑法,-1,,0.5450787370403608,0
TRAIN_SENT_ID_275689,林立衡,叶群,林立衡 反抗 ， 遭 叶群 辱骂 毒打 ， 愤恨 自杀 ， 幸 被 抢救 过来 。,人物一 反抗  遭 人物二 辱骂 毒打  愤恨 自杀  幸 抢救 过来,-1,,0.7006003459294637,1
TRAIN_SENT_ID_262868,熊美玲,林秋离,No.177 诚实 心 林秋离 熊美玲 大学城 、 蓝丽 婷,诚实 心 人物二 人物一 大学城  蓝丽 婷,1,,0.763685804605484,-1
