,rule_id,rule,frequence,label
305,305,人物一/人物二/时,18,0
322,322,人物一/人物/人物一/人物二,17,0
324,324,人物一/人物二/年/月,17,0
325,325,人物一/人物二/没,17,0
326,326,人物一/人物二/道,17,0
327,327,人物一/何仙姑/人物二,17,0
328,328,人物一/子路/鲁国/人物二,17,0
329,329,人物一/字/子路/鲁国/人物二,17,0
330,330,人物一/字/鲁国/人物二,17,0
331,331,人物一/学/讴于/人物二/未穷,17,0
332,332,人物一/学/讴于/人物二/未穷/辞,17,0
333,333,人物一/学/讴于/人物二/未穷/遂,17,0
334,334,人物一/学/讴于/人物二/未穷/青之技,17,0
335,335,人物一/学/讴于/人物二/辞,17,0
336,336,人物一/学/讴于/人物二/遂,17,0
337,337,人物一/学/讴于/人物二/遂/辞,17,0
338,338,人物一/学/讴于/人物二/青之技,17,0
339,339,人物一/学/讴于/人物二/青之技/辞,17,0
340,340,人物一/学/讴于/人物二/青之技/遂,17,0
341,341,人物一/讴于/人物二/未穷,17,0
342,342,人物一/讴于/人物二/未穷/辞,17,0
343,343,人物一/讴于/人物二/未穷/遂,17,0
344,344,人物一/讴于/人物二/未穷/遂/辞,17,0
345,345,人物一/讴于/人物二/未穷/青之技,17,0
346,346,人物一/讴于/人物二/未穷/青之技/辞,17,0
347,347,人物一/讴于/人物二/未穷/青之技/遂,17,0
348,348,人物一/讴于/人物二/辞,17,0
349,349,人物一/讴于/人物二/遂,17,0
350,350,人物一/讴于/人物二/遂/辞,17,0
351,351,人物一/讴于/人物二/青之技,17,0
352,352,人物一/讴于/人物二/青之技/辞,17,0
353,353,人物一/讴于/人物二/青之技/遂,17,0
354,354,人物一/讴于/人物二/青之技/遂/辞,17,0
355,355,人物二/人物一/子贡,17,0
356,356,人物二/人物一/死,17,0
358,358,人物二/家语/人物一,17,0
360,360,人物二/没有/人物一,17,0
370,370,注释/人物一/人物二,17,0
371,371,第五十三回/人物一/人物二,17,0
372,372,第五十三回/人物一/李逵/人物二,17,0
373,373,第五十三回/戴宗/人物一/人物二,17,0
374,374,第五十三回/戴宗/人物一/李逵/人物二,17,0
375,375,译文/人物一/人物二,17,0
381,381,人物一/师父/人物二,16,0
382,382,人物一/春秋/人物二,16,0
383,383,人物一/角色/人物二,16,0
384,384,人物一/讴于/人物二/未穷/自谓,16,0
385,385,人物一/讴于/人物二/未穷/自谓/辞,16,0
386,386,人物一/讴于/人物二/未穷/自谓/遂,16,0
387,387,人物一/讴于/人物二/未穷/青之技/自谓,16,0
388,388,人物一/讴于/人物二/自谓,16,0
389,389,人物一/讴于/人物二/自谓/辞,16,0
390,390,人物一/讴于/人物二/自谓/遂,16,0
391,391,人物一/讴于/人物二/自谓/遂/辞,16,0
392,392,人物一/讴于/人物二/青之技/自谓,16,0
393,393,人物一/讴于/人物二/青之技/自谓/辞,16,0
394,394,人物一/讴于/人物二/青之技/自谓/遂,16,0
395,395,人物二/人物一/中国,16,0
396,396,人物二/人物一/好学,16,0
397,397,人物二/写给/四弟/人物一,16,0
398,398,人物二/写给/四弟/人物一/家书,16,0
399,399,人物二/听/人物一,16,0
400,400,人物二/四弟/人物一/家书,16,0
401,401,人物二/收/人物一,16,0
402,402,八仙/人物一/人物二/蓝采和,16,0
403,403,八仙/蓝采和/人物一/人物二,16,0
404,404,八仙/铁拐李/张果老/何仙姑/人物一/人物二,16,0
405,405,学生/人物一/人物二,16,0
406,406,年/人物二/弟子/人物一,16,0
407,407,汉/何仙姑/人物一/人物二/曹国舅,16,0
408,408,汉/张果老/人物一/人物二/曹国舅,16,0
409,409,汉/蓝采和/人物一/人物二,16,0
410,410,汉/钟离/何仙姑/人物一/人物二/曹国舅,16,0
411,411,汉/钟离/张果老/人物一/人物二/曹国舅,16,0
412,412,汉/钟离/蓝采和/人物一/人物二,16,0
413,413,钟离/何仙姑/人物一/人物二/曹国舅,16,0
414,414,钟离/蓝采和/人物一/人物二,16,0
415,415,铁拐李/汉/何仙姑/人物一/人物二/曹国舅,16,0
416,416,铁拐李/汉/张果老/人物一/人物二,16,0
417,417,铁拐李/汉/张果老/人物一/人物二/曹国舅,16,0
418,418,铁拐李/汉/蓝采和/人物一/人物二,16,0
419,419,铁拐李/汉/钟离/张果老/人物一/人物二,16,0
420,420,铁拐李/汉/钟离/蓝采和/人物一/人物二,16,0
421,421,铁拐李/钟离/何仙姑/人物一/人物二/曹国舅,16,0
422,422,铁拐李/钟离/张果老/人物一/人物二,16,0
423,423,铁拐李/钟离/张果老/人物一/人物二/曹国舅,16,0
424,424,铁拐李/钟离/蓝采和/人物一/人物二,16,0
