,rule_id,rule,frequence,label
39,39,钟离/人物一/人物二,43,0
46,46,汉/钟离/人物一/人物二,40,0
54,54,人物二/昌/人物一/发,38,0
55,55,人物二/昌/人物一/王姬/发,38,0
56,56,人物二/王姬/昌/人物一/发,38,0
57,57,人物二/王姬/昌/人物一/王姬/发,38,0
63,63,人物二/人物一/弟弟,35,0
65,65,钟离/人物一/人物二/曹国舅,35,0
66,66,铁拐李/人物一/人物二/曹国舅,35,0
67,67,铁拐李/汉/人物一/人物二,35,0
68,68,铁拐李/汉/钟离/人物一/人物二,35,0
69,69,铁拐李/钟离/人物一/人物二,35,0
75,75,汉/人物一/人物二/曹国舅,33,0
76,76,汉/钟离/人物一/人物二/曹国舅,33,0
82,82,八仙/铁拐李/人物一/人物二,32,0
86,86,八仙/张果老/人物一/人物二,30,0
87,87,八仙/钟离/人物一/人物二,30,0
92,92,人物二/子/人物一/王姬,29,0
93,93,人物二/昌/子/人物一,29,0
94,94,人物二/昌/子/人物一/王姬,29,0
95,95,人物二/王姬/子/人物一,29,0
96,96,人物二/王姬/子/人物一/王姬,29,0
97,97,人物二/王姬/昌/子/人物一,29,0
98,98,人物二/王姬/昌/子/人物一/王姬,29,0
99,99,八仙/汉/人物一/人物二,29,0
100,100,八仙/汉/钟离/人物一/人物二,29,0
102,102,铁拐李/汉/人物一/人物二/曹国舅,29,0
103,103,铁拐李/汉/钟离/人物一/人物二/曹国舅,29,0
104,104,铁拐李/钟离/人物一/人物二/曹国舅,29,0
107,107,八仙/张果老/人物一/人物二/曹国舅,28,0
109,109,人物一/蓝采和/人物二,27,0
110,110,人物一/鲁国/人物二,27,0
113,113,八仙/铁拐李/人物一/人物二/曹国舅,27,0
114,114,八仙/铁拐李/汉/人物一/人物二,27,0
115,115,八仙/铁拐李/汉/钟离/人物一/人物二,27,0
116,116,八仙/铁拐李/钟离/人物一/人物二,27,0
120,120,人物二/人物一/张,26,0
122,122,人物二/写给/人物一,26,0
123,123,人物二/子/人物一/发,26,0
124,124,人物二/子/人物一/王姬/发,26,0
125,125,人物二/昌/子/人物一/发,26,0
126,126,人物二/昌/子/人物一/王姬/发,26,0
127,127,人物二/王姬/子/人物一/发,26,0
128,128,人物二/王姬/子/人物一/王姬/发,26,0
129,129,人物二/王姬/昌/子/人物一/发,26,0
130,130,八仙/钟离/人物一/人物二/曹国舅,26,0
131,131,日/人物二/人物一,26,0
134,134,经历/人物二/人物一,26,0
136,136,人物一/师从/人物二,25,0
141,141,八仙/汉/人物一/人物二/曹国舅,25,0
142,142,八仙/汉/钟离/人物一/人物二/曹国舅,25,0
144,144,月/日/人物二/人物一,25,0
146,146,人物一/人物二/老师,24,0
148,148,著名/人物二/人物一,24,0
150,150,人物二/人物一/家书,23,0
152,152,人物二/写给/人物一/家书,23,0
153,153,八仙/铁拐李/汉/人物一/人物二/曹国舅,23,0
154,154,八仙/铁拐李/钟离/人物一/人物二/曹国舅,23,0
156,156,人物二/昌/子/人物一/发/弟弟,22,0
157,157,人物二/昌/子/人物一/弟弟,22,0
158,158,人物二/昌/子/人物一/王姬/弟弟,22,0
159,159,人物二/王姬/人物一/发/弟弟,22,0
160,160,人物二/王姬/人物一/弟弟,22,0
161,161,人物二/王姬/人物一/王姬/发/弟弟,22,0
162,162,人物二/王姬/人物一/王姬/弟弟,22,0
163,163,人物二/王姬/子/人物一/发/弟弟,22,0
164,164,人物二/王姬/子/人物一/弟弟,22,0
165,165,人物二/王姬/子/人物一/王姬/弟弟,22,0
166,166,人物二/王姬/昌/人物一/发/弟弟,22,0
167,167,人物二/王姬/昌/人物一/弟弟,22,0
168,168,人物二/王姬/昌/人物一/王姬/弟弟,22,0
169,169,人物二/王姬/昌/子/人物一/弟弟,22,0
