,rule_id,rule,frequence,label
129,129,人物二/人物一/家书,23,0
147,147,人物二/写给/人物一/家书,22,0
168,168,水浒/人物一/人物二,21,0
172,172,人物一/人物二/一个,20,0
206,206,第五十三回/人物一/人物二,19,0
207,207,第五十三回/人物一/李逵/人物二,19,0
208,208,第五十三回/戴宗/人物一/人物二,19,0
209,209,第五十三回/戴宗/人物一/李逵/人物二,19,0
214,214,二取/人物一/人物二,18,0
215,215,二取/人物一/李逵/人物二,18,0
216,216,二取/人物一/李逵/独劈/人物二,18,0
217,217,二取/人物一/独劈/人物二,18,0
225,225,人物一/李逵/独劈/人物二,18,0
226,226,人物一/独劈/人物二,18,0
229,229,人物二/四弟/人物一,18,0
235,235,戴宗/二取/人物一/人物二,18,0
236,236,戴宗/二取/人物一/李逵/人物二,18,0
237,237,戴宗/二取/人物一/李逵/独劈/人物二,18,0
238,238,戴宗/二取/人物一/独劈/人物二,18,0
239,239,戴宗/人物一/李逵/独劈/人物二,18,0
240,240,戴宗/人物一/独劈/人物二,18,0
245,245,人物一/妹妹/人物二,17,0
246,246,人物一/学习/人物二,17,0
247,247,人物一/春秋/人物二,17,0
248,248,人物一/演员/人物二,17,0
249,249,人物一/鲁国/人物二/弟子,17,0
250,250,人物二/人物一/一起,17,0
251,251,人物二/人物一/二人,17,0
252,252,人物二/人物一/发/弟弟,17,0
254,254,人物二/人物一/王姬/发/弟弟,17,0
255,255,人物二/人物一/王姬/弟弟,17,0
256,256,人物二/便/人物一,17,0
257,257,人物二/昌/人物一/发/弟弟,17,0
258,258,人物二/昌/人物一/弟弟,17,0
259,259,人物二/昌/人物一/王姬/发/弟弟,17,0
260,260,人物二/昌/人物一/王姬/弟弟,17,0
261,261,人物二/王姬/人物一/发/弟弟,17,0
262,262,人物二/王姬/人物一/弟弟,17,0
263,263,人物二/王姬/人物一/王姬/发/弟弟,17,0
264,264,人物二/王姬/人物一/王姬/弟弟,17,0
271,271,后来/人物二/人物一,17,0
272,272,明/人物一/人物二,17,0
273,273,水浒/戴宗/人物一/人物二,17,0
283,283,人物二/昌/子/人物一/发/弟弟,16,0
284,284,人物二/昌/子/人物一/弟弟,16,0
285,285,人物二/昌/子/人物一/王姬/弟弟,16,0
286,286,人物二/王姬/子/人物一/发/弟弟,16,0
287,287,人物二/王姬/子/人物一/弟弟,16,0
288,288,人物二/王姬/子/人物一/王姬/弟弟,16,0
289,289,人物二/王姬/昌/子/人物一/弟弟,16,0
290,290,人物二/．/人物一,16,0
292,292,八仙/人物一/人物二/蓝采和,16,0
293,293,八仙/汉/何仙姑/人物一/人物二,16,0
294,294,八仙/汉/何仙姑/人物一/人物二/曹国舅,16,0
295,295,八仙/汉/钟离/何仙姑/人物一/人物二,16,0
296,296,八仙/蓝采和/人物一/人物二,16,0
297,297,八仙/钟离/何仙姑/人物一/人物二,16,0
298,298,八仙/钟离/何仙姑/人物一/人物二/曹国舅,16,0
299,299,八仙/钟离/张果老/人物一/人物二/曹国舅,16,0
300,300,后来/人物一/人物二,16,0
302,302,张果老/蓝采和/人物一/人物二,16,0
303,303,明/人物一/李逵/人物二,16,0
304,304,明/人物一/李逵/独劈/人物二,16,0
305,305,明/人物一/独劈/人物二,16,0
306,306,明/施耐庵/水浒/二取/人物一/人物二,16,0
307,307,明/施耐庵/水浒/人物一/人物二,16,0
308,308,明/施耐庵/水浒/人物一/李逵/人物二,16,0
309,309,明/施耐庵/水浒/人物一/独劈/人物二,16,0
310,310,明/施耐庵/水浒/戴宗/人物一/人物二,16,0
311,311,明/施耐庵/水浒/第五十三回/人物一/人物二,16,0
312,312,汉/蓝采和/人物一/人物二,16,0
313,313,汉/钟离/蓝采和/人物一/人物二,16,0
314,314,相声/人物二/人物一,16,0
315,315,说/人物二/人物一,16,0
316,316,钟离/蓝采和/人物一/人物二,16,0
317,317,铁拐李/汉/何仙姑/人物一/人物二/曹国舅,16,0
318,318,铁拐李/汉/张果老/人物一/人物二,16,0
319,319,铁拐李/汉/张果老/人物一/人物二/曹国舅,16,0
320,320,铁拐李/汉/钟离/张果老/人物一/人物二,16,0
321,321,铁拐李/钟离/何仙姑/人物一/人物二/曹国舅,16,0
322,322,铁拐李/钟离/张果老/人物一/人物二,16,0
323,323,铁拐李/钟离/张果老/人物一/人物二/曹国舅,16,0
