sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_273624,马阔海,马青山,召唤 人 ： 柯胜 （ 主要 ） 、 马青山 、 马阔海 、 小 李子,召唤  柯胜  主要   人物二  人物一  李子,1
TRAIN_SENT_ID_257234,艾欧里亚,艾俄洛斯,圣域 志 狮子 列传 第八 : 艾欧里亚 ， 希腊人 也 ， 射手 县侯 艾俄洛斯 弟 。,圣域 志 狮子 列传 第八  人物一  希腊人  射手 县侯 人物二 弟,1
TRAIN_SENT_ID_257789,林平之,岳不群,殊不知 ， 岳不群 挖 了 一个 非常 大 的 坑 等 着 他 跳 呢 ， 从此 ， 林平之 接下来 的 一生 ， 不是 自己 所 能 掌控 得 了 的 。,殊不知  人物二 挖 一个 非常 坑 跳   人物一 接下来 一生  掌控,1
TRAIN_SENT_ID_252505,颜回,孔子,看着 这些 钱袋 ， 孔子 想起 刚才 称赞 颜回 ， 批评 子贡 的话 ， 感到 脸上 火辣辣 的 。,看着 钱袋  人物二 想起 刚才 称赞 人物一  批评 子贡  感到 脸上 火辣辣,1
TRAIN_SENT_ID_257577,毛泽民,毛泽东,毛泽东 三 兄弟 内容 : 红色 政府 的 “ 大管家 ” 毛泽民 ； 骁勇 机智 、 临危 显 大义 的 毛泽覃 。,人物二 三 兄弟 内容  红色 政府  大管家  人物一  骁勇 机智  临危 显 大义 毛泽覃,1
TRAIN_SENT_ID_255461,罗成,秦琼,出场 ： 《 说 唐 》 第三十九回 秦琼 三锏 倒 铜旗 罗成 枪 挑孽 世雄,出场   说 唐  第三十九回 人物二 三锏 倒 铜旗 人物一 枪 挑孽 世雄,1
TRAIN_SENT_ID_279088,程英,黄药师,其实 追究 起来 ， 黄药师 收 程英 为徒 ， 还是 因为 她 服侍 得 体贴入微 ， 不似 黄蓉般 跳脱 顽皮 。,其实 追究 起来  人物二 收 人物一 为徒  服侍 体贴入微  不似 黄蓉般 跳脱 顽皮,1
TRAIN_SENT_ID_254266,张顺,张横,张顺 . （ 渔家 ， 张横 之弟 ） 三十六 天罡 星天败星 : 天败星 …,人物一   渔家  人物二 之弟  三十六 天罡 星天败星  天败星,1
TRAIN_SENT_ID_259676,公孙胜,罗真人,第五十三回 戴宗 智取 公孙胜 ， 李逵 斧劈 罗真人,第五十三回 戴宗 智取 人物一  李逵 斧劈 人物二,1
TRAIN_SENT_ID_283893,李晏,李纶,李晏 ， 李纶 之弟 ， 封 赵郡 公 ， 官至 开府 仪同 三司 、 大将军 。,人物一  人物二 之弟  封 赵郡 公  官至 开府 仪同 三司  大将军,1
TRAIN_SENT_ID_262279,尤二姐,尤三姐,尤二姐 和 尤三姐 是 他 的 继母 的 姐妹 ， 是 姨娘 的 辈分 ， 可是 贾蓉 竟然 没有 一点 廉耻 、 羞耻之心 的 马上 进行 调情 调笑 ； 二是 随意 胡来 。,人物一 人物二 继母 姐妹  姨娘 辈分  贾蓉 竟然 没有 一点 廉耻  羞耻之心 马上 进行 调情 调笑  二是 随意 胡来,1
TRAIN_SENT_ID_252530,颜回,孔子,傅 教授 引用 孔子 、 颜回 、 子路 和 自己 的 人生 体悟 ， 认为 ， 儒家 的 人 知道 自己 为什么 而活 ， 自己 的 人生 使命 是 什么 ， 所以 很 快乐 。,傅 教授 引用 人物二  人物一  子路 人生 体悟  认为  儒家 知道 而活  人生 使命  快乐,1
