sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_276255,西门吹雪,孙秀青,孙秀青 ， 她 有 资格 接受 西门吹雪 的 爱 。,人物二  资格 接受 人物一 爱,-1
TRAIN_SENT_ID_270366,关平,关羽,东屋 三间 是 武 圣殿 （ 关帝 殿 ） ， 关帝 （ 关羽 ） 居殿 正位 ， 左有 大将 关平 ， 右有 大将 周仓 ， 是 谓 龙隐 宫官 武圣 。,东屋 三间 武 圣殿  关帝 殿   关帝  人物二  居殿 正位  左有 大将 人物一  右有 大将 周仓  谓 龙隐 宫官 武圣,-1
TRAIN_SENT_ID_268076,樊梨花,薛丁山,主要 剧情 是 ： 樊梨花 不满 父兄 叛国 投奔 西辽 ， 大义灭亲 ， 却 遭夫 薛丁山 认为 她 大逆不道 休妻 。,主要 剧情  人物一 不满 父兄 叛国 投奔 西辽  大义灭亲  遭夫 人物二 认为 大逆不道 休妻,-1
TRAIN_SENT_ID_282385,骆冰,文泰来,第一次 见 文泰来 和 骆冰 是 在 客栈 里 。,第一次 见 人物二 人物一 客栈 里,-1
TRAIN_SENT_ID_283692,陈玉佳,江南春,新娘 陈玉佳 只 比 36 岁 的 新郎 江南春 小 一岁 ， 昨日 在 婚礼 现场 ， 这位 大龄 新娘 终于 掩饰 不住 自己 的 激动 。,新娘 人物一  岁 新郎 人物二 一岁  昨日 婚礼 现场  这位 大龄 新娘 终于 掩饰 不住 激动,-1
TRAIN_SENT_ID_261312,朱兆祥,胡静,马来西亚 首富 朱兆祥 之妻 大陆 女艺人 胡静 。,马来西亚 首富 人物一 之妻 大陆 女艺人 人物二,-1
TRAIN_SENT_ID_265794,王茜,徐庆东,《 无限 正义 》 ( 2003 ) 饰演 角色 ： 史杰 （ 主演 之一 ） 合作 演员 ： 王茜 王挺 吴若甫 导演 ： 徐庆东,无限 正义     饰演 角色  史杰  主演  合作 演员  人物一 王挺 吴若甫 导演  人物二,-1
TRAIN_SENT_ID_268052,樊梨花,薛丁山,《 三上关 》 饰演 薛丁山 邓银枝 饰演 樊梨花,三上关  饰演 人物二 邓银枝 饰演 人物一,-1
TRAIN_SENT_ID_275669,梁济,梁漱溟,桂林 梁先生 遗书 内容 介绍 : 桂林 梁先生 ， 即 梁济 ， 晚清 名士 ， 哲学家 梁漱溟 之 父 。,桂林 梁先生 遗书 内容 介绍  桂林 梁先生  人物一  晚清 名士  哲学家 人物二 父,-1
TRAIN_SENT_ID_276661,陆展元,何沅君,陆展元 曾 抛弃 李莫愁 ， 迎娶 何沅君 。,人物一 抛弃 李莫愁  迎娶 人物二,-1
TRAIN_SENT_ID_265789,王茜,徐庆东,2008 电视剧 《 重案 六组 3 》 （ 饰 小 老板 ） 导演 ： 徐庆东 主演 ： 王茜,电视剧  重案 六组    饰 老板  导演  人物二 主演  人物一,-1
TRAIN_SENT_ID_261932,安雯,苏越,同时 她 也 让 苏越 好好 感恩 ， 保重 身体 ， 对于 其他 事 ， 她 还 没 考虑 好 ； 就 当前 的 还债 金额 ， 安雯 表示 不 愿意 提及 。,人物二 好好 感恩  保重 身体  事  没 考虑  当前 还债 金额  人物一 表示 愿意 提及,-1
TRAIN_SENT_ID_277129,浦安修,彭德怀,庐山会议 之后 ， 浦安修 与 彭德怀 令人 痛心 的 离婚 了 。,庐山会议 之后  人物一 人物二 令人 痛心 离婚,-1
TRAIN_SENT_ID_278572,岳灵珊,岳不群,在 岳不群 门下 ， 林平之 为 岳灵珊 所 爱慕 ， 但是 林平之 却 为了 掌握 《 辟邪 剑谱 》 而 自宫 。,人物二 门下  林平之 人物一 爱慕  林平之 掌握  辟邪 剑谱  自宫,-1
TRAIN_SENT_ID_275512,徐少华,杨琨,杨琨 导演 的 丈夫 国家一级演员 徐少华,人物二 导演 丈夫 国家一级演员 人物一,-1
TRAIN_SENT_ID_263787,秦始皇,赵姬,邵平 店 邵平 : 邵平 店 基本 信息 : 秦始皇 之 父母 庄襄王 和 赵姬 ， 安葬 在 如今 距 邵平 店有 5 公里 的 临潼区 韩峪 秦东 陵 。,邵平 店 邵平  邵平 店 基本 信息  人物一 父母 庄襄王 人物二  安葬 如今 邵平 店有  公里 临潼区 韩峪 秦东 陵,-1
TRAIN_SENT_ID_259305,刘备,刘禅,新朝 始祖 建兴 帝 王莽 皇太子 王临 三国 : 蜀 汉昭烈 皇帝 刘备 皇太子 刘禅,新朝 始祖 建兴 帝 王莽 皇太子 王临 三国  蜀 汉昭烈 皇帝 人物一 皇太子 人物二,-1
TRAIN_SENT_ID_286834,刘元,邓晨,"刘元 - - - - 刘秀 二姐 , 邓晨 之妻 。",人物一     刘秀 二姐  人物二 之妻,-1
TRAIN_SENT_ID_276010,贾午,贾充,贾充 发现 后 ， 便 干脆 把 贾午 嫁给 了 韩寿 。,人物二 发现  便 干脆 人物一 嫁给 韩寿,-1
TRAIN_SENT_ID_250937,霍震霆,朱玲玲,而 朱玲玲 的 现任 丈夫 罗康瑞 和 前夫 霍震霆 都 有 出现 在 灵堂 ， 难得 碰头 。,人物二 现任 丈夫 罗康瑞 前夫 人物一 出现 灵堂  难得 碰头,-1
TRAIN_SENT_ID_259041,刘备,刘禅,《 遗诏 敕後主 》 是 蜀汉 先主 刘备 写给 后主 刘禅 的 遗诏 之一 ， 出自 《 蜀志 · 先主 传 》 。,遗诏 敕後主  蜀汉 先主 人物一 写给 后主 人物二 遗诏  出自  蜀志  先主 传,-1
TRAIN_SENT_ID_279312,王逸宸,刘纯燕,王逸宸 半岁 后 交给 姥姥 带 ， 刘纯燕 和 王宁 每 过 一两天 去 看看 她 。,人物一 半岁 交给 姥姥 带  人物二 王宁 一两天 看看,-1
TRAIN_SENT_ID_270529,关平,关羽,关帝庙 正殿 供泰 蜀汉 吉林 北山 公园 的 桥 大将 关羽 塑像 ， 两侧 是 关平 、 周仓 配像 。,关帝庙 正殿 供泰 蜀汉 吉林 北山 公园 桥 大将 人物二 塑像  两侧 人物一  周仓 配像,-1
TRAIN_SENT_ID_268081,樊梨花,薛丁山,《 薛丁山 与 樊梨花 》 饰 窦仙童,人物二 人物一  饰 窦仙童,-1
TRAIN_SENT_ID_264310,贾环,赵姨娘,赵姨娘 、 贾环 勾结 钱槐 一伙 强盗 闯入 大观园 ， 又 抢 又 杀 。,人物二  人物一 勾结 钱槐 一伙 强盗 闯入 大观园  抢 杀,-1
TRAIN_SENT_ID_287251,刘豪,刘禅,自称 是 刘备 — — 刘禅 — — 刘谌 — — 刘豪 之后 。,自称 刘备   人物二   刘谌   人物一 之后,-1
TRAIN_SENT_ID_272487,韦丛,元稹,元稹 对 亡妻 韦丛 有着 真诚 执着 的 爱恋 ， 这首 “ 伴客 销愁 ” ， 深情 缱绻 ， 沉痛 感人 。,人物二 亡妻 人物一 有着 真诚 执着 爱恋  这首  伴客 销愁   深情 缱绻  沉痛 感人,-1
TRAIN_SENT_ID_278907,汪涵,杨乐乐,汪涵 、 杨乐乐 的 身份 不会 仅仅 局限于 主持人 ， 还会 通过 非常 特别 的 表达方式 ， 展现 浪漫情怀 。,人物一  人物二 身份 不会 仅仅 局限于 主持人  还会 非常 特别 表达方式  展现 浪漫情怀,-1
TRAIN_SENT_ID_263093,毛福梅,蒋介石,在 王采玉 和 毛福梅 的 一再 叮咛 下 ， 蒋介石 和 佃户 一大早 就 把 礼物 装 成 一担 ， 去 岳家 拜岁 。,王采玉 人物一 一再 叮咛  人物二 佃户 一大早 礼物 装 成 一担  岳家 拜岁,-1
TRAIN_SENT_ID_271315,何泽慧,钱三强,约 里奥 · 居里 夫妇 双双 盛装 出席 何泽慧 与 钱三强 的 婚礼,约 里奥  居里 夫妇 双双 盛装 出席 人物一 人物二 婚礼,-1
TRAIN_SENT_ID_267000,殷素素,张无忌,殷素素 、 张翠山 更 结成 夫妇 ， 并 在 岛上 诞下 一子名 张无忌 。,人物一  张翠山 更 结成 夫妇  岛上 诞下 一子名 人物二,-1
TRAIN_SENT_ID_271565,王诗龄,李湘,胖乎乎 的 王诗龄 相当 惹人爱 ， 不过 李湘 却 透露 小 公主 已经 瘦 了 ， “ 没 让 她 减肥 ， 她 开始 长高 抽条 了 ， 所以 瘦 了 。 ”,胖乎乎 人物一 相当 惹人爱  人物二 透露 公主 已经 瘦   没 减肥  长高 抽条  瘦,-1
TRAIN_SENT_ID_279349,石青璇,徐子陵,最后 徐子陵 和 石青璇 的 结合 ， 堪称 完美 ， 也 让 石之轩 了 却 了 心事 ， 最后 让 邪 王 落地 成佛 。,最后 人物二 人物一 结合  堪称 完美  石之轩 心事  最后 邪 王 落地 成佛,-1
TRAIN_SENT_ID_261072,黄汉伟,赵雅芝,黄汉伟 ， 香港 著名 女演员 赵雅芝 前夫 。,人物一  香港 著名 女演员 人物二 前夫,-1
TRAIN_SENT_ID_266446,严世蕃,严嵩,阳春 故意 使计 ， 严嵩 与 严世蕃 以为 事迹 败露 惊慌失措 。,阳春 故意 使计  人物二 人物一 事迹 败露 惊慌失措,-1
TRAIN_SENT_ID_284394,殷温娇,陈光蕊,陈光蕊 沉入 洪江 水底 ， 被 洪江 龙王 所救 ， 后来 与 玄奘 、 殷温娇 团聚 。,人物二 沉入 洪江 水底  洪江 龙王 所救  后来 玄奘  人物一 团聚,-1
TRAIN_SENT_ID_279281,傅洁娴,欧阳震华,傅洁娴 做人 简单 : 欧阳震华 的 太太 出身 于 豪门 ， 偏偏 找 了 做 演员 的 Bobby ， 自然 有人 认为 他 接近 有钱人 有 企图 。,人物一 做人 简单  人物二 太太 出身 豪门  偏偏 找 做 演员   自然 有人 认为 接近 有钱人 企图,-1
TRAIN_SENT_ID_274784,丁玲,胡也频,为了 摆脱 这一 棘手 的 选择 ， 丁玲 和 胡也频 便 也 南下 上海 。,摆脱 这一 棘手 选择  人物一 人物二 便 南下 上海,-1
TRAIN_SENT_ID_254067,林黛羽,俞佩玉,之后 遇上 俞佩玉 未婚妻 林黛羽 ， 发现 武林 许多 成名 人物 俱 是 如此 。,之后 遇上 人物二 未婚妻 人物一  发现 武林 成名 人物 俱,-1
TRAIN_SENT_ID_251093,尤三姐,柳湘莲,尤三姐 羞愤 自刎 ， 柳湘莲 悔恨 不已 看破红尘 出家 。,人物一 羞愤 自刎  人物二 悔恨 不已 看破红尘 出家,-1
