,rule_id,rule,frequence,label
132,132,人物二/年/月/日/人物一,72,0
135,135,人物一/人物二/日,70,0
141,141,人物一/个人/生活/人物二,68,0
146,146,人物二/人物一/先生,67,0
154,154,年/人物一/人物二/结婚,66,0
155,155,经历/人物一/人物二,66,0
157,157,人物一/年/人物一/人物二,65,0
158,158,简介/人物一/人物二,65,0
163,163,人物一/人物二/中国,62,0
164,164,人物一/人物二/月/日,62,0
165,165,人物一/人物二/生活,62,0
169,169,人物一/经历/人物二,61,0
172,172,人物二/人物一/月/日,60,0
173,173,人物二/先生/人物一,60,0
175,175,人物二/香港/人物一,60,0
180,180,人物二/个人/人物一,58,0
181,181,年/人物二/人物一/人物二,58,0
182,182,人物一/人物二/次子,57,0
183,183,妻子/人物二/人物一,57,0
184,184,三国/人物二/人物一,56,0
188,188,内容简介/人物二/人物一,56,0
189,189,前/人物二/人物一,56,0
190,190,人物一/中国/人物二,55,0
191,191,人物一/演员/人物二,55,0
192,192,人物一/生于/人物二,55,0
193,193,人物/生平/人物一/人物二,54,0
194,194,人物二/人物一/生活,54,0
195,195,后来/人物一/人物二,54,0
197,197,人物一/人物二/年/日,53,0
198,198,人物一/人物二/年/月/日,53,0
199,199,人物一/人物二/成为,53,0
200,200,人物二/个人/生活/人物一,53,0
201,201,人物二/人物一/故事,53,0
203,203,人物一/个人/人物一/人物二,52,0
205,205,人物一/香港/人物二,52,0
206,206,人物二/人物一/年/日,52,0
207,207,人物二/人物一/年/月/日,52,0
208,208,母亲/人物二/人物一,52,0
209,209,经历/人物二/人物一,52,0
210,210,人物一/生活/人物一/人物二,51,0
212,212,人物二/前/人物一,51,0
213,213,女儿/人物一/人物二,51,0
214,214,年/人物二/人物二/人物一,51,0
215,215,人物/生平/人物二/人物一,50,0
216,216,人物一/个人/生活/人物一/人物二,50,0
217,217,人物一/人物一/父亲/人物二,50,0
218,218,人物二/人物一/岁,50,0
219,219,人物一/人物二/岁,49,0
220,220,人物一/人物二/爱,49,0
221,221,人物二/公子/人物一,49,0
222,222,年/人物一/人物二/人物一,49,0
223,223,中国/人物一/人物二,48,0
224,224,人物一/人物二/上海,48,0
225,225,人物一/人物二/饰,48,0
226,226,人物一/著名/人物二,48,0
227,227,人物二/人物一/之后,48,0
228,228,之后/人物二/人物一,47,0
229,229,人物一/之女/人物二,47,0
230,230,人物一/人物二/出生,47,0
232,232,人物一/先生/人物二,47,0
233,233,人物一/去世/人物二,47,0
234,234,人物二/人物一/夫妻,47,0
235,235,人物一/人物二/做,46,0
236,236,人物一/人物二/参加,46,0
237,237,人物一/人物二/太子,46,0
238,238,人物一/人物二/已经,46,0
239,239,人物二/人物一/举行/婚礼,46,0
240,240,人物二/人物一/杀,46,0
241,241,人物二/岁/人物一,46,0
242,242,小说/人物二/人物一,46,0
243,243,岁/人物二/人物一,46,0
244,244,年/人物二/女儿/人物一,46,0
245,245,人物一/人物二/爱情,45,0
246,246,人物一/生平/人物二,45,0
247,247,人物二/人物一/两个,45,0
248,248,人物二/人物一/做,45,0
249,249,人物二/人物一/爱,45,0
250,250,人物二/人物一/离婚,45,0
251,251,人物二/太子/人物一,45,0
252,252,人物二/生活/人物二/人物一,45,0
253,253,儿子/人物二/人物一,45,0
254,254,饰演/人物一/人物二,45,0
255,255,个人/年/人物二/人物一,44,0
256,256,人物一/人物一/年/人物二,44,0
257,257,人物一/人物二/夫妻,44,0
258,258,人物二/人物一/丈夫,44,0
259,259,人物二/人物一/为妻,44,0
260,260,人物二/人物一/之女,44,0
261,261,导演/人物二/人物一,44,0
262,262,年/人物二/人物一/婚礼,44,0
263,263,母亲/人物一/人物二,44,0
264,264,生活/年/人物二/人物一,44,0
266,266,人物一/人物二/举行,43,0
267,267,人物一/人物二/出,43,0
268,268,人物一/子/人物二,43,0
269,269,人物二/个人/人物二/人物一,43,0
270,270,人物二/人物一/里,43,0
271,271,故事/人物二/人物一,43,0
272,272,月/人物一/人物二/结婚,43,0
273,273,一个/人物二/人物一,42,0
274,274,人物一/年/人物二/人物一,42,0
275,275,人物二/人物一/北京,42,0
276,276,人物二/人物一/周仓,42,0
277,277,人物二/月/人物二/人物一,42,0
278,278,前/人物一/人物二,42,0
279,279,年/人物二/人物一/举行,42,0
280,280,月/人物二/人物一/举行,42,0
282,282,饰演/人物二/人物一,42,0
283,283,一个/人物一/人物二,41,0
284,284,个人/生活/年/人物二/人物一,41,0
285,285,人物一/人物二/生于,41,0
286,286,人物一/人物二/离婚,41,0
287,287,人物一/前/人物二,41,0
288,288,人物一/娶/人物二,41,0
289,289,人物一/结婚/人物二,41,0
290,290,人物二/人物一/事,41,0
291,291,人物二/人物一/想,41,0
292,292,人物二/人物一/爱情,41,0
293,293,人物二/后来/人物一,41,0
294,294,当时/人物一/人物二,41,0
295,295,生活/年/人物一/人物二,41,0
296,296,香港/人物二/人物一,41,0
297,297,人物一/人物二/前,40,0
298,298,人物一/介绍/人物二,40,0
299,299,人物二/个人/生活/人物二/人物一,40,0
300,300,人物二/中国/人物一,40,0
301,301,人物二/人物一/主演,40,0
302,302,人物二/没有/人物一,40,0
303,303,信息/人物二/人物一,40,0
304,304,岁/人物一/人物二,40,0
305,305,月/人物二/人物一/婚礼,40,0
306,306,角色/人物一/人物二,40,0
307,307,人物一/人物二/先生,39,0
309,309,人物一/简介/人物二,39,0
310,310,人物二/人物一/出,39,0
311,311,人物二/人物一/正式,39,0
312,312,人物二/怒/人物一,39,0
313,313,人物二/怒/杀/人物一,39,0
314,314,年/人物二/妻子/人物一,39,0
