sent_id,sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_254177,,邢夫人,贾赦,《 红楼梦 》 第四 六 回 ： “ 凤姐 知道 邢夫人 禀性 愚弱 ， 只知 奉承 贾赦 以 自保 。 ”,红楼梦  第四 六 回   凤姐 知道 人物一 禀性 愚弱  只知 奉承 人物二 自保,-1
TRAIN_SENT_ID_250250,,秦始皇,胡亥,秦始皇 驾崩 于 巡游 路上 ， 赵高 伪造 诏书 将 真正 的 王位继承 人 扶苏 赐死 ， 立 始皇 幼子 胡亥 为 皇帝 。,人物一 驾崩 巡游 路上  赵高 伪造 诏书 真正 王位继承 扶苏 赐死  立 始皇 幼子 人物二 皇帝,-1
TRAIN_SENT_ID_276743,,丁夫人,曹操,丁氏 逝世 : 几年 后 ， 丁家 传来 丁夫人 病逝 的 消息 ， 至此 ， 曹操 的 悔 痛之心 更是 无以复加 。,丁氏 逝世  几年  丁家 传来 人物一 病逝 消息  至此  人物二 悔 痛之心 更是 无以复加,-1
TRAIN_SENT_ID_262038,,李纨,贾兰,李纨 — — 金陵 十二钗 之 十一 ， 贾珠 遗孀 ， 生子 贾兰 。,人物一   金陵 十二钗 十一  贾珠 遗孀  生子 人物二,-1
TRAIN_SENT_ID_283577,,张志毅,张德江,张志毅 家庭 : 儿 ， 张德江 ， 现任 中共 中央政治局常委 ， 十二届 全国人大常委会 委员长 。,人物一 家庭   人物二  现任 中共 中央政治局常委  十二届 全国人大常委会 委员长,-1
TRAIN_SENT_ID_258624,,刘禅,刘备,类型 ： 传统戏 剧情 : 描写 诸葛亮 受 刘备 托孤 重任 ， 决心 出兵 伐 魏 ， 上 出师表 ， 辞 刘禅 出师 。,类型  传统戏 剧情  描写 诸葛亮 受 人物二 托孤 重任  决心 出兵 伐 魏  出师表  辞 人物一 出师,-1
TRAIN_SENT_ID_265276,,贾琏,贾赦,皇宫 通过 这个 贵妃 娘娘 的 关系 ， 促使 了 贾赦 、 贾珍 、 贾琏 等 人 有恃无恐 地 进行 打点 进贡 ， 太监 勒索 ， 开支 日繁 。,皇宫 贵妃 娘娘 关系  促使 人物二  贾珍  人物一 有恃无恐 进行 打点 进贡  太监 勒索  开支 日繁,-1
TRAIN_SENT_ID_262702,,杨不悔,纪晓芙,视 93 版 《 倚天 屠龙记 》 中一人 分饰 纪晓芙 及 杨不悔 。,视  版  倚天 屠龙记  中一人 分饰 人物二 人物一,-1
TRAIN_SENT_ID_272924,,王岳伦,王诗龄,王岳伦 父女 （ 王岳伦 ： 天秤座 ； 王诗龄 ： 天秤座 ）,人物一 父女  人物一  天秤座  人物二  天秤座,-1
TRAIN_SENT_ID_263153,,胡亥,秦始皇,《 史记 · 秦始皇 本纪 》 后 附文 ： “ （ 胡亥 ） 诛斯 、 去 疾 ， 任用 赵高 。,史记  人物二 本纪  附文    人物一  诛斯  疾  任用 赵高,-1
TRAIN_SENT_ID_273894,,江冬秀,胡适,江冬秀 人物 轶事 : 婚后 第二年 ， 江冬秀 到 了 北京 为 胡适 主持 家务 。,人物一 人物 轶事  婚后 第二年  人物一 北京 人物二 主持 家务,-1
TRAIN_SENT_ID_263510,,梅葆玖,梅兰芳,梅葆玖 与 弟子 谭娜 在 梅兰芳 铜像 前 合影 演出 剧目,人物一 弟子 谭娜 人物二 铜像 前 合影 演出 剧目,-1
