,rule_id,rule,frequence,label
181,181,人物一/生/人物二,13,0
241,241,前/人物一/人物二,11,0
249,249,一个/人物一/人物二,10,0
251,251,个人/年/人物一/人物二,10,0
252,252,个人/生活/年/人物一/人物二,10,0
253,253,人物/生平/人物二/人物一,10,0
254,254,人物一/个人/生活/人物一/人物二,10,0
258,258,人物一/人物二/做,10,0
265,265,人物一/年/人物二/结婚,10,0
266,266,人物一/生于/人物二,10,0
267,267,人物一/生活/人物一/人物二,10,0
268,268,人物一/说/人物二,10,0
274,274,人物二/人物一/生于,10,0
278,278,人物二/立/人物一,10,0
279,279,年/人物一/人物一/人物二,10,0
281,281,年/人物二/人物二/人物一,10,0
288,288,生平/人物二/人物一,10,0
290,290,个人/人物一/妻子/人物二,9,0
291,291,中国/人物一/人物二,9,0
292,292,人物一/人物二/出生,9,0
293,293,人物一/人物二/前,9,0
294,294,人物一/人物二/婚后,9,0
295,295,人物一/人物二/已经,9,0
296,296,人物一/人物二/生活,9,0
297,297,人物一/名/人物二,9,0
298,298,人物一/女/人物二,9,0
299,299,人物一/妻子/人物二/人物一,9,0
300,300,人物一/娶/人物二,9,0
301,301,人物一/家族/人物二,9,0
302,302,人物一/年/人物二/人物一,9,0
303,303,人物一/年/年/人物二,9,0
304,304,人物一/成为/人物二,9,0
305,305,人物一/死后/人物二,9,0
306,306,人物一/离婚/人物二,9,0
307,307,人物一/经历/人物二,9,0
308,308,人物二/人物一/孩子,9,0
309,309,人物二/人物一/月/日,9,0
310,310,人物二/其子/人物一,9,0
312,312,人物二/杀/人物一,9,0
313,313,人物二/演员/人物一,9,0
314,314,人物二/离婚/人物一,9,0
315,315,介绍/人物一/人物二,9,0
316,316,国家/人物二/人物一,9,0
317,317,岁/人物二/人物一,9,0
321,321,没有/人物二/人物一,9,0
322,322,丈夫/人物一/人物二,8,0
323,323,个人/人物一/人物二/结婚,8,0
324,324,个人/生活/人物一/人物二/结婚,8,0
325,325,个人/生活/人物一/妻子/人物二,8,0
326,326,之后/人物二/人物一,8,0
327,327,之子/人物一/人物二,8,0
328,328,人物一/一直/人物二,8,0
329,329,人物一/人物二/一女,8,0
330,330,人物一/人物二/中国,8,0
331,331,人物一/人物二/会,8,0
332,332,人物一/人物二/便,8,0
333,333,人物一/人物二/先生,8,0
334,334,人物一/人物二/夫妇,8,0
335,335,人物一/人物二/女,8,0
336,336,人物一/人物二/婚姻,8,0
337,337,人物一/人物二/完婚,8,0
338,338,人物一/人物二/将军,8,0
339,339,人物一/人物二/年/人物二,8,0
340,340,人物一/人物二/没有,8,0
341,341,人物一/人物二/父子,8,0
342,342,人物一/人物二/皇后,8,0
343,343,人物一/介绍/人物二,8,0
345,345,人物一/婚礼/人物二,8,0
346,346,人物一/月/人物一/人物二,8,0
347,347,人物一/父母/人物二,8,0
349,349,人物一/著名/人物二,8,0
350,350,人物二/个人/人物二/人物一,8,0
351,351,人物二/个人/生活/人物一,8,0
352,352,人物二/人物一/之后,8,0
353,353,人物二/人物一/二人,8,0
354,354,人物二/人物一/做,8,0
355,355,人物二/人物一/关注,8,0
356,356,人物二/人物一/即位,8,0
357,357,人物二/人物一/周仓,8,0
358,358,人物二/人物一/已经,8,0
360,360,人物二/人物一/最后,8,0
361,361,人物二/人物一/求婚,8,0
362,362,人物二/人物一/继承,8,0
363,363,人物二/人物一/长子,8,0
364,364,人物二/前妻/人物一,8,0
365,365,人物二/小儿子/人物一,8,0
366,366,人物二/已经/人物一,8,0
367,367,介绍/人物二/人物一,8,0
368,368,儿子/人物二/人物一,8,0
369,369,内容简介/人物二/人物一,8,0
370,370,家庭/人物二/人物一,8,0
371,371,年/人物一/人物二/婚礼,8,0
372,372,年/日/人物一/人物二/人物一,8,0
373,373,年/月/人物二/人物一/年,8,0
374,374,年/月/人物二/妻子/人物一,8,0
375,375,年/月/日/人物一/人物二/人物一,8,0
376,376,当时/人物二/人物一,8,0
377,377,故事/人物二/人物一,8,0
378,378,日/人物一/人物二/人物一,8,0
379,379,日/人物一/夫人/人物二,8,0
380,380,月/人物一/人物二/婚礼,8,0
381,381,月/人物一/夫人/人物二,8,0
382,382,月/人物二/人物一/人物二,8,0
383,383,月/人物二/人物一/年,8,0
384,384,月/日/人物一/人物二/人物一,8,0
385,385,月/日/人物一/夫人/人物二,8,0
386,386,歌手/简介/人物二/人物一,8,0
387,387,生活/人物一/人物二/结婚,8,0
388,388,生活/人物一/妻子/人物二,8,0
389,389,经历/人物一/人物二,8,0
390,390,说/人物一/人物二,8,0
391,391,月/人物二/人物一/月,7,0
392,392,月/日/人物一/人物二/婚礼,7,0
393,393,月/日/人物一/妻子/人物二,7,0
394,394,月/日/人物二/人物一/人物二,7,0
395,395,月/日/人物二/妻子/人物一,7,0
