,rule_id,rule,frequence,label
293,293,人物二/派/人物一,10,0
314,314,人物一/人物二/成为,9,0
318,318,人物一/人物二/赵高,9,0
330,330,人物一/诸葛亮/人物二,9,0
335,335,人物二/人物一/里,9,0
338,338,人物二/香港/人物一,9,0
351,351,主要/人物二/人物一,8,0
358,358,人物一/人物二/号,8,0
364,364,人物一/人物二/死,8,0
366,366,人物一/人物二/蒙恬,8,0
368,368,人物一/先生/人物二,8,0
369,369,人物一/公子/人物二,8,0
370,370,人物一/关系/人物二,8,0
371,371,人物一/其父/人物二,8,0
372,372,人物一/前/人物二,8,0
374,374,人物一/妻/人物二,8,0
376,376,人物一/字/人物二,8,0
381,381,人物二/人物一/会,8,0
384,384,人物二/人物一/写,8,0
385,385,人物二/人物一/娶,8,0
386,386,人物二/人物一/子女,8,0
389,389,人物二/人物一/想,8,0
390,390,人物二/人物一/改嫁,8,0
392,392,人物二/人物一/父,8,0
393,393,人物二/人物一/皇帝,8,0
394,394,人物二/人物一/诸葛亮,8,0
396,396,人物二/即位/人物一,8,0
398,398,人物二/年/月/生于/人物一,8,0
399,399,人物二/年/生于/人物一,8,0
400,400,人物二/月/生于/人物一,8,0
401,401,剧情/人物一/人物二,8,0
418,418,生平/人物一/人物二,8,0
422,422,角色/人物一/人物二,8,0
423,423,一年/人物二/人物一,7,0
424,424,三/人物一/人物二,7,0
425,425,个人/人物二/人物一/年,7,0
426,426,个人/月/人物一/人物二,7,0
427,427,个人/生活/月/人物一/人物二,7,0
428,428,主席/人物二/人物一,7,0
429,429,人物/生平/人物一/人物二,7,0
430,430,人物一/人物一/人物二/两人,7,0
431,431,人物一/人物一/人物二/儿子,7,0
432,432,人物一/人物一/人物二/年,7,0
433,433,人物一/人物二/一位,7,0
434,434,人物一/人物二/二人,7,0
437,437,人物一/人物二/前妻,7,0
438,438,人物一/人物二/年/人物一,7,0
439,439,人物一/人物二/恋爱,7,0
440,440,人物一/人物二/最后,7,0
441,441,人物一/人物二/注册,7,0
442,442,人物一/人物二/注册/结婚,7,0
443,443,人物一/人物二/活动,7,0
445,445,人物一/人物二/结婚/人物一,7,0
446,446,人物一/人物二/结婚/人物二,7,0
447,447,人物一/人物二/结婚/年,7,0
448,448,人物一/人物二/著名,7,0
450,450,人物一/人物二/诸葛亮,7,0
451,451,人物一/人物二/非常,7,0
452,452,人物一/北京/人物二,7,0
453,453,人物一/去世/人物二,7,0
454,454,人物一/年/月/人物一/人物二,7,0
455,455,人物一/当时/人物二,7,0
456,456,人物一/携/人物二,7,0
457,457,人物一/月/人物二/人物一,7,0
458,458,人物一/演员/人物二,7,0
459,459,人物一/男/人物二,7,0
460,460,人物二/中国/人物一,7,0
461,461,人物二/人物一/一直,7,0
462,462,人物二/人物一/人物二/中,7,0
463,463,人物二/人物一/人物二/妻子,7,0
464,464,人物二/人物一/便,7,0
465,465,人物二/人物一/兄弟,7,0
466,466,人物二/人物一/关系,7,0
467,467,人物二/人物一/出,7,0
468,468,人物二/人物一/北京,7,0
469,469,人物二/人物一/时间,7,0
470,470,人物二/人物一/杀,7,0
471,471,人物二/人物一/来到,7,0
472,472,人物二/人物二/人物一/年,7,0
473,473,人物二/人物二/儿子/人物一,7,0
474,474,人物二/会/人物一,7,0
475,475,人物二/便/人物一,7,0
476,476,人物二/偕/人物一,7,0
477,477,人物二/偕/夫人/人物一,7,0
478,478,人物二/先生/人物一,7,0
479,479,人物二/公主/人物一,7,0
480,480,人物二/其妻/人物一,7,0
481,481,人物二/后主/人物一,7,0
482,482,人物二/嫁给/人物一,7,0
483,483,人物二/子女/人物一,7,0
484,484,人物二/年/人物一/结婚,7,0
485,485,人物二/年/月/人物二/人物一,7,0
486,486,人物二/当时/人物一,7,0
487,487,人物二/成为/人物一,7,0
488,488,人物二/本名/人物一,7,0
489,489,人物二/母/人物一,7,0
490,490,人物二/毛岸英/人物一,7,0
491,491,人物二/父/人物一,7,0
492,492,人物二/角色/人物一,7,0
494,494,信息/人物二/人物一,7,0
495,495,国家/主席/人物二/人物一,7,0
496,496,婚姻/人物二/人物一,7,0
497,497,婚礼/人物一/人物二,7,0
498,498,家庭/人物一/人物二,7,0
499,499,家庭成员/人物二/人物一,7,0
500,500,年/人物一/人物二/上海,7,0
501,501,年/人物一/人物二/举行,7,0
502,502,年/人物一/人物二/女儿,7,0
503,503,年/人物一/人物二/年,7,0
504,504,年/人物一/人物二/离婚,7,0
505,505,年/人物一/结婚/人物二,7,0
506,506,年/人物二/人物一/月,7,0
507,507,年/人物二/人物一/离婚,7,0
508,508,年/日/人物一/夫人/人物二,7,0
509,509,年/日/人物一/妻子/人物二,7,0
510,510,年/月/人物一/人物二/婚礼,7,0
511,511,年/月/人物一/夫人/人物二,7,0
512,512,年/月/人物二/人物一/人物二,7,0
513,513,年/月/人物二/人物一/月,7,0
514,514,年/月/日/人物一/夫人/人物二,7,0
515,515,年/月/日/人物一/妻子/人物二,7,0
516,516,当时/人物一/人物二,7,0
517,517,日/人物一/人物二/婚礼,7,0
518,518,日/人物一/妻子/人物二,7,0
519,519,日/人物二/人物一/人物二,7,0
520,520,日/人物二/妻子/人物一,7,0
521,521,月/人物一/人物二/离婚,7,0
523,523,月/人物二/夫人/人物一,7,0
528,528,母亲/人物二/人物一,7,0
529,529,生活/月/人物一/人物二,7,0
530,530,称/人物一/人物二,7,0
531,531,经历/人物二/人物一,7,0
532,532,设定/人物一/人物二,7,0
533,533,诗人/人物二/人物一,7,0
534,534,香港/人物二/人物一,7,0
