,rule_id,rule,frequence,label
58,58,人物二/人物一/举行,26,0
78,78,年/人物二/人物一/婚礼,23,0
91,91,人物二/年/人物二/人物一,20,0
93,93,年/人物二/人物一/举行,20,0
96,96,人物二/人物一/举行/婚礼,19,0
99,99,人物二/人物一/离婚,19,0
104,104,人物一/人物二/举行,18,0
106,106,人物一/日/人物二,18,0
107,107,人物一/月/日/人物二,18,0
108,108,年/月/人物二/人物一/婚礼,18,0
109,109,月/人物二/人物一/婚礼,18,0
110,110,人物一/人物二/丈夫,17,0
116,116,人物二/人物一/夫人,17,0
118,118,年/月/人物二/人物一/举行,17,0
119,119,月/人物二/人物一/举行,17,0
122,122,人物一/人物二/生,16,0
123,123,人物二/人物一/张,16,0
124,124,人物二/人物一/母亲,16,0
126,126,人物二/太子/人物一,16,0
130,130,年/人物二/人物一/举行/婚礼,16,0
132,132,年/日/人物二/人物一/举行,16,0
134,134,年/月/日/人物二/人物一/举行,16,0
136,136,日/人物二/人物一/举行,16,0
138,138,月/日/人物二/人物一/举行,16,0
139,139,生活/人物二/人物一,16,0
140,140,个人/人物二/人物一,15,0
141,141,人物二/人物一/年/月,15,0
144,144,年/人物一/人物二/人物一,15,0
145,145,年/日/人物二/人物一/婚礼,15,0
147,147,年/月/日/人物二/人物一/婚礼,15,0
148,148,日/人物二/人物一/婚礼,15,0
151,151,月/日/人物二/人物一/婚礼,15,0
155,155,人物一/人物二/举行/婚礼,14,0
157,157,人物一/人物二/父亲,14,0
158,158,人物二/之女/人物一,14,0
162,162,妻子/人物二/人物一,14,0
164,164,年/月/人物二/人物一/举行/婚礼,14,0
165,165,月/人物二/人物一/举行/婚礼,14,0
167,167,三年/人物二/人物一,13,0
168,168,人物一/人物一/人物二/结婚,13,0
170,170,人物一/年/日/人物二,13,0
171,171,人物一/年/月/日/人物二,13,0
172,172,人物二/人物一/太子,13,0
173,173,人物二/人物一/婚姻,13,0
178,178,公元前/人物二/人物一,13,0
180,180,年/日/人物二/人物一/举行/婚礼,13,0
181,181,日/人物二/人物一/举行/婚礼,13,0
182,182,月/日/人物二/人物一/举行/婚礼,13,0
183,183,说/人物二/人物一,13,0
184,184,个人/生活/人物二/人物一,12,0
185,185,中国/人物二/人物一,12,0
187,187,人物一/之子/人物二,12,0
188,188,人物一/人物一/妻子/人物二,12,0
190,190,人物一/人物二/一个,12,0
192,192,人物二/人物一/出生,12,0
193,193,人物二/人物一/成为,12,0
194,194,人物二/妻子/人物一/人物二,12,0
195,195,人物二/婚礼/人物一,12,0
196,196,人物二/月/人物二/人物一,12,0
198,198,人物二/生活/人物一,12,0
199,199,儿子/人物一/人物二,12,0
200,200,公元/人物二/人物一,12,0
201,201,公元前/年/人物二/人物一,12,0
202,202,女儿/人物一/人物二,12,0
205,205,年/人物二/女儿/人物一,12,0
208,208,日/人物二/人物一/结婚,12,0
209,209,月/日/人物二/人物一/结婚,12,0
210,210,父亲/人物二/人物一,12,0
213,213,人物一/人物二/太子,11,0
215,215,人物一/人物二/年/结婚,11,0
216,216,人物一/人物二/正式,11,0
217,217,人物一/年/人物二/女儿,11,0
218,218,人物二/中/人物/人物一,11,0
219,219,人物二/人物一/正式,11,0
220,220,人物二/原配/人物一,11,0
221,221,人物二/日/人物二/人物一,11,0
223,223,公元/年/人物二/人物一,11,0
224,224,婚礼/人物二/人物一,11,0
225,225,年/人物一/夫人/人物二,11,0
226,226,年/人物二/人物一/年,11,0
227,227,年/人物二/妻子/人物一,11,0
228,228,年/人物二/结婚/人物一,11,0
231,231,丈夫/人物二/人物一,10,0
232,232,人物一/个人/人物一/人物二,10,0
234,234,人物一/中国/人物二,10,0
235,235,人物一/人物一/年/人物二,10,0
236,236,人物一/人物二/一起,10,0
237,237,人物一/人物二/上海,10,0
238,238,人物一/人物二/去世,10,0
239,239,人物一/人物二/年/日,10,0
240,240,人物一/人物二/年/月/日,10,0
242,242,人物一/出/人物二,10,0
243,243,人物一/前妻/人物二,10,0
244,244,人物一/家庭/人物二,10,0
246,246,人物一/年/人物一/人物二,10,0
247,247,人物一/母亲/人物二,10,0
248,248,人物一/长子/人物二,10,0
250,250,人物二/个人/人物一,10,0
251,251,人物二/之妻/人物一,10,0
252,252,人物二/人物一/之妻,10,0
253,253,人物二/人物一/出席,10,0
254,254,人物二/人物一/年/年,10,0
255,255,人物二/人物一/日,10,0
257,257,人物二/公子/人物一,10,0
258,258,人物二/岁/人物一,10,0
259,259,人物二/月/日/人物二/人物一,10,0
260,260,后来/人物二/人物一,10,0
261,261,夫人/人物一/人物二,10,0
262,262,年/人物二/人物一/人物一,10,0
263,263,年/人物二/去世/人物一,10,0
264,264,年/人物二/夫人/人物一,10,0
265,265,年/月/人物一/人物二/人物一,10,0
268,268,月/人物一/人物二/人物一,10,0
269,269,父亲/人物一/人物二,10,0
270,270,简介/人物一/人物二,10,0
271,271,结婚/人物一/人物二,10,0
272,272,月/人物二/妻子/人物一,9,0
273,273,生活/年/人物一/人物二,9,0
