sent_id,sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_269367,,王中军,王中磊,王中军 、 王中磊 兄弟 是 如何 思考 华谊 未来 的 ？,人物一  人物二 兄弟 思考 华谊 未来,-1
TRAIN_SENT_ID_248998,,吕洞宾,韩湘子,八仙 即 铁拐李 、 汉 钟离 、 吕洞宾 、 张果老 、 曹国舅 、 韩湘子 、 蓝采和 、 何仙姑 八人 ， 道教 援引 而 改造 之 ， 成 一组 上仙 。,八仙 铁拐李  汉 钟离  人物一  张果老  曹国舅  人物二  蓝采和  何仙姑 八人  道教 援引 改造  成 一组 上仙,1
TRAIN_SENT_ID_254268,,张顺,张横,天色已晚 ， 张顺送 了 鱼 ， 宋江 取出 张横 书 付与 张顺 ， 相 别去了 、 宋江 又 取出 五十两一锭 付与 李逵 ， 道 ： “ 兄弟 ， 你 将 去 使用 。 ”,天色已晚  人物一送 鱼  宋江 取出 人物二 书 付与 人物一  相 别去了  宋江 取出 五十两一锭 付与 李逵  道   兄弟  使用,-1
TRAIN_SENT_ID_253041,,颜回,孔子,外财 不富命 穷人 来源 : 当时 由于 学生 们 家境 贫穷 ， 有 很多 丢失 笔墨纸砚 的 情况 ， 每当 孔子 追问 是 谁 所 偷 ， 大家 便 异口同声 说 是 颜回 偷盗 。,外财 不富命 穷人 来源  当时 学生 家境 贫穷  很多 丢失 笔墨纸砚 情况  人物二 追问 偷  便 异口同声 说 人物一 偷盗,1
TRAIN_SENT_ID_276971,,樊迟,孔子,据 《 姓谱 》 所 载 ， 孔子 弟子 樊须 ， 字子 迟 ， 故亦作 樊迟 ， 其后 有 迟姓 。,姓谱  载  人物二 弟子 樊须  字子 迟  故亦作 人物一  其后 迟姓,1
TRAIN_SENT_ID_264207,,陈真,霍元甲,很多 影视作品 都 把 陈真 塑造成 霍元甲 的 五 徒弟 。,很多 影视作品 人物一 塑造成 人物二 五 徒弟,1
TRAIN_SENT_ID_256469,,周武,周文,曹叔振铎 ， 本名 姬振铎 ， 是 周文 王姬 昌 的 第六 子 ， 周武 王姬 发之弟 ， 曹国 开国 君主 。,曹叔振铎  本名 姬振铎  人物二 王姬 昌 第六 子  人物一 王姬 发之弟  曹国 开国 君主,-1
TRAIN_SENT_ID_250415,,赵飞燕,赵合德,二赵 释义 : “ 二赵 ” 是 中国 西汉时期 著名 的 美女 赵飞燕 、 赵合德 的 合称 。,二赵 释义   二赵  中国 西汉时期 著名 美女 人物一  人物二 合称,1
TRAIN_SENT_ID_258818,,张无忌,殷离,殷离 对 张无忌 : “ 爽爽快快 的 说好 啦 ， 怕 什么 ？,人物二 人物一   爽爽快快 说好  怕,1
TRAIN_SENT_ID_275645,,邢一诚,邢大业,邢一诚 （ 阿一 ） 和 邢大业 （ 辰 亦 儒饰 ) 是 堂兄弟 ， 邢一诚 由于 父母 到 中国 开拓 事业 ， 和 大业 一起 独立 出来 。,人物一  阿一  人物二  辰 儒饰  堂兄弟  人物一 父母 中国 开拓 事业  大业 一起 独立,-1
TRAIN_SENT_ID_252969,,颜回,孔子,颜路 （ 第三部 设定 ） 名字 从 孔子 的 弟子 颜回 、 子路 中 各取 一字 。,颜路  第三部 设定  名字 人物二 弟子 人物一  子路 中 各取 一字,1
TRAIN_SENT_ID_273378,,杨锐,张之洞,清末 ， 两江 总督 张之洞 曾多次 和 学生 杨锐 登临 鸡鸣寺 。,清末  两江 总督 人物二 曾多次 学生 人物一 登临 鸡鸣寺,1
TRAIN_SENT_ID_255323,,卫夫人,王羲之,名姬 帖 作者 : 卫夫人 ， 名铄 ， 字茂漪 ， 东晋 人 ， 传 为 王右军 （ 王羲之 ） 之师 。,名姬 帖 作者  人物一  名铄  字茂漪  东晋  传 王右军  人物二  之师,1
TRAIN_SENT_ID_275460,,李汉俊,李书城,会址 设在 李书城 、 李汉俊 兄弟 住宅 ， 大家 围坐在 客厅 长 餐桌 四周 ， 室内 没有 特别 布置 ， 陈设 简单 ， 气氛 庄重 。,会址 设在 人物二  人物一 兄弟 住宅  围坐在 客厅 长 餐桌 四周  室内 没有 特别 布置  陈设 简单  气氛 庄重,-1
TRAIN_SENT_ID_267870,,张忠仁,张忠义,1 个人经历 : 1979 年 ， 连体婴 张忠仁 、 张忠义 兄弟 接受 分割 手术 重获 新生 ， 成为 亚洲 首例 。,个人经历   年  连体婴 人物一  人物二 兄弟 接受 分割 手术 重获 新生  成为 亚洲 首例,-1
TRAIN_SENT_ID_267538,,宋师道,宋玉华,宋缺 人物 介绍 : 家庭成员 ： 二弟 宋智 ， 族弟 宋鲁 ， 长女 宋玉华 ， 女婿 解 文龙 ， 幼女 宋玉致 ， 女婿 寇仲 ， 次子 宋师道 ， 儿媳 商秀珣 。,宋缺 人物 介绍  家庭成员  二弟 宋智  族弟 宋鲁  长女 人物二  女婿 解 文龙  幼女 宋玉致  女婿 寇仲  次子 人物一  儿媳 商秀珣,-1
TRAIN_SENT_ID_274442,,方如沁,方兰生,孙月言 也 见到 了 方兰生 的 二姐 方如沁 ， 方如沁 十分满意 孙月言 。,孙月言 见到 人物二 二姐 人物一  人物一 十分满意 孙月言,-1
TRAIN_SENT_ID_273705,,姜子牙,元始天尊,姜子牙 字 飞熊 ， 师从 元始天尊 修道 。,人物一 字 飞熊  师从 人物二 修道,1
TRAIN_SENT_ID_256517,,周武,周文,而 姬姓 源自 周朝 王族 ， （ 周文 王叫 姬昌 ， 周武 王叫 姬发 ） 于是 外人 称呼 叔仪 时 为 表示 尊敬 ， 就 称 他 太叔仪 。,姬姓 源自 周朝 王族   人物二 王叫 姬昌  人物一 王叫 姬发  外人 称呼 叔仪 时 表示 尊敬  称 太叔仪,-1
TRAIN_SENT_ID_254280,,张顺,张横,张横 对 张顺 道 ： “ 兄弟 ， 今日 我 和 你 同死 。 ”,人物二 人物一 道   兄弟  今日 同死,-1
TRAIN_SENT_ID_269582,,张瑶萱,张瑶华,两人育 有 13 岁 的 大 女儿 张瑶华 和 9 岁 的 小女儿 张瑶萱 。,两人育  岁 女儿 人物二  岁 小女儿 人物一,-1
TRAIN_SENT_ID_275464,,李汉俊,李书城,他 把 两幢 房子 打通 ， 李书城 和 妻子 薛 文淑 住 在 108 号 楼上 ， 而 他 的 弟弟 李汉俊 则 住 在 106 号 楼上 。,两幢 房子 打通  人物二 妻子 薛 文淑 住  号 楼上  弟弟 人物一 住  号 楼上,-1
TRAIN_SENT_ID_248966,,吕洞宾,韩湘子,"八仙 "" 一般 是 指 铁拐李 、 汉锺离 、 蓝采和 、 张果老 、 何仙姑 、 吕洞宾 、 韩湘子 、 曹国舅 ， 这 八位 神仙 人物 。",八仙  指 铁拐李  汉锺离  蓝采和  张果老  何仙姑  人物一  人物二  曹国舅  八位 神仙 人物,1
TRAIN_SENT_ID_253117,,颜回,孔子,颜回 出去 后 ， 孔子 环顾 了 一下 身边 的 弟子 说 ： 我 相信 颜回 不是 从 今天 开始 的 。,人物一 出去  人物二 环顾 一下 身边 弟子 说  相信 人物一 今天,1
TRAIN_SENT_ID_253149,,颜回,孔子,41 . 孔子 尝使 子贡 出 ， 久 而 不返 ， 占 得 鼎 卦 无足 ， 弟子 皆 言 无足 不来 ； 颜回 掩口而笑 。,人物二 尝使 子贡 出  久 不返  占 鼎 卦 无足  弟子 皆 言 无足 不来  人物一 掩口而笑,1
TRAIN_SENT_ID_271541,,应天文,韩慕侠,应天文 是 韩慕侠 的 老师 ， 据说 是 他 在 华山 遇到 的 一名 道士 。,人物一 人物二 老师  据说 华山 遇到 一名 道士,1
TRAIN_SENT_ID_249029,,吕洞宾,韩湘子,八仙 即 汉族 民间传说 中 的 李铁拐 、 汉 钟离 、 张果老 、 何仙姑 、 蓝采和 、 吕洞宾 、 韩湘子 、 曹国舅 八位 神仙 。,八仙 汉族 民间传说 中 李铁拐  汉 钟离  张果老  何仙姑  蓝采和  人物一  人物二  曹国舅 八位 神仙,1
TRAIN_SENT_ID_271248,,马季,侯宝林,著名 表演 大师 有 侯宝林 、 马三立 、 常宝堃 、 苏文茂 、 马季 等 多 人 ， 后起之秀 有 姜昆 、 郭德纲 等 人 。,著名 表演 大师 人物二  马三立  常宝堃  苏文茂  人物一  后起之秀 姜昆  郭德纲,1
TRAIN_SENT_ID_256971,,仲由,孔子,孔子 说 ： “ 冉求 总是 退缩 ， 所以 我 鼓励 他 ； 仲由 好勇 过 人 ， 所以 我 约束 他 。 ”,人物二 说   冉求 总是 退缩  鼓励  人物一 好勇  约束,1
TRAIN_SENT_ID_256898,,仲由,孔子,孔子 说 ： “ 仲由 弹瑟 ， 为什么 在 我 这里 弹 呢 ？ ”,人物二 说   人物一 弹瑟  弹,1
TRAIN_SENT_ID_270568,,全真七子,王重阳,全真七子 随 王重阳 一起 弘扬 道教 全真 派 ， 丘处机 在 王重阳 仙化 后入 磻溪 穴居 ， 历时 六年 ， 行携 蓑笠 ， 人称 “ 蓑笠 先生 ” 。,人物一 人物二 一起 弘扬 道教 全真 派  丘处机 人物二 仙化 后入 磻溪 穴居  历时 六年  行携 蓑笠  人称  蓑笠 先生,1
TRAIN_SENT_ID_253085,,颜回,孔子,颜丙燕 ， 1972 年 12 月 16 日 生于 中国 北京 ， 祖籍 山东 曲阜 ， 是 孔子 四大 弟子 之一 颜回 的 后裔 。,颜丙燕   年  月  日 生于 中国 北京  祖籍 山东 曲阜  人物二 四大 弟子 人物一 后裔,-1
TRAIN_SENT_ID_252547,,颜回,孔子,“ 醯 （ xi ） 鸡 ” 见 《 庄子 · 田子方 》 篇 ， 写 孔子 求见 老聃 问道 后 ， 出来 告诉 颜回 说 ： “ 丘之于 道 也 ， 其 犹 醯 鸡 欤 !,醯    鸡  见  庄子  田子方  篇  写 人物二 求见 老聃 问道  告诉 人物一 说   丘之于 道  犹 醯 鸡,1
TRAIN_SENT_ID_253993,,周恩寿,周恩来,周恩寿 终于 被 一坏 邻居 告发 ， 理由 是 ： 他 是 周恩来 的 亲 弟弟 。,人物一 终于 一坏 邻居 告发  理由  人物二 亲 弟弟,-1
TRAIN_SENT_ID_266181,,李昌镐,曹薰铉,第三轮 ： 曹薰铉 1 : 0 王磊 金荣桓 1 : 0 柳时熏 小林觉 1 : 0 赵治勋 李昌镐 1 : 0 马晓春,第三轮  人物二    王磊 金荣桓    柳时熏 小林觉    赵治勋 人物一    马晓春,1
TRAIN_SENT_ID_256948,,仲由,孔子,由 : 仲由 字 ( 子路 ) （ 前 542 ～ 前 480 ） 春秋时期 鲁国 卞 （ 今 山东 泗水县 泉林 镇 卞 桥村 ） 人 ， 孔子 得意门生 ， 以 政事 见称 。,人物一 字  子路   前   前   春秋时期 鲁国 卞  山东 泗水县 泉林 镇 卞 桥村   人物二 得意门生  政事 见称,1
TRAIN_SENT_ID_253098,,颜回,孔子,孔子 忍不住 喜动 笑颜 地说 ： “ 颜回 ， 如果 你 以后 富有 了 ， 我 就要 做 你 的 管家 。 ”,人物二 忍不住 喜动 笑颜 地说   人物一  以后 富有  做 管家,1
TRAIN_SENT_ID_255197,,赵海燕,赵本山,（ 本山 艺术 学院 专职 教师 （ 赵本山 徒弟 ） ） : 赵海燕 ， 女 ， 1974 年出 生于 吉林省 。,本山 艺术 学院 专职 教师  人物二 徒弟    人物一  女   年出 生于 吉林省,1
