,rule_id,rule,frequence,label
143,143,人物一/人物二/哥哥,21,0
174,174,人物一/人物二/兄弟,19,0
216,216,人物一/弟子/人物二,18,0
217,217,人物一/张果老/人物二,18,0
219,219,人物一/相声/人物二,18,0
220,220,人物二/人物一/发/弟弟,18,0
221,221,人物二/人物一/王姬/发/弟弟,18,0
222,222,人物二/人物一/王姬/弟弟,18,0
223,223,人物二/写给/四弟/人物一,18,0
245,245,戴宗/人物一/李逵/人物二,18,0
247,247,水浒/人物一/人物二,18,0
251,251,人物一/年/月/人物二,17,0
252,252,人物一/春秋/人物二,17,0
253,253,人物一/曹国舅/人物二,17,0
254,254,人物二/人物一/参,17,0
255,255,人物二/人物一/死,17,0
257,257,人物二/子/人物一/发/弟弟,17,0
258,258,人物二/子/人物一/弟弟,17,0
259,259,人物二/子/人物一/王姬/发/弟弟,17,0
260,260,人物二/子/人物一/王姬/弟弟,17,0
261,261,人物二/昌/子/人物一/发/弟弟,17,0
262,262,人物二/昌/子/人物一/弟弟,17,0
263,263,人物二/昌/子/人物一/王姬/弟弟,17,0
264,264,人物二/王姬/子/人物一/发/弟弟,17,0
265,265,人物二/王姬/子/人物一/弟弟,17,0
266,266,人物二/王姬/子/人物一/王姬/弟弟,17,0
267,267,人物二/王姬/昌/子/人物一/弟弟,17,0
268,268,八仙/人物一/人物二/何仙姑,17,0
269,269,八仙/张果老/蓝采和/人物一/人物二,17,0
270,270,八仙/铁拐李/汉/何仙姑/人物一/人物二,17,0
271,271,八仙/铁拐李/钟离/何仙姑/人物一/人物二,17,0
272,272,汉/张果老/蓝采和/人物一/人物二,17,0
273,273,汉/张果老/蓝采和/人物一/人物二/曹国舅,17,0
274,274,汉/钟离/张果老/蓝采和/人物一/人物二,17,0
275,275,钟离/张果老/蓝采和/人物一/人物二,17,0
276,276,钟离/张果老/蓝采和/人物一/人物二/曹国舅,17,0
277,277,铁拐李/汉/蓝采和/人物一/人物二,17,0
278,278,铁拐李/汉/蓝采和/人物一/人物二/曹国舅,17,0
279,279,铁拐李/汉/钟离/蓝采和/人物一/人物二,17,0
280,280,铁拐李/钟离/蓝采和/人物一/人物二,17,0
281,281,铁拐李/钟离/蓝采和/人物一/人物二/曹国舅,17,0
282,282,中国/人物二/人物一,16,0
283,283,人物一/人物一/人物二/弟子,16,0
284,284,人物一/人物二/时,16,0
285,285,人物一/人物二/老师,16,0
286,286,人物一/学习/人物二,16,0
287,287,人物一/师父/人物二,16,0
288,288,人物一/春秋/人物二/弟子,16,0
289,289,人物一/没有/人物二,16,0
290,290,人物一/鲁国/人物二,16,0
291,291,人物二/人物一/合作,16,0
292,292,人物二/人物一/子路,16,0
293,293,人物二/人物一/成为,16,0
294,294,人物二/人物一/老师,16,0
295,295,介绍/人物二/人物一,16,0
296,296,八仙/张果老/蓝采和/人物一/人物二/曹国舅,16,0
297,297,八仙/汉/蓝采和/人物一/人物二,16,0
298,298,八仙/汉/蓝采和/人物一/人物二/曹国舅,16,0
299,299,八仙/汉/钟离/蓝采和/人物一/人物二,16,0
300,300,八仙/钟离/蓝采和/人物一/人物二,16,0
301,301,八仙/钟离/蓝采和/人物一/人物二/曹国舅,16,0
302,302,八仙/铁拐李/汉/张果老/人物一/人物二,16,0
303,303,八仙/铁拐李/蓝采和/人物一/人物二,16,0
304,304,八仙/铁拐李/蓝采和/人物一/人物二/曹国舅,16,0
305,305,八仙/铁拐李/钟离/张果老/人物一/人物二,16,0
306,306,女儿/人物二/人物一,16,0
307,307,时/人物一/人物二,16,0
308,308,生平/人物二/人物一,16,0
310,310,第五十三回/人物一/人物二,16,0
311,311,第五十三回/人物一/李逵/人物二,16,0
312,312,第五十三回/戴宗/人物一/人物二,16,0
313,313,第五十三回/戴宗/人物一/李逵/人物二,16,0
314,314,经历/人物一/人物二,16,0
315,315,钟离/人物一/人物二/何仙姑,16,0
316,316,铁拐李/张果老/蓝采和/人物一/人物二,16,0
317,317,铁拐李/张果老/蓝采和/人物一/人物二/曹国舅,16,0
318,318,人物一/问/人物二,15,0
320,320,人物二/人物一/好学,15,0
321,321,人物二/人物一/子贡,15,0
322,322,人物二/同治/人物一,15,0
323,323,人物二/收/人物一,15,0
324,324,人物二/王/人物一,15,0
326,326,八仙/人物一/蓝采和/人物二,15,0
327,327,学生/人物一/人物二,15,0
328,328,年/月/人物一/人物二,15,0
329,329,译文/人物二/人物一,15,0
330,330,说/人物二/人物一,15,0
331,331,铁拐李/汉/张果老/蓝采和/人物一/人物二,15,0
332,332,铁拐李/钟离/张果老/蓝采和/人物一/人物二,15,0
