,rule_id,rule,frequence,label
140,140,人物二/人物一/曰,21,0
155,155,人物一/演员/人物二,20,0
156,156,人物一/著名/人物二,20,0
157,157,人物二/人物一/学生,20,0
158,158,人物二/四弟/人物一,20,0
159,159,八仙/铁拐李/何仙姑/人物一/人物二,20,0
160,160,八仙/铁拐李/何仙姑/人物一/人物二/曹国舅,20,0
161,161,张果老/蓝采和/人物一/人物二,20,0
162,162,戴宗/人物一/人物二,20,0
164,164,汉/张果老/何仙姑/人物一/人物二,20,0
165,165,汉/张果老/何仙姑/人物一/人物二/曹国舅,20,0
166,166,汉/钟离/张果老/何仙姑/人物一/人物二,20,0
167,167,简介/人物一/人物二,20,0
168,168,经历/人物二/人物一,20,0
169,169,钟离/张果老/何仙姑/人物一/人物二,20,0
170,170,钟离/张果老/何仙姑/人物一/人物二/曹国舅,20,0
171,171,铁拐李/蓝采和/人物一/人物二,20,0
172,172,人物一/人物二/蓝采和,19,0
174,174,人物一/李逵/人物二,19,0
175,175,人物一/蓝采和/人物二/曹国舅,19,0
177,177,人物二/人物一/时,19,0
179,179,人物二/子/人物一/发,19,0
180,180,人物二/子/人物一/王姬/发,19,0
181,181,人物二/昌/子/人物一/发,19,0
182,182,人物二/昌/子/人物一/王姬/发,19,0
183,183,人物二/王姬/子/人物一/发,19,0
184,184,人物二/王姬/子/人物一/王姬/发,19,0
185,185,人物二/王姬/昌/子/人物一/发,19,0
186,186,八仙/汉/何仙姑/人物一/人物二,19,0
187,187,八仙/汉/何仙姑/人物一/人物二/曹国舅,19,0
188,188,八仙/汉/钟离/何仙姑/人物一/人物二,19,0
189,189,八仙/蓝采和/人物一/人物二,19,0
190,190,八仙/钟离/何仙姑/人物一/人物二,19,0
191,191,八仙/钟离/何仙姑/人物一/人物二/曹国舅,19,0
192,192,八仙/钟离/张果老/人物一/人物二,19,0
193,193,八仙/铁拐李/张果老/何仙姑/人物一/人物二,19,0
194,194,张果老/蓝采和/人物一/人物二/曹国舅,19,0
196,196,汉/蓝采和/人物一/人物二,19,0
197,197,汉/蓝采和/人物一/人物二/曹国舅,19,0
198,198,汉/钟离/蓝采和/人物一/人物二,19,0
199,199,汉/钟离/蓝采和/人物一/人物二/曹国舅,19,0
200,200,简介/人物二/人物一,19,0
201,201,钟离/蓝采和/人物一/人物二,19,0
202,202,钟离/蓝采和/人物一/人物二/曹国舅,19,0
203,203,铁拐李/汉/何仙姑/人物一/人物二,19,0
204,204,铁拐李/汉/何仙姑/人物一/人物二/曹国舅,19,0
205,205,铁拐李/汉/张果老/人物一/人物二,19,0
206,206,铁拐李/汉/张果老/人物一/人物二/曹国舅,19,0
207,207,铁拐李/汉/钟离/何仙姑/人物一/人物二,19,0
208,208,铁拐李/汉/钟离/张果老/人物一/人物二,19,0
209,209,铁拐李/蓝采和/人物一/人物二/曹国舅,19,0
210,210,铁拐李/钟离/何仙姑/人物一/人物二,19,0
211,211,铁拐李/钟离/何仙姑/人物一/人物二/曹国舅,19,0
212,212,铁拐李/钟离/张果老/人物一/人物二,19,0
213,213,铁拐李/钟离/张果老/人物一/人物二/曹国舅,19,0
214,214,人物二/写给/四弟/人物一/家书,18,0
215,215,人物二/四弟/人物一/家书,18,0
216,216,人物二/昌/人物一/发/弟弟,18,0
217,217,人物二/昌/人物一/弟弟,18,0
218,218,人物二/昌/人物一/王姬/发/弟弟,18,0
219,219,人物二/昌/人物一/王姬/弟弟,18,0
220,220,人物二/沈阳/人物一,18,0
221,221,人物二/王姬/人物一/发/弟弟,18,0
222,222,人物二/王姬/人物一/弟弟,18,0
223,223,人物二/王姬/人物一/王姬/发/弟弟,18,0
224,224,人物二/王姬/人物一/王姬/弟弟,18,0
225,225,人物二/王姬/昌/人物一/发/弟弟,18,0
226,226,人物二/王姬/昌/人物一/弟弟,18,0
227,227,人物二/王姬/昌/人物一/王姬/弟弟,18,0
228,228,八仙/汉/张果老/人物一/人物二,18,0
229,229,八仙/汉/张果老/人物一/人物二/曹国舅,18,0
230,230,八仙/汉/张果老/何仙姑/人物一/人物二,18,0
231,231,八仙/汉/钟离/张果老/人物一/人物二,18,0
232,232,八仙/蓝采和/人物一/人物二/曹国舅,18,0
233,233,八仙/钟离/张果老/人物一/人物二/曹国舅,18,0
234,234,八仙/钟离/张果老/何仙姑/人物一/人物二,18,0
236,236,著名/人物二/人物一,18,0
237,237,铁拐李/汉/张果老/何仙姑/人物一/人物二,18,0
238,238,铁拐李/钟离/张果老/何仙姑/人物一/人物二,18,0
