,rule_id,rule,frequence,label
48,48,张果老/人物一/人物二/曹国舅,35,0
52,52,人物一/人物二/何仙姑,34,0
67,67,八仙/张果老/人物一/人物二,32,0
74,74,八仙/张果老/人物一/人物二/曹国舅,30,0
77,77,人物二/写给/人物一,29,0
78,78,八仙/汉/人物一/人物二,29,0
79,79,八仙/汉/钟离/人物一/人物二,29,0
81,81,八仙/铁拐李/人物一/人物二/曹国舅,28,0
88,88,人物二/人物一/家书,27,0
89,89,弟子/人物一/人物二,27,0
90,90,人物二/写给/人物一/家书,26,0
91,91,八仙/汉/人物一/人物二/曹国舅,26,0
92,92,八仙/汉/钟离/人物一/人物二/曹国舅,26,0
93,93,八仙/钟离/人物一/人物二/曹国舅,26,0
94,94,人物一/人物二/得意/弟子,25,0
96,96,人物一/蓝采和/人物二,25,0
98,98,八仙/铁拐李/汉/人物一/人物二,25,0
99,99,八仙/铁拐李/汉/钟离/人物一/人物二,25,0
100,100,八仙/铁拐李/钟离/人物一/人物二,25,0
101,101,钟离/张果老/人物一/人物二,25,0
103,103,人物二/人物/人物一,24,0
104,104,何仙姑/人物一/人物二,24,0
105,105,张果老/何仙姑/人物一/人物二,24,0
108,108,何仙姑/人物一/人物二/曹国舅,23,0
109,109,张果老/何仙姑/人物一/人物二/曹国舅,23,0
110,110,铁拐李/张果老/人物一/人物二,23,0
111,111,铁拐李/张果老/人物一/人物二/曹国舅,23,0
113,113,人物二/子/人物一/王姬,22,0
114,114,人物二/昌/子/人物一,22,0
115,115,人物二/昌/子/人物一/王姬,22,0
116,116,人物二/王姬/子/人物一,22,0
117,117,人物二/王姬/子/人物一/王姬,22,0
118,118,人物二/王姬/昌/子/人物一,22,0
119,119,人物二/王姬/昌/子/人物一/王姬,22,0
120,120,八仙/何仙姑/人物一/人物二,22,0
121,121,八仙/张果老/何仙姑/人物一/人物二,22,0
122,122,八仙/铁拐李/汉/人物一/人物二/曹国舅,22,0
123,123,八仙/铁拐李/钟离/人物一/人物二/曹国舅,22,0
124,124,汉/张果老/人物一/人物二,22,0
125,125,汉/钟离/张果老/人物一/人物二,22,0
126,126,蓝采和/人物一/人物二,22,0
127,127,钟离/张果老/人物一/人物二/曹国舅,22,0
131,131,人物一/字子渊/人物二,21,0
133,133,人物二/人物一/王,21,0
134,134,人物二/家语/人物一,21,0
135,135,八仙/何仙姑/人物一/人物二/曹国舅,21,0
136,136,八仙/张果老/何仙姑/人物一/人物二/曹国舅,21,0
137,137,汉/张果老/人物一/人物二/曹国舅,21,0
138,138,汉/钟离/张果老/人物一/人物二/曹国舅,21,0
140,140,铁拐李/何仙姑/人物一/人物二,21,0
141,141,铁拐李/何仙姑/人物一/人物二/曹国舅,21,0
142,142,八仙/铁拐李/张果老/人物一/人物二,20,0
143,143,八仙/铁拐李/张果老/人物一/人物二/曹国舅,20,0
145,145,汉/何仙姑/人物一/人物二,20,0
146,146,汉/何仙姑/人物一/人物二/曹国舅,20,0
147,147,汉/钟离/何仙姑/人物一/人物二,20,0
148,148,汉/钟离/何仙姑/人物一/人物二/曹国舅,20,0
149,149,蓝采和/人物一/人物二/曹国舅,20,0
150,150,钟离/何仙姑/人物一/人物二,20,0
151,151,钟离/何仙姑/人物一/人物二/曹国舅,20,0
152,152,铁拐李/张果老/何仙姑/人物一/人物二,20,0
153,153,铁拐李/张果老/何仙姑/人物一/人物二/曹国舅,20,0
