,rule_id,rule,frequence,label
348,348,两个/人物一/人物二,15,0
362,362,儿子/人物一/人物二,15,0
399,399,人物一/儿子/人物二,14,0
402,402,人物一/角色/人物二,14,0
406,406,人物二/人物一/师父,14,0
453,453,人物一/人物二/遂,13,0
458,458,人物一/学/讴于/人物二,13,0
463,463,人物一/讴于/人物二,13,0
464,464,人物二/一个/人物一,13,0
465,465,人物二/人物一/一同,13,0
467,467,人物二/人物一/哥哥,13,0
469,469,人物二/人物一/道德,13,0
470,470,人物二/兄弟/人物一,13,0
484,484,列子/人物一/人物二,13,0
635,635,两个/人物二/人物一,12,0
637,637,主要/人物二/人物一,12,0
638,638,人物一/人物二/告辞,12,0
639,639,人物一/人物二/女儿,12,0
640,640,人物一/人物二/学,12,0
641,641,人物一/人物二/小人,12,0
642,642,人物一/人物二/已故,12,0
643,643,人物一/人物二/弟子/人物二,12,0
644,644,人物一/人物二/月/日,12,0
645,645,人物一/人物二/死,12,0
646,646,人物一/人物二/蓝采和/何仙姑,12,0
647,647,人物一/介绍/人物二,12,0
648,648,人物一/前/人物二,12,0
649,649,人物一/原/人物二,12,0
650,650,人物一/唱歌/人物二,12,0
651,651,人物一/岁/人物二,12,0
652,652,人物一/年/年/人物二,12,0
653,653,人物一/曹国舅/人物二/何仙姑,12,0
654,654,人物一/死/人物二,12,0
655,655,人物一/简介/人物二,12,0
656,656,人物二/人物/人物二/人物一,12,0
657,657,人物二/人物一/三,12,0
658,658,人物二/人物一/发/同母,12,0
659,659,人物二/人物一/同母,12,0
660,660,人物二/人物一/学习,12,0
661,661,人物二/人物一/王姬/发/同母,12,0
662,662,人物二/人物一/王姬/同母,12,0
664,664,人物二/人物一/音乐,12,0
665,665,人物二/听/人物一,12,0
666,666,人物二/回答/人物一,12,0
667,667,人物二/子贡/人物一,12,0
668,668,人物二/岁/人物一,12,0
669,669,人物二/昌/人物一/发/同母,12,0
670,670,人物二/昌/人物一/同母,12,0
671,671,人物二/昌/人物一/王姬/发/同母,12,0
672,672,人物二/昌/人物一/王姬/同母,12,0
673,673,人物二/曰/人物一,12,0
674,674,人物二/王姬/人物一/发/同母,12,0
675,675,人物二/王姬/人物一/同母,12,0
676,676,人物二/王姬/人物一/王姬/发/同母,12,0
677,677,人物二/王姬/人物一/王姬/同母,12,0
681,681,兄弟/人物一/人物二,12,0
693,693,说/人物一/人物二,12,0
697,697,生平/人物二/人物一/发/同母,11,0
698,698,生平/人物二/人物一/同母,11,0
699,699,生平/人物二/人物一/王姬/发/同母,11,0
700,700,生平/人物二/人物一/王姬/同母,11,0
701,701,生平/人物二/昌/人物一/发/同母,11,0
702,702,生平/人物二/昌/人物一/同母,11,0
703,703,生平/人物二/昌/人物一/王姬/同母,11,0
704,704,生平/人物二/王姬/人物一/发/同母,11,0
705,705,生平/人物二/王姬/人物一/同母,11,0
706,706,生平/人物二/王姬/人物一/王姬/同母,11,0
707,707,生平/人物二/王姬/昌/人物一/同母,11,0
708,708,电视剧/人物一/人物二,11,0
709,709,相声/人物一/已故/人物二,11,0
710,710,相声/人物二/人物一,11,0
711,711,角色/人物一/人物二,11,0
712,712,钟离/人物一/蓝采和/人物二/曹国舅,11,0
713,713,铁拐李/人物一/人物二/何仙姑,11,0
714,714,铁拐李/人物一/何仙姑/人物二/曹国舅,11,0
715,715,铁拐李/何仙姑/蓝采和/人物一/人物二,11,0
716,716,铁拐李/何仙姑/蓝采和/人物一/人物二/曹国舅,11,0
717,717,铁拐李/汉/何仙姑/蓝采和/人物一/人物二,11,0
718,718,铁拐李/钟离/何仙姑/蓝采和/人物一/人物二,11,0
