,rule_id,rule,frequence,label
246,246,人物二/岁/人物一,11,0
249,249,前/人物一/人物二,11,0
261,261,人物/生平/人物二/人物一,10,0
265,265,人物一/人物二/做,10,0
266,266,人物一/人物二/前,10,0
278,278,人物二/人物一/孩子,10,0
285,285,人物二/离婚/人物一,10,0
286,286,人物二/立/人物一,10,0
287,287,年/人物一/人物一/人物二,10,0
291,291,年/月/人物一/人物二/人物一,10,0
294,294,月/人物一/人物二/人物一,10,0
296,296,生平/人物二/人物一,10,0
298,298,个人/人物一/妻子/人物二,9,0
299,299,中国/人物一/人物二,9,0
300,300,人物一/人物二/会,9,0
301,301,人物一/人物二/出生,9,0
303,303,人物一/人物二/成为,9,0
304,304,人物一/人物二/生活,9,0
305,305,人物一/名/人物二,9,0
306,306,人物一/女/人物二,9,0
307,307,人物一/妻子/人物二/人物一,9,0
308,308,人物一/娶/人物二,9,0
309,309,人物一/家族/人物二,9,0
311,311,人物一/年/人物二/人物一,9,0
312,312,人物一/年/年/人物二,9,0
313,313,人物一/成为/人物二,9,0
314,314,人物一/离婚/人物二,9,0
315,315,人物一/经历/人物二,9,0
316,316,人物一/著名/人物二,9,0
317,317,人物二/人物一/即位,9,0
318,318,人物二/人物一/月/日,9,0
319,319,人物二/其子/人物一,9,0
320,320,人物二/已经/人物一,9,0
321,321,人物二/杀/人物一,9,0
322,322,介绍/人物一/人物二,9,0
323,323,国家/人物二/人物一,9,0
324,324,家庭/人物二/人物一,9,0
325,325,岁/人物二/人物一,9,0
327,327,当时/人物二/人物一,9,0
328,328,月/人物二/妻子/人物一,9,0
329,329,没有/人物二/人物一,9,0
330,330,说/人物一/人物二,9,0
331,331,丈夫/人物一/人物二,8,0
332,332,三/人物一/人物二,8,0
333,333,个人/人物一/人物二/结婚,8,0
334,334,个人/生活/人物一/人物二/结婚,8,0
335,335,个人/生活/人物一/妻子/人物二,8,0
336,336,之后/人物二/人物一,8,0
337,337,之子/人物一/人物二,8,0
338,338,人物一/一直/人物二,8,0
339,339,人物一/人物二/一女,8,0
340,340,人物一/人物二/中国,8,0
341,341,人物一/人物二/便,8,0
342,342,人物一/人物二/先生,8,0
343,343,人物一/人物二/号,8,0
344,344,人物一/人物二/夫妇,8,0
345,345,人物一/人物二/女,8,0
346,346,人物一/人物二/婚姻,8,0
347,347,人物一/人物二/完婚,8,0
348,348,人物一/人物二/将军,8,0
349,349,人物一/人物二/年/人物二,8,0
350,350,人物一/人物二/恋爱,8,0
351,351,人物一/人物二/没有,8,0
352,352,人物一/人物二/父子,8,0
353,353,人物一/人物二/皇后,8,0
354,354,人物一/介绍/人物二,8,0
356,356,人物一/婚礼/人物二,8,0
357,357,人物一/月/人物一/人物二,8,0
358,358,人物一/父母/人物二,8,0
360,360,人物二/个人/人物二/人物一,8,0
361,361,人物二/个人/生活/人物一,8,0
362,362,人物二/人物一/二人,8,0
363,363,人物二/人物一/人物二/妻子,8,0
364,364,人物二/人物一/做,8,0
365,365,人物二/人物一/关注,8,0
366,366,人物二/人物一/关系,8,0
367,367,人物二/人物一/写,8,0
368,368,人物二/人物一/周仓,8,0
369,369,人物二/人物一/已经,8,0
371,371,人物二/人物一/想,8,0
372,372,人物二/人物一/最后,8,0
373,373,人物二/人物一/杀,8,0
374,374,人物二/人物一/求婚,8,0
375,375,人物二/人物一/继承,8,0
376,376,人物二/人物一/里,8,0
377,377,人物二/人物一/长子,8,0
378,378,人物二/前妻/人物一,8,0
379,379,人物二/小儿子/人物一,8,0
380,380,人物二/年/月/生于/人物一,8,0
381,381,人物二/年/生于/人物一,8,0
382,382,人物二/月/生于/人物一,8,0
383,383,人物二/香港/人物一,8,0
384,384,介绍/人物二/人物一,8,0
385,385,儿子/人物二/人物一,8,0
386,386,年/人物一/人物二/婚礼,8,0
387,387,年/人物一/结婚/人物二,8,0
388,388,年/日/人物一/人物二/人物一,8,0
389,389,年/月/人物二/人物一/年,8,0
390,390,年/月/人物二/妻子/人物一,8,0
391,391,年/月/日/人物一/人物二/人物一,8,0
392,392,故事/人物二/人物一,8,0
393,393,日/人物一/人物二/人物一,8,0
394,394,日/人物一/夫人/人物二,8,0
395,395,月/人物一/人物二/婚礼,8,0
396,396,月/人物一/夫人/人物二,8,0
397,397,月/人物二/人物一/人物二,8,0
398,398,月/人物二/人物一/年,8,0
399,399,月/日/人物一/人物二/人物一,8,0
400,400,月/日/人物一/夫人/人物二,8,0
401,401,歌手/简介/人物二/人物一,8,0
402,402,生活/人物一/人物二/结婚,8,0
403,403,生活/人物一/妻子/人物二,8,0
404,404,经历/人物一/人物二,8,0
