,rule_id,rule,frequence,label
396,396,人物二/人物一/事,8,0
412,412,人物二/其父/人物一,8,0
444,444,一年/人物二/人物一,7,0
445,445,个人/人物二/人物一/年,7,0
446,446,个人/月/人物一/人物二,7,0
457,457,人物一/人物二/感情,7,0
481,481,人物二/之后/人物一,7,0
484,484,人物二/人物一/丞相,7,0
485,485,人物二/人物一/人物,7,0
489,489,人物二/人物一/夫妇,7,0
517,517,信息/人物二/人物一,7,0
518,518,国家/主席/人物二/人物一,7,0
522,522,家庭成员/人物二/人物一,7,0
538,538,故事/人物一/人物二,7,0
552,552,相传/人物二/人物一,7,0
553,553,称/人物一/人物二,7,0
555,555,设定/人物一/人物二,7,0
556,556,诗人/人物二/人物一,7,0
557,557,人物二/人物一/工作,6,0
558,558,人物二/人物一/年/结婚,6,0
559,559,人物二/人物一/成,6,0
560,560,人物二/人物一/故事,6,0
561,561,人物二/人物一/新婚,6,0
562,562,人物二/人物一/月/人物一,6,0
563,563,人物二/人物一/父亲/人物二,6,0
564,564,人物二/人物一/立,6,0
565,565,人物二/人物一/终于,6,0
566,566,人物二/人物一/结为/夫妻,6,0
567,567,人物二/人物一/自杀,6,0
568,568,人物二/人物一/逼,6,0
569,569,人物二/人物一/邵华,6,0
570,570,人物二/人物一/香港,6,0
571,571,人物二/人物二/父亲/人物一,6,0
572,572,人物二/公元前/人物一,6,0
573,573,人物二/公元前/年/人物一,6,0
574,574,人物二/北京/人物一,6,0
575,575,人物二/号/人物一,6,0
576,576,人物二/名宿/人物一,6,0
577,577,人物二/名宿/人物一/之子,6,0
578,578,人物二/后来/人物一,6,0
579,579,人物二/四年/人物一,6,0
580,580,人物二/夫人/人物一/人物二,6,0
581,581,人物二/夫妇/人物一,6,0
582,582,人物二/委员会/人物一,6,0
583,583,人物二/宣布/人物一,6,0
584,584,人物二/家庭/人物一,6,0
585,585,人物二/导演/人物一,6,0
586,586,人物二/已故/人物一,6,0
587,587,人物二/已故/人物一/之子,6,0
588,588,人物二/已故/名宿/人物一,6,0
589,589,人物二/已故/名宿/人物一/之子,6,0
590,590,人物二/已故/足球/人物一,6,0
591,591,人物二/已故/足球/人物一/之子,6,0
592,592,人物二/已故/足球/名宿/人物一,6,0
593,593,人物二/已故/足球/名宿/人物一/之子,6,0
594,594,人物二/年/人物一/之子,6,0
595,595,人物二/年/人物一/婚礼,6,0
596,596,人物二/年/人物一/结婚,6,0
597,597,人物二/年/女儿/人物一,6,0
598,598,人物二/年/日/人物二/人物一,6,0
599,599,人物二/年/月/日/人物二/人物一,6,0
600,600,人物二/征东/人物一,6,0
601,601,人物二/征东/人物一/征西,6,0
602,602,人物二/甘夫人/人物一,6,0
603,603,人物二/生活/人物二/人物一,6,0
604,604,人物二/结婚/人物一/人物二,6,0
605,605,人物二/记者/人物一,6,0
606,606,人物二/说/人物一,6,0
607,607,人物二/足球/人物一,6,0
608,608,人物二/足球/人物一/之子,6,0
609,609,人物二/足球/名宿/人物一,6,0
610,610,人物二/足球/名宿/人物一/之子,6,0
611,611,人物二/金庸/人物一,6,0
612,612,太子/人物二/人物一,6,0
613,613,年/人物一/女儿/人物二,6,0
614,614,年/人物一/月/人物二,6,0
615,615,年/人物二/之子/人物一,6,0
616,616,年/日/人物一/人物二/举行,6,0
617,617,年/日/人物一/人物二/婚礼,6,0
618,618,年/日/人物二/人物一/人物二,6,0
619,619,年/日/人物二/人物一/年,6,0
620,620,年/日/人物二/妻子/人物一,6,0
621,621,年/月/人物一/人物二/举行,6,0
622,622,年/月/人物一/人物二/离婚,6,0
623,623,年/月/人物二/人物一/离婚,6,0
624,624,年/月/日/人物一/人物二/举行,6,0
625,625,年/月/日/人物一/人物二/婚礼,6,0
626,626,年/月/日/人物二/人物一/人物二,6,0
627,627,年/月/日/人物二/人物一/年,6,0
628,628,年/月/日/人物二/妻子/人物一,6,0
629,629,日/人物一/人物二/举行,6,0
630,630,日/人物二/人物一/年,6,0
631,631,日/人物二/夫人/人物一,6,0
632,632,日/人物二/结婚/人物一,6,0
633,633,日/岁/人物二/人物一,6,0
634,634,时/人物二/夫人/人物一,6,0
635,635,月/人物一/人物二/举行,6,0
636,636,月/人物一/人物二/人物二,6,0
637,637,月/人物二/人物一/离婚,6,0
638,638,月/人物二/女儿/人物一,6,0
639,639,月/人物二/结婚/人物一,6,0
640,640,月/岁/人物二/人物一,6,0
641,641,月/日/人物一/人物二/举行,6,0
642,642,月/日/人物二/人物一/年,6,0
643,643,月/日/人物二/夫人/人物一,6,0
644,644,月/日/人物二/结婚/人物一,6,0
645,645,月/日/岁/人物二/人物一,6,0
646,646,生活/年/月/人物一/人物二,6,0
647,647,结婚/人物二/人物一,6,0
