,rule_id,rule,frequence,label
62,62,人物二/人物一/举行,26,0
79,79,年/人物二/人物一/婚礼,23,0
88,88,人物一/日/人物二,21,0
90,90,人物一/月/日/人物二,21,0
97,97,人物二/年/人物二/人物一,20,0
100,100,年/人物二/人物一/举行,20,0
102,102,人物一/人物二/丈夫,19,0
104,104,人物二/人物一/举行/婚礼,19,0
105,105,人物二/人物一/离婚,19,0
108,108,人物一/人物二/举行,18,0
114,114,年/月/人物二/人物一/婚礼,18,0
115,115,月/人物二/人物一/婚礼,18,0
118,118,人物二/人物一/张,17,0
120,120,年/月/人物二/人物一/举行,17,0
122,122,月/人物二/人物一/举行,17,0
123,123,人物一/人物二/生,16,0
124,124,人物一/年/日/人物二,16,0
125,125,人物一/年/月/日/人物二,16,0
127,127,人物二/人物一/夫人,16,0
128,128,人物二/人物一/母亲,16,0
130,130,人物二/太子/人物一,16,0
134,134,年/人物二/人物一/举行/婚礼,16,0
136,136,年/日/人物二/人物一/举行,16,0
138,138,年/月/日/人物二/人物一/举行,16,0
140,140,日/人物二/人物一/举行,16,0
142,142,月/日/人物二/人物一/举行,16,0
143,143,生活/人物二/人物一,16,0
145,145,个人/人物二/人物一,15,0
152,152,妻子/人物二/人物一,15,0
153,153,年/日/人物二/人物一/婚礼,15,0
154,154,年/月/日/人物二/人物一/婚礼,15,0
155,155,日/人物二/人物一/婚礼,15,0
156,156,月/日/人物二/人物一/婚礼,15,0
159,159,人物一/人物二/举行/婚礼,14,0
161,161,人物一/人物二/父亲,14,0
162,162,人物二/之女/人物一,14,0
167,167,年/人物一/人物二/人物一,14,0
169,169,年/月/人物二/人物一/举行/婚礼,14,0
171,171,月/人物二/人物一/举行/婚礼,14,0
173,173,说/人物二/人物一,14,0
174,174,三年/人物二/人物一,13,0
176,176,人物一/人物一/人物二/结婚,13,0
177,177,人物二/人物一/太子,13,0
178,178,人物二/人物一/婚姻,13,0
179,179,人物二/人物一/年/月,13,0
181,181,人物二/妻子/人物一/人物二,13,0
182,182,儿子/人物一/人物二,13,0
183,183,公元/人物二/人物一,13,0
184,184,公元前/人物二/人物一,13,0
185,185,年/日/人物二/人物一/举行/婚礼,13,0
186,186,日/人物二/人物一/举行/婚礼,13,0
187,187,月/日/人物二/人物一/举行/婚礼,13,0
188,188,个人/生活/人物二/人物一,12,0
189,189,中国/人物二/人物一,12,0
190,190,人物一/之子/人物二,12,0
191,191,人物一/人物一/妻子/人物二,12,0
193,193,人物一/人物二/一个,12,0
195,195,人物一/人物二/正式,12,0
196,196,人物一/年/人物一/人物二,12,0
198,198,人物二/人物一/出生,12,0
199,199,人物二/人物一/成为,12,0
200,200,人物二/原配/人物一,12,0
201,201,人物二/婚礼/人物一,12,0
202,202,人物二/月/人物二/人物一,12,0
205,205,人物二/生活/人物一,12,0
206,206,公元/年/人物二/人物一,12,0
207,207,公元前/年/人物二/人物一,12,0
208,208,女儿/人物一/人物二,12,0
211,211,年/人物二/妻子/人物一,12,0
212,212,父亲/人物二/人物一,12,0
213,213,人物一/个人/人物一/人物二,11,0
215,215,人物一/中国/人物二,11,0
217,217,人物一/人物二/一起,11,0
219,219,人物一/人物二/太子,11,0
221,221,人物一/人物二/年/日,11,0
222,222,人物一/人物二/年/月/日,11,0
223,223,人物一/人物二/年/结婚,11,0
224,224,人物一/年/人物二/女儿,11,0
225,225,人物一/长子/人物二,11,0
226,226,人物二/中/人物/人物一,11,0
227,227,人物二/人物一/正式,11,0
228,228,人物二/日/人物二/人物一,11,0
229,229,后来/人物二/人物一,11,0
230,230,婚礼/人物二/人物一,11,0
231,231,年/人物一/夫人/人物二,11,0
232,232,年/人物二/夫人/人物一,11,0
233,233,年/人物二/女儿/人物一,11,0
234,234,年/人物二/结婚/人物一,11,0
237,237,日/人物二/人物一/结婚,11,0
239,239,月/日/人物二/人物一/结婚,11,0
241,241,一个/人物一/人物二,10,0
242,242,丈夫/人物二/人物一,10,0
243,243,个人/年/人物一/人物二,10,0
244,244,个人/生活/年/人物一/人物二,10,0
245,245,人物一/个人/生活/人物一/人物二,10,0
246,246,人物一/人物一/年/人物二,10,0
247,247,人物一/人物二/上海,10,0
248,248,人物一/人物二/去世,10,0
249,249,人物一/人物二/婚后,10,0
250,250,人物一/人物二/已经,10,0
252,252,人物一/出/人物二,10,0
253,253,人物一/前妻/人物二,10,0
254,254,人物一/家庭/人物二,10,0
255,255,人物一/年/人物二/结婚,10,0
256,256,人物一/死后/人物二,10,0
257,257,人物一/母亲/人物二,10,0
258,258,人物一/生/人物二,10,0
259,259,人物一/生于/人物二,10,0
260,260,人物一/生活/人物一/人物二,10,0
261,261,人物一/说/人物二,10,0
262,262,人物二/个人/人物一,10,0
263,263,人物二/之妻/人物一,10,0
264,264,人物二/人物一/之后,10,0
265,265,人物二/人物一/之妻,10,0
266,266,人物二/人物一/出席,10,0
267,267,人物二/人物一/年/年,10,0
268,268,人物二/人物一/日,10,0
269,269,人物二/人物一/生于,10,0
271,271,人物二/公子/人物一,10,0
273,273,人物二/月/日/人物二/人物一,10,0
274,274,人物二/演员/人物一,10,0
275,275,夫人/人物一/人物二,10,0
276,276,年/人物二/人物一/人物一,10,0
277,277,年/人物二/人物一/年,10,0
278,278,年/人物二/人物二/人物一,10,0
279,279,年/人物二/去世/人物一,10,0
282,282,父亲/人物一/人物二,10,0
283,283,生活/年/人物一/人物二,10,0
284,284,简介/人物一/人物二,10,0
285,285,结婚/人物一/人物二,10,0
