rule_id,rule,pattern,frequence,original_label
248,人物一/师父/人物二,.*人物一.*师父.*人物二.*,17,1
269,人物二/题/人物一,.*人物二.*题.*人物一.*,17,1
421,二/人物一/人物二,.*二.*人物一.*人物二.*,16,0
422,人物一/人物二/勇敢,.*人物一.*人物二.*勇敢.*,16,1
423,人物一/人物二/学习/唱歌,.*人物一.*人物二.*学习.*唱歌.*,16,1
424,人物一/人物二/张,.*人物一.*人物二.*张.*,16,0
425,人物一/人物二/张果老,.*人物一.*人物二.*张果老.*,16,1
426,人物一/人物二/蓝采和/何仙姑,.*人物一.*人物二.*蓝采和.*何仙姑.*,16,1
427,人物一/何仙姑/人物二,.*人物一.*何仙姑.*人物二.*,16,1
428,人物一/年/年/人物二,.*人物一.*年.*年.*人物二.*,16,0
429,人物一/春秋/人物二/弟子,.*人物一.*春秋.*人物二.*弟子.*,16,1
430,人物一/曹国舅/人物二/何仙姑,.*人物一.*曹国舅.*人物二.*何仙姑.*,16,1
431,人物二/人物一/便,.*人物二.*人物一.*便.*,16,0
432,人物二/人物一/参,.*人物二.*人物一.*参.*,16,0
433,人物二/人物一/合作,.*人物二.*人物一.*合作.*,16,0
434,人物二/人物一/道,.*人物二.*人物一.*道.*,16,1
435,人物二/子/人物一/发/弟弟,.*人物二.*子.*人物一.*发.*弟弟.*,16,-1
436,人物二/子/人物一/弟弟,.*人物二.*子.*人物一.*弟弟.*,16,-1
437,人物二/子/人物一/王姬/发/弟弟,.*人物二.*子.*人物一.*王姬.*发.*弟弟.*,16,-1
438,人物二/子/人物一/王姬/弟弟,.*人物二.*子.*人物一.*王姬.*弟弟.*,16,-1
472,人物一/人物二/一起,.*人物一.*人物二.*一起.*,15,0
473,人物一/人物二/人物,.*人物一.*人物二.*人物.*,15,0
474,人物一/人物二/人物二/说,.*人物一.*人物二.*人物二.*说.*,15,1
475,人物一/人物二/弟,.*人物一.*人物二.*弟.*,15,0
476,人物一/人物二/遂,.*人物一.*人物二.*遂.*,15,1
477,人物一/子路/季路/鲁国/人物二,.*人物一.*子路.*季路.*鲁国.*人物二.*,15,1
478,人物一/字/子路/季路/鲁国/人物二,.*人物一.*字.*子路.*季路.*鲁国.*人物二.*,15,1
479,人物一/字/季路/鲁国/人物二,.*人物一.*字.*季路.*鲁国.*人物二.*,15,1
480,人物一/季路/鲁国/人物二,.*人物一.*季路.*鲁国.*人物二.*,15,1
481,人物一/日/人物二,.*人物一.*日.*人物二.*,15,0
482,人物一/经历/人物二,.*人物一.*经历.*人物二.*,15,-1
483,人物二/人物一/一起,.*人物二.*人物一.*一起.*,15,-1
485,人物二/人物一/哥哥,.*人物二.*人物一.*哥哥.*,15,-1
486,人物二/人物一/笔阵,.*人物二.*人物一.*笔阵.*,15,1
487,人物二/写给/四弟/人物一,.*人物二.*写给.*四弟.*人物一.*,15,-1
488,人物二/写给/四弟/人物一/家书,.*人物二.*写给.*四弟.*人物一.*家书.*,15,-1
489,人物二/四弟/人物一/家书,.*人物二.*四弟.*人物一.*家书.*,15,-1
491,人物二/子贡/人物一,.*人物二.*子贡.*人物一.*,15,1
492,人物二/题/人物一/笔阵,.*人物二.*题.*人物一.*笔阵.*,15,1
493,八仙/汉/张果老/人物一/人物二,.*八仙.*汉.*张果老.*人物一.*人物二.*,15,1
494,八仙/汉/张果老/人物一/人物二/曹国舅,.*八仙.*汉.*张果老.*人物一.*人物二.*曹国舅.*,15,1
495,八仙/汉/张果老/何仙姑/人物一/人物二,.*八仙.*汉.*张果老.*何仙姑.*人物一.*人物二.*,15,1
496,八仙/汉/钟离/张果老/人物一/人物二,.*八仙.*汉.*钟离.*张果老.*人物一.*人物二.*,15,1
497,八仙/蓝采和/人物一/人物二/曹国舅,.*八仙.*蓝采和.*人物一.*人物二.*曹国舅.*,15,1
498,八仙/钟离/张果老/何仙姑/人物一/人物二,.*八仙.*钟离.*张果老.*何仙姑.*人物一.*人物二.*,15,1
499,后来/人物一/人物二,.*后来.*人物一.*人物二.*,15,0
500,岁/人物二/人物一,.*岁.*人物二.*人物一.*,15,0
501,年/人物二/弟子/人物一,.*年.*人物二.*弟子.*人物一.*,15,1
502,张果老/人物一/人物二/何仙姑,.*张果老.*人物一.*人物二.*何仙姑.*,15,1
503,张果老/蓝采和/人物一/人物二/曹国舅,.*张果老.*蓝采和.*人物一.*人物二.*曹国舅.*,15,1
504,汉/人物一/人物二/何仙姑,.*汉.*人物一.*人物二.*何仙姑.*,15,1
505,汉/蓝采和/人物一/人物二/曹国舅,.*汉.*蓝采和.*人物一.*人物二.*曹国舅.*,15,1
506,汉/钟离/人物一/人物二/何仙姑,.*汉.*钟离.*人物一.*人物二.*何仙姑.*,15,1
507,汉/钟离/蓝采和/人物一/人物二/曹国舅,.*汉.*钟离.*蓝采和.*人物一.*人物二.*曹国舅.*,15,1
508,角色/人物一/人物二,.*角色.*人物一.*人物二.*,15,0
509,钟离/蓝采和/人物一/人物二/曹国舅,.*钟离.*蓝采和.*人物一.*人物二.*曹国舅.*,15,1
510,铁拐李/人物一/人物二/何仙姑,.*铁拐李.*人物一.*人物二.*何仙姑.*,15,1
511,铁拐李/人物一/张果老/人物二,.*铁拐李.*人物一.*张果老.*人物二.*,15,1
512,铁拐李/汉/张果老/何仙姑/人物一/人物二,.*铁拐李.*汉.*张果老.*何仙姑.*人物一.*人物二.*,15,1
513,铁拐李/钟离/张果老/何仙姑/人物一/人物二,.*铁拐李.*钟离.*张果老.*何仙姑.*人物一.*人物二.*,15,1
514,人物一/人物二/回家,.*人物一.*人物二.*回家.*,14,0
515,人物一/何仙姑/人物二/曹国舅,.*人物一.*何仙姑.*人物二.*曹国舅.*,14,1
516,人物一/学/讴于/人物二,.*人物一.*学.*讴于.*人物二.*,14,1
517,人物一/年/日/人物二,.*人物一.*年.*日.*人物二.*,14,1
518,人物一/年/月/日/人物二,.*人物一.*年.*月.*日.*人物二.*,14,1
519,人物一/张果老/曹国舅/人物二,.*人物一.*张果老.*曹国舅.*人物二.*,14,1
520,人物一/月/日/人物二,.*人物一.*月.*日.*人物二.*,14,1
521,人物一/角色/人物二,.*人物一.*角色.*人物二.*,14,0
522,人物一/讴于/人物二,.*人物一.*讴于.*人物二.*,14,1
523,人物一/问/人物二/说,.*人物一.*问.*人物二.*说.*,14,1
524,人物二/主要/人物一,.*人物二.*主要.*人物一.*,14,1
525,人物二/人物一/二人,.*人物二.*人物一.*二人.*,14,0
526,人物二/人物一/儿子,.*人物二.*人物一.*儿子.*,14,0
527,人物二/人物一/子贡,.*人物二.*人物一.*子贡.*,14,1
528,人物二/人物一/师父,.*人物二.*人物一.*师父.*,14,1
529,人物二/人物一/道德,.*人物二.*人物一.*道德.*,14,1
530,人物二/儿子/人物一,.*人物二.*儿子.*人物一.*,14,-1
531,人物二/同治/人物一,.*人物二.*同治.*人物一.*,14,-1
532,人物二/回答/人物一,.*人物二.*回答.*人物一.*,14,1
533,人物二/师父/人物一,.*人物二.*师父.*人物一.*,14,1
534,作品/人物一/人物二,.*作品.*人物一.*人物二.*,14,0
535,作品/人物二/人物一,.*作品.*人物二.*人物一.*,14,0
536,儿子/人物二/人物一,.*儿子.*人物二.*人物一.*,14,-1
537,八仙/铁拐李/汉/何仙姑/人物一/人物二,.*八仙.*铁拐李.*汉.*何仙姑.*人物一.*人物二.*,14,1
538,八仙/铁拐李/钟离/何仙姑/人物一/人物二,.*八仙.*铁拐李.*钟离.*何仙姑.*人物一.*人物二.*,14,1
539,列子/人物一/人物二,.*列子.*人物一.*人物二.*,14,1
540,后来/人物二/人物一,.*后来.*人物二.*人物一.*,14,-1
541,姐姐/人物二/人物一,.*姐姐.*人物二.*人物一.*,14,-1
542,子路/人物一/人物二,.*子路.*人物一.*人物二.*,14,1
543,学生/人物一/人物二,.*学生.*人物一.*人物二.*,14,1
544,年/月/人物一/人物二,.*年.*月.*人物一.*人物二.*,14,0
545,指/人物一/人物二,.*指.*人物一.*人物二.*,14,1
546,生平/人物二/人物一,.*生平.*人物二.*人物一.*,14,-1
547,电视剧/人物二/人物一,.*电视剧.*人物二.*人物一.*,14,0
548,简介/人物一/人物二,.*简介.*人物一.*人物二.*,14,0
549,记载/人物一/人物二,.*记载.*人物一.*人物二.*,14,0
550,钟离/人物一/蓝采和/人物二,.*钟离.*人物一.*蓝采和.*人物二.*,14,1
551,铁拐李/人物一/蓝采和/人物二,.*铁拐李.*人物一.*蓝采和.*人物二.*,14,1
552,铁拐李/汉/蓝采和/人物一/人物二,.*铁拐李.*汉.*蓝采和.*人物一.*人物二.*,14,1
553,铁拐李/汉/钟离/蓝采和/人物一/人物二,.*铁拐李.*汉.*钟离.*蓝采和.*人物一.*人物二.*,14,1
554,铁拐李/钟离/蓝采和/人物一/人物二,.*铁拐李.*钟离.*蓝采和.*人物一.*人物二.*,14,1
