sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_255709,蒋介石,宋美龄,蒋纬国 的 身世 之谜 与 蒋介石 、 宋美龄 的 感情 危机,蒋纬国 身世 之谜 人物一  人物二 感情 危机,-1
TRAIN_SENT_ID_278435,苗若兰,苗人凤,苗人凤 家 苗若兰 闺房 水盆 有金 种子 。,人物二 家 人物一 闺房 水盆 有金 种子,-1
TRAIN_SENT_ID_256318,孙尚香,刘备,吴国太 得知 后 大喜 ， 命 孙权 立即 为 刘备 和 孙尚香 举办 婚事 。,吴国太 得知 大喜  命 孙权 立即 人物二 人物一 举办 婚事,-1
TRAIN_SENT_ID_273795,萧远山,萧峰,被 萧峰 之 父 萧远山 偷袭 ， 一 掌震得 五脏 剧裂 而亡 。,人物二 父 人物一 偷袭  掌震得 五脏 剧裂 而亡,-1
TRAIN_SENT_ID_252238,秦嘉,徐淑,○ 秦嘉 妻 徐淑 答诗 一首,○ 人物一 妻 人物二 答诗 一首,-1
TRAIN_SENT_ID_272484,韦丛,元稹,韦夏卿 出于 什么 原因 同意 这门 亲事 ， 已然 无从 考证 了 ， 但 出身 高门 的 韦丛 并 不 势利 贪婪 ， 没有 嫌弃 元稹 。,韦夏卿 原因 同意 这门 亲事  已然 无从 考证  出身 高门 人物一 势利 贪婪  没有 嫌弃 人物二,-1
TRAIN_SENT_ID_278353,周韵,姜文,主演 ： 周韵 、 姜文 、 房祖名,主演  人物一  人物二  房祖名,-1
TRAIN_SENT_ID_266517,严世蕃,严嵩,严嵩 孙 ， 严世蕃 次子 。,人物二 孙  人物一 次子,-1
TRAIN_SENT_ID_268583,潘金莲,武大郎,打虎 英雄 武松 因为 西门庆 勾结 大嫂 潘金莲 害死 大哥 武大郎 ， 因而 将 他们 杀死 ， 被判 充军 ， 也 被 逼上梁山 。,打虎 英雄 武松 西门庆 勾结 大嫂 人物一 害死 大哥 人物二  杀死  被判 充军  逼上梁山,-1
TRAIN_SENT_ID_262299,汪精卫,陈璧君,汉奸 汪精卫 之妻 陈璧君,汉奸 人物一 之妻 人物二,-1
TRAIN_SENT_ID_256135,蒋介石,宋美龄,四 、 蒋介石 与 宋美龄 婚前 交往 信函 和 结缡 文书,四  人物一 人物二 婚前 交往 信函 结缡 文书,-1
