sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_262839,熊美玲,林秋离,电话 一挂 ， 林秋离 让 在 拖地 的 熊美玲 先 把 刘德华 的 歌 完成 了 。,电话 一挂  人物二 拖地 人物一 先 刘德华 歌 完成,-1
TRAIN_SENT_ID_248950,王罕,桑昆,王罕 败 ， 其子 桑昆 奔川勒地 ， 无水 。,人物一 败  其子 人物二 奔川勒地  无水,-1
TRAIN_SENT_ID_273823,萧远山,萧峰,萧远山 全 没想到 抵御 ， 眼见 那老僧 的 右掌 正要 碰到 他 脑门 ， 那老僧 突然 大喝一声 ， 右掌 改向 萧峰 击去 。,人物一 全 没想到 抵御  眼见 那老僧 右掌 正要 碰到 脑门  那老僧 突然 大喝一声  右掌 改向 人物二 击去,-1
TRAIN_SENT_ID_249856,张无忌,赵敏,而 张无忌 在 朱元璋 的 逼迫 下则 放弃 了 教主 的 位子 ， 和 赵敏 浪迹天涯 。,人物一 朱元璋 逼迫 下则 放弃 教主 位子  人物二 浪迹天涯,-1
TRAIN_SENT_ID_260272,穆桂英,杨宗保,"相传 北宋 名将 杨宗保 , 穆桂英 的 儿女 杨文广 、 杨金花 曾 在 此 平定 南蛮 第十八 洞 而 得名 。",相传 北宋 名将 人物二  人物一 儿女 杨文广  杨金花 平定 南蛮 第十八 洞 得名,-1
TRAIN_SENT_ID_286682,杨雨婷,房子斌,演员 ： 王志刚 、 房子斌 、 李峰 、 杨雨婷 、 李峰,演员  王志刚  人物二  李峰  人物一  李峰,-1
TRAIN_SENT_ID_257305,贾珍,尤氏,抄家 之后 ， 贾珍 、 尤氏 、 邢岫烟 、 贾赦 、 邢德全 被 发配 。,抄家 之后  人物一  人物二  邢岫烟  贾赦  邢德全 发配,-1
TRAIN_SENT_ID_248889,窦滔,苏蕙,“ 璇玑 图 ” 织好 后 ， 苏蕙 派 人 送往 襄阳 交给 窦滔 。,璇玑 图  织好  人物二 派 送往 襄阳 交给 人物一,-1
TRAIN_SENT_ID_283699,陈玉佳,江南春,上午 11 点多 ， 新郎 江南春 从 新娘 爸爸 的 手里 接过 陈玉佳 ， 走上 了 洒满 玫瑰 花瓣 的 星光 大道 ， 走过 三道 拱门 到 证婚 台 。,上午  点多  新郎 人物二 新娘 爸爸 手里 接过 人物一  走上 洒满 玫瑰 花瓣 星光 大道  走过 三道 拱门 证婚 台,-1
TRAIN_SENT_ID_270495,关平,关羽,3 · 之后 回 麦城 解决 关平 、 王甫 ， 引发 关羽 逃跑 事件 。,之后 回 麦城 解决 人物一  王甫  引发 人物二 逃跑 事件,-1
TRAIN_SENT_ID_278679,叶一茜,田亮,20110528 “ 金童玉女 ” 田亮 、 叶一茜,金童玉女  人物二  人物一,-1
TRAIN_SENT_ID_262385,汪精卫,陈璧君,听到 汪精卫 同意 她 参加 暗杀 团 的 消息 后 ， 陈璧君 非常高兴 。,听到 人物一 同意 参加 暗杀 团 消息  人物二 非常高兴,-1
TRAIN_SENT_ID_284424,陈尊佑,陈坤,陈尊佑 第三 猜想 : 优优 是 至亲 过继 给 陈坤 的,人物一 第三 猜想  优优 至亲 过继 人物二,-1
TRAIN_SENT_ID_277547,柴绍,平阳公主,唐高祖 第三 女 平阳公主 嫁 柴绍 ， 并 在 长安 。,唐高祖 第三 女 人物二 嫁 人物一  长安,-1
TRAIN_SENT_ID_266827,萧峰,萧远山,成员 ： 萧峰 ， 段誉 ， 虚竹 ， 天山童姥 ， 无崖子 ， 李秋水 ， 苏星河 ， 王语嫣 ， 玄慈 ， 萧远山 ， 慕容博 ， 扫地 老僧,成员  人物一  段誉  虚竹  天山童姥  无崖子  李秋水  苏星河  王语嫣  玄慈  人物二  慕容博  扫地 老僧,-1
TRAIN_SENT_ID_260442,严嵩,严世蕃,陆炳 与 严嵩 父子 交情 深厚 ， 所以 沈炼 也 多次 和 严世蕃 一同 饮酒 。,陆炳 人物一 父子 交情 深厚  沈炼 多次 人物二 一同 饮酒,-1
TRAIN_SENT_ID_284191,谭俊彦,狄龙,奇幻 主演 ： 海清 ， 霍建华 ， 狄龙 ， 谭俊彦 ，,奇幻 主演  海清  霍建华  人物二  人物一,-1
TRAIN_SENT_ID_281792,陈杏妍,陈勋奇,主演 ： 陈勋奇 陈杏妍,主演  人物二 人物一,-1
TRAIN_SENT_ID_268783,张翠山,张无忌,殷素素 与 张翠山 在 冰火 岛上 结为夫妇 ， 并 诞下 一子 张无忌 。,殷素素 人物一 冰火 岛上 结为夫妇  诞下 一子 人物二,-1
TRAIN_SENT_ID_274137,汤国梨,章太炎,夫人 汤国梨 用红 、 黄 、 蓝 、 白 、 黑 五色 丝绸 ， 按 五色旗 的 顺序排列 在 棺 内 ， 为 章太炎 结爻 。,夫人 人物一 用红  黄  蓝  白  黑 五色 丝绸  五色旗 顺序排列 棺  人物二 结爻,-1
TRAIN_SENT_ID_258634,刘禅,刘备,8 蜀汉 ： 汉昭烈 帝 刘备 ， 后主 刘禅 。,蜀汉  汉昭烈 帝 人物二  后主 人物一,-1
TRAIN_SENT_ID_277870,张无忌,张翠山,张无忌 与 其父 张翠山 一样 ， 还 缺少 一种 大 英雄 的 光彩 。,人物一 其父 人物二  缺少 一种 英雄 光彩,-1
TRAIN_SENT_ID_268383,秦始皇,扶苏,秦始皇 帝 得到 消息 ， 不觉 大怒 ， 屠睢 丧师辱国 ， 奈何 身死 ， 始皇帝 欲 追究 赵佗 救援 不利 之罪 ， 公子 扶苏 和 众人 劝解 ， 始皇帝 遂 作罢 。,人物一 帝 得到 消息  不觉 大怒  屠睢 丧师辱国  奈何 身死  始皇帝 欲 追究 赵佗 救援 不利 之罪  公子 人物二 众人 劝解  始皇帝 遂 作罢,-1
TRAIN_SENT_ID_267498,宋霭龄,孔祥熙,孔家 子女 十分 精明 ， 他们 将 从 孔祥熙 、 宋霭龄 那里 继承 的 大笔 遗产 ， 拿来 投资 到 石油 、 建筑 、 股票 、 期货 、 批发 等 行业 ， 结果 发了 大财 。,孔家 子女 十分 精明  人物二  人物一 继承 大笔 遗产  拿来 投资 石油  建筑  股票  期货  批发 行业  发了 大财,-1
TRAIN_SENT_ID_263328,胡亥,秦始皇,偷梁换柱 得逞 后 ， 赵高 以 胜利者 的 姿态 回到 了 咸阳 ， 随后 向 天下 宣布 了 秦始皇 驾崩 的 消息 ， 胡亥 宣布 即 皇帝 位 ， 称 秦二世 。,偷梁换柱 得逞  赵高 胜利者 姿态 回到 咸阳  天下 宣布 人物二 驾崩 消息  人物一 宣布 皇帝 位  称 秦二世,-1
TRAIN_SENT_ID_273411,杨乐乐,汪涵,照片 里 初为人 父母 的 汪涵 杨乐乐 幸福 满满 ， 彼此 深情 对 望 。,照片 里 初为人 父母 人物二 人物一 幸福 满满  深情,-1
TRAIN_SENT_ID_286192,段承根,段晖,《 魏书 》 卷 五十二 《 段承根 传 》 又称 泰山 神 有子 与 段晖 同学 。,魏书  卷 五十二  人物一 传  又称 泰山 神 有子 人物二 同学,-1
TRAIN_SENT_ID_258649,刘禅,刘备,刘备 死 ， 受托 辅助 后主 刘禅 。,人物二 死  受托 辅助 后主 人物一,-1
TRAIN_SENT_ID_285092,彭羚,林海峰,"在 音乐创作 上 ， 亚 里安 曾 与 林海峰 , 彭羚 , 杨千嬅 ， 陈珊妮 , 苏慧伦 , 郭富城 , 李克勤 , 梅艳芳 , 梁汉文 , 郑伊健 ， 黄耀明 等 歌手 合作 。",音乐创作  亚 里安 人物二  人物一  杨千嬅  陈珊妮  苏慧伦  郭富城  李克勤  梅艳芳  梁汉文  郑伊健  黄耀明 歌手 合作,-1
TRAIN_SENT_ID_265907,杨绛,钱钟书,她 是 钱钟书 和 杨绛 的 独女 ， 我 大学 的 同窗 。,人物二 人物一 独女  大学 同窗,-1
TRAIN_SENT_ID_277976,吴君如,陈可辛,秋生 、 王家卫 、 王晶 、 陈可辛 、 任达华 、 吴镇宇 、 张曼玉 、 郑裕玲 、 吴君如 、 梅艳芳 、 郑秀文 等 人 都 非常 崇敬 他 。,秋生  王家卫  王晶  人物二  任达华  吴镇宇  张曼玉  郑裕玲  人物一  梅艳芳  郑秀文 非常 崇敬,-1
TRAIN_SENT_ID_278276,王珂,刘涛,两个 女匪 王 幕后 花絮 : 1 、 拍摄 期间 ， 刘涛 与 王珂 经常 买 冰棍 犒劳 剧组 工作人员 。,两个 女匪 王 幕后 花絮    拍摄 期间  人物二 人物一 经常 买 冰棍 犒劳 剧组 工作人员,-1
TRAIN_SENT_ID_276061,陈三立,陈宝箴,桃里 陈氏 “ 一门 五杰 ” （ 陈宝箴 、 陈三立 、 陈寅恪 、 陈衡 恪 、 陈封怀 ） 蜚声 海内外 。,桃里 陈氏  一门 五杰   人物二  人物一  陈寅恪  陈衡 恪  陈封怀  蜚声 海内外,-1
TRAIN_SENT_ID_250276,秦始皇,胡亥,亲近 秦始皇 少子 胡亥 。,亲近 人物一 少子 人物二,-1
TRAIN_SENT_ID_250125,秦始皇,胡亥,秦始皇 帝 嬴政 卒 ， 少子 二世 皇帝 嬴 胡亥 嗣位 ， 杀 其兄 嬴 扶苏 及 大将 蒙恬 。,人物一 帝 嬴政 卒  少子 二世 皇帝 嬴 人物二 嗣位  杀 其兄 嬴 扶苏 大将 蒙恬,-1
TRAIN_SENT_ID_260529,严嵩,严世蕃,因 贿赂 严嵩 子 严世蕃 而任 宣大 总兵 的 仇鸾 惶惧 无策 ， 以 重金 贿赂 俺答 ， 使 移寇 他 塞 ， 勿 犯 大同 。,贿赂 人物一 子 人物二 而任 宣大 总兵 仇鸾 惶惧 无策  重金 贿赂 俺答  移寇 塞  勿 犯 大同,-1
TRAIN_SENT_ID_250282,秦始皇,胡亥,秦始皇 因为 不 早早 确定 扶苏 当 太子 ， 让 赵高 能够 用 欺诈 伎俩 立 了 胡亥 ， 结果 自取灭亡 ， 这是 陛下 亲眼见到 的 事实 。,人物一 早早 确定 扶苏 太子  赵高 能够 欺诈 伎俩 立 人物二  自取灭亡  这是 陛下 亲眼见到 事实,-1
TRAIN_SENT_ID_276813,唐姬,刘发,刘发 的 毋亲 唐姬 ， 原来 是 汉景帝 程姬 的 侍女 。,人物二 毋亲 人物一  原来 汉景帝 程姬 侍女,-1
