sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_268985,韩非,荀子,早年 拜师 儒家 ， 师从 儒家 宗师 荀子 ， 与 韩非 是 同门 。,早年 拜师 儒家  师从 儒家 宗师 人物二  人物一 同门,1
TRAIN_SENT_ID_259365,葛玄,左慈,曾 有 韩众 、 葛玄 、 左慈 、 王玄甫 、 邓伯元 、 褚伯玉 、 陶宏景 、 白玉蟾 等 二十多位 著名 道人 修炼 霍 童山 。,韩众  人物一  人物二  王玄甫  邓伯元  褚伯玉  陶宏景  白玉蟾 二十多位 著名 道人 修炼 霍 童山,1
TRAIN_SENT_ID_268930,韩非,荀子,老子 孔子 墨子 孟子 庄子 荀子 韩非 王充 范缜 李贽 黄宗羲 顾炎武 王夫之,老子 孔子 墨子 孟子 庄子 人物二 人物一 王充 范缜 李贽 黄宗羲 顾炎武 王夫之,1
TRAIN_SENT_ID_257529,毛泽民,毛泽东,在 享受 伯父 毛泽东 慈父 般 关爱 的 同时 ， 毛远志 无时 不 在 思念 自己 的 父亲 毛泽民 ： 父亲 走得 太早 了 ， 女儿 希望 能 了解 他 。,享受 伯父 人物二 慈父 般 关爱  毛远志 无时 思念 父亲 人物一  父亲 走得 太早  女儿 希望 了解,-1
TRAIN_SENT_ID_251879,曹薰铉,李昌镐,围棋 定式 韩国 著名 高手 : 韩国 四老 天王 ： 李昌镐 、 曹薰铉 、 徐奉洙 、 刘昌赫,围棋 定式 韩国 著名 高手  韩国 四老 天王  人物二  人物一  徐奉洙  刘昌赫,1
TRAIN_SENT_ID_261578,南宫敬叔,孟懿子,孔子 34 岁 时 ， 鲁 大夫 孟僖子 之嗣 孟懿子 及 南宫敬叔 来 向 他 学礼 ， 从此 ， 他 开始 授徒 讲学 。,孔子  岁 时  鲁 大夫 孟僖子 之嗣 人物二 人物一 学礼   授徒 讲学,-1
TRAIN_SENT_ID_250600,鲁西西,皮皮鲁,《 鲍尔 历险记 》 : 鲁西西 在 一次 活动 中 获得 了 一个 可爱 的 大熊猫 鲍尔 ， 被 皮皮鲁 打 了 橘子汁 之后 竟然 活 了 过来 ！,鲍尔 历险记   人物一 一次 活动 中 获得 一个 可爱 大熊猫 鲍尔  人物二 橘子汁 之后 竟然 活 过来,-1
TRAIN_SENT_ID_265555,张崇基,张崇德,2006 年 张崇基 、 张崇德 - 2ssential 演唱会,年 人物一  人物二   演唱会,-1
TRAIN_SENT_ID_265116,杨志刚,郭靖宇,（ 导演 ： 郭靖宇 主演 ： 王 珞丹 ， 杨志刚 ， 刘威 ， 史可 ） 2012 - 2 - 23 上映,导演  人物二 主演  王 珞丹  人物一  刘威  史可       上映,-1
TRAIN_SENT_ID_269002,韩非,荀子,自道 以至 名 ， 由名 而 至法 ， 上 承 老子 ， 下启 荀子 、 韩非 。,自道 名  由名 至法  承 老子  下启 人物二  人物一,1
TRAIN_SENT_ID_263018,钱婆婆,汤婆婆,人物 简介 : 钱婆婆 和 汤婆婆 一样 ， 也 是 个 法力 强大 的 女巫 。,人物 简介  人物一 人物二  法力 强大 女巫,-1
TRAIN_SENT_ID_250621,鲁西西,皮皮鲁,1 简介 : 皮皮鲁 和 鲁西西 是 中国 童话 大王 郑渊洁 笔下 的 一对 双胞胎 兄妹 ， 他们 在 中国 的 孩子 中是 几乎 无人不晓 的 传奇人物 。,简介  人物二 人物一 中国 童话 大王 郑渊洁 笔下 一对 双胞胎 兄妹  中国 孩子 中是 几乎 无人不晓 传奇人物,-1
TRAIN_SENT_ID_268847,骆羽,骆赢,第二局 骆羽 / 骆赢 展开 反击 ， 两人 加强 攻势 ， 开局 6 - 3 领先 。,第二局 人物一  人物二 展开 反击  两人 加强 攻势  开局    领先,-1
TRAIN_SENT_ID_284970,元孚,元昌,元孚 介绍 : 元孚 ， 字秀 和 ， 元昌 弟 。,人物一 介绍  人物一  字秀  人物二 弟,-1
TRAIN_SENT_ID_259618,季布,季心,季布 弟 季心 ， 气盖 关中 ， 遇人 恭谨 ， 为 任侠 ， 方 数千里 ， 士皆争 为 之 死 。,人物一 弟 人物二  气盖 关中  遇人 恭谨  任侠  方 数千里  士皆争 死,-1
TRAIN_SENT_ID_265575,张崇基,张崇德,元气 爆发 （ 6 月 22 日 ） （ 主题曲 ： 元气 爆发 主唱 ： 张崇基 、 张崇德 ） 1996 年 : 伙头 爸 B （ 7 月 8 日 ）,元气 爆发   月  日   主题曲  元气 爆发 主唱  人物一  人物二   年  伙头 爸    月  日,-1
TRAIN_SENT_ID_261565,南宫敬叔,孟懿子,前 524 年 ， 孟僖子 将 死 ， 嘱咐 二 子 （ 孟懿子 与 南宫敬叔 ） 师侍 孔子 。,前  年  孟僖子 死  嘱咐 二 子  人物二 人物一  师侍 孔子,-1
TRAIN_SENT_ID_259950,周志文,周志康,今集 跟着 地产 代理 看看 西贡 区村 屋盘 ， 并 请来 孖 仔 周志文 、 周志康 走访 三位 合租 村屋 的 女生 。,今集 跟着 地产 代理 看看 西贡 区村 屋盘  请来 孖 仔 人物一  人物二 走访 三位 合租 村屋 女生,-1
