sent_id,sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_274199,,岳雷,岳飞,孟帮杰 其他 人物 : 岳飞 岳云 岳雷 岳霆 岳震 岳中 岳甫 岳 安岳 成岳 立岳保 岳真 岳和,孟帮杰 人物  人物二 岳云 人物一 岳霆 岳震 岳中 岳甫 岳 安岳 成岳 立岳保 岳真 岳和,-1
TRAIN_SENT_ID_268468,,梁静慈,甄子丹,梁静慈 喜 得 贵子 : 婚后 ， 甄子丹 说服 梁静慈 辞职 在家 。,人物一 喜 贵子  婚后  人物二 说服 人物一 辞职 在家,-1
TRAIN_SENT_ID_270553,,关平,关羽,下层 楼中 供奉 着 帝王 装 的 关羽 坐像 与 身着 铠甲 、 手持 大刀 的 周仓 和 手 捧 玉玺 的 关平 立像 ， 威严 肃穆 。,下层 楼中 供奉 帝王 装 人物二 坐像 身着 铠甲  手持 大刀 周仓 手 捧 玉玺 人物一 立像  威严 肃穆,-1
TRAIN_SENT_ID_263276,,胡亥,秦始皇,随同 秦始皇 一起 南巡 的 胡亥 及 丞相 李斯 、 中 车府 令 赵高 ， 早已 狼狈为奸 ， 阴谋 篡夺 皇位 。,随同 人物二 一起 南巡 人物一 丞相 李斯  中 车府 令 赵高  早已 狼狈为奸  阴谋 篡夺 皇位,-1
TRAIN_SENT_ID_261500,,关兴,关羽,关彝 演义 概况 : 关彝 ， 乃 关羽 之孙 ， 关兴 之 庶子 。,关彝 演义 概况  关彝  人物二 之孙  人物一 庶子,-1
TRAIN_SENT_ID_278000,,陆馛,陆俟,北魏 · 陆俟 之孙 ， 陆馛 之 第六 子 ， 陆琇 之 幼弟 名凯 ， 字智君 。,北魏  人物二 之孙  人物一 第六 子  陆琇 幼弟 名凯  字智君,-1
TRAIN_SENT_ID_271632,,毛岸青,毛泽东,毛泽东 和 毛岸青 、 邵华 合影 。,人物二 人物一  邵华 合影,-1
TRAIN_SENT_ID_276417,,秦始皇,秦庄襄王,蒙骜 历仕 秦昭襄 王 、 秦孝文王 、 秦庄襄王 、 秦始皇 四朝 ， 数次 率军 出征 ， 屡立 战功 。,蒙骜 历仕 秦昭襄 王  秦孝文王  人物二  人物一 四朝  数次 率军 出征  屡立 战功,-1
TRAIN_SENT_ID_261107,,胡一刀,胡斐,人物形象 : 《 雪山飞狐 》 主要 写 胡斐 与 苗人凤 和 胡一刀 夫妇 的 江湖 恩仇 。,人物形象   雪山飞狐  主要 写 人物二 苗人凤 人物一 夫妇 江湖 恩仇,-1
TRAIN_SENT_ID_282108,,黄现璠,刘丽华,刘丽华 出 生于 名门 ， 系 中国 现代 民族学 奠基人 黄现璠 之妻 。,人物二 出 生于 名门  系 中国 现代 民族学 奠基人 人物一 之妻,-1
TRAIN_SENT_ID_273409,,杨乐乐,汪涵,果实 戏剧社 成立 : 果实 戏剧社 是 长沙 话剧 人士 张芸 与 芒果 台 台柱 主持人 汪涵 携 爱妻 杨乐乐 共同 成立 。,果实 戏剧社 成立  果实 戏剧社 长沙 话剧 人士 张芸 芒果 台 台柱 主持人 人物二 携 爱妻 人物一 共同 成立,-1
TRAIN_SENT_ID_274612,,薛丁山,薛仁贵,长篇 （ 大本头 ） 《 薛仁贵 征东 》 、 《 薛丁山 征西 》 可 连续 演唱 ， 经月 不 歇 。,长篇  大本头   人物二 征东    人物一 征西  连续 演唱  经月 歇,-1
TRAIN_SENT_ID_268762,,孟明视,百里奚,秦穆公 不 听 ， 派 百里奚 的 儿子 孟明视 为 大将 ， 蹇 叔 的 两个 儿子 西乞术 ， 白乙丙 为 副将 ， 率领 300 辆 兵车 ， 偷偷地 去 打 郑国 。,秦穆公 听  派 人物二 儿子 人物一 大将  蹇 叔 两个 儿子 西乞术  白乙丙 副将  率领  辆 兵车  偷偷地 郑国,-1
