sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_252713,,颜回,孔子,◎ 颜回 将 西游 ， 问于 孔子 曰 ： 「 何以 为身 ？,◎ 人物一 西游  问于 人物二 曰   为身,1
TRAIN_SENT_ID_255277,,卫夫人,王羲之,因 流传 很广 ， 此姑存 其旧 ， 仍列 卫夫人 后 ， 参见 王羲之 《 题 卫夫人 （ 笔阵 图 ） 后 》 。,流传 很广  此姑存 其旧  仍列 人物一  参见 人物二  题 人物一  笔阵 图,1
TRAIN_SENT_ID_252616,,颜回,孔子,孔子 告 颜回 曰 ： “ 端 而 真 ， 勉而 一 。,人物二 告 人物一 曰   端 真  勉而,1
TRAIN_SENT_ID_252702,,颜回,孔子,李翱 认为 道统 自先 王传圣 人 ( 孔子 ) ， 再 经 颜回 、 子路 、 曾皙 三人 传子思 ， 子思传 孟子 ， 孟子 传 公孙丑 、 万章 等 。,李翱 认为 道统 自先 王传圣  人物二   人物一  子路  曾皙 三人 传子思  子思传 孟子  孟子 传 公孙丑  万章,1
TRAIN_SENT_ID_262185,,陈靖仇,陈辅,陈靖仇 是 陈国 后裔 ， 在 襁褓 时代 隋朝 四处 搜捕 陈国 遗族 时 ， 他 的 师父 陈辅 牺牲 了 自己 的 孙儿 ， 冒险 将 陈靖仇 替代 救出 。,人物一 陈国 后裔  襁褓 时代 隋朝 四处 搜捕 陈国 遗族 时  师父 人物二 牺牲 孙儿  冒险 人物一 救出,1
TRAIN_SENT_ID_252874,,颜回,孔子,﹝ 孔子 ﹞ 召 颜回 曰 : ' 畴昔 予 梦见 先人 ﹐ 岂 或 启佑 我 哉 !,﹝ 人物二 ﹞ 召 人物一 曰   畴昔 予 梦见 先人 ﹐ 岂 启佑,1
TRAIN_SENT_ID_257773,,林平之,岳不群,适逢 福州 福威 镖局 大难 ， 岳不群 收 福威 镖局 少镖头 林平之 为徒 。,适逢 福州 福威 镖局 大难  人物二 收 福威 镖局 少镖头 人物一 为徒,1
TRAIN_SENT_ID_265325,,陈本,陈骞,当 陈本 和 夏侯玄 在 陈本 母亲 面前 宴饮 时 ， 陈骞 从 外面 回来 ， 一直 进入 堂屋 门口 。,人物一 夏侯玄 人物一 母亲 面前 宴饮 时  人物二 外面 回来  一直 进入 堂屋 门口,-1
TRAIN_SENT_ID_259645,,公孙胜,罗真人,戴宗 叫 李逵 去 屋里 打闹 ， 公孙胜 只好 出来 ， 以 老母 年迈 ， 罗真人 不放为 由 不 去 梁山 。,戴宗 李逵 屋里 打闹  人物一 只好  老母 年迈  人物二 不放为 梁山,1
TRAIN_SENT_ID_255326,,卫夫人,王羲之,⑧ 《 法书 》 ： 王羲之 《 题 卫夫人 笔阵 图 》 ： “ 纸者 阵 也 ， 笔者 刀 稍 也 ， 墨者 鍪 甲 也 ， 砚者 城池 也 ， 本领 者 将军 也 ， 心意 者 副将 也 。 ”,⑧  法书   人物二  题 人物一 笔阵 图    纸者 阵  笔者 刀 稍  墨者 鍪 甲  砚者 城池  本领 将军  心意 副将,1
