sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_267535,,扈成,扈三娘,扈成 简介 : 扈成 水浒传 : 林冲 活 《 于文龙 水浒 人物 谱 》 中 的 扈成 擒 扈三娘 ， 扈成 便 想 投降 梁山 。,人物一 简介  人物一 水浒传  林冲 活  于文龙 水浒 人物 谱  中 人物一 擒 人物二  人物一 便 想 投降 梁山,-1
TRAIN_SENT_ID_258169,,刘星,夏雪,刘星 很 是 失望 ， 辞去 了 学习 委员 的 职务 ， 此时 的 夏雪 也 在 大家 的 开导 下 走出 了 阴影 。,人物一 失望  辞去 学习 委员 职务  人物二 开导 走出 阴影,-1
TRAIN_SENT_ID_256839,,仲由,孔子,明代 吴宽 认为 其 书法 “ 猛厉 奇伟 ， 终 堕 一 偏之失 ” ； 《 宣和书 谱 》 谓 “ 其字 神峰 太峻 ， 有如 强弩射 三十里 ， 又 如 仲由 未见 孔子 时 风气 ” 。,明代 吴宽 认为 书法  猛厉 奇伟  终 堕 偏之失    宣和书 谱  谓  其字 神峰 太峻  有如 强弩射 三十里  人物一 未见 人物二 时 风气,1
TRAIN_SENT_ID_276987,,樊迟,孔子,樊迟 不于 此处 用心 ， 却 想 学习 应由 小人 来 做 的 耕稼 之 事 ， 所以 受到 孔子 斥责 。,人物一 不于 用心  想 学习 应由 小人 做 耕稼 事  人物二 斥责,1
TRAIN_SENT_ID_264602,,凌波,凌音,凌音 听从 凌波 的话 ， 并 与 要 下山 除妖 的 凌波 约定 ， 二人 再见 时要 互相 聊 路途 上 的 新鲜事 。,人物二 听从 人物一  下山 除妖 人物一 约定  二人 再见 时要 互相 聊 路途 新鲜事,-1
TRAIN_SENT_ID_270992,,严舆,严白虎,人物传记 : 简明 历史 传记 : 严舆 ， 严白虎 之弟 ， 有 勇力 ， 受 兄长 派遣 与 孙策 讲 和 ， 在 席间 被 孙策 投掷 手戟 击中 而 死 。,人物传记  简明 历史 传记  人物一  人物二 之弟  勇力  受 兄长 派遣 孙策 讲  席间 孙策 投掷 手戟 击中 死,-1
TRAIN_SENT_ID_269423,,刘伟,马季,30 . 相声 ： 《 老少 乐 》 表演者 ： 马季 刘伟,相声   老少 乐  表演者  人物二 人物一,1
TRAIN_SENT_ID_259631,,公孙胜,罗真人,山东 版 水浒 中 的 公孙胜 ② 观 公孙胜 二人 恳告 罗真人 ， 此尊 师之礼 当 如此 也 。,山东 版 水浒 中 人物一 ② 观 人物一 二人 恳告 人物二  此尊 师之礼,1
TRAIN_SENT_ID_255406,,罗成,秦琼,徐茂 公 来到 洛阳 ， 说服 秦琼 、 程咬金 、 罗成 等 投唐 ， 并 设计 为 罗成 和 单 彬彬 保媒 ， 趁 二人 结婚 之际 ， 众人 逃出 洛阳城 。,徐茂 公 来到 洛阳  说服 人物二  程咬金  人物一 投唐  设计 人物一 单 彬彬 保媒  二人 结婚 之际  众人 逃出 洛阳城,-1
TRAIN_SENT_ID_270993,,严舆,严白虎,2 人物传记 : 简明 历史 传记 : 严舆 ， 严白虎 之弟 ， 有 勇力 ， 受 兄长 派遣 与 孙策 讲 和 ， 在 席间 被 孙策 投掷 手戟 击中 而 死 。,人物传记  简明 历史 传记  人物一  人物二 之弟  勇力  受 兄长 派遣 孙策 讲  席间 孙策 投掷 手戟 击中 死,-1
