sent_id,sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_287287,,陈文锦,陈皮阿四,女儿 ： 陈文锦 （ 出处 ： 因为 姓 陈 所以 被 吴邪 怀疑 是 老 九门 中 “ 陈皮阿四 ” 的 继承人 。 ）,女儿  人物一  出处  姓 陈 吴邪 怀疑 老 九门 中  人物二  继承人,-1
TRAIN_SENT_ID_286826,,袁克桓,袁世凯,袁克桓 的 母亲 是 袁世凯 的 五 姨太 杨氏 。,人物一 母亲 人物二 五 姨太 杨氏,-1
TRAIN_SENT_ID_265976,,杨绛,钱钟书,父亲 认可 了 他们 的 恋爱 — — 钱钟书 与 杨绛,父亲 认可 恋爱   人物二 人物一,-1
TRAIN_SENT_ID_277679,,毛岸红,贺子珍,毛泽东 给 这个 小名 毛毛 的 儿子 取 毛岸红 ， 是 贺子珍 1932 年 冬 在 长汀 生下 的 ， 现在 已经 两周岁 了 。,毛泽东 小名 毛毛 儿子 取 人物一  人物二  年 冬 长汀 生下  现在 已经 两周岁,-1
TRAIN_SENT_ID_285697,,金与正,金正日,小女儿 金与正 一直 备受 金正日 宠爱 。,小女儿 人物一 一直 备受 人物二 宠爱,-1
TRAIN_SENT_ID_286688,,凤鸣,萧纵,而 近在眼前 的 强兵 助力 ， 正是 容恬 的 师傅 、 凤鸣 名义 上 的 亲爹 ─ ─ 剑术 大 宗师 萧纵 的 手下 ！,近在眼前 强兵 助力  容恬 师傅  人物一 名义 亲爹 ─ ─ 剑术 宗师 人物二 手下,-1
TRAIN_SENT_ID_287279,,元长仁,元善见,元善见 被 杀 ， 元长仁 的 母亲 高皇后 降 为 太原 长 公主 ， 改嫁 杨 愔,人物二 杀  人物一 母亲 高皇后 降 太原 长 公主  改嫁 杨 愔,-1
TRAIN_SENT_ID_268406,,秦始皇,扶苏,秦始皇 嫡长子 ， 嬴姓 ， 名 扶苏 。,人物一 嫡长子  嬴姓  名 人物二,-1
TRAIN_SENT_ID_262516,,扶苏,秦始皇,秦始皇 因为 不 早早 确定 扶苏 当 太子 ， 让 赵高 能够 用 欺诈 伎俩 立 了 胡亥 ， 结果 自取灭亡 ， 这是 陛下 亲眼见到 的 事实 。,人物二 早早 确定 人物一 太子  赵高 能够 欺诈 伎俩 立 胡亥  自取灭亡  这是 陛下 亲眼见到 事实,-1
TRAIN_SENT_ID_274743,,龙啸云,林诗音,李寻欢 因 误伤 义兄 龙啸云 之子 ， 重遇 阔别 廿年 的 龙啸云 和 已 成为 龙啸云 妻 的 旧情 人 林诗音 ( 李琳琳 ) 。,李寻欢 误伤 义兄 人物一 之子  重遇 阔别 廿年 人物一 成为 人物一 妻 旧情 人物二  李琳琳,-1
TRAIN_SENT_ID_272909,,夏祖丽,林海音,夏祖丽 ， 母亲 林海音 是 一位 深 为 大陆 的 读者 、 观众 熟悉 和 感到 亲切 的 著名 女作家 。,人物一  母亲 人物二 一位 深 大陆 读者  观众 熟悉 感到 亲切 著名 女作家,-1
TRAIN_SENT_ID_275743,,郭靖,李萍,"郭靖 的 母亲 李萍 从 蒙古 来京 , 且 看 黄蓉 郭靖 如何 一地 鸡毛 … …",人物一 母亲 人物二 蒙古 来京  黄蓉 人物一 一地 鸡毛,-1
TRAIN_SENT_ID_258694,,刘禅,刘备,众人 推举 下 ， 刘备 该 元章武 元年 ， 自立 为帝 ， 立 刘禅 为 太子 ， 诸葛亮 为 丞相 。,众人 推举  人物二 元章武 元年  自立 为帝  立 人物一 太子  诸葛亮 丞相,-1
TRAIN_SENT_ID_265724,,贾环,贾政,这时 赵姨娘 所 生 儿子 贾环 又 乘机 进 谗 ， 说 宝玉 强奸 金钏儿 未遂 ， 逼死 了 人命 ， 贾政 一听 怒不可遏 ， 将 宝玉 叫 来 ， 往死里 狠 打 。,赵姨娘 生 儿子 人物一 乘机 进 谗  说 宝玉 强奸 金钏儿 未遂  逼死 人命  人物二 一听 怒不可遏  宝玉  往死里 狠,-1
TRAIN_SENT_ID_263181,,胡亥,秦始皇,始皇 有 二十多个 儿子 ， 小儿子 胡亥 最受 宠爱 ， 他 要求 随父 皇 出游 ， 获 秦始皇 准许 。,始皇 二十多个 儿子  小儿子 人物一 最受 宠爱  要求 随父 皇 出游  获 人物二 准许,-1
