sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_252515,,颜回,孔子,孔子 最 欣赏 颜回 的 地方 ， 就是 “ 不 迁怒 ” 与 “ 不 贰 过 ” 。,人物二 欣赏 人物一 地方   迁怒   贰,-1
TRAIN_SENT_ID_252708,,颜回,孔子,颜回 先 孔子 而 死 ， 当 孔子 回忆 到 他 好学 及 “ 三月 不 违仁 ” 及 与 自己 的 密切 的 关系 时 ， 更加 悲痛欲绝 。,人物一 先 人物二 死  人物二 回忆 好学  三月 违仁  密切 关系 时  更加 悲痛欲绝,-1
TRAIN_SENT_ID_276921,,樊迟,孔子,樊迟 ， 是 孔子 七十二 贤弟 子内 的 重要 人物 ， 继承 孔子 兴办 私学 ， 在 儒家 学派 广受 推崇 的 各个 朝代 享有 较 高 礼遇 。,人物一  人物二 七十二 贤弟 子内 重要 人物  继承 人物二 兴办 私学  儒家 学派 广受 推崇 朝代 享有 高 礼遇,-1
TRAIN_SENT_ID_249238,,皮皮鲁,鲁西西,皮皮鲁 、 鲁西西 、 大灰狼 罗克 、 舒克和贝塔 是 他 笔下 的 文学 形象 ， 有 “ 童话 大王 ” 之称 。,人物一  人物二  大灰狼 罗克  舒克和贝塔 笔下 文学 形象   童话 大王  之称,1
TRAIN_SENT_ID_249246,,皮皮鲁,鲁西西,《 皮皮鲁 和 鲁西西 的 故事 》 ， 郑渊洁 著 ， 学苑 出版社 出版 图书 。,人物一 人物二 故事   郑渊洁 著  学苑 出版社 出版 图书,1
TRAIN_SENT_ID_253017,,颜回,孔子,师从 孔子 : 颜庙 颜回 “ 年 十三 ， 入 孔子 之 门 ” 时 ， 孔子 聚徒 讲学 已达 十三年 之 久 。,师从 人物二  颜庙 人物一  年 十三  入 人物二 门  时  人物二 聚徒 讲学 已达 十三年 久,-1
TRAIN_SENT_ID_255315,,卫夫人,王羲之,晋 王羲之 《 题 卫夫人 笔阵 图后 》 ： “ 时年 五十 有 三 ， 或恐 风烛 奄及 ， 遗教 子孙 耳 。 ”,晋 人物二  题 人物一 笔阵 图后    时年 五十 三  或恐 风烛 奄及  遗教 子孙 耳,-1
TRAIN_SENT_ID_283592,,周晓方,孙钟秀,2.13 金志 权 ， 周晓方 ， 孙钟秀 ， “ 多项 选择 和 分布式 排序 ” ， 计算机 学报 ， 1989.4 ， PP241 - 248,金志 权  人物一  人物二   多项 选择 分布式 排序   计算机 学报,-1
TRAIN_SENT_ID_255297,,卫夫人,王羲之,晋 王羲之 《 题 卫夫人 （ 笔阵 图 ） 后 》,晋 人物二  题 人物一  笔阵 图,-1
TRAIN_SENT_ID_255301,,卫夫人,王羲之,王羲之 留下 的 书法 论文 有 《 题 卫夫人 ( 笔阵 图 ) 后 》 、 《 书论 》 、 《 笔势 论 十二章 》 、 《 用笔 赋 》 、 《 记 白云 先生 书诀 》 等 。,人物二 留下 书法 论文  题 人物一  笔阵 图     书论    笔势 十二章    用笔 赋    记 白云 先生 书诀,-1
TRAIN_SENT_ID_255331,,卫夫人,王羲之,（ 王羲之 《 题 卫夫人 笔阵 图后 ( 传 ) 》 ”,人物二  题 人物一 笔阵 图后  传,-1
TRAIN_SENT_ID_255319,,卫夫人,王羲之,王羲之 《 题 卫夫人 笔阵 图后 》 ， 曾 有 以书家 为 将军 的 比喻 ， 但 这里 的 将军 仅仅 是 指书家 个体 创作 时 指挥 纸 、 笔 、 墨 、 砚 的 纵横 挥斥 。,人物二  题 人物一 笔阵 图后   以书家 将军 比喻  将军 仅仅 指书家 个体 创作 时 指挥 纸  笔  墨  砚 纵横 挥斥,-1
TRAIN_SENT_ID_283593,,周晓方,孙钟秀,2.9 金志 权 ， 周晓方 ， 孙钟秀 ， “ 一种 分布式 数据处理 模型 ” ， 电子学 报 ， Vol .,金志 权  人物一  人物二   一种 分布式 数据处理 模型   电子学 报,-1
