sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_274081,,南宫敬叔,孔子,’ ” 《 史记 · 孔子 世家 》 亦 载 ： “ 鲁 南宫敬叔 言 鲁君 曰 ： ‘ 请 与 孔子 适周 。,史记  人物二 世家  载   鲁 人物一 言 鲁君 曰   请 人物二 适周,-1
TRAIN_SENT_ID_276857,,薄智云,林超岱,薄智云 亲传 弟子 : 林超岱 。,人物一 亲传 弟子  人物二,-1
TRAIN_SENT_ID_259676,,公孙胜,罗真人,第五十三回 戴宗 智取 公孙胜 ， 李逵 斧劈 罗真人,第五十三回 戴宗 智取 人物一  李逵 斧劈 人物二,-1
TRAIN_SENT_ID_277511,,甄子菁,甄子丹,甄子菁 ， 著名 功夫 影星 甄子丹 的 妹妹 。,人物一  著名 功夫 影星 人物二 妹妹,1
TRAIN_SENT_ID_282974,,张洪顺,侯耀华,师承 著名 相声 表演艺术家 侯耀华 高徒 张洪顺 先生 。,师承 著名 相声 表演艺术家 人物二 高徒 人物一 先生,-1
TRAIN_SENT_ID_269119,,唐鉴军,赵本山,2012 - 12 - 10 ： 不是 钱 的 事 （ 44 集 ） 「 赵本山 ， 小 沈阳 ， 于月仙 ， 唐鉴军 」,钱 事   集   人物二  沈阳  于月仙  人物一,-1
TRAIN_SENT_ID_271575,,赵敏,王保保,简介 ： 击败 了 赵敏 和 她 的 爪牙 ， 却 一直 没有 看到 王保保 ， 为了 避免 再次发生 各大 掌门 被 绑架 事件 ， 必须 干掉 王保保 ！,简介  击败 人物一 爪牙  一直 没有 看到 人物二  避免 再次发生 各大 掌门 绑架 事件  必须 干掉 人物二,1
TRAIN_SENT_ID_251879,,曹薰铉,李昌镐,围棋 定式 韩国 著名 高手 : 韩国 四老 天王 ： 李昌镐 、 曹薰铉 、 徐奉洙 、 刘昌赫,围棋 定式 韩国 著名 高手  韩国 四老 天王  人物二  人物一  徐奉洙  刘昌赫,-1
TRAIN_SENT_ID_255279,,卫夫人,王羲之,教 王羲之 书法 : 东晋 著名 的 书法家 王羲之 ， 书法 的 启蒙 老师 叫卫铄 ， 是 很 有名气 的 女 书法家 ， 人们 称 她 卫夫人 。,教 人物二 书法  东晋 著名 书法家 人物二  书法 启蒙 老师 叫卫铄  有名气 女 书法家  称 人物一,-1
TRAIN_SENT_ID_269121,,唐鉴军,赵本山,该剧 由 赵本山 率领 小 沈阳 ， 于月仙 ， 唐鉴军 等 赵家 班 成员 主演 ， 故事 取材于 本山 传媒 旗下 辽宁 民间艺术团 里 的 真人真事 。,该剧 人物二 率领 沈阳  于月仙  人物一 赵家 班 成员 主演  故事 取材于 本山 传媒 旗下 辽宁 民间艺术团 里 真人真事,-1
TRAIN_SENT_ID_259637,,公孙胜,罗真人,第五十三回 戴宗 二取 公孙胜 李逵 斧劈 罗真人,第五十三回 戴宗 二取 人物一 李逵 斧劈 人物二,-1
TRAIN_SENT_ID_281651,,黄铁良,侯宝林,黄铁良 ， 相声 大师 侯宝林 的 高足 ， 1937 年 生于 北京 。,人物一  相声 大师 人物二 高足   年 生于 北京,-1
