sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_273653,姜子牙,元始天尊,姜子牙 法力 不 敌 大鹏 ， 元始天尊 以 三光 神 水 护住 西岐 ， 羽翼 仙 用尽 一夜 力气 ， 未能 成功 ， 再度 败走 。,人物一 法力 敌 大鹏  人物二 三光 神 水 护住 西岐  羽翼 仙 用尽 一夜 力气  未能 成功  再度 败走,-1
TRAIN_SENT_ID_275152,孙立荣,赵本山,一等奖 ： 小品 《 捐助 》 （ 赵本山 、 王小利 、 孙立荣 、 小 沈阳 、 于洋 ）,一等奖  小品  捐助   人物二  王小利  人物一  沈阳  于洋,-1
TRAIN_SENT_ID_259358,葛玄,左慈,可见 ， 左慈 、 葛玄 、 郑隐 、 葛洪 、 葛巢甫 等 人 ， 并非 「 共同 尊尚 特定 的 道典 」 。,人物二  人物一  郑隐  葛洪  葛巢甫   共同 尊尚 特定 道典,-1
TRAIN_SENT_ID_257039,洪敬尧,洪荣宏,洪敬尧 、 洪荣宏,人物一  人物二,1
TRAIN_SENT_ID_282146,苏曼莎,令狐伤,龟兹 王大怒 ， 令 全境 追 拿 令狐伤 ， 数万 大军 布下 天罗地网 ， 却 被 他 苏曼莎 立绘 一一 化解 ， 绝尘 东 去 。,龟兹 王大怒  令 全境 追 人物二  数万 大军 布下 天罗地网  人物一 立绘 一一 化解  绝尘 东,-1
TRAIN_SENT_ID_252572,颜回,孔子,孔子 称赞 颜回 不 忧愁 居陋 食答 ， 而 以 心乐 ， 安贫乐道 的 操守 志向 。,人物二 称赞 人物一 忧愁 居陋 食答  心乐  安贫乐道 操守 志向,-1
TRAIN_SENT_ID_286548,韩兰成,马季,马季 - - 姜昆 、 赵炎 、 刘伟 、 冯巩 、 笑林 、 王谦祥 、 李增瑞 、 韩兰成 、 刘喜尧 、 彭子,人物二   姜昆  赵炎  刘伟  冯巩  笑林  王谦祥  李增瑞  人物一  刘喜尧  彭子,-1
TRAIN_SENT_ID_268889,司徒静,司徒剑南,司徒剑南 第二集 : 司徒静 骗过 衙役 逃走 ， 朱允 和 白云飞 被 误认为 是 强盗 。,人物二 第二集  人物一 骗过 衙役 逃走  朱允 白云飞 误认为 强盗,1
TRAIN_SENT_ID_251408,李瀚章,李鸿章,而 李文安 早早 地 就 安排 两个 儿子 李瀚章 和 李鸿章 去 拜 曾 为 师 ， 跟 其学 “ 经世之 学 ” ， 一旦 到 了 他们 要 奋发 进身 的 时候 ， 就 派 上 大用场 了 。,李文安 早早 安排 两个 儿子 人物一 人物二 拜 师  其学  经世之 学   奋发 进身  派 大用场,1
TRAIN_SENT_ID_272398,任容萱,任家萱,任家萱 和 任容萱 ： 女子 演唱 团体 【 S . H . E 】 成员 、 演员,人物二 人物一  女子 演唱 团体        成员  演员,1
TRAIN_SENT_ID_279515,汪绿萍,汪紫菱,剧情 围绕 汪家 两姐妹 汪绿萍 和 汪紫菱 展开 ， 二人 同时 爱上 了 楚家 的 长子 楚濂 。,剧情 围绕 汪家 两姐妹 人物一 人物二 展开  二人 爱上 楚家 长子 楚濂,1
TRAIN_SENT_ID_251846,梅超风,黄药师,「 东邪 」 黄药师 以此 暗器 惩治 偷窃 真经 、 叛离 师门 的 「 铁尸 」 梅超风 。,东邪  人物二 以此 暗器 惩治 偷窃 真经  叛离 师门  铁尸  人物一,-1
TRAIN_SENT_ID_277522,王皇后,王守一,玄宗 即位 后 ， 王皇后 遭 武惠妃 陷害 被 废 ， 亦 牵连到 王守一 ， 后 被 赐死 。,玄宗 即位  人物一 遭 武惠妃 陷害 废  牵连到 人物二  赐死,1
