sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_258117,叶志成,叶子轩,为 叶容 先生 女儿 、 叶志成 先生 及 叶子轩 先生 之 姊妹 。,叶容 先生 女儿  人物一 先生 人物二 先生 姊妹,1
TRAIN_SENT_ID_268884,司徒静,司徒剑南,司徒剑南 第八集 : 司徒静 命悬 发丝 ， 陈林 将 她 救下 。,人物二 第八集  人物一 命悬 发丝  陈林 救下,1
TRAIN_SENT_ID_256457,周武,周文,周家 老四 ， 周文 、 周武 、 周双 的 弟弟 ， 周家 最小 的 儿子 。,周家 老四  人物二  人物一  周双 弟弟  周家 最小 儿子,1
TRAIN_SENT_ID_269001,韩非,荀子,一般 认为 ， 性恶论 由 先秦 儒家 的 集大成者 荀子 提出 ， 继而 为 法家 代表 韩非 所 发展 ， 在 我国 历史 上 有 其 深远影响 。,认为  性恶论 先秦 儒家 集大成者 人物二 提出  法家 代表 人物一 发展  我国 历史 深远影响,1
TRAIN_SENT_ID_274506,曾江,林翠,曾江 ： 香港电影 红星 ， 学生 情人 林翠 的 哥哥,人物一  香港电影 红星  学生 情人 人物二 哥哥,1
TRAIN_SENT_ID_253853,赵合德,赵飞燕,班婕妤 为 汉成帝 妃 ， 被 赵飞燕 与 赵合德 谗害 ， 退居 冷宫 ， 后 有 诗 《 怨 歌行 》 ， 以 秋扇 为喻 抒发 被弃 之 怨情 。,班婕妤 汉成帝 妃  人物二 人物一 谗害  退居 冷宫  诗  怨 歌行   秋扇 为喻 抒发 被弃 怨情,1
TRAIN_SENT_ID_282232,王辰,王岩,王岩 王辰 大哥 ， 实力 极高 ， 十分 爱护 弟弟 。,人物二 人物一 大哥  实力 极高  十分 爱护 弟弟,1
TRAIN_SENT_ID_259770,李偲菘,李伟菘,《 情 深深 雨蒙蒙 》 陈依依 还是 李伟菘 和 李偲菘 在 马来西亚 学校 成立 后 ， 第一位 发行 专辑 的 学生 。,情 深深 雨蒙蒙  陈依依 人物二 人物一 马来西亚 学校 成立  第一位 发行 专辑 学生,1
TRAIN_SENT_ID_279253,陈泽迅,陈奕迅,陈泽迅 ， 香港 歌手 陈奕迅 的 哥哥 。,人物一  香港 歌手 人物二 哥哥,1
TRAIN_SENT_ID_279087,程英,黄药师,于 黄药师 、 一灯 、 黄蓉 、 郭襄 以及 一干 人前 ， 程英 一言不发 ， 援绳 溜 下谷 去 。,人物二  一灯  黄蓉  郭襄 一干 人前  人物一 一言不发  援绳 溜 下谷,1
TRAIN_SENT_ID_268916,司徒静,司徒剑南,司徒剑南 与 司徒静 四处寻找 ， 发现 文蔷 已 跳 崖 投江 ， 司徒剑南 亦 投江 殉情 。,人物二 人物一 四处寻找  发现 文蔷 跳 崖 投江  人物二 投江 殉情,1
TRAIN_SENT_ID_269735,尤尼卡,尤米娜,2 简介 : 吉瓦 ： 吉瓦 是 长期 居住 在 恶魔 漩涡 的 精灵 ， 曾经 对于 尤米娜 哥哥 尤尼卡 的 过去 有 一定 了解 。,简介  吉瓦  吉瓦 长期 居住 恶魔 漩涡 精灵  曾经 人物二 哥哥 人物一 过去 一定 了解,1
TRAIN_SENT_ID_275680,周厚安,周厚恩,周厚恩 ， 女 ， 1994 年 出生 ， 英文 名为 Anya ， 哥哥 是 周厚安 ， 著名 音乐 人 周华健 的 女儿 ， 在 台湾 就读 英国 学校 。,人物二  女   年 出生  英文 名为   哥哥 人物一  著名 音乐 周华健 女儿  台湾 就读 英国 学校,1
TRAIN_SENT_ID_268979,韩非,荀子,此时 ， 秦国 日益 强大 ， 并 向 天下 招募 人才 ， 李斯 投奔 了 秦国 ， 韩非 回到 韩国 ， 陈嚣 则 随 荀子 回到 赵国 。,秦国 日益 强大  天下 招募 人才  李斯 投奔 秦国  人物一 回到 韩国  陈嚣 人物二 回到 赵国,1
TRAIN_SENT_ID_275895,王子豪,王子杰,王子杰 演艺 经历 : 2011 年 ， 与 双胞胎 哥哥 王子豪 一同 参加 香港 TVB 《 超级 巨声 3 》 进入 十强 ， 并 获得 “ 最佳 巨声 组合 奖 ” 。,人物二 演艺 经历   年  双胞胎 哥哥 人物一 一同 参加 香港   超级 巨声   进入 十强  获得  最佳 巨声 组合 奖,1
TRAIN_SENT_ID_251897,曹薰铉,李昌镐,虽然 日本队 主帅 加藤 正夫 力克 曹薰铉 ， 但 还是 没能 闯过 最后 李昌镐 一关 。,日本队 主帅 加藤 正夫 力克 人物一  没能 闯过 最后 人物二 一关,1
TRAIN_SENT_ID_277287,黄文烨,黄文炳,这 黄文炳 有个 嫡亲 哥哥 ， 唤 做 黄文烨 ， 与 这文炳 是 一母 所 生二子 。,人物二 有个 嫡亲 哥哥  唤 做 人物一  这文炳 一母 生二子,1
TRAIN_SENT_ID_276030,华莲青,华罗庚,日本鬼子 杀 进 金坛 城前 ， 已经 嫁人 的 华莲青 用 木船 把 华家 一家子 人 接到 了 唐王 乡下 住 ， 使远 在 英国 学习 的 华罗庚 焦急 之心 安定 了 下来 。,日本鬼子 杀 进 金坛 城前  已经 嫁人 人物一 木船 华家 一家子 接到 唐王 乡下 住  使远 英国 学习 人物二 焦急 之心 安定 下来,1
TRAIN_SENT_ID_258118,叶志成,叶子轩,彼为 集团 执行 董事 叶志成 先生 之妹 及 叶子轩 先生 之 姊 。,彼为 集团 执行 董事 人物一 先生 之妹 人物二 先生 姊,1
TRAIN_SENT_ID_272471,李家杰,李家诚,李博士 为 李达 民 先生 及 冯 李焕 琼 女士 之 胞兄 、 李佩雯 小姐 、 李家杰 先生 及 李家诚 先生 之 父亲 及 李宁 先生 之 岳父 。,李博士 李达 民 先生 冯 李焕 琼 女士 胞兄  李佩雯 小姐  人物一 先生 人物二 先生 父亲 李宁 先生 岳父,1
TRAIN_SENT_ID_258161,刘星,夏雪,于是 在 假期 里 夏雪 当上 了 一名 图书 促销员 ， 刘星 和 夏雨拿 着 表叔 周正 的 头发 搞 拍卖会 ， 夏雪 几经 挫折 ， 最后 取得 了 成功 。,假期 里 人物二 当上 一名 图书 促销员  人物一 夏雨拿 表叔 周正 头发 搞 拍卖会  人物二 几经 挫折  最后 取得 成功,1
TRAIN_SENT_ID_269005,韩非,荀子,以 墨家 、 道家 以及 荀子 和 韩非 为 代表 的 朴素 唯物主义 哲学 对 科学 的 发展 有 较大 的 影响 。,墨家  道家 人物二 人物一 代表 朴素 唯物主义 哲学 科学 发展 较大 影响,1
TRAIN_SENT_ID_269737,尤尼卡,尤米娜,尤米娜 的 哥哥 ： 尤尼卡,人物二 哥哥  人物一,1
TRAIN_SENT_ID_269736,尤尼卡,尤米娜,吉 拉特 简介 : 吉瓦 ： 吉瓦 是 长期 居住 在 恶魔 漩涡 的 精灵 ， 曾经 对于 尤米娜 哥哥 尤尼卡 的 过去 有 一定 了解 。,吉 拉特 简介  吉瓦  吉瓦 长期 居住 恶魔 漩涡 精灵  曾经 人物二 哥哥 人物一 过去 一定 了解,1
TRAIN_SENT_ID_258127,刘星,夏雪,可 夏雪 接二连三 地 吃 了 闭门羹 ， 最后 不得不 论落 为 向 刘星 小雨 借钱 的 地步 ， 可 两个 弟弟 却 还 缠 着 她 买 这 买 那 。,人物二 接二连三 吃 闭门羹  最后 不得不 论落 人物一 小雨 借钱 地步  两个 弟弟 缠 买 买,1
TRAIN_SENT_ID_267583,骆赢,骆羽,被 追至 6 平后 ， 骆羽 / 骆赢 再度 发力 ， 稳住 局面 连取 4 分 ， 逐渐 拉开 分差 ， 以 21 - 18 追回 一局 。,追至  平后  人物二  人物一 再度 发力  稳住 局面 连取  分  逐渐 拉开 分差     追回 一局,1
TRAIN_SENT_ID_249114,皮皮鲁,鲁西西,比起 皮皮鲁 来说 ， 鲁西西 要 乖巧 许多 ， 但是 她 也 有 许多 惊奇 的 冒险 哦 ， 有些 还 背着 那个 古灵精怪 的 调皮 哥哥 偷偷地 进行 呢 。,比起 人物一  人物二 乖巧  惊奇 冒险  背着 古灵精怪 调皮 哥哥 偷偷地 进行,1
TRAIN_SENT_ID_271306,李思,李念,李思 ， 演员 李念 的 同父异母 的 哥哥 ， 2013 年 7 月 28 日晚 登上 《 非诚 勿扰 》 参加 节目 ， 而 被 人们 所 熟知 。,人物一  演员 人物二 同父异母 哥哥   年  月  日晚 登上  非诚 勿扰  参加 节目  熟知,1
TRAIN_SENT_ID_251858,曹薰铉,李昌镐,虽然 日本队 主将 加藤 正夫 力克 曹薰铉 ， 但 还是 没能 闯过 最后 李昌镐 一关 。,日本队 主将 加藤 正夫 力克 人物一  没能 闯过 最后 人物二 一关,1
TRAIN_SENT_ID_260947,杨露禅,陈长兴,昔日 杨露禅 从 陈长兴 习老架 而 成 杨 无敌 ； 武禹襄 从 陈清萍 习小架 而 技至 神化 之境 ， 即 是 明证 。,昔日 人物一 人物二 习老架 成 杨 无敌  武禹襄 陈清萍 习小架 技至 神化 之境  明证,1
TRAIN_SENT_ID_278009,严贡生,严监生,"《 严监生 和 严贡生 》 ： “ 知县 准 了 状子 , 发房 出 了 差 来到 严家 。 ”",人物二 人物一    知县 准 状子  发房 出 差 来到 严家,1
TRAIN_SENT_ID_256824,孙周,孙淳,孙淳 的 哥哥 孙周 是 导演 。,人物二 哥哥 人物一 导演,1
