,rule_id,rule,frequence,label
149,149,人物一/李逵/人物二,23,0
153,153,戴宗/人物一/李逵/人物二,23,0
196,196,人物一/人物二/遂,20,0
197,197,人物一/学/讴于/人物二,20,0
200,200,人物一/讴于/人物二,20,0
206,206,第五十三回/人物一/人物二,20,0
207,207,第五十三回/人物一/李逵/人物二,20,0
208,208,第五十三回/戴宗/人物一/人物二,20,0
209,209,第五十三回/戴宗/人物一/李逵/人物二,20,0
214,214,二取/人物一/人物二,19,0
215,215,二取/人物一/李逵/人物二,19,0
216,216,二取/人物一/李逵/独劈/人物二,19,0
217,217,二取/人物一/独劈/人物二,19,0
218,218,人物一/人物二/一起,19,0
219,219,人物一/人物二/便,19,0
221,221,人物一/人物二/未穷,19,0
222,222,人物一/人物二/未穷/辞,19,0
223,223,人物一/人物二/未穷/遂,19,0
224,224,人物一/人物二/未穷/遂/辞,19,0
225,225,人物一/人物二/未穷/青之技,19,0
226,226,人物一/人物二/未穷/青之技/辞,19,0
227,227,人物一/人物二/未穷/青之技/遂,19,0
228,228,人物一/人物二/未穷/青之技/遂/辞,19,0
229,229,人物一/人物二/辞,19,0
230,230,人物一/人物二/遂/辞,19,0
231,231,人物一/人物二/青之技,19,0
232,232,人物一/人物二/青之技/辞,19,0
233,233,人物一/人物二/青之技/遂,19,0
234,234,人物一/人物二/青之技/遂/辞,19,0
235,235,人物一/学/人物二/未穷,19,0
236,236,人物一/学/人物二/未穷/辞,19,0
237,237,人物一/学/人物二/未穷/遂,19,0
238,238,人物一/学/人物二/未穷/遂/辞,19,0
239,239,人物一/学/人物二/未穷/青之技,19,0
240,240,人物一/学/人物二/未穷/青之技/辞,19,0
241,241,人物一/学/人物二/未穷/青之技/遂,19,0
242,242,人物一/学/人物二/辞,19,0
243,243,人物一/学/人物二/遂,19,0
244,244,人物一/学/人物二/遂/辞,19,0
245,245,人物一/学/人物二/青之技,19,0
246,246,人物一/学/人物二/青之技/辞,19,0
247,247,人物一/学/人物二/青之技/遂,19,0
248,248,人物一/学/人物二/青之技/遂/辞,19,0
249,249,人物一/学习/人物二,19,0
251,251,人物一/李逵/独劈/人物二,19,0
252,252,人物一/独劈/人物二,19,0
263,263,戴宗/二取/人物一/人物二,19,0
264,264,戴宗/二取/人物一/李逵/人物二,19,0
265,265,戴宗/二取/人物一/李逵/独劈/人物二,19,0
266,266,戴宗/二取/人物一/独劈/人物二,19,0
267,267,戴宗/人物一/李逵/独劈/人物二,19,0
268,268,戴宗/人物一/独劈/人物二,19,0
279,279,人物一/人物二/未穷/自谓,18,0
280,280,人物一/人物二/未穷/自谓/辞,18,0
281,281,人物一/人物二/未穷/自谓/遂,18,0
282,282,人物一/人物二/未穷/自谓/遂/辞,18,0
283,283,人物一/人物二/未穷/青之技/自谓,18,0
284,284,人物一/人物二/未穷/青之技/自谓/辞,18,0
285,285,人物一/人物二/未穷/青之技/自谓/遂,18,0
286,286,人物一/人物二/自谓,18,0
287,287,人物一/人物二/自谓/辞,18,0
288,288,人物一/人物二/自谓/遂,18,0
289,289,人物一/人物二/自谓/遂/辞,18,0
290,290,人物一/人物二/青之技/自谓,18,0
291,291,人物一/人物二/青之技/自谓/辞,18,0
292,292,人物一/人物二/青之技/自谓/遂,18,0
293,293,人物一/人物二/青之技/自谓/遂/辞,18,0
298,298,人物一/学/人物二/未穷/自谓,18,0
299,299,人物一/学/人物二/未穷/自谓/辞,18,0
300,300,人物一/学/人物二/未穷/自谓/遂,18,0
301,301,人物一/学/人物二/未穷/青之技/自谓,18,0
302,302,人物一/学/人物二/自谓,18,0
303,303,人物一/学/人物二/自谓/辞,18,0
304,304,人物一/学/人物二/自谓/遂,18,0
305,305,人物一/学/人物二/自谓/遂/辞,18,0
306,306,人物一/学/人物二/青之技/自谓,18,0
307,307,人物一/学/人物二/青之技/自谓/辞,18,0
308,308,人物一/学/人物二/青之技/自谓/遂,18,0
310,310,人物二/人物一/便,18,0
311,311,人物二/人物一/好学,18,0
312,312,人物二/人物一/王,18,0
319,319,列子/人物一/人物二,18,0
320,320,明/人物一/人物二,18,0
321,321,水浒/戴宗/人物一/人物二,18,0
324,324,相声/人物一/人物二,18,0
