sent_id,sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_268427,,秦始皇,扶苏,是 秦始皇 第十八 子 ， 公子 扶苏 的 弟弟 ， 从中 车府 令 赵高 学习 狱法 。,人物一 第十八 子  公子 人物二 弟弟  从中 车府 令 赵高 学习 狱法,-1
TRAIN_SENT_ID_286814,,戴若男,戴天理,戴若男 ， 电视剧 《 打狗棍 》 中 角色 ， 热河人 ， 戴天理 和秀儿 的 亲生女儿 ， 从小 被 娇惯 。,人物一  电视剧  打狗棍  中 角色  热河人  人物二 和秀儿 亲生女儿  从小 娇惯,-1
TRAIN_SENT_ID_279156,,赵薇,黄有龙,作为 恒大 老板 的 许家印 与 阿里巴巴 老板 马云 抢 尽 了 风头 ， 不过 值得 关注 的 是 马云 好友 、 赵薇 老公 黄有龙 一同 现身 发布会 现场 。,恒大 老板 许家印 阿里巴巴 老板 马云 抢 风头  值得 关注 马云 好友  人物一 老公 人物二 一同 现身 发布会 现场,-1
TRAIN_SENT_ID_259245,,刘备,刘禅,李严 武将 点评 : 李严 是 蜀汉 的 忠臣 ， 刘备 在 白帝城 驾崩 时 ， 曾任 其 与 诸葛亮 同 为 托孤 大臣 ， 辅佐 刘禅 。,李严 武将 点评  李严 蜀汉 忠臣  人物一 白帝城 驾崩 时  曾任 诸葛亮 托孤 大臣  辅佐 人物二,-1
TRAIN_SENT_ID_268060,,樊梨花,薛丁山,樊龙 接到 苏凤 关于 程咬金 送 粮草 的 书信 ， 薛丁山 答应 去 接应 ， 他出 了 一个 好 主意 ， 樊梨花 派 人 拦 着 了 程咬金 ， 不料 却是 薛丁山 。,樊龙 接到 苏凤 程咬金 送 粮草 书信  人物二 答应 接应  他出 一个 主意  人物一 派 拦 程咬金  却是 人物二,-1
TRAIN_SENT_ID_258330,,张兆和,沈从文,黄侃 娶 了 自己 的 学生 ， 和 鲁迅 许广平 、 沈从文 张兆和 一样 ， 在 民国 学界 文坛 轰动一时 。,黄侃 娶 学生  鲁迅 许广平  人物二 人物一  民国 学界 文坛 轰动一时,-1
TRAIN_SENT_ID_286438,,毛甜懿,毛新宇,毛甜懿 ， 出 生于 2008 年 8 月 ， 毛新宇 、 刘滨 的 女儿 ， 毛泽东 的 曾孙女 ， 毛东东 的 妹妹 。,人物一  出 生于  年  月  人物二  刘滨 女儿  毛泽东 曾孙女  毛东东 妹妹,-1
TRAIN_SENT_ID_255753,,蒋介石,宋美龄,国共 内战 期间 ， 陈诚 胃出血 发作 ， 谭祥 哭求 宋美龄 ， 请 调回 陈诚 ， 蒋介石 派 名医 戚寿南 赴 沈阳 治疗 ， 并 批准 陈诚 辞职 。,国共 内战 期间  陈诚 胃出血 发作  谭祥 哭求 人物二  请 调回 陈诚  人物一 派 名医 戚寿南 赴 沈阳 治疗  批准 陈诚 辞职,-1
TRAIN_SENT_ID_270751,,梁萧,花晓霜,在 蚩尤 林 ， 梁萧 深中 五行 散 剧毒 ， 痛苦不堪 ， 而 仍然 不 受 威胁 放弃 柳莺莺 娶 花晓霜 可以 看出 梁萧 对 柳莺莺 也 却 有 真 情谊 。,蚩尤 林  人物一 深中 五行 散 剧毒  痛苦不堪  仍然 受 威胁 放弃 柳莺莺 娶 人物二 看出 人物一 柳莺莺 真 情谊,-1
TRAIN_SENT_ID_262827,,熊美玲,林秋离,（ 林琼珑 演唱 歌曲 ） : 歌曲 《 海鸥 的 天空 》 为 熊美玲 、 林秋离 合作 写歌 中 ， 唯一一 首先 有 歌词 后 有 曲 的 歌曲 ， 由 林琼珑 谱曲 并 演唱 。,林琼珑 演唱 歌曲   歌曲  海鸥 天空  人物一  人物二 合作 写歌 中  唯一一 歌词 曲 歌曲  林琼珑 谱曲 演唱,-1
TRAIN_SENT_ID_281476,,孙暠,孙静,孙坚 弟弟 孙静 的 曾孙 ， 孙暠 的 孙子 ， 孙绰 的 儿子 ， 孙 綝 的 弟弟 ， 孙恩 、 孙据 、 孙干 的 兄弟 。,孙坚 弟弟 人物二 曾孙  人物一 孙子  孙绰 儿子  孙 綝 弟弟  孙恩  孙据  孙干 兄弟,-1
TRAIN_SENT_ID_262059,,李纨,贾兰,最后 贾兰 加官 封爵 ， 李纨 也 受到 圣上 的 嘉奖 ， 给 了 紫 蟒 加身 （ 今嫌 紫 蟒长 ） 。,最后 人物二 加官 封爵  人物一 圣上 嘉奖  紫 蟒 加身  今嫌 紫 蟒长,-1
TRAIN_SENT_ID_260102,,齐良迟,齐白石,齐良迟 先生 说 ： “ 先父 齐白石 的 画 有 两大 特点 ， 一是 画 的 厚重 ， 二是 气派 大 ， 您 具备 了 这种 画风 。 ”,人物一 先生 说   先父 人物二 画 两大 特点  一是 画 厚重  二是 气派  具备 这种 画风,-1
TRAIN_SENT_ID_269030,,刘德华,朱丽倩,2000 年 ， 媒体 称 刘德华 和 朱丽倩 到 马来西亚 刁曼岛 度假 。,年  媒体 称 人物一 人物二 马来西亚 刁曼岛 度假,-1
TRAIN_SENT_ID_250217,,秦始皇,胡亥,秦始皇 去世 后 ， 秦二世 胡亥 继位 ， 又 在 始皇 刻石 后面 加刻 二世 诏书 和 从 臣 姓名 ， 内容 均 为 赞颂 秦始皇 的 统一 事业 。,人物一 去世  秦二世 人物二 继位  始皇 刻石 后面 加刻 二世 诏书 臣 姓名  内容 均 赞颂 人物一 统一 事业,-1
TRAIN_SENT_ID_268880,,夏雪,刘梅,谓 称 ： 叔叔 、 老夏 （ 通用 ） 、 夏东海 （ 刘梅 、 玛丽 用 ） 爸爸 、 爸 、 老爸 （ 夏雪 、 刘星 、 夏雨 用 ） 小哥 、 加 （ ga ） 菲猫 、 爸爸 （ 刘梅 用 ）,谓 称  叔叔  老夏  通用   夏东海  人物二  玛丽  爸爸  爸  老爸  人物一  刘星  夏雨  小哥  加    菲猫  爸爸  人物二,-1
TRAIN_SENT_ID_266822,,萧峰,萧远山,玄果 ： 少林寺 和尚 ， 萧峰 之 父 ， 即 萧远山,玄果  少林寺 和尚  人物一 父  人物二,-1
TRAIN_SENT_ID_286219,,南宫凝香,南宫问天,南宫凝香 角色 形象 : 南宫问天,人物一 角色 形象  人物二,-1
TRAIN_SENT_ID_278793,,任盈盈,任我行,于是 令孤冲 、 任盈盈 、 向问天 、 任我行 等 一同 去 找 东方不败 报仇 。,令孤冲  人物一  向问天  人物二 一同 找 东方不败 报仇,-1
TRAIN_SENT_ID_279048,,陈昊苏,陈毅,陈昊苏 子承父业 : 在 陈毅 兼任 外交部长 期间 ， 曾 陪同 周总理 多次 出国访问 。,人物一 子承父业  人物二 兼任 外交部长 期间  陪同 周总理 多次 出国访问,-1
TRAIN_SENT_ID_276483,,尤氏,贾珍,尤二姐 ， 《 红楼梦 》 中 的 人物 ， 贾珍 太太 ， 尤氏 继母 带来 的 女儿 。,尤二姐   红楼梦  中 人物  人物二 太太  人物一 继母 带来 女儿,-1
TRAIN_SENT_ID_282494,,单嘉筠,单士元,单嘉筠 在 先父 单士元 晚年 ， 受 教 多年 。,人物一 先父 人物二 晚年  受 教 多年,-1
TRAIN_SENT_ID_264093,,刘备,孙尚香,照影桥 名称 由 来 : 刘备 西征 入川 ， 孙尚香 被 骗回 东吴 ， 想 与 夫君 团聚 而 不可 得 。,照影桥 名称  人物一 西征 入川  人物二 骗回 东吴  想 夫君 团聚 不可,-1
TRAIN_SENT_ID_271595,,毛岸青,毛泽东,吴海棠 在 里面 饰演 毛泽东 家 的 孙嫂 ， 照顾 杨开慧 和 毛岸英 、 毛岸青 。,吴海棠 里面 饰演 人物二 家 孙嫂  照顾 杨开慧 毛岸英  人物一,-1
TRAIN_SENT_ID_278565,,岳灵珊,岳不群,由于 余沧海 的 一掌 有毒 ， 岳不群 要 带 岳灵珊 前去 解毒 ， 吩咐 林平之 同 令狐冲 先 去 华山派 。,余沧海 一掌 有毒  人物二 带 人物一 前去 解毒  吩咐 林平之 令狐冲 先 华山派,-1
TRAIN_SENT_ID_266809,,萧峰,萧远山,被 萧峰 之 父 萧远山 偷袭 ， 一 掌震得 五脏 剧裂 而亡 。,人物一 父 人物二 偷袭  掌震得 五脏 剧裂 而亡,-1
TRAIN_SENT_ID_274384,,钱学森,钱均夫,钱学森 之 父 钱均夫 与 蒋 方震 早年 在 杭州 求是 书院 ( 浙江大学 前身 ) 是 同窗好友 ， 两家 过从甚密 。,人物一 父 人物二 蒋 方震 早年 杭州 求是 书院  浙江大学 前身  同窗好友  两家 过从甚密,-1
