sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_274660,,傅敏,傅雷,心如 水晶 一般 透明 — — 傅敏 心中 目中 的 傅雷,心如 水晶 透明   人物一 心中 目中 人物二,-1
TRAIN_SENT_ID_273514,,殷素素,张翠山,对此 懵然 不知 的 武当 五侠 张翠山 与 殷素素 婚后 十年 方知 此事 ， 愧怒 之余 ， 自刎 于 群雄 面前 。,对此 懵然 不知 武当 五侠 人物二 人物一 婚后 十年 方知 此事  愧怒 之余  自刎 群雄 面前,1
TRAIN_SENT_ID_277670,,曾叔常,曾书书,诛 仙风 回峰 : 曾书书 ： 青云 门风 回峰 首座 曾叔常 独子 ， 性子 活泼 机灵 ， 喜欢 收集 奇珍异宝 。,诛 仙风 回峰  人物二  青云 门风 回峰 首座 人物一 独子  性子 活泼 机灵  喜欢 收集 奇珍异宝,-1
TRAIN_SENT_ID_264606,,纪晓芙,杨不悔,但是 ， 自古 男女授受不亲 ， 纪晓芙 如此 珍重 的 把 杨不悔 付托 给 张无忌 ， 是否 也 有 托付 其 终身 的 想法 在 其中 ， 不得而知 。,自古 男女授受不亲  人物一 珍重 人物二 付托 张无忌  是否 托付 终身 想法  不得而知,-1
TRAIN_SENT_ID_261548,,关兴,关羽,关羽 = 简雍 + 关索 + 关兴 ( 2 ),人物二  简雍  关索  人物一,-1
TRAIN_SENT_ID_265142,,尤二姐,贾琏,邢夫人 为了 维护 丈夫 的 颜面 ， 大骂 贾琏 ， 实际上 是 指桑骂槐 ， 等于 痛骂 了 尤二姐 。,邢夫人 维护 丈夫 颜面  大骂 人物二  实际上 指桑骂槐  等于 痛骂 人物一,1
TRAIN_SENT_ID_263236,,胡亥,秦始皇,少子 胡亥 想 去 巡游 ， 要求 跟 随着 ， 秦始皇 答应 了 他 。,少子 人物一 想 巡游  要求  人物二 答应,-1
TRAIN_SENT_ID_255367,,蓝齐儿,容妃,见 蓝齐儿 问起 母妃 ， 康熙 令 容妃 装扮 好 前来 相会 。,见 人物一 问起 母妃  康熙 令 人物二 装扮 前来 相会,-1
TRAIN_SENT_ID_266976,,关索,关羽,关羽 听 了 关索 这番话 ， 迟疑 不 信 。,人物二 听 人物一 这番话  迟疑 信,-1
TRAIN_SENT_ID_254362,,宋凝,沈岸,奈何 两 国 联姻 ， 国公 赐婚 黎国 敬武 公主 宋凝 ， 沈岸 自知 身系 两国 和平 ， 不敢 推辞 ， 然 心中 实为 不忿 。,奈何 两 国 联姻  国公 赐婚 黎国 敬武 公主 人物一  人物二 自知 身系 两国 和平  不敢 推辞  然 心中 实为 不忿,1
TRAIN_SENT_ID_265706,,贾环,贾政,先写 贾政 不满 于宝玉 精神 萎靡 ， 次 写 忠顺 府 索琪官 ， 接写 贾环 进 谗言 ， 终于 激怒 贾政 。,先写 人物二 不满 于宝玉 精神 萎靡  次 写 忠顺 府 索琪官  接写 人物一 进 谗言  终于 激怒 人物二,-1
TRAIN_SENT_ID_283869,,于海宁,范会香,虽然 范会香 已经 是 癌症 晚期 ， 但 于海宁 却 下定决心 ： 这辈子 一定 要 娶 她 为 妻 ！,人物二 已经 癌症 晚期  人物一 下定决心  这辈子 一定 娶 妻,1
TRAIN_SENT_ID_259079,,刘备,刘禅,雷杀 可以 响应 【 南蛮 入侵 】 ， 【 决斗 】 ， 也 可以 响应 刘备 或 刘禅 的 【 激将 】 等 。,雷杀 响应  南蛮 入侵    决斗   响应 人物一 人物二  激将,-1
TRAIN_SENT_ID_269771,,任我行,任盈盈,其后 ， 任我行 在 剿灭 五岳 剑 派 一役 中 ， 旧疾复发 ， 病故 ， 由 其 女 任盈盈 暂任 教主 。,其后  人物一 剿灭 五岳 剑 派 一役 中  旧疾复发  病故  女 人物二 暂任 教主,-1
TRAIN_SENT_ID_283043,,公孙敬声,公孙贺,太仆 ： 灌夫 、 公孙贺 、 公孙敬声,太仆  灌夫  人物二  人物一,-1
TRAIN_SENT_ID_254019,,李湘,王诗龄,胖乎乎 的 王诗龄 相当 惹人爱 ， 不过 李湘 却 透露 小 公主 已经 瘦 了 ， “ 没 让 她 减肥 ， 她 开始 长高 抽条 了 ， 所以 瘦 了 。 ”,胖乎乎 人物二 相当 惹人爱  人物一 透露 公主 已经 瘦   没 减肥  长高 抽条  瘦,-1
TRAIN_SENT_ID_285637,,高尧,刘春卉,高尧 、 刘春卉 大婚,人物一  人物二 大婚,1
TRAIN_SENT_ID_274704,,龙啸云,林诗音,林诗音 青梅竹马 的 恋人 、 未婚夫 ， 因 不忍 龙啸云 的 相思 之苦 而 放,人物二 青梅竹马 恋人  未婚夫  不忍 人物一 相思 之苦 放,1
TRAIN_SENT_ID_260888,,贾珍,贾蓉,大色空 十二 贾氏 : ： 贾敬 、 贾赦 、 贾政 、 贾宝玉 、 贾琏 、 贾珍 、 贾环 、 贾蓉 、 贾兰 、 贾芸 、 贾蔷 、 贾芹 。,大色空 十二 贾氏   贾敬  贾赦  贾政  贾宝玉  贾琏  人物一  贾环  人物二  贾兰  贾芸  贾蔷  贾芹,-1
TRAIN_SENT_ID_264293,,贾环,赵姨娘,按雨村 论气 的 图式 ， 赵姨娘 和 贾环 都 是 邪 派 人物 。,按雨村 论气 图式  人物二 人物一 邪 派 人物,-1
TRAIN_SENT_ID_261746,,苗人凤,苗若兰,此时 苗人凤 击败 杜希孟 等 后 赶到 ， 约 胡斐 决斗 ， 胡将 杜希孟 所 归还 的 遗物 交给 苗若兰 ， 随 苗人凤 而 去 。,人物一 击败 杜希孟 赶到  约 胡斐 决斗  胡将 杜希孟 归还 遗物 交给 人物二  人物一,-1
TRAIN_SENT_ID_261059,,岳不群,岳灵珊,"他成 了 岳灵珊 的 哥哥 , 令狐冲 的 师兄 , 当然 也 就 成 了 岳不群 的 儿子 。",他成 人物二 哥哥  令狐冲 师兄  成 人物一 儿子,-1
TRAIN_SENT_ID_254162,,邢夫人,贾赦,2 、 贾赦 — — 邢夫人 房中 ： 秋桐 费婆子 附 ： 邢岫烟 的 丫头 ： 篆儿,人物二   人物一 房中  秋桐 费婆子 附  邢岫烟 丫头  篆儿,1
TRAIN_SENT_ID_253920,,况天涯,马小玲,出现 个体 ： 况天涯 、 马小玲 。,出现 个体  人物一  人物二,-1
TRAIN_SENT_ID_260882,,贾珍,贾蓉,也 就是 在 第二十九回 清虚观 打醮 一节 ， 贾珍 因为 贾蓉 躲懒 而 收拾 他 的 一段 ：,第二十九回 清虚观 打醮 一节  人物一 人物二 躲懒 收拾 一段,-1
TRAIN_SENT_ID_258070,,周海婴,鲁迅,周海婴 ： 我 想要 做 的 就是 恢复 鲁迅 原来 的 真 面貌,人物一  想要 做 恢复 人物二 原来 真 面貌,-1
TRAIN_SENT_ID_282993,,李永,王德妃,鲁王 → 皇太子 → 庄恪 太子 李永 ， 王德妃 所 生 。,鲁王 → 皇太子 → 庄恪 太子 人物一  人物二 生,-1
TRAIN_SENT_ID_253515,,祝彪,扈三娘,扈家庄 比武招亲 ， 扈三娘 与 祝家庄 祝彪 一见钟情 ， 定下 婚约 。,扈家庄 比武招亲  人物二 祝家庄 人物一 一见钟情  定下 婚约,1
TRAIN_SENT_ID_256089,,蒋介石,宋美龄,二 、 蒋介石 向 宋美龄 求婚 的 历程,二  人物一 人物二 求婚 历程,1
TRAIN_SENT_ID_260897,,贾珍,贾蓉,这 就 告诉 我们 ， 尤三姐 不止 与 贾珍 有私 ， 而且 与 贾蓉 的 关系 也 是 不干不净 的 。,告诉  尤三姐 不止 人物一 有私  人物二 关系 不干不净,-1
TRAIN_SENT_ID_250216,,秦始皇,胡亥,胡亥 即位 后 ， 即 下令 将 秦始皇 后 宫中 没有 子女 的 妃子 都 要 去 陪葬 ， 就 这样 ， 很多 的 妃子 都 被 活埋 了 。,人物二 即位  下令 人物一 宫中 没有 子女 妃子 陪葬   很多 妃子 活埋,-1
TRAIN_SENT_ID_276756,,丁夫人,曹操,某次 ， 面对 丁夫人 再次 的 指责 ， 一怒之下 ， 曹操 责令 将 其 送回 娘家 。,某次  面对 人物一 再次 指责  一怒之下  人物二 责令 送回 娘家,1
TRAIN_SENT_ID_271672,,陆乘风,陆冠英,关海山 （ 陆乘风 ） ， 惠天赐 （ 陆冠英 ）,关海山  人物一   惠天赐  人物二,-1
TRAIN_SENT_ID_263249,,胡亥,秦始皇,班固 ： “ 俗传 秦始皇 起 罪恶 ， 胡亥 极 ， 得 其理 矣 。 ”,班固   俗传 人物二 罪恶  人物一 极  其理,-1
TRAIN_SENT_ID_264080,,刘备,孙尚香,吴国太 得知 后 大喜 ， 命 孙权 立即 为 刘备 和 孙尚香 举办 婚事 。,吴国太 得知 大喜  命 孙权 立即 人物一 人物二 举办 婚事,1
TRAIN_SENT_ID_275716,,贾午,贾谧,贾午 政变 被 杀 : 贾南风 杀害 司马遹 后 ， 赵 王司马伦 借此 名义 发动 政变 ， 引兵 入宫 ， 先杀 贾谧 ， 再遣 齐王 司马冏 前往 废后 。,人物一 政变 杀  贾南风 杀害 司马遹  赵 王司马伦 借此 名义 发动 政变  引兵 入宫  先杀 人物二  再遣 齐王 司马冏 前往 废后,-1
TRAIN_SENT_ID_265260,,贾琏,贾赦,第十六回 ： “ 贾政 不 惯于 俗务 ， 只 凭 贾赦 ， 贾珍 ， 贾琏 ， 赖大 ， 来升 ， 林之孝 ， 吴新登 ， 詹光 ， 程日兴 等 几人 安插 摆布 。 ”,第十六回   贾政 惯于 俗务  人物二  贾珍  人物一  赖大  来升  林之孝  吴新登  詹光  程日兴 几人 安插 摆布,-1
TRAIN_SENT_ID_251096,,尤三姐,柳湘莲,后 柳湘莲 闻知 尤三姐 住 宁国府 ， 疑其 清白 ， 欲 退婚 。,人物二 闻知 人物一 住 宁国府  疑其 清白  欲 退婚,1
TRAIN_SENT_ID_265686,,贾环,贾政,贾政 本要 拿 贾环 出气 ， 贾环 却 趁机 说出 金钏 跳井 之 事 ， 谎称 金钏 是 因 宝玉 意图 强奸 而 自尽 。,人物二 本要 人物一 出气  人物一 趁机 说出 金钏 跳井 事  谎称 金钏 宝玉 意图 强奸 自尽,-1
TRAIN_SENT_ID_260865,,贾珍,贾蓉,贾府 “ 凡 从 文旁 之 名者 ， 贾敬 为首 ； 下则 从玉者 ， 贾珍 为首 ； 再 下 从 草头 者 ， 贾蓉 为首 ” 。,贾府  文旁 名者  贾敬 为首  下则 从玉者  人物一 为首  草头  人物二 为首,-1
TRAIN_SENT_ID_251807,,贾珠,贾兰,4.2 . 贾珠 配 李纨 ， 生 贾兰 。,人物一 配 李纨  生 人物二,-1
TRAIN_SENT_ID_262569,,扶苏,秦始皇,秦始皇 闻讯 勃然大怒 扶苏 与 秦始皇 ， 于是 命令 御史 逮捕 并 审问 所有 的 儒生 。,人物二 闻讯 勃然大怒 人物一 人物二  命令 御史 逮捕 审问 儒生,-1
TRAIN_SENT_ID_262479,,扶苏,秦始皇,《 秦始皇 》 扮演 小 扶苏,人物二  扮演 人物一,-1
TRAIN_SENT_ID_268162,,樊梨花,薛丁山,皮影戏 《 薛丁山 与 樊梨花 》 苦尽甘来 终 悔悟 ， 身遭 磨难 思 娇妻 。,皮影戏  人物二 人物一  苦尽甘来 终 悔悟  身遭 磨难 思 娇妻,1
TRAIN_SENT_ID_258276,,陈建斌,蒋勤勤,7 、 陈建斌 和 蒋勤勤 的 麦穗 婚戒,人物一 人物二 麦穗 婚戒,1
TRAIN_SENT_ID_266888,,谢培东,谢木兰,方孟敖 离开 ， 谢木兰 意欲 撮合 方孟敖 和 何孝钰 不成 ， 反 被 谢培东 训斥 。,方孟敖 离开  人物二 意欲 撮合 方孟敖 何孝钰  反 人物一 训斥,-1
TRAIN_SENT_ID_283434,,张月亮,张铁林,（ 第六名 ） 张铁林 张月亮,第六名  人物二 人物一,-1
TRAIN_SENT_ID_271669,,陆乘风,陆冠英,曹达华 （ 陆乘风 ） ， 张鸿昌 （ 陆冠英 ）,曹达华  人物一   张鸿昌  人物二,-1
