,rule_id,rule,frequence,label
155,155,人物二/人物一/学生,22,0
188,188,人物一/人物二/妹妹,20,0
189,189,人物一/人物二/蓝采和,20,0
192,192,人物二/家语/人物一,20,0
193,193,八仙/人物一/人物二/何仙姑,20,0
194,194,八仙/何仙姑/人物一/人物二,20,0
195,195,八仙/张果老/何仙姑/人物一/人物二,20,0
196,196,经历/人物一/人物二,20,0
197,197,蓝采和/人物一/人物二,20,0
200,200,人物一/学习/人物二,19,0
201,201,人物一/张果老/人物二,19,0
202,202,人物一/曹国舅/人物二,19,0
203,203,人物一/经历/人物二,19,0
204,204,人物一/蓝采和/人物二/曹国舅,19,0
205,205,人物二/人物一/发/弟弟,19,0
206,206,人物二/人物一/子路,19,0
207,207,人物二/人物一/家书,19,0
208,208,人物二/人物一/王姬/发/弟弟,19,0
209,209,人物二/人物一/王姬/弟弟,19,0
210,210,人物二/写给/人物一/家书,19,0
211,211,人物二/子贡/人物一,19,0
212,212,人物二/昌/人物一/发/弟弟,19,0
213,213,人物二/昌/人物一/弟弟,19,0
214,214,人物二/昌/人物一/王姬/发/弟弟,19,0
215,215,人物二/昌/人物一/王姬/弟弟,19,0
216,216,人物二/王/人物一,19,0
217,217,人物二/王姬/人物一/发/弟弟,19,0
218,218,人物二/王姬/人物一/弟弟,19,0
219,219,人物二/王姬/人物一/王姬/发/弟弟,19,0
220,220,人物二/王姬/人物一/王姬/弟弟,19,0
221,221,人物二/王姬/昌/人物一/发/弟弟,19,0
222,222,人物二/王姬/昌/人物一/弟弟,19,0
223,223,人物二/王姬/昌/人物一/王姬/弟弟,19,0
224,224,八仙/何仙姑/人物一/人物二/曹国舅,19,0
225,225,八仙/张果老/何仙姑/人物一/人物二/曹国舅,19,0
226,226,后来/人物一/人物二,19,0
227,227,说/人物二/人物一,19,0
228,228,钟离/张果老/人物一/人物二/曹国舅,19,0
229,229,铁拐李/张果老/何仙姑/人物一/人物二,19,0
230,230,铁拐李/张果老/何仙姑/人物一/人物二/曹国舅,19,0
231,231,人物一/人物/人物一/人物二,18,0
233,233,人物一/师父/人物二,18,0
234,234,人物二/人物一/合作,18,0
235,235,人物二/人物一/好学,18,0
236,236,人物二/人物一/子贡,18,0
237,237,人物二/子/人物一/发/弟弟,18,0
238,238,人物二/子/人物一/弟弟,18,0
239,239,人物二/子/人物一/王姬/发/弟弟,18,0
240,240,人物二/子/人物一/王姬/弟弟,18,0
241,241,人物二/昌/子/人物一/发/弟弟,18,0
242,242,人物二/昌/子/人物一/弟弟,18,0
243,243,人物二/昌/子/人物一/王姬/弟弟,18,0
244,244,人物二/王姬/子/人物一/发/弟弟,18,0
245,245,人物二/王姬/子/人物一/弟弟,18,0
246,246,人物二/王姬/子/人物一/王姬/弟弟,18,0
247,247,人物二/王姬/昌/子/人物一/弟弟,18,0
248,248,八仙/铁拐李/何仙姑/人物一/人物二,18,0
249,249,八仙/铁拐李/何仙姑/人物一/人物二/曹国舅,18,0
250,250,八仙/铁拐李/张果老/人物一/人物二,18,0
251,251,八仙/铁拐李/张果老/人物一/人物二/曹国舅,18,0
252,252,汉/何仙姑/人物一/人物二,18,0
253,253,汉/张果老/人物一/人物二,18,0
254,254,汉/钟离/何仙姑/人物一/人物二,18,0
255,255,汉/钟离/张果老/人物一/人物二,18,0
257,257,译文/人物一/人物二,18,0
258,258,钟离/何仙姑/人物一/人物二,18,0
259,259,铁拐李/蓝采和/人物一/人物二,18,0
260,260,钟离/人物一/人物二/何仙姑,17,0
261,261,钟离/何仙姑/人物一/人物二/曹国舅,17,0
262,262,铁拐李/汉/何仙姑/人物一/人物二,17,0
263,263,铁拐李/汉/钟离/何仙姑/人物一/人物二,17,0
264,264,铁拐李/钟离/何仙姑/人物一/人物二,17,0
