,rule_id,rule,frequence,label
50,50,人物二/人物一/发,37,0
57,57,人物二/人物一/王姬/发,36,0
58,58,八仙/铁拐李/人物一/人物二,36,0
60,60,人物二/昌/人物一/发,35,0
61,61,人物二/昌/人物一/王姬/发,35,0
62,62,人物二/王姬/人物一/发,35,0
63,63,人物二/王姬/人物一/王姬/发,35,0
64,64,人物二/王姬/昌/人物一/发,35,0
65,65,人物二/王姬/昌/人物一/王姬/发,35,0
70,70,人物二/人物一/弟弟,33,0
88,88,中国/人物二/人物一,29,0
93,93,八仙/铁拐李/人物一/人物二/曹国舅,29,0
95,95,人物一/鲁国/人物二,28,0
96,96,人物二/子/人物一/王姬,28,0
97,97,人物二/昌/子/人物一,28,0
98,98,人物二/昌/子/人物一/王姬,28,0
99,99,人物二/王姬/子/人物一,28,0
100,100,人物二/王姬/子/人物一/王姬,28,0
101,101,人物二/王姬/昌/子/人物一,28,0
102,102,人物二/王姬/昌/子/人物一/王姬,28,0
103,103,年/月/人物一/人物二,28,0
111,111,何仙姑/人物一/人物二,26,0
112,112,八仙/汉/人物一/人物二/曹国舅,26,0
113,113,八仙/汉/钟离/人物一/人物二/曹国舅,26,0
114,114,八仙/铁拐李/汉/人物一/人物二,26,0
115,115,八仙/铁拐李/汉/钟离/人物一/人物二,26,0
116,116,八仙/铁拐李/钟离/人物一/人物二,26,0
124,124,人物二/子/人物一/发,25,0
125,125,人物二/子/人物一/王姬/发,25,0
126,126,人物二/昌/子/人物一/发,25,0
127,127,人物二/昌/子/人物一/王姬/发,25,0
128,128,人物二/王姬/子/人物一/发,25,0
129,129,人物二/王姬/子/人物一/王姬/发,25,0
130,130,人物二/王姬/昌/子/人物一/发,25,0
131,131,张果老/何仙姑/人物一/人物二,25,0
134,134,钟离/张果老/人物一/人物二,25,0
135,135,铁拐李/张果老/人物一/人物二,25,0
136,136,铁拐李/张果老/人物一/人物二/曹国舅,25,0
138,138,人物一/人物二/先生,24,0
139,139,人物一/人物二/哥哥,24,0
140,140,人物一/季路/人物二,24,0
141,141,人物二/哥哥/人物一,24,0
142,142,何仙姑/人物一/人物二/曹国舅,24,0
143,143,张果老/何仙姑/人物一/人物二/曹国舅,24,0
146,146,蓝采和/人物一/人物二,24,0
148,148,人物一/字/季路/人物二,23,0
153,153,人物二/子贡/人物一,23,0
154,154,八仙/何仙姑/人物一/人物二,23,0
155,155,八仙/张果老/何仙姑/人物一/人物二,23,0
156,156,日/人物一/人物二,23,0
157,157,月/日/人物一/人物二,23,0
158,158,铁拐李/何仙姑/人物一/人物二,23,0
159,159,八仙/何仙姑/人物一/人物二/曹国舅,22,0
160,160,八仙/张果老/何仙姑/人物一/人物二/曹国舅,22,0
161,161,八仙/铁拐李/张果老/人物一/人物二,22,0
162,162,八仙/铁拐李/张果老/人物一/人物二/曹国舅,22,0
163,163,八仙/铁拐李/汉/人物一/人物二/曹国舅,22,0
164,164,八仙/铁拐李/钟离/人物一/人物二/曹国舅,22,0
165,165,钟离/张果老/人物一/人物二/曹国舅,22,0
166,166,铁拐李/何仙姑/人物一/人物二/曹国舅,22,0
167,167,铁拐李/张果老/何仙姑/人物一/人物二,22,0
168,168,铁拐李/张果老/何仙姑/人物一/人物二/曹国舅,22,0
