,rule_id,rule,frequence,label
484,484,小说/人物一/人物二,14,0
647,647,两个/人物二/人物一,13,0
648,648,人物一/之子/人物二,13,0
649,649,人物一/人物二/人物二/告辞,13,0
650,650,人物一/人物二/便,13,0
651,651,人物一/人物二/勇敢,13,0
652,652,人物一/人物二/双胞胎,13,0
653,653,人物一/人物二/唱歌/人物二,13,0
654,654,人物一/人物二/唱歌/人物二/告辞,13,0
655,655,人物一/人物二/唱歌/告辞,13,0
656,656,人物一/人物二/回,13,0
657,657,人物一/人物二/女儿,13,0
659,659,人物一/人物二/张果老,13,0
660,660,人物一/人物二/德行,13,0
661,661,人物一/人物二/故事,13,0
662,662,人物一/人物二/未穷,13,0
663,663,人物一/人物二/未穷/辞,13,0
664,664,人物一/人物二/未穷/遂,13,0
665,665,人物一/人物二/未穷/遂/辞,13,0
666,666,人物一/人物二/未穷/青之技,13,0
667,667,人物一/人物二/未穷/青之技/辞,13,0
668,668,人物一/人物二/未穷/青之技/遂,13,0
669,669,人物一/人物二/未穷/青之技/遂/辞,13,0
670,670,人物一/人物二/没有/人物二,13,0
671,671,人物一/人物二/辞,13,0
672,672,人物一/人物二/遂/辞,13,0
673,673,人物一/人物二/青之技,13,0
674,674,人物一/人物二/青之技/辞,13,0
675,675,人物一/人物二/青之技/遂,13,0
676,676,人物一/人物二/青之技/遂/辞,13,0
677,677,人物一/何仙姑/人物二/曹国舅,13,0
678,678,人物一/便/人物二,13,0
679,679,人物一/儿子/人物二,13,0
680,680,人物一/唱歌/人物二/告辞,13,0
681,681,人物一/子路/季路/鲁国/人物二,13,0
682,682,人物一/字/子路/季路/鲁国/人物二,13,0
683,683,人物一/字/季路/鲁国/人物二,13,0
684,684,人物一/季路/鲁国/人物二,13,0
685,685,人物一/学/人物二/未穷,13,0
686,686,人物一/学/人物二/未穷/辞,13,0
687,687,人物一/学/人物二/未穷/遂,13,0
688,688,人物一/学/人物二/未穷/遂/辞,13,0
689,689,人物一/学/人物二/未穷/青之技,13,0
690,690,人物一/学/人物二/未穷/青之技/辞,13,0
691,691,人物一/学/人物二/未穷/青之技/遂,13,0
692,692,人物一/学/人物二/辞,13,0
693,693,人物一/学/人物二/遂,13,0
694,694,人物一/学/人物二/遂/辞,13,0
695,695,人物一/学/人物二/青之技,13,0
696,696,人物一/学/人物二/青之技/辞,13,0
697,697,人物一/学/人物二/青之技/遂,13,0
698,698,人物一/学/人物二/青之技/遂/辞,13,0
699,699,人物一/岁/人物二,13,0
700,700,人物一/年/人物二/为师,13,0
701,701,人物一/年/人物二/弟子,13,0
702,702,人物一/年/拜/人物二/为师,13,0
703,703,人物一/老师/人物二,13,0
704,704,人物二/人物/人物二/人物一,13,0
705,705,人物二/人物一/三,13,0
706,706,人物二/人物一/做,13,0
707,707,人物二/人物一/始祖,13,0
708,708,人物二/人物一/成,13,0
709,709,人物二/人物一/问,13,0
710,710,人物二/人物一/音乐,13,0
711,711,人物二/介绍/人物一,13,0
712,712,人物二/同治/人物一/家书,13,0
713,713,人物二/同治/写给/人物一/家书,13,0
714,714,人物二/咸丰/人物一,13,0
715,715,人物二/咸丰/人物一/家书,13,0
716,716,人物二/咸丰/写给/人物一,13,0
717,717,人物二/咸丰/写给/人物一/家书,13,0
718,718,人物二/回答/人物一,13,0
719,719,人物二/岁/人物一,13,0
720,720,人物二/曰/人物一,13,0
721,721,人物二/王和/人物一,13,0
722,722,人物二/经历/人物一,13,0
723,723,介绍/人物一/人物二,13,0
724,724,何仙姑/蓝采和/人物一/人物二/曹国舅,13,0
725,725,八仙/何仙姑/蓝采和/人物一/人物二,13,0
726,726,八仙/张果老/何仙姑/蓝采和/人物一/人物二,13,0
727,727,八仙/铁拐李/张果老/蓝采和/人物一/人物二,13,0
728,728,年/人物二/人物一/人物二,13,0
729,729,张果老/何仙姑/蓝采和/人物一/人物二/曹国舅,13,0
730,730,汉/人物一/人物二/何仙姑,13,0
731,731,汉/何仙姑/蓝采和/人物一/人物二,13,0
732,732,汉/何仙姑/蓝采和/人物一/人物二/曹国舅,13,0
740,740,汉/人物一/蓝采和/人物二,12,0
741,741,汉/张果老/何仙姑/蓝采和/人物一/人物二,12,0
742,742,汉/钟离/人物一/蓝采和/人物二,12,0
743,743,相声/人物一/赵炎/人物二,12,0
744,744,译文/人物一/人物二/人物二,12,0
745,745,郑渊洁/人物二/人物一,12,0
746,746,钟离/张果老/何仙姑/蓝采和/人物一/人物二,12,0
747,747,铁拐李/人物一/何仙姑/人物二,12,0
748,748,铁拐李/人物一/蓝采和/人物二/曹国舅,12,0
