,rule_id,rule,frequence,label
56,56,张果老/人物一/人物二/曹国舅,37,0
69,69,八仙/张果老/人物一/人物二,34,0
70,70,人物一/人物二/何仙姑,33,0
81,81,人物一/人物二/得意/弟子,32,0
84,84,八仙/张果老/人物一/人物二/曹国舅,32,0
85,85,八仙/汉/人物一/人物二,32,0
86,86,八仙/汉/钟离/人物一/人物二,32,0
88,88,八仙/铁拐李/人物一/人物二/曹国舅,31,0
93,93,人物二/人物/人物一,30,0
95,95,人物二/写给/人物一,29,0
96,96,八仙/汉/人物一/人物二/曹国舅,29,0
97,97,八仙/汉/钟离/人物一/人物二/曹国舅,29,0
98,98,八仙/钟离/人物一/人物二/曹国舅,29,0
99,99,弟子/人物一/人物二,29,0
100,100,人物一/人物二/哥哥,28,0
102,102,人物一/鲁国/人物二,28,0
105,105,八仙/铁拐李/汉/人物一/人物二,28,0
106,106,八仙/铁拐李/汉/钟离/人物一/人物二,28,0
107,107,八仙/铁拐李/钟离/人物一/人物二,28,0
111,111,人物二/人物一/家书,27,0
114,114,钟离/张果老/人物一/人物二,27,0
117,117,人物一/蓝采和/人物二,26,0
118,118,人物二/写给/人物一/家书,26,0
119,119,何仙姑/人物一/人物二,26,0
120,120,张果老/何仙姑/人物一/人物二,26,0
122,122,人物一/人物二/中国,25,0
123,123,人物二/人物一/时,25,0
124,124,何仙姑/人物一/人物二/曹国舅,25,0
125,125,八仙/铁拐李/汉/人物一/人物二/曹国舅,25,0
126,126,八仙/铁拐李/钟离/人物一/人物二/曹国舅,25,0
127,127,年/月/人物一/人物二,25,0
128,128,张果老/何仙姑/人物一/人物二/曹国舅,25,0
129,129,经历/人物二/人物一,25,0
130,130,铁拐李/张果老/人物一/人物二,25,0
131,131,铁拐李/张果老/人物一/人物二/曹国舅,25,0
132,132,人物一/人物二/一个,24,0
134,134,人物一/人物二/老师,24,0
135,135,八仙/何仙姑/人物一/人物二,24,0
136,136,八仙/张果老/何仙姑/人物一/人物二,24,0
137,137,汉/张果老/人物一/人物二,24,0
138,138,汉/钟离/张果老/人物一/人物二,24,0
140,140,蓝采和/人物一/人物二,24,0
141,141,钟离/张果老/人物一/人物二/曹国舅,24,0
142,142,中国/人物二/人物一,23,0
143,143,人物二/人物一/学生,23,0
144,144,人物二/人物一/成为,23,0
146,146,八仙/何仙姑/人物一/人物二/曹国舅,23,0
147,147,八仙/张果老/何仙姑/人物一/人物二/曹国舅,23,0
148,148,汉/张果老/人物一/人物二/曹国舅,23,0
149,149,汉/钟离/张果老/人物一/人物二/曹国舅,23,0
150,150,铁拐李/何仙姑/人物一/人物二,23,0
151,151,铁拐李/何仙姑/人物一/人物二/曹国舅,23,0
152,152,日/人物一/人物二,22,0
153,153,月/日/人物一/人物二,22,0
154,154,汉/何仙姑/人物一/人物二,22,0
155,155,汉/何仙姑/人物一/人物二/曹国舅,22,0
156,156,汉/钟离/何仙姑/人物一/人物二,22,0
157,157,汉/钟离/何仙姑/人物一/人物二/曹国舅,22,0
158,158,蓝采和/人物一/人物二/曹国舅,22,0
159,159,钟离/何仙姑/人物一/人物二,22,0
160,160,钟离/何仙姑/人物一/人物二/曹国舅,22,0
161,161,铁拐李/张果老/何仙姑/人物一/人物二,22,0
162,162,铁拐李/张果老/何仙姑/人物一/人物二/曹国舅,22,0
