rule_id,rule,pattern,frequence,original_label
0,年/人物二/人物一,.*年.*人物二.*人物一.*,63,0
1,年/人物一/人物二,.*年.*人物一.*人物二.*,55,0
2,月/人物一/人物二,.*月.*人物一.*人物二.*,35,1
3,人物一/人物二/结婚,.*人物一.*人物二.*结婚.*,31,1
4,人物二/妻子/人物一,.*人物二.*妻子.*人物一.*,31,1
5,年/月/人物一/人物二,.*年.*月.*人物一.*人物二.*,31,1
6,人物一/年/人物二,.*人物一.*年.*人物二.*,26,0
7,人物二/夫人/人物一,.*人物二.*夫人.*人物一.*,24,1
8,月/人物二/人物一,.*月.*人物二.*人物一.*,24,1
9,人物一/人物二/年,.*人物一.*人物二.*年.*,22,0
10,人物二/儿子/人物一,.*人物二.*儿子.*人物一.*,22,-1
11,人物一/人物/人物二,.*人物一.*人物.*人物二.*,21,0
12,年/月/人物二/人物一,.*年.*月.*人物二.*人物一.*,21,0
13,日/人物一/人物二,.*日.*人物一.*人物二.*,21,1
14,人物一/人物二/之子,.*人物一.*人物二.*之子.*,20,-1
15,月/日/人物一/人物二,.*月.*日.*人物一.*人物二.*,20,0
16,人物一/父亲/人物二,.*人物一.*父亲.*人物二.*,19,-1
17,人物一/人物二/儿子,.*人物一.*人物二.*儿子.*,18,0
18,人物一/妻子/人物二,.*人物一.*妻子.*人物二.*,18,1
19,人物二/年/人物一,.*人物二.*年.*人物一.*,18,0
20,年/日/人物一/人物二,.*年.*日.*人物一.*人物二.*,18,1
21,年/月/日/人物一/人物二,.*年.*月.*日.*人物一.*人物二.*,18,1
22,日/人物二/人物一,.*日.*人物二.*人物一.*,18,1
23,月/日/人物二/人物一,.*月.*日.*人物二.*人物一.*,18,1
24,人物一/夫人/人物二,.*人物一.*夫人.*人物二.*,16,1
25,年/日/人物二/人物一,.*年.*日.*人物二.*人物一.*,16,1
26,年/月/日/人物二/人物一,.*年.*月.*日.*人物二.*人物一.*,16,1
27,人物二/之子/人物一,.*人物二.*之子.*人物一.*,15,-1
28,人物二/长子/人物一,.*人物二.*长子.*人物一.*,15,-1
29,人物/人物一/人物二,.*人物.*人物一.*人物二.*,14,0
30,人物二/娶/人物一,.*人物二.*娶.*人物一.*,14,1
31,中/人物一/人物二,.*中.*人物一.*人物二.*,13,0
32,人物/人物二/人物一,.*人物.*人物二.*人物一.*,13,0
33,人物一/人物二/女儿,.*人物一.*人物二.*女儿.*,13,-1
34,人物一/人物二/子,.*人物一.*人物二.*子.*,13,-1
35,人物二/丈夫/人物一,.*人物二.*丈夫.*人物一.*,13,1
36,人物二/人物一/年,.*人物二.*人物一.*年.*,13,0
37,人物二/人物一/结婚,.*人物二.*人物一.*结婚.*,13,1
38,人物二/女儿/人物一,.*人物二.*女儿.*人物一.*,13,-1
39,年/人物一/人物二/结婚,.*年.*人物一.*人物二.*结婚.*,13,1
40,中/人物二/人物一,.*中.*人物二.*人物一.*,12,0
41,人物一/人物二/之妻,.*人物一.*人物二.*之妻.*,12,1
42,人物一/人物二/妻子,.*人物一.*人物二.*妻子.*,12,1
43,人物一/人物二/离婚,.*人物一.*人物二.*离婚.*,12,1
44,人物二/人物一/妻子,.*人物二.*人物一.*妻子.*,12,1
45,人物二/月/人物一,.*人物二.*月.*人物一.*,12,0
46,人物一/丈夫/人物二,.*人物一.*丈夫.*人物二.*,11,1
47,人物一/中/人物二,.*人物一.*中.*人物二.*,11,0
48,人物一/儿子/人物二,.*人物一.*儿子.*人物二.*,11,-1
49,人物一/女儿/人物二,.*人物一.*女儿.*人物二.*,11,-1
50,人物二/人物一/之子,.*人物二.*人物一.*之子.*,11,-1
51,人物二/人物一/儿子,.*人物二.*人物一.*儿子.*,11,0
52,人物二/人物一/女儿,.*人物二.*人物一.*女儿.*,11,0
53,人物二/时/人物一,.*人物二.*时.*人物一.*,11,0
54,生活/人物一/人物二,.*生活.*人物一.*人物二.*,11,1
55,个人/人物一/人物二,.*个人.*人物一.*人物二.*,10,1
56,人物一/人物二/中,.*人物一.*人物二.*中.*,10,0
57,人物一/时/人物二,.*人物一.*时.*人物二.*,10,-1
58,人物一/月/人物二,.*人物一.*月.*人物二.*,10,-1
59,人物二/中/人物一,.*人物二.*中.*人物一.*,10,-1
60,人物二/人物一/夫妻,.*人物二.*人物一.*夫妻.*,10,1
61,人物二/子/人物一,.*人物二.*子.*人物一.*,10,-1
62,人物二/母亲/人物一,.*人物二.*母亲.*人物一.*,10,-1
63,人物二/生/人物一,.*人物二.*生.*人物一.*,10,-1
64,个人/生活/人物一/人物二,.*个人.*生活.*人物一.*人物二.*,9,1
65,人物一/人物二/两人,.*人物一.*人物二.*两人.*,9,1
66,人物一/人物二/婚礼,.*人物一.*人物二.*婚礼.*,9,1
67,人物一/人物二/月,.*人物一.*人物二.*月.*,9,0
68,人物一/年/月/人物二,.*人物一.*年.*月.*人物二.*,9,-1
69,人物二/人物/人物一,.*人物二.*人物.*人物一.*,9,0
70,人物二/人物一/两人,.*人物二.*人物一.*两人.*,9,1
71,人物二/人物一/中,.*人物二.*人物一.*中.*,9,0
72,人物二/人物一/为妻,.*人物二.*人物一.*为妻.*,9,1
73,人物二/人物一/父子,.*人物二.*人物一.*父子.*,9,-1
74,人物二/年/月/人物一,.*人物二.*年.*月.*人物一.*,9,-1
75,人物二/结婚/人物一,.*人物二.*结婚.*人物一.*,9,0
76,夫人/人物二/人物一,.*夫人.*人物二.*人物一.*,9,0
77,年/月/人物一/人物二/结婚,.*年.*月.*人物一.*人物二.*结婚.*,9,1
78,月/人物一/人物二/结婚,.*月.*人物一.*人物二.*结婚.*,9,1
79,人物一/人物二/之女,.*人物一.*人物二.*之女.*,8,-1
80,人物一/人物二/夫人,.*人物一.*人物二.*夫人.*,8,1
81,人物一/人物二/夫妻,.*人物一.*人物二.*夫妻.*,8,1
82,人物一/人物二/时,.*人物一.*人物二.*时.*,8,0
83,人物一/人物二/次子,.*人物一.*人物二.*次子.*,8,-1
84,人物二/人物一/时,.*人物二.*人物一.*时.*,8,0
85,人物二/人物一/说,.*人物二.*人物一.*说.*,8,0
86,人物二/女/人物一,.*人物二.*女.*人物一.*,8,-1
87,人物二/日/人物一,.*人物二.*日.*人物一.*,8,0
88,人物二/月/日/人物一,.*人物二.*月.*日.*人物一.*,8,-1
89,人物二/没有/人物一,.*人物二.*没有.*人物一.*,8,1
90,人物二/父亲/人物一,.*人物二.*父亲.*人物一.*,8,-1
91,人物二/著名/人物一,.*人物二.*著名.*人物一.*,8,0
