sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_279201,,安琪,齐远,齐远 告诉 记者 关于 安琪 的 一切 ， 这时 三朵 小花 推 着 安琪 唱着歌 走 过来 ， 齐飞 告诉 记者 ， 安琪 答应 了 哥哥 的 求婚 ， 所以 她 必须 复活 。,人物二 告诉 记者 人物一  三朵 小花 推 人物一 唱着歌 走 过来  齐飞 告诉 记者  人物一 答应 哥哥 求婚  必须 复活,1
TRAIN_SENT_ID_270184,,蒋雯丽,顾长卫,四 、 一对 互相 欣赏 的 夫妻 — — 蒋雯丽 和 顾长卫 夫妇,四  一对 互相 欣赏 夫妻   人物一 人物二 夫妇,1
TRAIN_SENT_ID_279346,,石青璇,徐子陵,徐子陵 和 寇仲 完成 大业 之后 ， 向 石青璇 求婚 ， 获得 佳人 首肯 ， 终于 有情人终成眷属 ， 执子之手 、 与子偕老 。,人物二 寇仲 完成 大业 之后  人物一 求婚  获得 佳人 首肯  终于 有情人终成眷属  执子之手  与子偕老,1
TRAIN_SENT_ID_256057,,蒋介石,宋美龄,1927 年底 ， 蒋介石 回到 上海 ， 与 宋美龄 完婚 ， 通过 江浙 财阀 确立 了 与 美 、 英 的 关系 。,年底  人物一 回到 上海  人物二 完婚  江浙 财阀 确立 美  英 关系,1
TRAIN_SENT_ID_254107,,霍启刚,郭晶晶,据知 33 岁 的 霍启刚 与 30 岁 的 郭晶晶 ， 婚后 会 火速 造 人 ， 为 霍家 添丁 。,据知  岁 人物一  岁 人物二  婚后 会 火速 造  霍家 添丁,1
TRAIN_SENT_ID_268775,,孟明视,百里奚,之所以 主张 百里奚 与 孟明视 是 一人 而 非 二人 ， 其 理由 亦 可以 举出 下列 几点 ：,主张 人物二 人物一 一人 非 二人  理由 举出 下列 几点,-1
TRAIN_SENT_ID_255648,,蒋介石,宋美龄,孔 促成 了 蒋介石 与 宋美龄 的 婚姻 ， 从而 “ 蒋宋孔 陈 ” 四大家族 影响 了 中国 现代 几十年 的 历史 。,孔 促成 人物一 人物二 婚姻   蒋宋孔 陈  四大家族 影响 中国 现代 几十年 历史,1
TRAIN_SENT_ID_268622,,潘金莲,武大郎,《 水浒传 》 上 的 潘金莲 、 武大郎 的 婚姻 悲剧 ， 发生 在 封建王朝 时代 ， 而 这个 悲剧 却 发生 在 解放后 的 新 中国 。,水浒传  人物一  人物二 婚姻 悲剧  发生 封建王朝 时代  悲剧 发生 解放后 新 中国,1
TRAIN_SENT_ID_266824,,萧峰,萧远山,慕容博 认为 应为 国家 民族 牺牲 小 我 、 完成 大 我 ， 更进一步 在 他 与 萧远山 、 萧峰 的 对话 表露 出来 。,慕容博 认为 应为 国家 民族 牺牲  完成  更进一步 人物二  人物一 对话 表露,-1
TRAIN_SENT_ID_256815,,朱军,谭梅,问 到 是否 担心 明星 丈夫 “ 红杏出墙 ” ， 谭梅 诚恳 地 表示 ： 当初 答应 朱军 的 求婚 ， 就是 因为 “ 朱军 是 位 诚实 的 男人 ， 能够 给 我 安全感 ” 。,问 是否 担心 明星 丈夫  红杏出墙   人物二 诚恳 表示  当初 答应 人物一 求婚   人物一 位 诚实 男人  能够 安全感,1
TRAIN_SENT_ID_257344,,贾珍,尤氏,尤二姐 : 人物 介绍 : 尤二姐 ， 贾珍 妻 尤氏 的 异母 妹 ， 是 尤老娘 前夫 所 生 ， 后 尤老娘 改嫁 尤家时 随来 。,尤二姐  人物 介绍  尤二姐  人物一 妻 人物二 异母 妹  尤老娘 前夫 生  尤老娘 改嫁 尤家时 随来,1
TRAIN_SENT_ID_262131,,刘翔,葛天,2015 - 03 - 25 期 ： 超能 大星 探 之 刘翔 葛天 婚后 分居 生活 各自 精彩,期  超能 大星 探 人物一 人物二 婚后 分居 生活 精彩,1
TRAIN_SENT_ID_258448,,张兆和,沈从文,从 二十世纪 三十 年代 沈从文 和 张兆和 二人 初识 的 一场 恋爱 风波 开始 ， 到 新婚 初别 ， 乃至 到 “ 文革 ” 前夕 为止 ， 横亘 三十余年 。,二十世纪 三十 年代 人物二 人物一 二人 初识 一场 恋爱 风波  新婚 初别   文革  前夕  横亘 三十余年,1
TRAIN_SENT_ID_278511,,李秀文,叶挺,经过 反复 考虑 ， 临行 前 ， 叶挺 终于 忍不住 向 李秀文 求婚 了 。,反复 考虑  临行 前  人物二 终于 忍不住 人物一 求婚,1
TRAIN_SENT_ID_284264,,林佩环,张问陶,林佩环 诗作 轶事 : 张问陶 、 林佩环 婚后 伉俪情深 ， 爱意 缠绵 ； 诗酒 唱和 ， 如 神仙 美眷 。,人物一 诗作 轶事  人物二  人物一 婚后 伉俪情深  爱意 缠绵  诗酒 唱和  神仙 美眷,1
TRAIN_SENT_ID_269995,,姚明,叶莉,自打 姚明 和 叶莉 谈上 恋爱 ， 中国篮球 就 被 认为 后继有人 了 ， 尤其 在 “ 姚 千金 ” 姚沁蕾 诞生 后 。,人物一 人物二 谈上 恋爱  中国篮球 认为 后继有人  尤其  姚 千金  姚沁蕾 诞生,1
TRAIN_SENT_ID_272750,,徐天宏,周绮,徐天宏 和 周绮 完婚 ， 红花 会众 豪杰 闹洞房 一段 ， 最是 好看 。,人物一 人物二 完婚  红花 会众 豪杰 闹洞房 一段  最是 好看,1
TRAIN_SENT_ID_287239,,舒悦,张宇峰,舒悦 在 2014 年 参加 文化 主题 之夜 节目 里 自 曝 追求 爱妻 张宇峰 过程 ， 并 现场 传授 恋爱 秘籍 ， 堪称 一代 “ 情场 高手 ” 。,人物一  年 参加 文化 主题 之夜 节目 里 曝 追求 爱妻 人物二 过程  现场 传授 恋爱 秘籍  堪称 一代  情场 高手,1
TRAIN_SENT_ID_258286,,陈建斌,蒋勤勤,重要 事件 : 2005 年底 ， 卓伟 去 了 《 新 京报 》 ， 狗 仔 不 丢人 很快 挖到 了 演员 陈建斌 和 蒋勤勤 恋爱 的 独家新闻 。,重要 事件   年底  卓伟  新 京报   狗 仔 丢人 很快 挖到 演员 人物一 人物二 恋爱 独家新闻,1
TRAIN_SENT_ID_269912,,张默,张国立,张默 一脸 痞相 、 泼辣 的 张澜澜 、 老谋深算 的 张国立 ， 单看 卡司 就 已经 颠覆 游本昌 的 旧版 《 济公 》 。,人物一 一脸 痞相  泼辣 张澜澜  老谋深算 人物二  单看 卡司 已经 颠覆 游本昌 旧版  济公,-1
TRAIN_SENT_ID_261033,,岳不群,岳灵珊,岳不群 要 去 福建 的 天上人间 参加 掌门 大会 ， 但是 天上人间 发生 了 一些 事情 ， 吩咐 自己 和 师姐 岳灵珊 一起 前去 查探 下 情况 。,人物一 福建 天上人间 参加 掌门 大会  天上人间 发生 事情  吩咐 师姐 人物二 一起 前去 查探 情况,-1
TRAIN_SENT_ID_255936,,蒋介石,宋美龄,其后 ， 他 并 以 他 夫人 的 名义 ， 邀请 蒋介石 夫人 宋美龄 访问 美国 ， 在 美国国会 发表演说 。,其后  夫人 名义  邀请 人物一 夫人 人物二 访问 美国  美国国会 发表演说,1
TRAIN_SENT_ID_283039,,公孙敬声,公孙贺,公孙贺 当时 在 朝 做 丞相 ， 很得 武帝 信任 ， 他 的 儿子 公孙敬声 也 在 朝 做 太仆 ， 父子 二人 权倾 一时 。,人物二 当时 做 丞相  很得 武帝 信任  儿子 人物一 做 太仆  父子 二人 权倾 一时,-1
TRAIN_SENT_ID_283279,,赵文卓,张丹露,社会活动 : 赵文卓 携 夫人 张丹露 来到 了 重庆市 巫溪县 巫溪 中学 老 校区 探访 ， 夫妇 两人 为此 地区 的 贫困学生 捐资助学 基金 10 万元 。,社会活动  人物一 携 夫人 人物二 来到 重庆市 巫溪县 巫溪 中学 老 校区 探访  夫妇 两人 地区 贫困学生 捐资助学 基金  万元,1
TRAIN_SENT_ID_275610,,闵柔,石清,祟 祟 说 “ 引蛇出洞 有 石清 闵柔 夫妻 二人 帮主 都 没 回来 若放 了 。 ”,祟 祟 说  引蛇出洞 人物二 人物一 夫妻 二人 帮主 没 回来 若放,1
TRAIN_SENT_ID_271119,,彭丽媛,习近平,作为 中国 国家 主席 习近平 妻子 的 彭丽媛 ， 也 在 自己 关注 的 公共 健康 领域 和 慈善 领域 做出 了 切实 的 贡献 。,中国 国家 主席 人物二 妻子 人物一  关注 公共 健康 领域 慈善 领域 做出 切实 贡献,1
TRAIN_SENT_ID_283082,,李曼青,李坏,薛采月 之 父 薛青 碧 被 李坏 之 父 李曼青 杀死 ， 采月 从小 立志 要 为 父 报仇 ， 要 用 “ 薛 家剑法 ” 打破 “ 小李飞刀 ” 的 神话 。,薛采月 父 薛青 碧 人物二 父 人物一 杀死  采月 从小 立志 父 报仇   薛 家剑法  打破  小李飞刀  神话,-1
TRAIN_SENT_ID_269750,,任我行,任盈盈,性行 高洁 的 任我行 之女 任盈盈 接任 教主 后 ， 与 情人 令狐冲 一道 化干戈为玉帛 ， 然后 卸职 完婚 。,性行 高洁 人物一 之女 人物二 接任 教主  情人 令狐冲 一道 化干戈为玉帛  卸职 完婚,-1
TRAIN_SENT_ID_276254,,西门吹雪,孙秀青,剧情 介绍 : 西门吹雪 ﹝ 黄元申 ﹞ 自 目睹 其 夫人 孙秀青 ﹝ 黄杏秀 ﹞ 与 陆小凤 ﹝ 刘松仁 ﹞ 同 在 一床 以后 ， 便 下决心 杀掉 凤 。,剧情 介绍  人物一 ﹝ 黄元申 ﹞ 目睹 夫人 人物二 ﹝ 黄杏秀 ﹞ 陆小凤 ﹝ 刘松仁 ﹞ 一床 以后  便 下决心 杀掉 凤,1
TRAIN_SENT_ID_261452,,莫绍谦,慕咏飞,其后 十年 ， 莫绍谦 极力 要求 与 慕咏飞 离婚 ， 两人 关系 势同 水火 ， 婚姻 早已 名存实亡 。,其后 十年  人物一 极力 要求 人物二 离婚  两人 关系 势同 水火  婚姻 早已 名存实亡,1
TRAIN_SENT_ID_254161,,邢夫人,贾赦,在 这 之后 ， 贾赦 才 又 迎娶 了 邢夫人 为 填房 ， 而 邢夫人 却 一直 没有 生育 ， 所以 她 说 “ 倒 是 我 一生 无儿无女 的 ， 一生 干净 ” 。,之后  人物二 迎娶 人物一 填房  人物一 一直 没有 生育  说  倒 一生 无儿无女  一生 干净,1
TRAIN_SENT_ID_278090,,徐克,施南生,而 对于 婚恋 传闻 ， 徐克 表示 ， 个人 的 私生活 不 需要 向 任何人 交待 ， 他 和 施南生 已经 有 了 默契 ， 不 回应 也 没有 新 版本 。,婚恋 传闻  人物一 表示  个人 私生活 需要 任何人 交待  人物二 已经 默契  回应 没有 新 版本,1
TRAIN_SENT_ID_255860,,蒋介石,宋美龄,出现 了 对 中国 乃至 世界 近现代史 影响 长 达 半个世纪 的 宋氏家族 － － 孙中山 夫人 宋庆龄 ， 蒋介石 夫人 宋美龄 ， 被誉为 “ 国母 之 乡 ” 。,出现 中国 世界 近现代史 影响 长 达 半个世纪 宋氏家族   孙中山 夫人 宋庆龄  人物一 夫人 人物二  被誉为  国母 乡,1
TRAIN_SENT_ID_264278,,贾环,赵姨娘,贾环 欲 烫 瞎 宝玉 其眼 ， 幸而 幸未 伤 到 眼睛 ， 王夫人 不骂 贾环 ， 把 赵姨娘 一顿 臭骂 。,人物一 欲 烫 瞎 宝玉 其眼  幸而 幸未 伤 眼睛  王夫人 不骂 人物一  人物二 一顿 臭骂,-1
