sent_id,sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_274660,,傅敏,傅雷,心如 水晶 一般 透明 — — 傅敏 心中 目中 的 傅雷,心如 水晶 透明   人物一 心中 目中 人物二,-1
TRAIN_SENT_ID_261548,,关兴,关羽,关羽 = 简雍 + 关索 + 关兴 ( 2 ),人物二  简雍  关索  人物一,-1
TRAIN_SENT_ID_270502,,关平,关羽,后来 于临 沮 小路 生擒 关羽 、 关平 。,后来 于临 沮 小路 生擒 人物二  人物一,-1
TRAIN_SENT_ID_281905,,穆亮,穆崇,穆亮 是 穆崇 的 曾孙 。,人物一 人物二 曾孙,-1
TRAIN_SENT_ID_260822,,何超琼,许晋亨,再 问 他 许晋亨 与 李嘉欣 结婚 ， 何超琼 心情 如何 ？,问 人物二 李嘉欣 结婚  人物一 心情,1
TRAIN_SENT_ID_259451,,贾兰,李纨,李纨 的 “ 晚 韶华 ” 与 贾兰 的 “ 虚名 儿,人物二  晚 韶华  人物一  虚名,-1
TRAIN_SENT_ID_283043,,公孙敬声,公孙贺,太仆 ： 灌夫 、 公孙贺 、 公孙敬声,太仆  灌夫  人物二  人物一,-1
TRAIN_SENT_ID_263486,,梅葆玖,梅兰芳,还 得到 了 梅葆玖 授权 ， 把 《 梅兰芳 》 ( 看 专业 影评 ) 改编 成 了 漫画版 。,得到 人物一 授权   人物二   专业 影评  改编 成 漫画版,-1
TRAIN_SENT_ID_285637,,高尧,刘春卉,高尧 、 刘春卉 大婚,人物一  人物二 大婚,1
TRAIN_SENT_ID_287131,,慕容柔,慕容垂,慕容柔 家庭成员 : 生父 ： 慕容垂 。,人物一 家庭成员  生父  人物二,-1
TRAIN_SENT_ID_258076,,周海婴,鲁迅,周海婴 回忆 : “ 王冶秋 关于 由 何林 先生 担任 鲁迅 研究室 主任 的 建议 ， 我 是 十分 赞同 的 。,人物一 回忆   王冶秋 何林 先生 担任 人物二 研究室 主任 建议  十分 赞同,-1
TRAIN_SENT_ID_253920,,况天涯,马小玲,出现 个体 ： 况天涯 、 马小玲 。,出现 个体  人物一  人物二,-1
TRAIN_SENT_ID_256089,,蒋介石,宋美龄,二 、 蒋介石 向 宋美龄 求婚 的 历程,二  人物一 人物二 求婚 历程,1
TRAIN_SENT_ID_261483,,谢依纯,马国毕,"2011.09 . 22 明星 夫妻 合体 舞蹈 比赛 ( 下 ) 来宾 ： 沈玉琳 芽芽 , 黄镫辉 萁 萁 , 马国毕 谢依纯 , 艾力克斯 李咏娴 , Kimiko",明星 夫妻 合体 舞蹈 比赛   来宾  沈玉琳 芽芽  黄镫辉 萁 萁  人物二 人物一  艾力克斯 李咏娴,1
TRAIN_SENT_ID_270925,,贾午,韩寿,其女 贾午 为 韩寿 先 戏弄 后 婚娶 。,其女 人物一 人物二 先 戏弄 婚娶,1
TRAIN_SENT_ID_274198,,岳雷,岳飞,岳飞 遇害 后 ， 与 岳雷 等 流放 岑南 二十年 。,人物二 遇害  人物一 流放 岑南 二十年,-1
TRAIN_SENT_ID_271672,,陆乘风,陆冠英,关海山 （ 陆乘风 ） ， 惠天赐 （ 陆冠英 ）,关海山  人物一   惠天赐  人物二,-1
TRAIN_SENT_ID_249365,,后稷,姜嫄,姜嫄 是 后稷 的 生母 。,人物二 人物一 生母,-1
TRAIN_SENT_ID_262479,,扶苏,秦始皇,《 秦始皇 》 扮演 小 扶苏,人物二  扮演 人物一,-1
TRAIN_SENT_ID_248869,,窦滔,苏蕙,司 洛阳 花仙子 ： 苏蕙 （ 窦滔 妻 ） 墟 里 烟,司 洛阳 花仙子  人物二  人物一 妻  墟 里 烟,1
