rule_id,rule,pattern,frequence,original_label
235,人物一/家庭/人物二,.*人物一.*家庭.*人物二.*,10,0
249,人物二/立/人物一,.*人物二.*立.*人物一.*,10,-1
250,年/人物一/人物一/人物二,.*年.*人物一.*人物一.*人物二.*,10,0
259,简介/人物一/人物二,.*简介.*人物一.*人物二.*,10,0
262,中国/人物一/人物二,.*中国.*人物一.*人物二.*,9,0
267,人物一/人物二/做,.*人物一.*人物二.*做.*,9,-1
268,人物一/人物二/出生,.*人物一.*人物二.*出生.*,9,0
274,人物一/家族/人物二,.*人物一.*家族.*人物二.*,9,-1
277,人物一/经历/人物二,.*人物一.*经历.*人物二.*,9,-1
278,人物一/著名/人物二,.*人物一.*著名.*人物二.*,9,0
279,人物一/诸葛亮/人物二,.*人物一.*诸葛亮.*人物二.*,9,-1
283,人物二/人物一/即位,.*人物二.*人物一.*即位.*,9,-1
287,人物二/人物一/长子,.*人物二.*人物一.*长子.*,9,-1
292,人物二/离婚/人物一,.*人物二.*离婚.*人物一.*,9,1
293,介绍/人物一/人物二,.*介绍.*人物一.*人物二.*,9,0
294,国家/人物二/人物一,.*国家.*人物二.*人物一.*,9,1
295,夫人/人物一/人物二,.*夫人.*人物一.*人物二.*,9,0
296,年/人物二/人物二/人物一,.*年.*人物二.*人物二.*人物一.*,9,0
300,一个/人物一/人物二,.*一个.*人物一.*人物二.*,8,0
301,个人/人物一/人物二/结婚,.*个人.*人物一.*人物二.*结婚.*,8,1
302,个人/年/人物一/人物二,.*个人.*年.*人物一.*人物二.*,8,1
303,个人/生活/人物一/人物二/结婚,.*个人.*生活.*人物一.*人物二.*结婚.*,8,1
304,个人/生活/人物一/妻子/人物二,.*个人.*生活.*人物一.*妻子.*人物二.*,8,1
305,个人/生活/年/人物一/人物二,.*个人.*生活.*年.*人物一.*人物二.*,8,1
306,之后/人物二/人物一,.*之后.*人物二.*人物一.*,8,1
307,之子/人物一/人物二,.*之子.*人物一.*人物二.*,8,-1
308,人物一/个人/人物一/人物二,.*人物一.*个人.*人物一.*人物二.*,8,1
309,人物一/人物二/一女,.*人物一.*人物二.*一女.*,8,1
310,人物一/人物二/一起,.*人物一.*人物二.*一起.*,8,1
311,人物一/人物二/便,.*人物一.*人物二.*便.*,8,0
312,人物一/人物二/夫妇,.*人物一.*人物二.*夫妇.*,8,1
313,人物一/人物二/女,.*人物一.*人物二.*女.*,8,0
314,人物一/人物二/婚后,.*人物一.*人物二.*婚后.*,8,1
315,人物一/人物二/婚姻,.*人物一.*人物二.*婚姻.*,8,1
316,人物一/人物二/完婚,.*人物一.*人物二.*完婚.*,8,1
317,人物一/人物二/已经,.*人物一.*人物二.*已经.*,8,1
318,人物一/人物二/皇后,.*人物一.*人物二.*皇后.*,8,-1
320,人物一/女/人物二,.*人物一.*女.*人物二.*,8,0
321,人物一/娶/人物二,.*人物一.*娶.*人物二.*,8,1
322,人物一/字/人物二,.*人物一.*字.*人物二.*,8,-1
323,人物一/年/人物二/人物一,.*人物一.*年.*人物二.*人物一.*,8,0
324,人物一/成为/人物二,.*人物一.*成为.*人物二.*,8,-1
326,人物二/个人/人物二/人物一,.*人物二.*个人.*人物二.*人物一.*,8,1
327,人物二/人物一/之妻,.*人物二.*人物一.*之妻.*,8,-1
328,人物二/人物一/二人,.*人物二.*人物一.*二人.*,8,1
329,人物二/人物一/做,.*人物二.*人物一.*做.*,8,-1
330,人物二/人物一/孩子,.*人物二.*人物一.*孩子.*,8,0
331,人物二/人物一/已经,.*人物二.*人物一.*已经.*,8,0
333,人物二/人物一/月/日,.*人物二.*人物一.*月.*日.*,8,1
334,人物二/人物一/求婚,.*人物二.*人物一.*求婚.*,8,1
335,人物二/人物一/父,.*人物二.*人物一.*父.*,8,-1
336,人物二/人物一/继承,.*人物二.*人物一.*继承.*,8,-1
337,人物二/杀/人物一,.*人物二.*杀.*人物一.*,8,-1
340,年/人物一/人物二/婚礼,.*年.*人物一.*人物二.*婚礼.*,8,1
341,年/日/人物一/人物二/人物一,.*年.*日.*人物一.*人物二.*人物一.*,8,1
342,年/月/日/人物一/人物二/人物一,.*年.*月.*日.*人物一.*人物二.*人物一.*,8,1
343,日/人物一/人物二/人物一,.*日.*人物一.*人物二.*人物一.*,8,1
344,日/人物一/夫人/人物二,.*日.*人物一.*夫人.*人物二.*,8,1
350,歌手/简介/人物二/人物一,.*歌手.*简介.*人物二.*人物一.*,8,-1
351,没有/人物二/人物一,.*没有.*人物二.*人物一.*,8,-1
352,生活/人物一/人物二/结婚,.*生活.*人物一.*人物二.*结婚.*,8,1
353,生活/人物一/妻子/人物二,.*生活.*人物一.*妻子.*人物二.*,8,1
354,生活/年/人物一/人物二,.*生活.*年.*人物一.*人物二.*,8,1
356,人物一/人物二/号,.*人物一.*人物二.*号.*,7,0
357,人物一/人物二/成为,.*人物一.*人物二.*成为.*,7,1
358,人物一/人物二/最后,.*人物一.*人物二.*最后.*,7,-1
359,人物一/人物二/死,.*人物一.*人物二.*死.*,7,-1
360,人物一/人物二/没有,.*人物一.*人物二.*没有.*,7,0
361,人物一/人物二/注册,.*人物一.*人物二.*注册.*,7,1
362,人物一/人物二/注册/结婚,.*人物一.*人物二.*注册.*结婚.*,7,1
363,人物一/人物二/父子,.*人物一.*人物二.*父子.*,7,-1
364,人物一/人物二/生活,.*人物一.*人物二.*生活.*,7,0
365,人物一/人物二/结婚/人物一,.*人物一.*人物二.*结婚.*人物一.*,7,1
367,人物一/介绍/人物二,.*人物一.*介绍.*人物二.*,7,0
368,人物一/先生/人物二,.*人物一.*先生.*人物二.*,7,0
369,人物一/出/生于/人物二,.*人物一.*出.*生于.*人物二.*,7,-1
370,人物一/前/人物二,.*人物一.*前.*人物二.*,7,0
371,人物一/妻/人物二,.*人物一.*妻.*人物二.*,7,1
372,人物一/妻子/人物二/人物一,.*人物一.*妻子.*人物二.*人物一.*,7,1
373,人物一/婚礼/人物二,.*人物一.*婚礼.*人物二.*,7,1
374,人物一/带/人物二,.*人物一.*带.*人物二.*,7,-1
375,人物一/年/人物二/女儿,.*人物一.*年.*人物二.*女儿.*,7,0
376,人物一/年/年/人物二,.*人物一.*年.*年.*人物二.*,7,-1
377,人物一/当时/人物二,.*人物一.*当时.*人物二.*,7,0
378,人物一/月/人物一/人物二,.*人物一.*月.*人物一.*人物二.*,7,0
379,人物一/演员/人物二,.*人物一.*演员.*人物二.*,7,0
380,人物一/父母/人物二,.*人物一.*父母.*人物二.*,7,-1
381,人物一/生活/人物一/人物二,.*人物一.*生活.*人物一.*人物二.*,7,1
382,人物二/个人/生活/人物一,.*人物二.*个人.*生活.*人物一.*,7,1
383,人物二/人物一/丞相,.*人物二.*人物一.*丞相.*,7,-1
384,人物二/人物一/之后,.*人物二.*人物一.*之后.*,7,1
385,人物二/人物一/兄弟,.*人物二.*人物一.*兄弟.*,7,-1
386,人物二/人物一/关注,.*人物二.*人物一.*关注.*,7,1
387,人物二/人物一/关系,.*人物二.*人物一.*关系.*,7,1
388,人物二/人物一/北京,.*人物二.*人物一.*北京.*,7,1
389,人物二/人物一/周仓,.*人物二.*人物一.*周仓.*,7,-1
390,人物二/人物一/想,.*人物二.*人物一.*想.*,7,0
391,人物二/人物一/最后,.*人物二.*人物一.*最后.*,7,-1
392,人物二/人物一/杀,.*人物二.*人物一.*杀.*,7,-1
393,人物二/人物一/诸葛亮,.*人物二.*人物一.*诸葛亮.*,7,-1
394,人物二/人物一/里,.*人物二.*人物一.*里.*,7,0
395,人物二/人物二/人物一/年,.*人物二.*人物二.*人物一.*年.*,7,0
396,人物二/人物二/儿子/人物一,.*人物二.*人物二.*儿子.*人物一.*,7,-1
397,人物二/会/人物一,.*人物二.*会.*人物一.*,7,0
398,人物二/先生/人物一,.*人物二.*先生.*人物一.*,7,-1
399,人物二/公主/人物一,.*人物二.*公主.*人物一.*,7,0
400,人物二/即位/人物一,.*人物二.*即位.*人物一.*,7,0
401,人物二/嫁给/人物一,.*人物二.*嫁给.*人物一.*,7,0
402,人物二/小儿子/人物一,.*人物二.*小儿子.*人物一.*,7,-1
403,人物二/年/月/生于/人物一,.*人物二.*年.*月.*生于.*人物一.*,7,-1
404,人物二/年/生于/人物一,.*人物二.*年.*生于.*人物一.*,7,-1
405,人物二/成为/人物一,.*人物二.*成为.*人物一.*,7,0
406,人物二/月/生于/人物一,.*人物二.*月.*生于.*人物一.*,7,-1
407,人物二/母/人物一,.*人物二.*母.*人物一.*,7,-1
409,人物二/香港/人物一,.*人物二.*香港.*人物一.*,7,-1
410,婚姻/人物二/人物一,.*婚姻.*人物二.*人物一.*,7,1
411,婚礼/人物一/人物二,.*婚礼.*人物一.*人物二.*,7,1
412,家庭/人物二/人物一,.*家庭.*人物二.*人物一.*,7,0
413,年/人物一/人物二/上海,.*年.*人物一.*人物二.*上海.*,7,1
414,年/人物一/人物二/举行,.*年.*人物一.*人物二.*举行.*,7,1
415,年/人物一/人物二/年,.*年.*人物一.*人物二.*年.*,7,1
416,年/人物二/人物一/离婚,.*年.*人物二.*人物一.*离婚.*,7,1
417,年/日/人物一/夫人/人物二,.*年.*日.*人物一.*夫人.*人物二.*,7,1
418,年/月/人物一/人物二/婚礼,.*年.*月.*人物一.*人物二.*婚礼.*,7,1
419,年/月/人物一/夫人/人物二,.*年.*月.*人物一.*夫人.*人物二.*,7,1
420,年/月/人物二/人物一/年,.*年.*月.*人物二.*人物一.*年.*,7,1
421,年/月/人物二/妻子/人物一,.*年.*月.*人物二.*妻子.*人物一.*,7,1
422,年/月/日/人物一/夫人/人物二,.*年.*月.*日.*人物一.*夫人.*人物二.*,7,1
423,日/人物一/人物二/婚礼,.*日.*人物一.*人物二.*婚礼.*,7,1
424,月/人物二/人物一/人物二,.*月.*人物二.*人物一.*人物二.*,7,1
425,月/人物二/人物一/年,.*月.*人物二.*人物一.*年.*,7,1
426,月/日/人物一/人物二/婚礼,.*月.*日.*人物一.*人物二.*婚礼.*,7,1
427,母亲/人物二/人物一,.*母亲.*人物二.*人物一.*,7,-1
428,说/人物一/人物二,.*说.*人物一.*人物二.*,7,0
