rule_id,rule,pattern,frequence,original_label
287,人物一/人物二/赵高,.*人物一.*人物二.*赵高.*,9,-1
318,丈夫/人物一/人物二,.*丈夫.*人物一.*人物二.*,8,1
337,人物一/公子/人物二,.*人物一.*公子.*人物二.*,8,-1
338,人物一/其父/人物二,.*人物一.*其父.*人物二.*,8,-1
352,人物二/人物一/子女,.*人物二.*人物一.*子女.*,8,0
361,人物二/已经/人物一,.*人物二.*已经.*人物一.*,8,0
362,人物二/派/人物一,.*人物二.*派.*人物一.*,8,-1
363,介绍/人物二/人物一,.*介绍.*人物二.*人物一.*,8,-1
365,内容简介/人物二/人物一,.*内容简介.*人物二.*人物一.*,8,-1
378,生平/人物一/人物二,.*生平.*人物一.*人物二.*,8,-1
383,个人/人物二/人物一/年,.*个人.*人物二.*人物一.*年.*,7,1
384,主席/人物二/人物一,.*主席.*人物二.*人物一.*,7,1
385,人物/生平/人物一/人物二,.*人物.*生平.*人物一.*人物二.*,7,-1
386,人物一/个人/生活/人物一/人物二,.*人物一.*个人.*生活.*人物一.*人物二.*,7,1
387,人物一/人物一/人物二/两人,.*人物一.*人物一.*人物二.*两人.*,7,1
388,人物一/人物一/人物二/儿子,.*人物一.*人物一.*人物二.*儿子.*,7,-1
389,人物一/人物二/一位,.*人物一.*人物二.*一位.*,7,-1
390,人物一/人物二/中国,.*人物一.*人物二.*中国.*,7,1
391,人物一/人物二/二人,.*人物一.*人物二.*二人.*,7,0
392,人物一/人物二/先生,.*人物一.*人物二.*先生.*,7,0
395,人物一/人物二/将军,.*人物一.*人物二.*将军.*,7,-1
401,人物一/人物二/蒙恬,.*人物一.*人物二.*蒙恬.*,7,-1
405,人物一/关系/人物二,.*人物一.*关系.*人物二.*,7,-1
411,人物一/年/月/人物一/人物二,.*人物一.*年.*月.*人物一.*人物二.*,7,0
416,人物二/中国/人物一,.*人物二.*中国.*人物一.*,7,-1
417,人物二/人物一/人物二/中,.*人物二.*人物一.*人物二.*中.*,7,0
418,人物二/人物一/会,.*人物二.*人物一.*会.*,7,0
422,人物二/人物一/写,.*人物二.*人物一.*写.*,7,0
424,人物二/人物一/娶,.*人物二.*人物一.*娶.*,7,0
426,人物二/人物一/改嫁,.*人物二.*人物一.*改嫁.*,7,0
427,人物二/人物一/皇帝,.*人物二.*人物一.*皇帝.*,7,-1
428,人物二/人物一/结为,.*人物二.*人物一.*结为.*,7,1
434,人物二/后主/人物一,.*人物二.*后主.*人物一.*,7,-1
436,人物二/子女/人物一,.*人物二.*子女.*人物一.*,7,-1
442,人物二/本名/人物一,.*人物二.*本名.*人物一.*,7,-1
444,人物二/父/人物一,.*人物二.*父.*人物一.*,7,-1
446,剧情/人物一/人物二,.*剧情.*人物一.*人物二.*,7,0
447,国家/主席/人物二/人物一,.*国家.*主席.*人物二.*人物一.*,7,1
451,家庭成员/人物二/人物一,.*家庭成员.*人物二.*人物一.*,7,-1
462,当时/人物一/人物二,.*当时.*人物一.*人物二.*,7,0
463,当时/人物二/人物一,.*当时.*人物二.*人物一.*,7,-1
464,故事/人物二/人物一,.*故事.*人物二.*人物一.*,7,0
470,相传/人物二/人物一,.*相传.*人物二.*人物一.*,7,-1
471,经历/人物一/人物二,.*经历.*人物一.*人物二.*,7,-1
472,角色/人物一/人物二,.*角色.*人物一.*人物二.*,7,-1
473,香港/人物二/人物一,.*香港.*人物二.*人物一.*,7,0
474,人物二/偕/人物一,.*人物二.*偕.*人物一.*,6,1
475,人物二/偕/夫人/人物一,.*人物二.*偕.*夫人.*人物一.*,6,1
476,人物二/公元前/人物一,.*人物二.*公元前.*人物一.*,6,0
477,人物二/公元前/年/人物一,.*人物二.*公元前.*年.*人物一.*,6,0
478,人物二/其妻/人物一,.*人物二.*其妻.*人物一.*,6,0
479,人物二/兼/人物一,.*人物二.*兼.*人物一.*,6,-1
480,人物二/北京/人物一,.*人物二.*北京.*人物一.*,6,-1
481,人物二/名宿/人物一,.*人物二.*名宿.*人物一.*,6,-1
482,人物二/名宿/人物一/之子,.*人物二.*名宿.*人物一.*之子.*,6,-1
483,人物二/后来/人物一,.*人物二.*后来.*人物一.*,6,0
484,人物二/委员会/人物一,.*人物二.*委员会.*人物一.*,6,-1
485,人物二/宣布/人物一,.*人物二.*宣布.*人物一.*,6,1
486,人物二/导演/人物一,.*人物二.*导演.*人物一.*,6,-1
487,人物二/已故/人物一,.*人物二.*已故.*人物一.*,6,-1
488,人物二/已故/人物一/之子,.*人物二.*已故.*人物一.*之子.*,6,-1
489,人物二/已故/名宿/人物一,.*人物二.*已故.*名宿.*人物一.*,6,-1
490,人物二/已故/名宿/人物一/之子,.*人物二.*已故.*名宿.*人物一.*之子.*,6,-1
491,人物二/已故/足球/人物一,.*人物二.*已故.*足球.*人物一.*,6,-1
492,人物二/已故/足球/人物一/之子,.*人物二.*已故.*足球.*人物一.*之子.*,6,-1
493,人物二/已故/足球/名宿/人物一,.*人物二.*已故.*足球.*名宿.*人物一.*,6,-1
494,人物二/已故/足球/名宿/人物一/之子,.*人物二.*已故.*足球.*名宿.*人物一.*之子.*,6,-1
495,人物二/年/人物一/之子,.*人物二.*年.*人物一.*之子.*,6,-1
496,人物二/年/人物一/结婚,.*人物二.*年.*人物一.*结婚.*,6,1
497,人物二/年/女儿/人物一,.*人物二.*年.*女儿.*人物一.*,6,-1
498,人物二/年/月/人物二/人物一,.*人物二.*年.*月.*人物二.*人物一.*,6,1
499,人物二/当时/人物一,.*人物二.*当时.*人物一.*,6,0
500,人物二/征东/人物一,.*人物二.*征东.*人物一.*,6,-1
501,人物二/征东/人物一/征西,.*人物二.*征东.*人物一.*征西.*,6,-1
502,人物二/武侠小说/人物一,.*人物二.*武侠小说.*人物一.*,6,-1
503,人物二/甘夫人/人物一,.*人物二.*甘夫人.*人物一.*,6,-1
504,人物二/生活/人物二/人物一,.*人物二.*生活.*人物二.*人物一.*,6,1
