rule_id,rule,pattern,frequence,original_label
255,人物一/之女/人物二,.*人物一.*之女.*人物二.*,46,-1
278,人物一/娶/人物二,.*人物一.*娶.*人物二.*,44,1
301,人物一/人物二/举行,.*人物一.*人物二.*举行.*,41,1
302,人物一/人物二/死,.*人物一.*人物二.*死.*,41,1
303,人物一/人物二/道,.*人物一.*人物二.*道.*,41,1
304,人物二/人物一/事,.*人物二.*人物一.*事.*,41,1
305,人物二/人物一/关系,.*人物二.*人物一.*关系.*,41,1
310,内容简介/人物一/人物二,.*内容简介.*人物一.*人物二.*,41,1
317,人物二/人物一/已经,.*人物二.*人物一.*已经.*,40,1
322,个人/生活/年/人物二/人物一,.*个人.*生活.*年.*人物二.*人物一.*,39,1
323,人物一/带/人物二,.*人物一.*带.*人物二.*,39,1
324,人物二/中国/人物一,.*人物二.*中国.*人物一.*,39,1
325,人物二/人物一/北京,.*人物二.*人物一.*北京.*,39,1
327,人物二/立/人物一,.*人物二.*立.*人物一.*,39,-1
329,人物一/人物一/人物二/年,.*人物一.*人物一.*人物二.*年.*,38,1
330,人物一/人物二/关系,.*人物一.*人物二.*关系.*,38,1
331,人物一/人物二/太子,.*人物一.*人物二.*太子.*,38,-1
332,人物一/人物二/里,.*人物一.*人物二.*里.*,38,1
333,人物一/关系/人物二,.*人物一.*关系.*人物二.*,38,1
334,人物一/字/人物二,.*人物一.*字.*人物二.*,38,-1
335,人物二/之后/人物一,.*人物二.*之后.*人物一.*,38,1
336,人物二/人物一/出,.*人物二.*人物一.*出.*,38,1
337,人物二/人物一/生于,.*人物二.*人物一.*生于.*,38,-1
338,人物二/带/人物一,.*人物二.*带.*人物一.*,38,1
339,月/人物二/人物一/举行,.*月.*人物二.*人物一.*举行.*,38,1
340,月/人物二/人物一/婚礼,.*月.*人物二.*人物一.*婚礼.*,38,1
341,一个/人物一/人物二,.*一个.*人物一.*人物二.*,37,1
342,主演/人物一/人物二,.*主演.*人物一.*人物二.*,37,1
343,人物一/人物二/人物,.*人物一.*人物二.*人物.*,37,1
344,人物一/便/人物二,.*人物一.*便.*人物二.*,37,1
345,人物二/导演/人物一,.*人物二.*导演.*人物一.*,37,1
346,人物二/足球/人物一,.*人物二.*足球.*人物一.*,37,-1
347,家庭/人物二/人物一,.*家庭.*人物二.*人物一.*,37,-1
348,人物一/人物/生平/人物二,.*人物一.*人物.*生平.*人物二.*,36,-1
349,人物一/人物一/人物二/之子,.*人物一.*人物一.*人物二.*之子.*,36,-1
350,人物一/人物二/将军,.*人物一.*人物二.*将军.*,36,-1
351,人物一/人物二/父子,.*人物一.*人物二.*父子.*,36,-1
352,人物一/人物二/诸葛亮,.*人物一.*人物二.*诸葛亮.*,36,-1
353,人物一/名/人物二,.*人物一.*名.*人物二.*,36,-1
354,人物一/嫁/人物二,.*人物一.*嫁.*人物二.*,36,1
355,人物一/年/人物二/人物一,.*人物一.*年.*人物二.*人物一.*,36,1
356,人物二/已故/足球/人物一,.*人物二.*已故.*足球.*人物一.*,36,-1
357,太子/人物二/人物一,.*太子.*人物二.*人物一.*,36,-1
358,导演/人物一/人物二,.*导演.*人物一.*人物二.*,36,1
359,年/人物二/女儿/人物一,.*年.*人物二.*女儿.*人物一.*,36,-1
360,年/年/人物二/人物一,.*年.*年.*人物二.*人物一.*,36,-1
361,人物一/人物一/年/人物二,.*人物一.*人物一.*年.*人物二.*,35,1
362,人物一/人物二/先生,.*人物一.*人物二.*先生.*,35,-1
363,人物一/人物二/年/年,.*人物一.*人物二.*年.*年.*,35,1
364,人物一/人物二/感情,.*人物一.*人物二.*感情.*,35,1
365,人物一/人物二/最后,.*人物一.*人物二.*最后.*,35,1
366,人物一/家庭成员/人物二,.*人物一.*家庭成员.*人物二.*,35,-1
367,人物一/没有/人物二,.*人物一.*没有.*人物二.*,35,1
368,人物一/饰/人物二/饰,.*人物一.*饰.*人物二.*饰.*,35,1
369,人物二/人物一/上海,.*人物二.*人物一.*上海.*,35,1
370,人物二/人物一/带,.*人物二.*人物一.*带.*,35,1
371,人物二/名宿/人物一,.*人物二.*名宿.*人物一.*,35,-1
372,人物二/名宿/人物一/之子,.*人物二.*名宿.*人物一.*之子.*,35,-1
373,人物二/已故/人物一/之子,.*人物二.*已故.*人物一.*之子.*,35,-1
374,人物二/已故/名宿/人物一,.*人物二.*已故.*名宿.*人物一.*,35,-1
375,人物二/已故/名宿/人物一/之子,.*人物二.*已故.*名宿.*人物一.*之子.*,35,-1
376,人物二/已故/足球/人物一/之子,.*人物二.*已故.*足球.*人物一.*之子.*,35,-1
377,人物二/已故/足球/名宿/人物一,.*人物二.*已故.*足球.*名宿.*人物一.*,35,-1
378,人物二/已故/足球/名宿/人物一/之子,.*人物二.*已故.*足球.*名宿.*人物一.*之子.*,35,-1
379,人物二/父亲/人物一/母亲,.*人物二.*父亲.*人物一.*母亲.*,35,-1
380,人物二/足球/人物一/之子,.*人物二.*足球.*人物一.*之子.*,35,-1
381,人物二/足球/名宿/人物一,.*人物二.*足球.*名宿.*人物一.*,35,-1
382,人物二/足球/名宿/人物一/之子,.*人物二.*足球.*名宿.*人物一.*之子.*,35,-1
383,公元/人物二/人物一,.*公元.*人物二.*人物一.*,35,-1
384,年/人物一/人物二/人物二,.*年.*人物一.*人物二.*人物二.*,35,1
385,年/人物二/夫人/人物一,.*年.*人物二.*夫人.*人物一.*,35,1
386,年/月/人物二/人物一/婚礼,.*年.*月.*人物二.*人物一.*婚礼.*,35,1
387,故事/人物一/人物二,.*故事.*人物一.*人物二.*,35,1
388,月/人物二/人物一/人物二,.*月.*人物二.*人物一.*人物二.*,35,1
389,人物一/中/人物/人物二,.*人物一.*中.*人物.*人物二.*,34,1
390,人物一/人物二/前,.*人物一.*人物二.*前.*,34,1
391,人物一/人物二/带,.*人物一.*人物二.*带.*,34,1
392,人物一/人物二/香港,.*人物一.*人物二.*香港.*,34,1
393,人物二/人物一/更,.*人物二.*人物一.*更.*,34,1
394,人物二/人物一/最后,.*人物二.*人物一.*最后.*,34,1
395,人物二/人物一/父,.*人物二.*人物一.*父.*,34,-1
396,人物二/原配/人物一,.*人物二.*原配.*人物一.*,34,1
397,人物二/已经/人物一,.*人物二.*已经.*人物一.*,34,1
398,人物二/年/人物一/之子,.*人物二.*年.*人物一.*之子.*,34,-1
399,人物二/想/人物一,.*人物二.*想.*人物一.*,34,1
400,人物二/母/人物一,.*人物二.*母.*人物一.*,34,-1
401,人物二/父/人物一,.*人物二.*父.*人物一.*,34,-1
402,人物二/生活/年/人物一,.*人物二.*生活.*年.*人物一.*,34,1
403,年/人物一/人物一/人物二,.*年.*人物一.*人物一.*人物二.*,34,1
404,年/人物二/人物一/举行/婚礼,.*年.*人物二.*人物一.*举行.*婚礼.*,34,1
405,年/人物二/人物一/人物一,.*年.*人物二.*人物一.*人物一.*,34,1
406,日/人物二/人物一/举行,.*日.*人物二.*人物一.*举行.*,34,1
407,日/人物二/人物一/婚礼,.*日.*人物二.*人物一.*婚礼.*,34,1
408,月/日/人物二/人物一/举行,.*月.*日.*人物二.*人物一.*举行.*,34,1
409,月/日/人物二/人物一/婚礼,.*月.*日.*人物二.*人物一.*婚礼.*,34,1
410,红楼梦/人物一/人物二,.*红楼梦.*人物一.*人物二.*,34,1
411,讲述/人物一/人物二,.*讲述.*人物一.*人物二.*,34,1
412,主席/人物二/人物一,.*主席.*人物二.*人物一.*,33,1
413,人物一/人物二/举行/婚礼,.*人物一.*人物二.*举行.*婚礼.*,33,1
414,人物一/人物二/想,.*人物一.*人物二.*想.*,33,1
415,人物一/人物二/更,.*人物一.*人物二.*更.*,33,1
416,人物一/出/人物二,.*人物一.*出.*人物二.*,33,1
417,人物一/妻/人物二,.*人物一.*妻.*人物二.*,33,1
418,人物一/年/年/人物二,.*人物一.*年.*年.*人物二.*,33,-1
419,人物二/人物一/之间,.*人物二.*人物一.*之间.*,33,1
420,人物二/人物一/婚姻,.*人物二.*人物一.*婚姻.*,33,1
421,人物二/妻子/人物一/人物二,.*人物二.*妻子.*人物一.*人物二.*,33,1
422,人物二/歌手/人物一,.*人物二.*歌手.*人物一.*,33,-1
423,年/人物二/之子/人物一,.*年.*人物二.*之子.*人物一.*,33,-1
