,rule_id,rule,frequence,label
133,133,人物二/人物一/家书,23,0
148,148,人物二/写给/人物一/家书,22,0
187,187,水浒/人物一/人物二,20,0
215,215,人物一/人物二/一个,18,0
222,222,人物二/四弟/人物一,18,0
230,230,第五十三回/人物一/人物二,18,0
231,231,第五十三回/人物一/李逵/人物二,18,0
232,232,第五十三回/戴宗/人物一/人物二,18,0
233,233,第五十三回/戴宗/人物一/李逵/人物二,18,0
235,235,二取/人物一/人物二,17,0
236,236,二取/人物一/李逵/人物二,17,0
237,237,二取/人物一/李逵/独劈/人物二,17,0
238,238,二取/人物一/独劈/人物二,17,0
239,239,人物一/学习/人物二,17,0
240,240,人物一/春秋/人物二,17,0
241,241,人物一/李逵/独劈/人物二,17,0
242,242,人物一/独劈/人物二,17,0
243,243,人物一/鲁国/人物二/弟子,17,0
244,244,人物二/人物一/二人,17,0
245,245,人物二/人物一/发/弟弟,17,0
246,246,人物二/人物一/月,17,0
247,247,人物二/人物一/王姬/发/弟弟,17,0
248,248,人物二/人物一/王姬/弟弟,17,0
249,249,人物二/便/人物一,17,0
250,250,人物二/昌/人物一/发/弟弟,17,0
251,251,人物二/昌/人物一/弟弟,17,0
252,252,人物二/昌/人物一/王姬/发/弟弟,17,0
253,253,人物二/昌/人物一/王姬/弟弟,17,0
254,254,人物二/王姬/人物一/发/弟弟,17,0
255,255,人物二/王姬/人物一/弟弟,17,0
256,256,人物二/王姬/人物一/王姬/发/弟弟,17,0
257,257,人物二/王姬/人物一/王姬/弟弟,17,0
258,258,人物二/王姬/昌/人物一/发/弟弟,17,0
259,259,人物二/王姬/昌/人物一/弟弟,17,0
261,261,人物二/题/人物一,17,0
264,264,戴宗/二取/人物一/人物二,17,0
265,265,戴宗/二取/人物一/李逵/人物二,17,0
266,266,戴宗/二取/人物一/李逵/独劈/人物二,17,0
267,267,戴宗/二取/人物一/独劈/人物二,17,0
268,268,戴宗/人物一/李逵/独劈/人物二,17,0
269,269,戴宗/人物一/独劈/人物二,17,0
279,279,二/人物一/人物二,16,0
280,280,人物一/人物二/人物,16,0
281,281,人物一/人物二/便,16,0
282,282,人物一/人物二/学习/唱歌,16,0
283,283,人物一/人物二/张,16,0
284,284,人物一/人物二/张果老,16,0
285,285,人物一/人物二/故事,16,0
286,286,人物一/人物二/蓝采和/何仙姑,16,0
287,287,人物一/何仙姑/人物二,16,0
288,288,人物一/师父/人物二,16,0
289,289,人物一/年/年/人物二,16,0
290,290,人物一/春秋/人物二/弟子,16,0
291,291,人物一/曹国舅/人物二/何仙姑,16,0
292,292,人物一/相声/人物二,16,0
293,293,人物二/人物一/一起,16,0
294,294,人物二/人物一/合作,16,0
295,295,人物二/人物一/哥哥,16,0
296,296,人物二/人物一/成为,16,0
297,297,人物二/人物一/道,16,0
298,298,人物二/回答/人物一,16,0
299,299,人物二/子/人物一/发/弟弟,16,0
300,300,人物二/子/人物一/弟弟,16,0
301,301,人物二/子/人物一/王姬/发/弟弟,16,0
302,302,人物二/子/人物一/王姬/弟弟,16,0
303,303,人物二/昌/子/人物一/发/弟弟,16,0
304,304,人物二/昌/子/人物一/弟弟,16,0
305,305,人物二/昌/子/人物一/王姬/弟弟,16,0
306,306,人物二/王姬/子/人物一/发/弟弟,16,0
307,307,人物二/王姬/子/人物一/弟弟,16,0
308,308,人物二/王姬/子/人物一/王姬/弟弟,16,0
309,309,人物二/王姬/昌/子/人物一/弟弟,16,0
310,310,人物二/．/人物一,16,0
312,312,作品/人物二/人物一,16,0
313,313,八仙/人物一/人物二/蓝采和,16,0
314,314,八仙/汉/何仙姑/人物一/人物二,16,0
315,315,八仙/汉/何仙姑/人物一/人物二/曹国舅,16,0
316,316,八仙/汉/钟离/何仙姑/人物一/人物二,16,0
317,317,八仙/蓝采和/人物一/人物二,16,0
318,318,八仙/钟离/何仙姑/人物一/人物二,16,0
319,319,八仙/钟离/何仙姑/人物一/人物二/曹国舅,16,0
320,320,八仙/钟离/张果老/人物一/人物二/曹国舅,16,0
321,321,后来/人物一/人物二,16,0
322,322,年/人物二/弟子/人物一,16,0
323,323,张果老/蓝采和/人物一/人物二,16,0
324,324,明/人物一/人物二,16,0
325,325,水浒/戴宗/人物一/人物二,16,0
326,326,汉/蓝采和/人物一/人物二,16,0
327,327,汉/钟离/蓝采和/人物一/人物二,16,0
328,328,注释/人物一/人物二,16,0
329,329,相声/人物二/人物一,16,0
330,330,说/人物二/人物一,16,0
331,331,钟离/蓝采和/人物一/人物二,16,0
332,332,钟离权/人物一/人物二,16,0
333,333,铁拐李/汉/何仙姑/人物一/人物二/曹国舅,16,0
334,334,铁拐李/汉/张果老/人物一/人物二,16,0
335,335,铁拐李/汉/张果老/人物一/人物二/曹国舅,16,0
336,336,铁拐李/汉/钟离/张果老/人物一/人物二,16,0
337,337,铁拐李/钟离/何仙姑/人物一/人物二/曹国舅,16,0
338,338,铁拐李/钟离/张果老/人物一/人物二,16,0
339,339,铁拐李/钟离/张果老/人物一/人物二/曹国舅,16,0
340,340,角色/人物一/人物二,15,0
341,341,说/人物一/人物二,15,0
342,342,钟离/蓝采和/人物一/人物二/曹国舅,15,0
343,343,铁拐李/人物一/人物二/何仙姑,15,0
344,344,铁拐李/人物一/张果老/人物二,15,0
345,345,铁拐李/汉/张果老/何仙姑/人物一/人物二,15,0
346,346,铁拐李/钟离/张果老/何仙姑/人物一/人物二,15,0
