sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_262926,熊美玲,林秋离,No.136 就是 我爱你 林秋离 熊美玲 林慧萍,我爱你 人物二 人物一 林慧萍,-1
TRAIN_SENT_ID_262958,熊美玲,林秋离,No.100 看不清 的 爱 林秋离 熊美玲 江淑娜,看不清 爱 人物二 人物一 江淑娜,-1
TRAIN_SENT_ID_252238,秦嘉,徐淑,○ 秦嘉 妻 徐淑 答诗 一首,○ 人物一 妻 人物二 答诗 一首,-1
TRAIN_SENT_ID_265886,杨绛,钱钟书,本书 全面 详实 地 了解 杨绛 和 钱钟书 ， 以及 两家 长辈 的 不为人知 的 轶事 典故,本书 全面 详实 了解 人物一 人物二  两家 长辈 不为人知 轶事 典故,-1
TRAIN_SENT_ID_263003,熊美玲,林秋离,No.64 我 那么 那么 想 你 林秋离 熊美玲 杨林,想 人物二 人物一 杨林,-1
TRAIN_SENT_ID_268855,夏雪,刘梅,《 双喜临门 》 ： 夏雪 比赛 获奖 ， 刘梅 领了 奖金 ， 夏家 可谓 双喜临门 。,双喜临门   人物一 比赛 获奖  人物二 领了 奖金  夏家 可谓 双喜临门,-1
TRAIN_SENT_ID_277553,柴绍,平阳公主,卷 五十八 列传 第八 唐俭 、 长孙顺德 、 刘弘基 、 殷峤 、 刘政会 、 柴绍 （ 平阳公主 、 马三宝 附 ） 、 武士彟 （ 长兄 武士棱 、 次兄 武士 逸 ）,卷 五十八 列传 第八 唐俭  长孙顺德  刘弘基  殷峤  刘政会  人物一  人物二  马三宝 附   武士彟  长兄 武士棱  次兄 武士 逸,-1
TRAIN_SENT_ID_253604,沈浪,朱七七,七七 一 心想 杀死 沈浪 为父 报仇 ， 聪明反被聪明误 ， 小 泥巴 弄巧成拙 ， 使 熊猫儿 与 朱七七 都 喝 下 泻药 。,七七 心想 杀死 人物一 为父 报仇  聪明反被聪明误  泥巴 弄巧成拙  熊猫儿 人物二 喝 泻药,-1
TRAIN_SENT_ID_273194,黄苗子,郁风,黄苗子 跟 郁风 是 美术界 的 朋友 多 ， 盛家伦 音乐界 的 朋友 多 ， 吴祖光 是 戏剧界 的 朋友 多 。,人物一 人物二 美术界 朋友  盛家伦 音乐界 朋友  吴祖光 戏剧界 朋友,-1
TRAIN_SENT_ID_252260,秦嘉,徐淑,徐淑 《 答 秦嘉 诗 》 的 骚体 五言 形式 ， 是 四 言体 、 楚 骚体 与 五言诗 体 相结合 的 产物 ， 是 五言诗 体 发展史 上 难得一见 的 活化石 。,人物二  答 人物一 诗  骚体 五言 形式  四 言体  楚 骚体 五言诗 体 相结合 产物  五言诗 体 发展史 难得一见 活化石,-1
TRAIN_SENT_ID_284362,唐筼,陈寅恪,唐筼 和 陈寅恪 一家,人物一 人物二 一家,-1
TRAIN_SENT_ID_265201,尤二姐,贾琏,凤姐 借此 巧使 借刀杀人 之计 ， 背 地 吩咐 善姐 等 丫鬟 欺负 尤二姐 ， 贾琏 也 因 新人 秋桐 对 她 有所 忽略 。,凤姐 借此 巧使 借刀杀人 之计  背 吩咐 善姐 丫鬟 欺负 人物一  人物二 新人 秋桐 有所 忽略,-1
TRAIN_SENT_ID_275635,段成式,段文昌,"段氏 : 段志玄 、 段文昌 、 段成式 、 段安节 , 临淄 人 , 分别 为 战将 、 宰相 、 诗人 、 音乐家 。",段氏  段志玄  人物二  人物一  段安节  临淄  战将  宰相  诗人  音乐家,-1
TRAIN_SENT_ID_262826,熊美玲,林秋离,No.162 爱 你 太深 林秋离 熊美玲 刘德华,爱 太深 人物二 人物一 刘德华,-1
TRAIN_SENT_ID_272991,吴晗,袁震,吴晗 深知 ， 这种 不 愉快 的 见面 只会 加深 双方 的 痛苦 ， 他 只得 违心 地 声称 ， 袁震 的 健康 大有起色 ， 刚刚 动身 到 外地 疗养 去 了 。,人物一 深知  这种 愉快 见面 只会 加深 双方 痛苦  只得 违心 声称  人物二 健康 大有起色  刚刚 动身 外地 疗养,-1
TRAIN_SENT_ID_277481,余鱼同,李沅芷,余鱼同 英俊潇洒 ， 长 的 一表人才 ， 初 非常 爱慕 已为 人妻 的 骆冰 ， 后 与 官家 小姐 李沅芷 相恋 并 最终 结为 连理 。,人物一 英俊潇洒  长 一表人才  初 非常 爱慕 已为 人妻 骆冰  官家 小姐 人物二 相恋 最终 结为 连理,-1
TRAIN_SENT_ID_267956,樊梨花,薛丁山,樊梨花 和 薛丁山 俱 是 刚烈 之 人 ， 婚后 家庭 纠纷 不断 。,人物一 人物二 俱 刚烈  婚后 家庭 纠纷 不断,-1
TRAIN_SENT_ID_256336,孙尚香,刘备,字士元 ， 昵称 凤雏 ， 喜欢 孙尚香 视 刘备 ( 脩 ) 为 情敌 。,字士元  昵称 凤雏  喜欢 人物一 视 人物二  脩  情敌,-1
TRAIN_SENT_ID_262840,熊美玲,林秋离,No.20 什么 是 爱 林秋离 熊美玲 甄秀珍,爱 人物二 人物一 甄秀珍,-1
TRAIN_SENT_ID_279013,林诗音,龙啸云,他 以为 龙啸云 能 给 林诗音 幸福 才 放弃 了 诗音 ， 但 不 应该 再拉上 林仙儿 作 了 赔葬 。,人物二 人物一 幸福 放弃 诗音  应该 再拉上 林仙儿 作 赔葬,-1
TRAIN_SENT_ID_262345,汪精卫,陈璧君,堕落 政客 的 爱情 悲歌 ： 陈璧君 与 汪精卫 ( 8 ),堕落 政客 爱情 悲歌  人物二 人物一,-1
TRAIN_SENT_ID_283393,白马纵横,燕飞虹,燕飞虹 其他 记录 : 思念 白马纵横 之诗 ：,人物二 记录  思念 人物一 之诗,-1
TRAIN_SENT_ID_278721,叶一茜,田亮,《 想 你 的 笑 》 是 由 郭顶 、 唐恬 作词 ， 郭顶 作曲 ， 田亮 、 叶一茜 演唱 的 一首 歌曲 。,想 笑  郭顶  唐恬 作词  郭顶 作曲  人物二  人物一 演唱 一首 歌曲,-1
TRAIN_SENT_ID_257850,王安忆,茹志鹃,王安忆 创作 的 初期 ， 茹志鹃 还 看过 她 写 的 初稿 ， 尖锐 地 提过 意见 。,人物一 创作 初期  人物二 看过 写 初稿  尖锐 提过 意见,-1
TRAIN_SENT_ID_255723,蒋介石,宋美龄,到 了 周末 ， 蒋介石 和 宋美龄 常 乘车 来 汪山 ， 在 离康家 不远 的 地方 下车 ， 然后 沿着 公路 散步 。,周末  人物一 人物二 常 乘车 汪山  离康家 不远 地方 下车  公路 散步,-1
TRAIN_SENT_ID_271578,毛岸青,毛泽东,第七章 呵护 有加 又 痛 又 爱 — — 毛泽东 和 毛岸青,第七章 呵护 有加 痛 爱   人物二 人物一,-1
TRAIN_SENT_ID_252248,秦嘉,徐淑,秦嘉 和 徐淑 的 诗 ， 受到 了 我国 历代 诗论家 和 诗选 家 的 称赞 ， 也 得到 历代 读者 的 尊敬 。,人物一 人物二 诗  我国 历代 诗论家 诗选 家 称赞  得到 历代 读者 尊敬,-1
TRAIN_SENT_ID_255622,蒋介石,宋美龄,作者 按 ： 古达程 ， 名兆鹏 ， 宋美龄 秘书 ， 曾 在 蒋介石 侍从 二处 工作 。 ),作者  古达程  名兆鹏  人物二 秘书  人物一 侍从 二处 工作,-1
TRAIN_SENT_ID_258326,陈建斌,蒋勤勤,苏有朋 称 刘诗 诗 “ 嫂子 ” 陈建斌 二导 作品 不 排除 与 蒋勤勤 合作,苏有朋 称 刘诗 诗  嫂子  人物一 二导 作品 排除 人物二 合作,-1
TRAIN_SENT_ID_262881,熊美玲,林秋离,No.191 谁 若 爱 我 比 你 多 林秋离 熊美玲 邰正宵,爱 人物二 人物一 邰正宵,-1
TRAIN_SENT_ID_269942,贾云馨,李小璐,2 、 《 让 爱住 我家 》 演唱 ： 贾乃亮 、 李小璐 、 贾云馨,爱住 我家  演唱  贾乃亮  人物二  人物一,-1
TRAIN_SENT_ID_278174,赵姨娘,贾政,三 、 笑话 玄机 ： 赵姨娘 、 贾环 夺 嫡 是 贾政 的 家庭 事业,三  笑话 玄机  人物一  贾环 夺 嫡 人物二 家庭 事业,-1
TRAIN_SENT_ID_260454,严嵩,严世蕃,严嵩 和 严世蕃 每陷 仇家 ， 就 把 仇家 的 男孩 夺 来 作为 娈童 ， 百般 侮辱 ， 进行 性虐待 。,人物一 人物二 每陷 仇家  仇家 男孩 夺 娈童  百般 侮辱  进行 性虐待,-1
TRAIN_SENT_ID_252202,秦嘉,徐淑,从 文人 五言诗 发展 过程 来看 ， 秦嘉 与 徐淑 占有 重要 的 地位 ， 其 诗歌 作品 表明 文人 五言诗 的 技巧 渐趋 成熟 。,文人 五言诗 发展 过程 来看  人物一 人物二 占有 重要 地位  诗歌 作品 表明 文人 五言诗 技巧 渐趋 成熟,-1
TRAIN_SENT_ID_283258,王大治,戴露,微博 认证 为 某 宣传 公司 经理 的 “ 欣怡 Leafly ” ， 转发 内地 词人 吴向飞 的 微博 ， 称 其 是 在 谴责 王大治 ， 声援 自己 的 “ 发小 ” 戴露 。,微博 认证 宣传 公司 经理  欣怡    转发 内地 词人 吴向飞 微博  称 谴责 人物一  声援  发小  人物二,-1
