sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_261180,赵本山,赵一涵,赵本山 小女儿 赵一涵 （ 小名 妞妞 ） 是 个 出 生于 1997 年 的 美女 ， 她 是 赵本山 第二任 妻子 马丽娟 所 生 龙凤胎 中 的 女儿 。,人物一 小女儿 人物二  小名 妞妞  出 生于  年 美女  人物一 第二任 妻子 马丽娟 生 龙凤胎 中 女儿,-1
TRAIN_SENT_ID_263205,胡亥,秦始皇,胡亥 将 秦始皇 葬 在 骊山 皇陵 ， 把 铜 熔化 后 灌入 ， 堵塞 住 地下 深处 的 水 。,人物一 人物二 葬 骊山 皇陵  铜 熔化 灌入  堵塞 住 地下 深处 水,-1
TRAIN_SENT_ID_277206,张茜,张卫健,《 陈梦吉 传奇 》 在 番禺 拍 了 两个 月 ， 戏快 拍 完 的 时候 ， 张卫健 与 张茜 的 恋爱 关系 已经 心照不宣 了 。,陈梦吉 传奇  番禺 拍 两个 月  戏快 拍 完  人物二 人物一 恋爱 关系 已经 心照不宣,1
TRAIN_SENT_ID_257770,桓雄,桓因,“ 昔有 桓因 庶子 桓雄 … …,昔有 人物二 庶子 人物一,-1
TRAIN_SENT_ID_281828,李蕙仙,梁启超,由 中国 女 学会 主办 ， 主笔 为 康有为 的 女儿 康同薇 、 梁启超 的 夫人 李蕙仙 等 。,中国 女 学会 主办  主笔 康有为 女儿 康同薇  人物二 夫人 人物一,1
TRAIN_SENT_ID_282715,张庭,林瑞阳,2 个人 生活 : 张庭 与 林瑞阳 爱情长跑 11 年 恋爱 结婚,个人 生活  人物一 人物二 爱情长跑  年 恋爱 结婚,1
TRAIN_SENT_ID_282523,蒋方智怡,蒋友青,蒋友常 家族 成员 : 祖父 为 蒋经国 ， 祖母 为 蒋方良 ， 父亲 为 蒋孝勇 ， 母亲 为 蒋方智怡 ， 哥哥 为 蒋友柏 ， 弟弟 为 蒋友青 。,蒋友常 家族 成员  祖父 蒋经国  祖母 蒋方良  父亲 蒋孝勇  母亲 人物一  哥哥 蒋友柏  弟弟 人物二,-1
TRAIN_SENT_ID_283503,张美珠,赵忠祥,但 张美珠 力挺 赵忠祥 ， 陪伴 丈夫 渡过难关 ， 让 赵忠祥 很 是 感动 。,人物一 力挺 人物二  陪伴 丈夫 渡过难关  人物二 感动,1
TRAIN_SENT_ID_281735,尹莉,李钦,在 采访 中 ， 李钦 的 妻子 尹莉 说 ： “ 我 觉得 他 很 幸运 ， 我 都 有 一种 想 去 的 冲动 。 ”,采访 中  人物二 妻子 人物一 说   觉得 幸运  一种 想 冲动,1
TRAIN_SENT_ID_284317,薛葵,薛刚,薛葵 为 薛刚 长子 ， 亦 为 反武 阵营 中 的 第一 猛将 。,人物一 人物二 长子  反武 阵营 中 第一 猛将,-1
TRAIN_SENT_ID_256263,孙尚香,刘备,戏曲 称 作为 孙尚香 ， 后 与 刘备 结婚 。,戏曲 称 人物一  人物二 结婚,1
TRAIN_SENT_ID_255518,刘梅,夏雪,夏东海 和 刘梅 得知 这个 消息 ， 内心 暗自 焦虑 ， 因为 希望 越大 失望 也 就 越 大 ， 他们 担心 夏雪 承受 不了 失败 的 打击 。,夏东海 人物一 得知 消息  内心 暗自 焦虑  希望 越大 失望 越  担心 人物二 承受 不了 失败 打击,-1
TRAIN_SENT_ID_279569,马丽娟,赵本山,只不过 ， 刘玲辉 是 赵本山 妻子 马丽娟 舅舅 的 女儿 ， 而 于月仙 则 是 马丽娟 姑姑 的 女儿 。,只不过  刘玲辉 人物二 妻子 人物一 舅舅 女儿  于月仙 人物一 姑姑 女儿,1
TRAIN_SENT_ID_285064,桑昆,王汗,桑昆 ， 克烈部 末代 首领 王汗 之子 。,人物一  克烈部 末代 首领 人物二 之子,-1
TRAIN_SENT_ID_248859,窦滔,苏蕙,⑹ 窦家妻 ： 指 窦滔 之妻 苏蕙 。,⑹ 窦家妻  指 人物一 之妻 人物二,1
TRAIN_SENT_ID_259260,刘备,刘禅,（ 《 虽远必 诛 》 手游 武将 ） : 赵云 ， 蜀汉 五虎将 之一 ， 怀抱 刘备 之子 阿斗 ， 即 刘禅 ， 单骑 突破 曹操 大军 包围 的 猛将 。,虽远必 诛  手游 武将   赵云  蜀汉 五虎将  怀抱 人物一 之子 阿斗  人物二  单骑 突破 曹操 大军 包围 猛将,-1
TRAIN_SENT_ID_272348,金正恩,金正日,前 领导人 金正日 的 妹妹 ， 现 领导人 金正恩 的 姑姑 ， 丈夫 张成泽 被 认为 是 朝鲜 实际上 的 “ 二号 人物 ” 。,前 领导人 人物二 妹妹  现 领导人 人物一 姑姑  丈夫 张成泽 认为 朝鲜 实际上  二号 人物,-1
TRAIN_SENT_ID_258919,王熙凤,贾琏,贾琏 夫妻生活 : 《 红楼梦 》 里 的 贾琏 、 王熙凤 这 对 夫妇 ， 是 作者 着墨 甚多 的 一对 贵族 夫妻 。,人物二 夫妻生活   红楼梦  里 人物二  人物一 夫妇  作者 着墨 甚多 一对 贵族 夫妻,1
TRAIN_SENT_ID_261929,安雯,苏越,经过 婚后 的 生活 ， 安雯 和 苏越 深知 ， 夫妻 之间 经历 过 的 美好生活 ， 就是 贮存 在 双方 记忆 深处 的 “ 感情 资本 ” 和 情感 体验 。,婚后 生活  人物一 人物二 深知  夫妻 之间 经历 美好生活  贮存 双方 记忆 深处  感情 资本  情感 体验,1
