,rule_id,rule,frequence,label
352,352,人物一/人物二/父,8,0
378,378,人物二/其父/人物一,8,0
404,404,三/人物一/人物二,7,0
407,407,主要/人物二/人物一,7,0
408,408,人物一/一直/人物二,7,0
415,415,人物一/人物二/感情,7,0
430,430,人物一/男/人物二,7,0
433,433,人物二/之孙/人物一,7,0
434,434,人物二/人物一/一位,7,0
435,435,人物二/人物一/人物,7,0
445,445,人物二/人物一/日本,7,0
446,446,人物二/人物一/经营,7,0
451,451,人物二/便/人物一,7,0
468,468,信息/人物二/人物一,7,0
472,472,家庭/人物一/人物二,7,0
486,486,故事/人物一/人物二,7,0
494,494,一个/人物二/人物一,6,0
495,495,一年/人物二/人物一,6,0
496,496,三年/年/人物二/人物一,6,0
497,497,个人/年/人物二/人物一,6,0
498,498,主席/人物二/夫人/人物一,6,0
499,499,人物/人物一/人物一/人物二,6,0
500,500,人物/人物一/父亲/人物二,6,0
501,501,人物/人物二/人物二/人物一,6,0
502,502,人物/经历/人物一/人物二,6,0
503,503,人物一/个人/妻子/人物二,6,0
504,504,人物一/举行/人物二,6,0
505,505,人物一/人物二/会,6,0
506,506,人物一/人物二/办理,6,0
507,507,人物一/人物二/办理/离婚,6,0
508,508,人物一/人物二/名,6,0
509,509,人物一/人物二/子女,6,0
510,510,人物一/人物二/孩子,6,0
511,511,人物一/人物二/年/人物二,6,0
512,512,人物一/人物二/恋爱,6,0
513,513,人物一/人物二/曝光,6,0
514,514,人物一/人物二/更,6,0
516,516,人物一/人物二/结婚/人物二,6,0
517,517,人物一/人物二/结婚/年,6,0
518,518,人物一/人物二/著名,6,0
519,519,人物一/人物二/长,6,0
520,520,人物一/人物二/非常,6,0
521,521,人物一/写/人物二,6,0
523,523,人物一/去世/人物二,6,0
524,524,人物一/妻子/人物二/人物二,6,0
525,525,人物一/携/人物二,6,0
526,526,人物一/携/夫人/人物二,6,0
527,527,人物一/月/人物二/人物一,6,0
528,528,人物一/没有/人物二,6,0
529,529,人物一/父亲/人物二/母亲,6,0
530,530,人物一/经历/人物一/人物二,6,0
531,531,人物一/结婚/人物一/人物二,6,0
532,532,人物一/辅佐/人物二,6,0
533,533,人物一/香港/人物二,6,0
534,534,人物二/丈夫/人物一/人物二,6,0
535,535,人物二/三子/人物一,6,0
536,536,人物二/上海/人物一,6,0
537,537,人物二/两人/人物一,6,0
538,538,人物二/个人/生活/人物二/人物一,6,0
539,539,人物二/中华民国/人物一,6,0
540,540,人物二/为妻/人物一,6,0
541,541,人物二/之后/人物一,6,0
542,542,人物二/之子/人物一/人物二,6,0
543,543,人物二/人物/人物二/人物一,6,0
544,544,人物二/人物一/一直,6,0
545,545,人物二/人物一/事,6,0
546,546,人物二/人物一/作,6,0
547,547,人物二/人物一/便,6,0
548,548,人物二/人物一/出,6,0
549,549,人物二/人物一/夫妇,6,0
550,550,人物二/人物一/年/结婚,6,0
551,551,人物二/人物一/恋爱,6,0
552,552,人物二/人物一/成,6,0
553,553,人物二/人物一/故事,6,0
554,554,人物二/人物一/新婚,6,0
555,555,人物二/人物一/月/人物一,6,0
556,556,人物二/人物一/来到,6,0
557,557,人物二/人物一/父亲/人物二,6,0
558,558,人物二/人物一/终于,6,0
559,559,人物二/人物一/结为/夫妻,6,0
560,560,人物二/人物一/自杀,6,0
561,561,人物二/人物一/赵高,6,0
562,562,人物二/人物一/逼,6,0
563,563,人物二/人物一/邵华,6,0
564,564,人物二/人物一/香港,6,0
565,565,人物二/人物二/父亲/人物一,6,0
578,578,人物二/将军/人物一,6,0
593,593,人物二/毛岸英/人物一,6,0
597,597,人物二/说/人物一,6,0
603,603,倚天/人物二/人物一,6,0
604,604,倚天/屠龙记/人物二/人物一,6,0
605,605,关系/人物二/人物一,6,0
606,606,出生/人物二/人物一,6,0
607,607,四年/人物二/人物一,6,0
608,608,国家/主席/人物二/夫人/人物一,6,0
609,609,国家/人物二/夫人/人物一,6,0
611,611,孙权/人物二/人物一,6,0
612,612,屠龙记/人物二/人物一,6,0
629,629,建安/人物二/人物一,6,0
635,635,时期/人物二/人物一,6,0
647,647,杀/人物二/人物一,6,0
648,648,母/人物一/人物二,6,0
649,649,演员/人物二/人物一,6,0
650,650,父/人物一/人物二,6,0
651,651,皇后/人物一/人物二,6,0
652,652,称/人物一/人物二,6,0
653,653,红楼梦/人物一/人物二,6,0
654,654,经历/人物二/人物一,6,0
656,656,艺人/人物一/人物二,6,0
657,657,蜀汉/人物二/人物一,6,0
658,658,设定/人物一/人物二,6,0
659,659,诸葛亮/人物一/人物二,6,0
660,660,诸葛亮/人物二/人物一,6,0
661,661,饰演/人物二/人物一,6,0
662,662,人物二/本名/焦安溥/海基会/秘书长/人物一,5,0
663,663,人物二/本名/焦安溥/海基会/行政院/人物一,5,0
664,664,人物二/本名/焦安溥/秘书长/中华民国/人物一,5,0
665,665,人物二/本名/焦安溥/秘书长/人物一,5,0
666,666,人物二/本名/焦安溥/秘书长/人物一/之女,5,0
667,667,人物二/本名/焦安溥/秘书长/侨务/人物一,5,0
668,668,人物二/本名/焦安溥/秘书长/委员会/人物一,5,0
669,669,人物二/本名/焦安溥/秘书长/委员长/人物一,5,0
670,670,人物二/本名/焦安溥/秘书长/行政院/人物一,5,0
671,671,人物二/本名/焦安溥/行政院/人物一,5,0
672,672,人物二/本名/焦安溥/行政院/人物一/之女,5,0
673,673,人物二/本名/焦安溥/行政院/侨务/人物一,5,0
674,674,人物二/本名/焦安溥/行政院/委员会/人物一,5,0
675,675,人物二/本名/焦安溥/行政院/委员长/人物一,5,0
676,676,人物二/演出/人物一,5,0
677,677,人物二/父亲/人物一/年,5,0
678,678,人物二/父子/人物一,5,0
679,679,人物二/生/人物一/生,5,0
680,680,人物二/继位/人物一,5,0
681,681,人物二/著名/人物二/人物一,5,0
682,682,人物二/遗诏/人物一,5,0
