,rule_id,rule,frequence,label
56,56,人物二/人物一/举行,25,0
63,63,年/人物二/人物一/婚礼,23,0
87,87,年/人物二/人物一/举行,20,0
90,90,人物二/人物一/举行/婚礼,19,0
92,92,人物二/人物一/离婚,19,0
94,94,人物二/年/人物二/人物一,19,0
99,99,年/月/人物二/人物一/婚礼,18,0
100,100,月/人物二/人物一/婚礼,18,0
101,101,人物一/人物二/举行,17,0
105,105,年/月/人物二/人物一/举行,17,0
106,106,月/人物二/人物一/举行,17,0
116,116,年/人物二/人物一/举行/婚礼,16,0
118,118,年/日/人物二/人物一/举行,16,0
120,120,年/月/日/人物二/人物一/举行,16,0
122,122,日/人物二/人物一/举行,16,0
124,124,月/日/人物二/人物一/举行,16,0
125,125,生活/人物二/人物一,16,0
126,126,个人/人物二/人物一,15,0
127,127,人物一/人物二/丈夫,15,0
129,129,人物一/人物二/生,15,0
130,130,人物一/日/人物二,15,0
131,131,人物一/月/日/人物二,15,0
133,133,人物二/太子/人物一,15,0
136,136,年/日/人物二/人物一/婚礼,15,0
137,137,年/月/日/人物二/人物一/婚礼,15,0
138,138,日/人物二/人物一/婚礼,15,0
140,140,月/日/人物二/人物一/婚礼,15,0
144,144,人物一/人物二/举行/婚礼,14,0
150,150,年/人物一/人物二/人物一,14,0
151,151,年/月/人物二/人物一/举行/婚礼,14,0
153,153,月/人物二/人物一/举行/婚礼,14,0
155,155,三年/人物二/人物一,13,0
156,156,人物一/人物一/人物二/结婚,13,0
158,158,人物二/之女/人物一,13,0
160,160,人物二/人物一/太子,13,0
161,161,人物二/人物一/婚姻,13,0
162,162,人物二/人物一/母亲,13,0
165,165,公元前/人物二/人物一,13,0
167,167,年/日/人物二/人物一/举行/婚礼,13,0
168,168,日/人物二/人物一/举行/婚礼,13,0
169,169,月/日/人物二/人物一/举行/婚礼,13,0
171,171,说/人物二/人物一,13,0
172,172,个人/生活/人物二/人物一,12,0
174,174,人物一/之子/人物二,12,0
175,175,人物一/人物一/妻子/人物二,12,0
176,176,人物一/人物二/父亲,12,0
177,177,人物二/人物一/夫人,12,0
178,178,人物二/人物一/年/月,12,0
179,179,人物二/人物一/张,12,0
180,180,人物二/人物一/成为,12,0
183,183,人物二/婚礼/人物一,12,0
186,186,公元前/年/人物二/人物一,12,0
187,187,妻子/人物二/人物一,12,0
188,188,中国/人物二/人物一,11,0
190,190,人物一/人物二/一个,11,0
192,192,人物一/人物二/太子,11,0
194,194,人物一/人物二/正式,11,0
195,195,人物一/出/人物二,11,0
196,196,人物一/年/人物一/人物二,11,0
197,197,人物一/长子/人物二,11,0
198,198,人物二/中/人物/人物一,11,0
199,199,人物二/人物一/正式,11,0
200,200,人物二/月/人物二/人物一,11,0
201,201,儿子/人物一/人物二,11,0
202,202,公元/人物二/人物一,11,0
205,205,年/人物一/夫人/人物二,11,0
207,207,年/人物二/女儿/人物一,11,0
208,208,年/人物二/结婚/人物一,11,0
211,211,日/人物二/人物一/结婚,11,0
212,212,月/日/人物二/人物一/结婚,11,0
213,213,人物一/中国/人物二,10,0
216,216,人物一/人物二/年/日,10,0
217,217,人物一/人物二/年/月/日,10,0
218,218,人物一/人物二/年/结婚,10,0
219,219,人物一/年/人物二/结婚,10,0
220,220,人物一/年/日/人物二,10,0
221,221,人物一/年/月/日/人物二,10,0
222,222,人物一/母亲/人物二,10,0
223,223,人物一/生于/人物二,10,0
225,225,人物二/人物一/出生,10,0
226,226,人物二/人物一/年/年,10,0
227,227,人物二/原配/人物一,10,0
228,228,人物二/妻子/人物一/人物二,10,0
229,229,人物二/日/人物二/人物一,10,0
231,231,人物二/生活/人物一,10,0
232,232,公元/年/人物二/人物一,10,0
233,233,女儿/人物一/人物二,10,0
234,234,婚礼/人物二/人物一,10,0
235,235,年/人物二/人物一/人物一,10,0
236,236,年/人物二/人物一/年,10,0
237,237,年/人物二/去世/人物一,10,0
238,238,年/人物二/夫人/人物一,10,0
239,239,年/人物二/妻子/人物一,10,0
243,243,父亲/人物二/人物一,10,0
244,244,结婚/人物一/人物二,10,0
245,245,丈夫/人物二/人物一,9,0
246,246,个人/人物一/妻子/人物二,9,0
247,247,人物/生平/人物二/人物一,9,0
249,249,人物一/人物一/年/人物二,9,0
250,250,人物一/人物二/上海,9,0
252,252,人物一/人物二/前,9,0
253,253,人物一/人物二/去世,9,0
255,255,人物一/前妻/人物二,9,0
256,256,人物一/名/人物二,9,0
258,258,人物一/死后/人物二,9,0
259,259,人物一/生/人物二,9,0
260,260,人物一/离婚/人物二,9,0
261,261,人物一/说/人物二,9,0
262,262,人物二/个人/人物一,9,0
263,263,人物二/之妻/人物一,9,0
264,264,人物二/人物一/出席,9,0
265,265,人物二/人物一/日,9,0
266,266,人物二/人物一/生于,9,0
268,268,人物二/公子/人物一,9,0
269,269,人物二/其子/人物一,9,0
270,270,人物二/岁/人物一,9,0
271,271,人物二/月/日/人物二/人物一,9,0
272,272,人物二/演员/人物一,9,0
273,273,儿子/人物二/人物一,9,0
274,274,前/人物一/人物二,9,0
275,275,后来/人物二/人物一,9,0
276,276,年/月/人物一/人物二/人物一,9,0
278,278,月/人物一/人物二/人物一,9,0
279,279,生平/人物二/人物一,9,0
280,280,月/人物一/人物二/婚礼,8,0
281,281,月/人物一/夫人/人物二,8,0
282,282,月/人物二/妻子/人物一,8,0
283,283,月/日/人物一/人物二/人物一,8,0
284,284,月/日/人物一/夫人/人物二,8,0
285,285,父亲/人物一/人物二,8,0
