rule_id,rule,pattern,frequence,original_label
405,人物二/其父/人物一,.*人物二.*其父.*人物一.*,8,-1
448,人物一/人物二/感情,.*人物一.*人物二.*感情.*,7,1
453,人物一/人物二/王夫人,.*人物一.*人物二.*王夫人.*,7,0
471,人物二/人物一/一位,.*人物二.*人物一.*一位.*,7,-1
473,人物二/人物一/丞相,.*人物二.*人物一.*丞相.*,7,-1
474,人物二/人物一/事,.*人物二.*人物一.*事.*,7,0
475,人物二/人物一/人物,.*人物二.*人物一.*人物.*,7,0
481,人物二/人物一/夫妇,.*人物二.*人物一.*夫妇.*,7,1
482,人物二/人物一/日本,.*人物二.*人物一.*日本.*,7,0
485,人物二/人物一/经营,.*人物二.*人物一.*经营.*,7,-1
486,人物二/人物一/结为,.*人物二.*人物一.*结为.*,7,1
495,人物二/兼/人物一,.*人物二.*兼.*人物一.*,7,-1
499,人物二/将军/人物一,.*人物二.*将军.*人物一.*,7,-1
505,人物二/武侠小说/人物一,.*人物二.*武侠小说.*人物一.*,7,-1
530,故事/人物一/人物二,.*故事.*人物一.*人物二.*,7,-1
544,相传/人物二/人物一,.*相传.*人物二.*人物一.*,7,-1
550,人物一/简介/人物二,.*人物一.*简介.*人物二.*,6,-1
551,人物一/经历/人物一/人物二,.*人物一.*经历.*人物一.*人物二.*,6,-1
552,人物一/结婚/人物一/人物二,.*人物一.*结婚.*人物一.*人物二.*,6,1
553,人物一/老公/人物二,.*人物一.*老公.*人物二.*,6,1
554,人物一/辅佐/人物二,.*人物一.*辅佐.*人物二.*,6,-1
555,人物一/里/人物二,.*人物一.*里.*人物二.*,6,0
556,人物一/香港/人物二,.*人物一.*香港.*人物二.*,6,0
557,人物二/一子/人物一,.*人物二.*一子.*人物一.*,6,-1
558,人物二/一直/人物一,.*人物二.*一直.*人物一.*,6,1
559,人物二/丈夫/人物一/人物二,.*人物二.*丈夫.*人物一.*人物二.*,6,1
560,人物二/三子/人物一,.*人物二.*三子.*人物一.*,6,-1
561,人物二/上海/人物一,.*人物二.*上海.*人物一.*,6,0
562,人物二/两人/人物一,.*人物二.*两人.*人物一.*,6,0
563,人物二/个人/人物一/年,.*人物二.*个人.*人物一.*年.*,6,1
564,人物二/个人/年/人物一,.*人物二.*个人.*年.*人物一.*,6,1
565,人物二/个人/生活/人物二/人物一,.*人物二.*个人.*生活.*人物二.*人物一.*,6,0
566,人物二/中华民国/人物一,.*人物二.*中华民国.*人物一.*,6,-1
567,人物二/为妻/人物一,.*人物二.*为妻.*人物一.*,6,0
568,人物二/主持人/人物一,.*人物二.*主持人.*人物一.*,6,0
569,人物二/之后/人物一,.*人物二.*之后.*人物一.*,6,-1
570,人物二/之子/人物一/人物二,.*人物二.*之子.*人物一.*人物二.*,6,-1
571,人物二/之孙/人物一,.*人物二.*之孙.*人物一.*,6,-1
572,人物二/人物/人物二/人物一,.*人物二.*人物.*人物二.*人物一.*,6,0
573,人物二/人物一/一个,.*人物二.*人物一.*一个.*,6,0
574,人物二/人物一/两个,.*人物二.*人物一.*两个.*,6,-1
575,人物二/人物一/中国,.*人物二.*人物一.*中国.*,6,-1
576,人物二/人物一/参加,.*人物二.*人物一.*参加.*,6,0
577,人物二/人物一/合影,.*人物二.*人物一.*合影.*,6,0
578,人物二/人物一/工作,.*人物二.*人物一.*工作.*,6,1
579,人物二/人物一/年/结婚,.*人物二.*人物一.*年.*结婚.*,6,1
580,人物二/人物一/恋爱,.*人物二.*人物一.*恋爱.*,6,1
581,人物二/人物一/成,.*人物二.*人物一.*成.*,6,0
582,人物二/人物一/故事,.*人物二.*人物一.*故事.*,6,0
583,人物二/人物一/新婚,.*人物二.*人物一.*新婚.*,6,1
584,人物二/人物一/更,.*人物二.*人物一.*更.*,6,0
585,人物二/人物一/月/人物一,.*人物二.*人物一.*月.*人物一.*,6,1
586,人物二/人物一/父亲/人物二,.*人物二.*人物一.*父亲.*人物二.*,6,-1
587,人物二/人物一/立,.*人物二.*人物一.*立.*,6,-1
588,人物二/人物一/终于,.*人物二.*人物一.*终于.*,6,0
589,人物二/人物一/结为/夫妻,.*人物二.*人物一.*结为.*夫妻.*,6,1
590,人物二/人物一/自杀,.*人物二.*人物一.*自杀.*,6,-1
591,人物二/人物一/逼,.*人物二.*人物一.*逼.*,6,0
592,人物二/人物一/邵华,.*人物二.*人物一.*邵华.*,6,-1
593,人物二/人物一/香港,.*人物二.*人物一.*香港.*,6,0
594,人物二/人物二/父亲/人物一,.*人物二.*人物二.*父亲.*人物一.*,6,-1
595,人物二/公元前/人物一,.*人物二.*公元前.*人物一.*,6,-1
596,人物二/公元前/年/人物一,.*人物二.*公元前.*年.*人物一.*,6,-1
597,人物二/北京/人物一,.*人物二.*北京.*人物一.*,6,-1
598,人物二/号/人物一,.*人物二.*号.*人物一.*,6,-1
599,人物二/名叫/人物一,.*人物二.*名叫.*人物一.*,6,-1
600,人物二/名宿/人物一,.*人物二.*名宿.*人物一.*,6,-1
601,人物二/名宿/人物一/之子,.*人物二.*名宿.*人物一.*之子.*,6,-1
602,人物二/后来/人物一,.*人物二.*后来.*人物一.*,6,0
603,人物二/四年/人物一,.*人物二.*四年.*人物一.*,6,0
604,人物二/夫人/人物一/人物二,.*人物二.*夫人.*人物一.*人物二.*,6,0
605,人物二/委员会/人物一,.*人物二.*委员会.*人物一.*,6,-1
606,人物二/宣布/人物一,.*人物二.*宣布.*人物一.*,6,1
607,人物二/家庭/人物一,.*人物二.*家庭.*人物一.*,6,0
608,人物二/导演/人物一,.*人物二.*导演.*人物一.*,6,-1
609,人物二/已故/人物一,.*人物二.*已故.*人物一.*,6,-1
610,人物二/已故/人物一/之子,.*人物二.*已故.*人物一.*之子.*,6,-1
611,人物二/已故/名宿/人物一,.*人物二.*已故.*名宿.*人物一.*,6,-1
612,人物二/已故/名宿/人物一/之子,.*人物二.*已故.*名宿.*人物一.*之子.*,6,-1
613,人物二/已故/足球/人物一,.*人物二.*已故.*足球.*人物一.*,6,-1
614,人物二/已故/足球/人物一/之子,.*人物二.*已故.*足球.*人物一.*之子.*,6,-1
615,人物二/已故/足球/名宿/人物一,.*人物二.*已故.*足球.*名宿.*人物一.*,6,-1
616,人物二/已故/足球/名宿/人物一/之子,.*人物二.*已故.*足球.*名宿.*人物一.*之子.*,6,-1
617,人物二/年/人物一/之子,.*人物二.*年.*人物一.*之子.*,6,-1
618,人物二/年/人物一/婚礼,.*人物二.*年.*人物一.*婚礼.*,6,1
619,人物二/年/女儿/人物一,.*人物二.*年.*女儿.*人物一.*,6,-1
620,人物二/年/日/人物二/人物一,.*人物二.*年.*日.*人物二.*人物一.*,6,0
621,人物二/年/月/日/人物二/人物一,.*人物二.*年.*月.*日.*人物二.*人物一.*,6,0
622,人物二/征东/人物一,.*人物二.*征东.*人物一.*,6,-1
623,人物二/征东/人物一/征西,.*人物二.*征东.*人物一.*征西.*,6,-1
624,人物二/生下/人物一,.*人物二.*生下.*人物一.*,6,-1
625,人物二/生活/人物二/人物一,.*人物二.*生活.*人物二.*人物一.*,6,1
626,人物二/结婚/人物一/人物二,.*人物二.*结婚.*人物一.*人物二.*,6,1
627,人物二/说/人物一,.*人物二.*说.*人物一.*,6,-1
628,人物二/足球/人物一,.*人物二.*足球.*人物一.*,6,-1
629,人物二/足球/人物一/之子,.*人物二.*足球.*人物一.*之子.*,6,-1
630,人物二/足球/名宿/人物一,.*人物二.*足球.*名宿.*人物一.*,6,-1
631,人物二/足球/名宿/人物一/之子,.*人物二.*足球.*名宿.*人物一.*之子.*,6,-1
632,人物二/金庸/人物一,.*人物二.*金庸.*人物一.*,6,-1
633,太子/人物二/人物一,.*太子.*人物二.*人物一.*,6,-1
634,岁/人物一/人物二,.*岁.*人物一.*人物二.*,6,1
635,年/人物二/之子/人物一,.*年.*人物二.*之子.*人物一.*,6,-1
636,年/日/人物一/人物二/举行,.*年.*日.*人物一.*人物二.*举行.*,6,1
637,年/日/人物一/人物二/婚礼,.*年.*日.*人物一.*人物二.*婚礼.*,6,1
638,年/日/人物二/人物一/人物二,.*年.*日.*人物二.*人物一.*人物二.*,6,1
639,年/日/人物二/人物一/年,.*年.*日.*人物二.*人物一.*年.*,6,1
640,年/日/人物二/妻子/人物一,.*年.*日.*人物二.*妻子.*人物一.*,6,1
641,年/月/人物一/人物二/举行,.*年.*月.*人物一.*人物二.*举行.*,6,1
642,年/月/人物一/人物二/离婚,.*年.*月.*人物一.*人物二.*离婚.*,6,1
643,年/月/人物二/人物一/离婚,.*年.*月.*人物二.*人物一.*离婚.*,6,1
644,年/月/日/人物一/人物二/举行,.*年.*月.*日.*人物一.*人物二.*举行.*,6,1
645,年/月/日/人物一/人物二/婚礼,.*年.*月.*日.*人物一.*人物二.*婚礼.*,6,1
646,年/月/日/人物二/人物一/人物二,.*年.*月.*日.*人物二.*人物一.*人物二.*,6,1
647,年/月/日/人物二/人物一/年,.*年.*月.*日.*人物二.*人物一.*年.*,6,1
648,年/月/日/人物二/妻子/人物一,.*年.*月.*日.*人物二.*妻子.*人物一.*,6,1
649,日/人物一/人物二/举行,.*日.*人物一.*人物二.*举行.*,6,1
650,日/人物二/人物一/年,.*日.*人物二.*人物一.*年.*,6,1
651,日/人物二/夫人/人物一,.*日.*人物二.*夫人.*人物一.*,6,1
652,日/人物二/结婚/人物一,.*日.*人物二.*结婚.*人物一.*,6,1
653,日/岁/人物二/人物一,.*日.*岁.*人物二.*人物一.*,6,1
654,月/人物一/人物二/举行,.*月.*人物一.*人物二.*举行.*,6,1
655,月/人物一/人物二/人物二,.*月.*人物一.*人物二.*人物二.*,6,0
656,月/人物二/人物一/离婚,.*月.*人物二.*人物一.*离婚.*,6,1
657,月/人物二/女儿/人物一,.*月.*人物二.*女儿.*人物一.*,6,-1
658,月/人物二/结婚/人物一,.*月.*人物二.*结婚.*人物一.*,6,1
659,月/岁/人物二/人物一,.*月.*岁.*人物二.*人物一.*,6,1
660,月/日/人物一/人物二/举行,.*月.*日.*人物一.*人物二.*举行.*,6,1
661,月/日/人物二/人物一/年,.*月.*日.*人物二.*人物一.*年.*,6,1
662,月/日/人物二/夫人/人物一,.*月.*日.*人物二.*夫人.*人物一.*,6,1
663,月/日/人物二/结婚/人物一,.*月.*日.*人物二.*结婚.*人物一.*,6,1
664,月/日/岁/人物二/人物一,.*月.*日.*岁.*人物二.*人物一.*,6,1
665,生活/年/月/人物一/人物二,.*生活.*年.*月.*人物一.*人物二.*,6,0
666,结婚/人物二/人物一,.*结婚.*人物二.*人物一.*,6,1
