,rule_id,rule,frequence,label
325,325,人物一/人物二/门下,16,0
326,326,人物一/师父/人物二,16,0
329,329,人物一/生于/人物二,16,0
330,330,人物二/人物一/中国,16,0
332,332,人物二/人物一/月,16,0
335,335,后来/人物一/人物二,16,0
341,341,二取/人物一/人物二,15,0
342,342,二取/人物一/李逵/人物二,15,0
343,343,人物/生平/人物二/人物一,15,0
344,344,人物/经历/人物二/人物一,15,0
345,345,人物一/人物二/一个,15,0
346,346,人物一/人物二/之弟,15,0
347,347,人物一/人物二/回家,15,0
348,348,人物一/人物二/姐姐,15,0
350,350,人物一/人物二/性格,15,0
351,351,人物一/何仙姑/人物二,15,0
352,352,人物一/前/人物二,15,0
353,353,人物一/已故/人物二,15,0
354,354,人物一/春秋/人物二/弟子,15,0
355,355,人物一/问/人物二,15,0
356,356,人物一/鲁国/人物二/弟子,15,0
357,357,人物二/人物一/好学,15,0
358,358,人物二/人物一/子贡,15,0
359,359,人物二/儿子/人物一,15,0
360,360,人物二/同治/人物一,15,0
361,361,人物二/女儿/人物一,15,0
362,362,八仙/人物一/蓝采和/人物二,15,0
363,363,八仙/铁拐李/汉/蓝采和/人物一/人物二,15,0
364,364,八仙/铁拐李/钟离/蓝采和/人物一/人物二,15,0
365,365,戴宗/二取/人物一/人物二,15,0
366,366,戴宗/二取/人物一/李逵/人物二,15,0
367,367,指/人物一/人物二,15,0
368,368,注释/人物一/人物二,15,0
369,369,译文/人物一/人物二,15,0
370,370,译文/人物二/人物一,15,0
371,371,说/人物二/人物一,15,0
374,374,人物/生平/人物二/人物一/发,14,0
375,375,人物/生平/人物二/人物一/王姬,14,0
376,376,人物/生平/人物二/人物一/王姬/发,14,0
377,377,人物/生平/人物二/昌/人物一,14,0
378,378,人物/生平/人物二/昌/人物一/发,14,0
379,379,人物/生平/人物二/昌/人物一/王姬,14,0
380,380,人物/生平/人物二/王姬/人物一,14,0
381,381,人物/生平/人物二/王姬/人物一/发,14,0
382,382,人物/生平/人物二/王姬/人物一/王姬,14,0
383,383,人物/生平/人物二/王姬/昌/人物一,14,0
384,384,人物一/人物一/年/人物二,14,0
385,385,人物一/人物二/一起,14,0
386,386,人物一/人物二/人物,14,0
387,387,人物一/人物二/已故,14,0
388,388,人物一/人物二/弟,14,0
389,389,人物一/人物二/德行,14,0
390,390,人物一/人物二/死,14,0
391,391,人物一/介绍/人物二,14,0
392,392,人物一/妹妹/人物二,14,0
393,393,人物一/子路/鲁国/人物二,14,0
394,394,人物一/字/子路/鲁国/人物二,14,0
395,395,人物一/字/鲁国/人物二,14,0
396,396,人物一/年/年/人物二,14,0
397,397,人物一/日/人物二,14,0
398,398,人物一/月/日/人物二,14,0
399,399,人物一/李逵/独劈/人物二,14,0
400,400,人物一/独劈/人物二,14,0
401,401,人物一/经历/人物二,14,0
402,402,人物一/角色/人物二,14,0
403,403,人物一/赵炎/人物二,14,0
404,404,人物二/一个/人物一,14,0
405,405,人物二/人物一/做,14,0
406,406,人物二/人物一/回,14,0
407,407,人物二/人物一/子,14,0
408,408,人物二/人物一/老师,14,0
409,409,人物二/人物一/道,14,0
410,410,人物二/同治/写给/人物一,14,0
411,411,何仙姑/蓝采和/人物一/人物二,14,0
413,413,八仙/汉/张果老/蓝采和/人物一/人物二,14,0
414,414,八仙/钟离/张果老/蓝采和/人物一/人物二,14,0
415,415,年/日/人物二/人物一,14,0
416,416,年/月/日/人物二/人物一,14,0
417,417,张果老/人物一/人物二/何仙姑,14,0
418,418,张果老/何仙姑/蓝采和/人物一/人物二,14,0
419,419,生平/人物二/人物一/发,14,0
420,420,生平/人物二/人物一/王姬,14,0
421,421,生平/人物二/人物一/王姬/发,14,0
422,422,生平/人物二/昌/人物一,14,0
423,423,生平/人物二/昌/人物一/发,14,0
424,424,生平/人物二/昌/人物一/王姬,14,0
425,425,生平/人物二/昌/人物一/王姬/发,14,0
426,426,生平/人物二/王姬/人物一,14,0
427,427,生平/人物二/王姬/人物一/发,14,0
428,428,生平/人物二/王姬/人物一/王姬,14,0
429,429,生平/人物二/王姬/人物一/王姬/发,14,0
430,430,生平/人物二/王姬/昌/人物一,14,0
431,431,生平/人物二/王姬/昌/人物一/发,14,0
432,432,生平/人物二/王姬/昌/人物一/王姬,14,0
433,433,相声/人物一/人物二/已故,14,0
434,434,译文/人物二/说/人物一,14,0
435,435,钟离/人物一/蓝采和/人物二,14,0
436,436,铁拐李/人物一/蓝采和/人物二,14,0
