,rule_id,rule,frequence,label
118,118,人物二/人物一/家书,23,0
127,127,人物二/写给/人物一/家书,22,0
201,201,人物二/四弟/人物一,18,0
212,212,人物一/学习/人物二,17,0
222,222,人物二/收/人物一,17,0
247,247,人物一/人物二/一个,16,0
248,248,人物一/人物二/学习/唱歌,16,0
249,249,人物一/人物二/张果老,16,0
250,250,人物一/人物二/老师,16,0
251,251,人物一/人物二/蓝采和/何仙姑,16,0
252,252,人物一/何仙姑/人物二,16,0
253,253,人物一/妹妹/人物二,16,0
254,254,人物一/子路/鲁国/人物二,16,0
255,255,人物一/字/子路/鲁国/人物二,16,0
256,256,人物一/字/鲁国/人物二,16,0
257,257,人物一/春秋/人物二/弟子,16,0
258,258,人物一/曹国舅/人物二/何仙姑,16,0
259,259,人物一/鲁国/人物二/弟子,16,0
261,261,人物二/便/人物一,16,0
262,262,人物二/子/人物一/发/弟弟,16,0
263,263,人物二/子/人物一/弟弟,16,0
264,264,人物二/子/人物一/王姬/发/弟弟,16,0
265,265,人物二/子/人物一/王姬/弟弟,16,0
266,266,人物二/家语/人物一,16,0
267,267,人物二/昌/子/人物一/发/弟弟,16,0
268,268,人物二/昌/子/人物一/弟弟,16,0
269,269,人物二/昌/子/人物一/王姬/弟弟,16,0
270,270,人物二/王姬/子/人物一/发/弟弟,16,0
271,271,人物二/王姬/子/人物一/弟弟,16,0
272,272,人物二/王姬/子/人物一/王姬/弟弟,16,0
273,273,人物二/王姬/昌/子/人物一/弟弟,16,0
274,274,八仙/人物一/人物二/蓝采和,16,0
275,275,八仙/汉/何仙姑/人物一/人物二,16,0
276,276,八仙/汉/何仙姑/人物一/人物二/曹国舅,16,0
277,277,八仙/汉/钟离/何仙姑/人物一/人物二,16,0
278,278,八仙/蓝采和/人物一/人物二,16,0
279,279,八仙/钟离/何仙姑/人物一/人物二,16,0
280,280,八仙/钟离/何仙姑/人物一/人物二/曹国舅,16,0
281,281,八仙/钟离/张果老/人物一/人物二/曹国舅,16,0
282,282,张果老/蓝采和/人物一/人物二,16,0
283,283,水浒/人物一/人物二,16,0
284,284,汉/蓝采和/人物一/人物二,16,0
285,285,汉/钟离/蓝采和/人物一/人物二,16,0
286,286,相声/人物二/人物一,16,0
287,287,说/人物二/人物一,16,0
288,288,钟离/蓝采和/人物一/人物二,16,0
289,289,钟离权/人物一/人物二,16,0
290,290,铁拐李/汉/何仙姑/人物一/人物二/曹国舅,16,0
291,291,铁拐李/汉/张果老/人物一/人物二,16,0
292,292,铁拐李/汉/张果老/人物一/人物二/曹国舅,16,0
293,293,铁拐李/汉/钟离/张果老/人物一/人物二,16,0
294,294,铁拐李/钟离/何仙姑/人物一/人物二/曹国舅,16,0
295,295,铁拐李/钟离/张果老/人物一/人物二,16,0
296,296,铁拐李/钟离/张果老/人物一/人物二/曹国舅,16,0
297,297,二/人物一/人物二,15,0
298,298,人物一/人物二/人物二/说,15,0
299,299,人物一/人物二/弟,15,0
300,300,人物一/年/月/人物二,15,0
301,301,人物二/人物一/一起,15,0
302,302,人物二/人物一/合作,15,0
303,303,人物二/人物一/哥哥,15,0
304,304,人物二/人物一/子,15,0
305,305,人物二/写给/四弟/人物一,15,0
306,306,人物二/写给/四弟/人物一/家书,15,0
307,307,人物二/四弟/人物一/家书,15,0
309,309,人物二/子贡/人物一,15,0
310,310,人物二/．/人物一,15,0
311,311,八仙/汉/张果老/人物一/人物二,15,0
312,312,八仙/汉/张果老/人物一/人物二/曹国舅,15,0
313,313,八仙/汉/张果老/何仙姑/人物一/人物二,15,0
314,314,八仙/汉/钟离/张果老/人物一/人物二,15,0
315,315,八仙/蓝采和/人物一/人物二/曹国舅,15,0
316,316,八仙/钟离/张果老/何仙姑/人物一/人物二,15,0
317,317,年/人物二/弟子/人物一,15,0
318,318,年/月/人物一/人物二,15,0
319,319,张果老/人物一/人物二/何仙姑,15,0
320,320,张果老/蓝采和/人物一/人物二/曹国舅,15,0
321,321,汉/人物一/人物二/何仙姑,15,0
322,322,汉/蓝采和/人物一/人物二/曹国舅,15,0
323,323,汉/钟离/人物一/人物二/何仙姑,15,0
324,324,汉/钟离/蓝采和/人物一/人物二/曹国舅,15,0
325,325,第五十三回/人物一/人物二,15,0
326,326,第五十三回/人物一/李逵/人物二,15,0
327,327,第五十三回/戴宗/人物一/人物二,15,0
328,328,第五十三回/戴宗/人物一/李逵/人物二,15,0
329,329,说/人物一/人物二,15,0
330,330,钟离/蓝采和/人物一/人物二/曹国舅,15,0
331,331,铁拐李/人物一/人物二/何仙姑,15,0
332,332,铁拐李/人物一/张果老/人物二,15,0
333,333,铁拐李/汉/张果老/何仙姑/人物一/人物二,15,0
334,334,铁拐李/钟离/张果老/何仙姑/人物一/人物二,15,0
335,335,铁拐李/汉/蓝采和/人物一/人物二,14,0
336,336,铁拐李/汉/钟离/蓝采和/人物一/人物二,14,0
337,337,铁拐李/钟离/蓝采和/人物一/人物二,14,0
