,rule_id,rule,frequence,label
132,132,人物一/人物二/妹妹,21,0
137,137,人物一/问/人物二,21,0
144,144,人物一/人物二/十分,20,0
154,154,八仙/何仙姑/人物一/人物二/曹国舅,20,0
155,155,八仙/张果老/何仙姑/人物一/人物二/曹国舅,20,0
156,156,汉/张果老/人物一/人物二,20,0
157,157,汉/钟离/张果老/人物一/人物二,20,0
158,158,简介/人物二/人物一,20,0
159,159,经历/人物一/人物二,20,0
163,163,主要/人物二/人物一,19,0
164,164,人物一/师从/人物二,19,0
165,165,人物一/时/人物二,19,0
166,166,人物一/没有/人物二,19,0
167,167,人物二/子/人物一/发,19,0
168,168,人物二/子/人物一/王姬/发,19,0
169,169,人物二/昌/子/人物一/发,19,0
170,170,人物二/昌/子/人物一/王姬/发,19,0
171,171,人物二/王姬/子/人物一/发,19,0
172,172,人物二/王姬/子/人物一/王姬/发,19,0
173,173,人物二/王姬/昌/子/人物一/发,19,0
174,174,戴宗/人物一/人物二,19,0
175,175,汉/何仙姑/人物一/人物二,19,0
176,176,汉/张果老/人物一/人物二/曹国舅,19,0
177,177,汉/钟离/何仙姑/人物一/人物二,19,0
178,178,汉/钟离/张果老/人物一/人物二/曹国舅,19,0
180,180,蓝采和/人物一/人物二/曹国舅,19,0
181,181,钟离/人物一/人物二/何仙姑,19,0
182,182,钟离/何仙姑/人物一/人物二,19,0
183,183,铁拐李/蓝采和/人物一/人物二,19,0
184,184,人物一/人物/人物一/人物二,18,0
185,185,人物一/人物二/先生,18,0
186,186,人物一/人物二/唱歌,18,0
187,187,人物一/人物二/时,18,0
188,188,人物一/前/人物二,18,0
189,189,人物一/弟子/人物二,18,0
190,190,人物一/月/人物二,18,0
191,191,人物一/李逵/人物二,18,0
192,192,人物二/人物一/好学,18,0
193,193,人物二/写给/人物一,18,0
194,194,八仙/铁拐李/何仙姑/人物一/人物二,18,0
195,195,八仙/铁拐李/何仙姑/人物一/人物二/曹国舅,18,0
196,196,八仙/铁拐李/张果老/人物一/人物二,18,0
197,197,八仙/铁拐李/张果老/人物一/人物二/曹国舅,18,0
198,198,戴宗/人物一/李逵/人物二,18,0
199,199,时/人物一/人物二,18,0
200,200,时/人物二/人物一,18,0
201,201,汉/何仙姑/人物一/人物二/曹国舅,18,0
202,202,汉/钟离/何仙姑/人物一/人物二/曹国舅,18,0
203,203,译文/人物一/人物二,18,0
204,204,钟离/何仙姑/人物一/人物二/曹国舅,18,0
205,205,人物一/春秋/人物二,17,0
206,206,人物二/人物一/发/弟弟,17,0
207,207,人物二/人物一/子路,17,0
208,208,人物二/人物一/月,17,0
209,209,人物二/人物一/死,17,0
210,210,人物二/人物一/王,17,0
211,211,人物二/人物一/王姬/发/弟弟,17,0
212,212,人物二/人物一/王姬/弟弟,17,0
213,213,人物二/人物一/老师,17,0
215,215,人物二/昌/人物一/发/弟弟,17,0
216,216,人物二/昌/人物一/弟弟,17,0
217,217,人物二/昌/人物一/王姬/发/弟弟,17,0
218,218,人物二/昌/人物一/王姬/弟弟,17,0
219,219,人物二/王姬/人物一/发/弟弟,17,0
220,220,人物二/王姬/人物一/弟弟,17,0
221,221,人物二/王姬/人物一/王姬/发/弟弟,17,0
222,222,人物二/王姬/人物一/王姬/弟弟,17,0
223,223,人物二/王姬/昌/人物一/发/弟弟,17,0
224,224,人物二/王姬/昌/人物一/弟弟,17,0
225,225,人物二/王姬/昌/人物一/王姬/弟弟,17,0
226,226,介绍/人物一/人物二,17,0
228,228,八仙/钟离/张果老/人物一/人物二,17,0
229,229,八仙/铁拐李/张果老/何仙姑/人物一/人物二,17,0
230,230,年/日/人物二/人物一,17,0
231,231,年/月/日/人物二/人物一,17,0
232,232,汉/张果老/何仙姑/人物一/人物二,17,0
233,233,汉/张果老/何仙姑/人物一/人物二/曹国舅,17,0
234,234,汉/钟离/张果老/何仙姑/人物一/人物二,17,0
235,235,钟离/张果老/何仙姑/人物一/人物二,17,0
236,236,钟离/张果老/何仙姑/人物一/人物二/曹国舅,17,0
237,237,铁拐李/汉/何仙姑/人物一/人物二,17,0
238,238,铁拐李/汉/钟离/何仙姑/人物一/人物二,17,0
239,239,铁拐李/蓝采和/人物一/人物二/曹国舅,17,0
240,240,铁拐李/钟离/何仙姑/人物一/人物二,17,0
