sent_id,entity1,entity2,sent,processed_sent,human
TRAIN_SENT_ID_262195,陈靖仇,陈辅,不久 ， 陈国 后裔 陈靖仇 在 想 办法 救 师父 陈辅 之 时 ， 在 月 河村 认识 被 村人 歧视 的 白发 少女 于 小雪 ， 于 黑 山镇 结识 拓跋 部落 二 小姐 拓跋 玉儿 。,不久  陈国 后裔 人物一 想 办法 救 师父 人物二 时  月 河村 认识 村人 歧视 白发 少女 小雪  黑 山镇 结识 拓跋 部落 二 小姐 拓跋 玉儿,-1
TRAIN_SENT_ID_250666,鲁西西,皮皮鲁,皮皮鲁 、 鲁西西 、 罗克 、 舒克和贝塔 已 在 国家工商局 注册 ， 成为 受 法律 保护 的 注册商标 。,人物二  人物一  罗克  舒克和贝塔 国家工商局 注册  成为 受 法律 保护 注册商标,-1
TRAIN_SENT_ID_284900,陆启铿,华罗庚,此外 ， 万哲元 、 陆启铿 、 王元 、 潘承洞 、 段学复 等 人 也 是 在 华罗庚 的 悉心 培育 下 成长 起来 的 。,万哲元  人物一  王元  潘承洞  段学复 人物二 悉心 培育 成长 起来,-1
TRAIN_SENT_ID_250579,鲁西西,皮皮鲁,他 笔下 的 皮皮鲁 、 鲁西西 、 舒克 、 贝塔 和 罗克 已 成为 注册商标 。,笔下 人物二  人物一  舒克  贝塔 罗克 成为 注册商标,-1
TRAIN_SENT_ID_252713,颜回,孔子,◎ 颜回 将 西游 ， 问于 孔子 曰 ： 「 何以 为身 ？,◎ 人物一 西游  问于 人物二 曰   为身,-1
TRAIN_SENT_ID_264215,陈真,霍元甲,35 岁 的 唐宇 则 对 一系列 香港 武侠 电视剧 印象 深刻 ： “ 什么 《 霍元甲 》 、 《 霍东阁 》 、 《 陈真 传 》 、 《 再 向 虎山行 》 ， 看 得 特别 过瘾 。,岁 唐宇 一系列 香港 武侠 电视剧 印象 深刻    人物二    霍东阁    人物一 传    虎山行   特别 过瘾,-1
TRAIN_SENT_ID_251545,楚碧痕,楚寒镜,迷宫 搜索 关键词 ： 三寒器 、 炎帝 神农 、 梭罗树 、 梭罗 果 、 楚碧痕 、 楚寒镜 、 月 幽之境 、 熔岩 兽王 、 炙炎石,迷宫 搜索 关键词  三寒器  炎帝 神农  梭罗树  梭罗 果  人物一  人物二  月 幽之境  熔岩 兽王  炙炎石,-1
TRAIN_SENT_ID_275795,郑益龙,郑锦城,在 梁伟发 身后 是 一众 武警官兵 ， 其中 就 有 郑益龙 的 弟弟 郑锦城 。,梁伟发 身后 一众 武警官兵  人物一 弟弟 人物二,-1
TRAIN_SENT_ID_265090,杨志刚,郭靖宇,《 红娘子 》 是 郭靖宇 继 《 铁 梨花 》 《 将军 》 之后 又 一部 自编 自导 的 作品 ， 由王 珞丹 、 杨志刚 、 刘威 、 王绘春 、 史可 、 王超 等 主演 。,红娘子  人物二 继  铁 梨花   将军  之后 一部 自编 自导 作品  由王 珞丹  人物一  刘威  王绘春  史可  王超 主演,-1
TRAIN_SENT_ID_265397,薛谭,秦青,《 列子 · 汤问 》 ： “ 薛谭 学 讴于 秦青 ， 未穷 青之技 ， 自谓 尽 之 ； 遂 辞 归 。,列子  汤问    人物一 学 讴于 人物二  未穷 青之技  自谓  遂 辞,-1
TRAIN_SENT_ID_259657,公孙胜,罗真人,第五十三回 戴宗 智取 公孙胜 李逵 斧劈 罗真人,第五十三回 戴宗 智取 人物一 李逵 斧劈 人物二,-1
TRAIN_SENT_ID_279264,徐佩瑶,徐天德,徐佩瑶 是 徐天德 的 妹妹 ， 美丽 、 善良 的 女孩 ， 和 朱重八 青梅竹马 ， 彼此 相爱 。,人物一 人物二 妹妹  美丽  善良 女孩  朱重八 青梅竹马  相爱,-1
TRAIN_SENT_ID_267697,柳承范,柳承莞,基本 信息 : 《 不当 交易 》 是 由 柳承莞 执导 ， 黄政民 、 柳承范 、 刘海镇 主演 的 犯罪 电影 。,基本 信息   不当 交易  人物二 执导  黄政民  人物一  刘海镇 主演 犯罪 电影,-1
TRAIN_SENT_ID_263917,汤镇宗,汤镇业,领衔主演 ： 恬妞 、 汤镇宗 、 汤镇业 、 邱月清,领衔主演  恬妞  人物一  人物二  邱月清,-1
TRAIN_SENT_ID_251522,陈辅,陈靖仇,陈辅 和 饕餮 同困伏 魔 山洞 ， 陈靖仇 月 河村 初遇 小雪 ， 6 月 （ 猜测 ） ， 黑 山镇 与 玉儿 相逢 。,人物一 饕餮 同困伏 魔 山洞  人物二 月 河村 初遇 小雪   月  猜测   黑 山镇 玉儿 相逢,-1
TRAIN_SENT_ID_267704,柳承范,柳承莞,柳承莞 ， 柳承范 主演 。,人物二  人物一 主演,-1
TRAIN_SENT_ID_258169,刘星,夏雪,刘星 很 是 失望 ， 辞去 了 学习 委员 的 职务 ， 此时 的 夏雪 也 在 大家 的 开导 下 走出 了 阴影 。,人物一 失望  辞去 学习 委员 职务  人物二 开导 走出 阴影,-1
TRAIN_SENT_ID_275933,李华,寿昌公主,刘皇后 ， 结发 之妻 ， 正室 ； 生 嫡长子 李宪 （ 后 追 谥 让 皇帝 ） 、 寿昌公主 、 代国 公主 李华 婉 ， 被 武则天 勒令 处死 ， 追 谥 为 肃明 顺圣 皇后,刘皇后  结发 之妻  正室  生 嫡长子 李宪  追 谥 皇帝   人物二  代国 公主 人物一 婉  武则天 勒令 处死  追 谥 肃明 顺圣 皇后,-1
TRAIN_SENT_ID_265459,薛谭,秦青,《 列子 · 汤问 》 ： “ 薛谭 学 讴于 秦青 … …,列子  汤问    人物一 学 讴于 人物二,-1
TRAIN_SENT_ID_274065,南宫敬叔,孔子,连鲁 大夫 孟僖子 其子 孟懿子 和 南宫敬叔 来学礼 ， 可见 孔子 办学 已 名闻遐迩 。,连鲁 大夫 孟僖子 其子 孟懿子 人物一 来学礼  人物二 办学 名闻遐迩,-1
TRAIN_SENT_ID_259640,公孙胜,罗真人,⑤ 明 施耐庵 《 水浒 》 第五十三回 《 戴宗 二取 公孙胜 李逵 独劈 罗真人 》 当下 十数个 牢子 狱卒 ， 把 李逵 驱至 当前 。,⑤ 明 施耐庵  水浒  第五十三回  戴宗 二取 人物一 李逵 独劈 人物二  当下 十数个 牢子 狱卒  李逵 驱至 当前,-1
TRAIN_SENT_ID_270825,伍天锡,伍云召,伍云召 和 伍天锡 都 死 在 扬州 玉玺 会上 ， 留下 独生子 伍登 过继 给 朱灿 。,人物二 人物一 死 扬州 玉玺 会上  留下 独生子 伍登 过继 朱灿,-1
TRAIN_SENT_ID_277922,毛威,李金斗,虽然 毛威 的 师傅 是 相声 演员 李金斗 ， 周立波 则 是 滑稽 演员 出身 。,人物一 师傅 相声 演员 人物二  周立波 滑稽 演员 出身,-1
TRAIN_SENT_ID_276987,樊迟,孔子,樊迟 不于 此处 用心 ， 却 想 学习 应由 小人 来 做 的 耕稼 之 事 ， 所以 受到 孔子 斥责 。,人物一 不于 用心  想 学习 应由 小人 做 耕稼 事  人物二 斥责,-1
TRAIN_SENT_ID_252519,颜回,孔子,孔子 对 曰 ： “ 有 颜回 者 好学 ， 不幸 短命 死 矣 ， 今 也 则 亡 。 ”,人物二 曰   人物一 好学  不幸 短命 死  亡,-1
TRAIN_SENT_ID_264236,陈真,霍元甲,霍元甲 爱徒 陈真 闻听 师父 死讯 ， 怀疑 其中 玄虚 ， 遂 与 龙一 决战 ， 谁料 龙一 不消 一刻 立即 败 倒 。,人物二 爱徒 人物一 闻听 师父 死讯  怀疑 玄虚  遂 龙一 决战  龙一 不消 一刻 立即 败 倒,-1
TRAIN_SENT_ID_251518,陈辅,陈靖仇,而 陈辅 误以为 陈靖仇 已经 投靠 “ 敌人 ” ， 十分 痛心 ， 听信 宁珂 的话 ， 服下 “ 撒旦 之果 ” ， 失去 理智 ， 和 宁 珂 一起 也 来到 赤贯星 。,人物一 误以为 人物二 已经 投靠  敌人   十分 痛心  听信 宁珂  服下  撒旦 之果   失去 理智  珂 一起 来到 赤贯星,-1
TRAIN_SENT_ID_282623,茅于杭,茅于轼,茅于杭 ， 茅以新 的 二 儿子 ， 著名 经济学家 茅于轼 的 二弟 ， 茅以升 的 侄子 。,人物一  茅以新 二 儿子  著名 经济学家 人物二 二弟  茅以升 侄子,-1
TRAIN_SENT_ID_259655,公孙胜,罗真人,第五十二回 戴宗 智取 公孙胜 李逵 斧劈 罗真人,第五十二回 戴宗 智取 人物一 李逵 斧劈 人物二,-1
TRAIN_SENT_ID_252568,颜回,孔子,归鲁 之后 ， 颜回 除 讲学 外 ， 便是 帮助 孔子 整理 古代 典籍 。,归鲁 之后  人物一 讲学 外  便是 帮助 人物二 整理 古代 典籍,-1
TRAIN_SENT_ID_255290,卫夫人,王羲之,③ 卫氏 夫人 ： 卫夫人 是 运城 夏县 人 ， 曾任 王羲之 的 老师 。,③ 卫氏 夫人  人物一 运城 夏县  曾任 人物二 老师,-1
TRAIN_SENT_ID_267789,万剑一,林惊羽,真法 剑诀 四 式 剑诀 : 真法 剑诀 斩 鬼神 真诀 : 斩 鬼神 是 青云 门 掌门 道 玄 真人 的 师弟 万剑一 的 绝学 ， 后 林惊羽 在 祖师 斩 鬼神 精通 者 ( 2 张 ),真法 剑诀 四 式 剑诀  真法 剑诀 斩 鬼神 真诀  斩 鬼神 青云 门 掌门 道 玄 真人 师弟 人物一 绝学  人物二 祖师 斩 鬼神 精通   张,-1
TRAIN_SENT_ID_272012,文姜,宣姜,文姜 是 宣姜 的 妹妹 ， “ 文 ” 字 是 后世 史家 因 她 文采 命 的 名 。,人物一 人物二 妹妹   文  字 后世 史家 文采 命 名,-1
TRAIN_SENT_ID_277511,甄子菁,甄子丹,甄子菁 ， 著名 功夫 影星 甄子丹 的 妹妹 。,人物一  著名 功夫 影星 人物二 妹妹,-1
